"","StartFY","Ceil.Simple","Dur.Simple","ContractCount","Action.Obligation","metric","Quantile","pCRai"
"792",2016,"100k - <10m","(~1 year,~2 years]",10268,8873580481.5906,"Contracts within Period","95th Percentile",0
"793",2016,"100k - <10m","<~1 year",69845,35637984619.3216,"Contracts within Period","95th Percentile",0
"794",2016,"10m+","(~1 year,~2 years]",288,7744466492.5811,"Contracts within Period","95th Percentile",0.0254761959600546
"795",2016,"10m+","<~1 year",550,11034051984.7729,"Contracts within Period","95th Percentile",0.0418147846983441
"796",2007,"0k - <100k","(~1 year,~2 years]",30477,2225721897.4091,"Early Results for All Contracts","95th Percentile",0
"797",2007,"0k - <100k","(~2 years+]",7946,2171916823.0491,"Early Results for All Contracts","95th Percentile",0
"798",2007,"0k - <100k","<~1 year",799455,15331636679.4867,"Early Results for All Contracts","95th Percentile",0
"799",2007,"100k - <10m","(~1 year,~2 years]",22101,29850509328.3448,"Early Results for All Contracts","95th Percentile",0.0504834035506417
"800",2007,"100k - <10m","(~2 years+]",6435,11870991010.1498,"Early Results for All Contracts","95th Percentile",0.00297101814746478
"801",2007,"100k - <10m","<~1 year",86314,58934623249.1137,"Early Results for All Contracts","95th Percentile",0
"802",2007,"10m+","(~1 year,~2 years]",1195,51271591963.9378,"Early Results for All Contracts","95th Percentile",0.145791463870609
"803",2007,"10m+","(~2 years+]",776,71206629704.0816,"Early Results for All Contracts","95th Percentile",0.186962947909557
"804",2007,"10m+","<~1 year",1683,52832591307.0637,"Early Results for All Contracts","95th Percentile",0.0727725963705698
"805",2008,"0k - <100k","(~1 year,~2 years]",35055,2559782111.2468,"Early Results for All Contracts","95th Percentile",0
"806",2008,"0k - <100k","(~2 years+]",7571,731210756.2179,"Early Results for All Contracts","95th Percentile",0
"807",2008,"0k - <100k","<~1 year",846839,16080919051.7592,"Early Results for All Contracts","95th Percentile",0
"808",2008,"100k - <10m","(~1 year,~2 years]",23264,32049376415.0933,"Early Results for All Contracts","95th Percentile",0.0213373005686458
"809",2008,"100k - <10m","(~2 years+]",5726,11347189008.2488,"Early Results for All Contracts","95th Percentile",0.00466775710685164
"810",2008,"100k - <10m","<~1 year",92839,67259115275.0238,"Early Results for All Contracts","95th Percentile",0
"811",2008,"10m+","(~1 year,~2 years]",1470,76137848910.9658,"Early Results for All Contracts","95th Percentile",0.127451215364449
"812",2008,"10m+","(~2 years+]",768,95351890249.4356,"Early Results for All Contracts","95th Percentile",0.218028330918348
"813",2008,"10m+","<~1 year",1806,71781317494.4757,"Early Results for All Contracts","95th Percentile",0.0786736168900741
"814",2009,"0k - <100k","(~1 year,~2 years]",31626,4015666340.7105,"Early Results for All Contracts","95th Percentile",0
"815",2009,"0k - <100k","(~2 years+]",5181,1067649171.2731,"Early Results for All Contracts","95th Percentile",0
"816",2009,"0k - <100k","<~1 year",757766,14336007474.5423,"Early Results for All Contracts","95th Percentile",0
"817",2009,"100k - <10m","(~1 year,~2 years]",22700,31607640000.2465,"Early Results for All Contracts","95th Percentile",0.0262065600283597
"818",2009,"100k - <10m","(~2 years+]",5516,11317166919.8411,"Early Results for All Contracts","95th Percentile",0.0084081906201425
"819",2009,"100k - <10m","<~1 year",93700,64914699191.8222,"Early Results for All Contracts","95th Percentile",0
"820",2009,"10m+","(~1 year,~2 years]",1408,78153955252.363,"Early Results for All Contracts","95th Percentile",0.156426055688972
"821",2009,"10m+","(~2 years+]",825,109388728125.148,"Early Results for All Contracts","95th Percentile",0.194965725045351
"822",2009,"10m+","<~1 year",1621,60738224712.3245,"Early Results for All Contracts","95th Percentile",0.080657135215866
"823",2010,"0k - <100k","(~1 year,~2 years]",30617,1837509192.239,"Early Results for All Contracts","95th Percentile",0
"824",2010,"0k - <100k","(~2 years+]",6148,1101536953.2289,"Early Results for All Contracts","95th Percentile",0
"825",2010,"0k - <100k","<~1 year",754951,16711980500.545,"Early Results for All Contracts","95th Percentile",0
"826",2010,"100k - <10m","(~1 year,~2 years]",22152,32002598798.4265,"Early Results for All Contracts","95th Percentile",0.0448073168151247
"827",2010,"100k - <10m","(~2 years+]",5658,10750868822.2295,"Early Results for All Contracts","95th Percentile",0.00117637803286669
"828",2010,"100k - <10m","<~1 year",91856,64243223935.3407,"Early Results for All Contracts","95th Percentile",0
"829",2010,"10m+","(~1 year,~2 years]",1378,62652034995.0287,"Early Results for All Contracts","95th Percentile",0.147781002126174
"830",2010,"10m+","(~2 years+]",950,67871439229.3798,"Early Results for All Contracts","95th Percentile",0.0957655151453765
"831",2010,"10m+","<~1 year",1372,75663216265.5873,"Early Results for All Contracts","95th Percentile",0.0931075950878026
"832",2011,"0k - <100k","(~1 year,~2 years]",33187,1374313952.1122,"Early Results for All Contracts","95th Percentile",0
"833",2011,"0k - <100k","(~2 years+]",7592,967845745.9544,"Early Results for All Contracts","95th Percentile",0
"834",2011,"0k - <100k","<~1 year",720531,13712761047.2793,"Early Results for All Contracts","95th Percentile",0
"835",2011,"100k - <10m","(~1 year,~2 years]",24377,35357454889.1148,"Early Results for All Contracts","95th Percentile",0.0118889383188205
"836",2011,"100k - <10m","(~2 years+]",5684,10662733338.6148,"Early Results for All Contracts","95th Percentile",0.0100819476542254
"837",2011,"100k - <10m","<~1 year",86437,61449107450.268,"Early Results for All Contracts","95th Percentile",0
"838",2011,"10m+","(~1 year,~2 years]",1593,82438414713.6518,"Early Results for All Contracts","95th Percentile",0.122406735371381
"839",2011,"10m+","(~2 years+]",1023,80149933480.4068,"Early Results for All Contracts","95th Percentile",0.122327676520714
"840",2011,"10m+","<~1 year",1205,51037574741.6963,"Early Results for All Contracts","95th Percentile",0.101613378408261
"841",2012,"0k - <100k","(~1 year,~2 years]",31468,2093720174.6796,"Early Results for All Contracts","95th Percentile",0
"842",2012,"0k - <100k","(~2 years+]",7343,237163507.8615,"Early Results for All Contracts","95th Percentile",0
"843",2012,"0k - <100k","<~1 year",684443,12733672066.3087,"Early Results for All Contracts","95th Percentile",0
"844",2012,"100k - <10m","(~1 year,~2 years]",23688,31708057116.3042,"Early Results for All Contracts","95th Percentile",0.00509229268074358
"845",2012,"100k - <10m","(~2 years+]",5136,9416529789.6232,"Early Results for All Contracts","95th Percentile",0.0140169637574916
"846",2012,"100k - <10m","<~1 year",82528,53366212980.6853,"Early Results for All Contracts","95th Percentile",0
"847",2012,"10m+","(~1 year,~2 years]",1398,77435308058.9747,"Early Results for All Contracts","95th Percentile",0.126104737717929
"848",2012,"10m+","(~2 years+]",784,109575677005.146,"Early Results for All Contracts","95th Percentile",0.155745798550411
"849",2012,"10m+","<~1 year",1030,54824229276.6201,"Early Results for All Contracts","95th Percentile",0.103198852345598
"850",2013,"0k - <100k","(~1 year,~2 years]",27680,990409103.4534,"Early Results for All Contracts","95th Percentile",0
"851",2013,"0k - <100k","(~2 years+]",5247,177879879.9455,"Early Results for All Contracts","95th Percentile",0
"852",2013,"0k - <100k","<~1 year",625520,10928614149.253,"Early Results for All Contracts","95th Percentile",0
"853",2013,"100k - <10m","(~1 year,~2 years]",19862,26173561271.9926,"Early Results for All Contracts","95th Percentile",0.00668373406457806
"854",2013,"100k - <10m","(~2 years+]",4204,7113376170.6444,"Early Results for All Contracts","95th Percentile",0.017572675284139
"855",2013,"100k - <10m","<~1 year",70419,47299622368.3284,"Early Results for All Contracts","95th Percentile",0
"856",2013,"10m+","(~1 year,~2 years]",1025,44540949443.8116,"Early Results for All Contracts","95th Percentile",0.126534633203472
"857",2013,"10m+","(~2 years+]",739,78587225732.8313,"Early Results for All Contracts","95th Percentile",0.0991408830127891
"858",2013,"10m+","<~1 year",977,44246763167.1629,"Early Results for All Contracts","95th Percentile",0.0632961202137588
"859",2014,"0k - <100k","(~1 year,~2 years]",30853,908662472.3582,"Early Results for All Contracts","95th Percentile",0
"860",2014,"0k - <100k","(~2 years+]",6976,336393941.4656,"Early Results for All Contracts","95th Percentile",0.00482747951947806
"861",2014,"0k - <100k","<~1 year",655246,12400243804.8409,"Early Results for All Contracts","95th Percentile",0
"862",2014,"100k - <10m","(~1 year,~2 years]",20908,25822114894.5052,"Early Results for All Contracts","95th Percentile",0.00898009986030665
"863",2014,"100k - <10m","(~2 years+]",4427,7911305900.2678,"Early Results for All Contracts","95th Percentile",0.00592162627035739
"864",2014,"100k - <10m","<~1 year",78352,49504024205.8266,"Early Results for All Contracts","95th Percentile",0
"865",2014,"10m+","(~1 year,~2 years]",1002,39063412182.0385,"Early Results for All Contracts","95th Percentile",0.102667760241161
"866",2014,"10m+","(~2 years+]",674,51655679044.161,"Early Results for All Contracts","95th Percentile",0.121659413110617
"867",2014,"10m+","<~1 year",1087,41713698996.1659,"Early Results for All Contracts","95th Percentile",0.0676647668593449
"868",2015,"0k - <100k","(~1 year,~2 years]",41164,1215877963.7185,"Early Results for All Contracts","95th Percentile",0
"869",2015,"0k - <100k","(~2 years+]",5991,221935712.4822,"Early Results for All Contracts","95th Percentile",0.990014448378179
"870",2015,"0k - <100k","<~1 year",2486526,12785333023.4996,"Early Results for All Contracts","95th Percentile",0
"871",2015,"100k - <10m","(~1 year,~2 years]",23726,30268713212.1981,"Early Results for All Contracts","95th Percentile",0
"872",2015,"100k - <10m","(~2 years+]",4477,7672157335.0281,"Early Results for All Contracts","95th Percentile",0.0076133045367853
"873",2015,"100k - <10m","<~1 year",72129,44104002775.9147,"Early Results for All Contracts","95th Percentile",0
"874",2015,"10m+","(~1 year,~2 years]",1360,38662111780.7029,"Early Results for All Contracts","95th Percentile",0.0599659769480061
"875",2015,"10m+","(~2 years+]",748,44116443662.25,"Early Results for All Contracts","95th Percentile",0.0933760378434816
"876",2015,"10m+","<~1 year",925,37224490029.275,"Early Results for All Contracts","95th Percentile",0.0385929788143355
"877",2016,"0k - <100k","(~1 year,~2 years]",47430,1267989862.9091,"Early Results for All Contracts","95th Percentile",0
"878",2016,"0k - <100k","(~2 years+]",4802,147784108.807,"Early Results for All Contracts","95th Percentile",0
"879",2016,"0k - <100k","<~1 year",2933728,13824809188.7508,"Early Results for All Contracts","95th Percentile",0
"880",2016,"100k - <10m","(~1 year,~2 years]",22337,26407581956.136,"Early Results for All Contracts","95th Percentile",0
"881",2016,"100k - <10m","(~2 years+]",4087,6769529623.6285,"Early Results for All Contracts","95th Percentile",0
"882",2016,"100k - <10m","<~1 year",76114,45203261350.0695,"Early Results for All Contracts","95th Percentile",0
"883",2016,"10m+","(~1 year,~2 years]",1316,36974851537.5804,"Early Results for All Contracts","95th Percentile",0.0402487308957246
"884",2016,"10m+","(~2 years+]",754,46771569966.5715,"Early Results for All Contracts","95th Percentile",0.0314029258357236
"885",2016,"10m+","<~1 year",1027,24352373084.9229,"Early Results for All Contracts","95th Percentile",0.0406416960695304
"886",2007,"0k - <100k","(~1 year,~2 years]",30465,1544431439.1332,"Contracts within Period","99th Percentile",0.367903168606914
"887",2007,"0k - <100k","(~2 years+]",7046,1977014362.3252,"Contracts within Period","99th Percentile",0.248652039526996
"888",2007,"0k - <100k","<~1 year",799435,15310345279.4389,"Contracts within Period","99th Percentile",0
"889",2007,"100k - <10m","(~1 year,~2 years]",22075,29122221394.3167,"Contracts within Period","99th Percentile",1.29859182529879
"890",2007,"100k - <10m","(~2 years+]",5717,10843574974.7633,"Contracts within Period","99th Percentile",0.877583983418229
"891",2007,"100k - <10m","<~1 year",86281,58810468779.617,"Contracts within Period","99th Percentile",0.40078973716896
"892",2007,"10m+","(~1 year,~2 years]",1186,50474588423.5698,"Contracts within Period","99th Percentile",1.22383888001939
"893",2007,"10m+","(~2 years+]",706,44800935453.8877,"Contracts within Period","99th Percentile",1.01600724684778
"894",2007,"10m+","<~1 year",1674,40448697061.1124,"Contracts within Period","99th Percentile",0.7044238577716
"895",2008,"0k - <100k","(~1 year,~2 years]",35030,2266221672.107,"Contracts within Period","99th Percentile",0.267553857635875
"896",2008,"0k - <100k","(~2 years+]",6092,618892626.1556,"Contracts within Period","99th Percentile",0.159324023766928
"897",2008,"0k - <100k","<~1 year",846741,15994548650.7544,"Contracts within Period","99th Percentile",0
"898",2008,"100k - <10m","(~1 year,~2 years]",23205,31411082323.4901,"Contracts within Period","99th Percentile",0.544989060445961
"899",2008,"100k - <10m","(~2 years+]",4925,9507391504.3006,"Contracts within Period","99th Percentile",0.803240039073692
"900",2008,"100k - <10m","<~1 year",92643,65358214313.8484,"Contracts within Period","99th Percentile",0.34218834898419
"901",2008,"10m+","(~1 year,~2 years]",1457,63569047630.6706,"Contracts within Period","99th Percentile",0.97913715772974
"902",2008,"10m+","(~2 years+]",698,70245486165.1772,"Contracts within Period","99th Percentile",1.35965290242694
"903",2008,"10m+","<~1 year",1786,54722136760.3663,"Contracts within Period","99th Percentile",0.572275663538149
"904",2009,"0k - <100k","(~1 year,~2 years]",31608,1681044711.8143,"Contracts within Period","99th Percentile",0.192847978007097
"905",2009,"0k - <100k","(~2 years+]",4237,1034769135.8481,"Contracts within Period","99th Percentile",0.398571507970791
"906",2009,"0k - <100k","<~1 year",757602,14298566039.1159,"Contracts within Period","99th Percentile",0
"907",2009,"100k - <10m","(~1 year,~2 years]",22605,30971788121.2408,"Contracts within Period","99th Percentile",0.520609666059801
"908",2009,"100k - <10m","(~2 years+]",5101,9113345808.836,"Contracts within Period","99th Percentile",0.732974026684745
"909",2009,"100k - <10m","<~1 year",93538,63229896369.9518,"Contracts within Period","99th Percentile",0.315474472882305
"910",2009,"10m+","(~1 year,~2 years]",1388,64922294449.3372,"Contracts within Period","99th Percentile",0.430820567330466
"911",2009,"10m+","(~2 years+]",747,62548853170.7377,"Contracts within Period","99th Percentile",0.692906286877951
"912",2009,"10m+","<~1 year",1591,49941164177.5974,"Contracts within Period","99th Percentile",0.459727572969532
"913",2010,"0k - <100k","(~1 year,~2 years]",30593,1797279663.7696,"Contracts within Period","99th Percentile",0.291259052069914
"914",2010,"0k - <100k","(~2 years+]",5109,399717223.3655,"Contracts within Period","99th Percentile",0.0653006328828941
"915",2010,"0k - <100k","<~1 year",754598,16635377762.6929,"Contracts within Period","99th Percentile",0.00972008634900036
"916",2010,"100k - <10m","(~1 year,~2 years]",22084,31463820232.1992,"Contracts within Period","99th Percentile",0.477706268933905
"917",2010,"100k - <10m","(~2 years+]",5299,9602713363.4923,"Contracts within Period","99th Percentile",0.412956265371645
"918",2010,"100k - <10m","<~1 year",91656,62737184636.9412,"Contracts within Period","99th Percentile",0.334295640238312
"919",2010,"10m+","(~1 year,~2 years]",1335,53606776110.4485,"Contracts within Period","99th Percentile",0.665421879452636
"920",2010,"10m+","(~2 years+]",861,41522833916.6976,"Contracts within Period","99th Percentile",0.469922547745735
"921",2010,"10m+","<~1 year",1345,51851693192.2024,"Contracts within Period","99th Percentile",0.531056154238204
"922",2011,"0k - <100k","(~1 year,~2 years]",33148,1334091957.8587,"Contracts within Period","99th Percentile",0.23849168281401
"923",2011,"0k - <100k","(~2 years+]",6575,399587035.6415,"Contracts within Period","99th Percentile",0.0635097060874055
"924",2011,"0k - <100k","<~1 year",720312,13640022132.3991,"Contracts within Period","99th Percentile",0.00911394373166646
"925",2011,"100k - <10m","(~1 year,~2 years]",24252,32174488768.7305,"Contracts within Period","99th Percentile",0.41582385426149
"926",2011,"100k - <10m","(~2 years+]",5166,9118797004.9505,"Contracts within Period","99th Percentile",0.552761222988191
"927",2011,"100k - <10m","<~1 year",86064,55474372540.5382,"Contracts within Period","99th Percentile",0.302950140638616
"928",2011,"10m+","(~1 year,~2 years]",1550,55818976409.2601,"Contracts within Period","99th Percentile",0.471921599146051
"929",2011,"10m+","(~2 years+]",817,35863998434.9496,"Contracts within Period","99th Percentile",0.47490382975698
"930",2011,"10m+","<~1 year",1168,42824145961.7137,"Contracts within Period","99th Percentile",0.752090511772656
"931",2012,"0k - <100k","(~1 year,~2 years]",31356,2067722050.4115,"Contracts within Period","99th Percentile",0.101082158222799
"932",2012,"0k - <100k","(~2 years+]",6616,181347308.6989,"Contracts within Period","99th Percentile",0.0508444713712311
"933",2012,"0k - <100k","<~1 year",684150,12303167282.7849,"Contracts within Period","99th Percentile",0
"934",2012,"100k - <10m","(~1 year,~2 years]",23355,30518360231.14,"Contracts within Period","99th Percentile",0.340443880268292
"935",2012,"100k - <10m","(~2 years+]",4458,7454761848.009,"Contracts within Period","99th Percentile",0.317331636243503
"936",2012,"100k - <10m","<~1 year",82263,51465586445.256,"Contracts within Period","99th Percentile",0.231924460602425
"937",2012,"10m+","(~1 year,~2 years]",1312,49377155032.7515,"Contracts within Period","99th Percentile",0.486932656621937
"938",2012,"10m+","(~2 years+]",592,31538407277.2743,"Contracts within Period","99th Percentile",0.345548599640544
"939",2012,"10m+","<~1 year",984,34117720659.5202,"Contracts within Period","99th Percentile",0.774193061167484
"940",2013,"0k - <100k","(~1 year,~2 years]",27230,886100750.3667,"Contracts within Period","99th Percentile",0.0502523696682461
"941",2013,"0k - <100k","(~2 years+]",2864,74457089.9772,"Contracts within Period","99th Percentile",0.123142083405481
"942",2013,"0k - <100k","<~1 year",625080,10825043663.8563,"Contracts within Period","99th Percentile",0
"943",2013,"100k - <10m","(~1 year,~2 years]",18623,22375119315.402,"Contracts within Period","99th Percentile",0.308619076281148
"944",2013,"100k - <10m","(~2 years+]",2929,4426322245.4999,"Contracts within Period","99th Percentile",0.332066271470336
"945",2013,"100k - <10m","<~1 year",69697,44094982415.848,"Contracts within Period","99th Percentile",0.224720290504583
"946",2013,"10m+","(~1 year,~2 years]",829,27049364847.6771,"Contracts within Period","99th Percentile",0.764239394718838
"947",2013,"10m+","(~2 years+]",455,23000070693.6988,"Contracts within Period","99th Percentile",0.343196734945449
"948",2013,"10m+","<~1 year",814,24368593829.5934,"Contracts within Period","99th Percentile",0.4424703444523
"949",2014,"0k - <100k","(~1 year,~2 years]",29911,825183744.3023,"Contracts within Period","99th Percentile",0.0080916498892407
"950",2014,"0k - <100k","(~2 years+]",3456,88007861.5304,"Contracts within Period","99th Percentile",0.00994188942387496
"951",2014,"0k - <100k","<~1 year",654020,11605629480.2372,"Contracts within Period","99th Percentile",0
"952",2014,"100k - <10m","(~1 year,~2 years]",18810,20973572049.2012,"Contracts within Period","99th Percentile",0.342553331111902
"953",2014,"100k - <10m","(~2 years+]",2444,3452297576.5646,"Contracts within Period","99th Percentile",0.268677635330697
"954",2014,"100k - <10m","<~1 year",76880,45661149336.5356,"Contracts within Period","99th Percentile",0.166518501657643
"955",2014,"10m+","(~1 year,~2 years]",692,17841231886.6238,"Contracts within Period","99th Percentile",0.486974630009413
"956",2014,"10m+","(~2 years+]",267,7738240609.8874,"Contracts within Period","99th Percentile",0.200751195857281
"957",2014,"10m+","<~1 year",869,20371960544.2321,"Contracts within Period","99th Percentile",0.469699125248758
"958",2015,"0k - <100k","(~1 year,~2 years]",38626,972228638.6238,"Contracts within Period","99th Percentile",0
"959",2015,"0k - <100k","(~2 years+]",1449,32604881.1972,"Contracts within Period","99th Percentile",0
"960",2015,"0k - <100k","<~1 year",2484913,12624516538.753,"Contracts within Period","99th Percentile",0
"961",2015,"100k - <10m","(~1 year,~2 years]",18914,19425990168.6043,"Contracts within Period","99th Percentile",0.178376186233484
"962",2015,"100k - <10m","(~2 years+]",849,965704389.3911,"Contracts within Period","99th Percentile",0.125029986658194
"963",2015,"100k - <10m","<~1 year",69716,38349636675.3321,"Contracts within Period","99th Percentile",0.153889308719592
"964",2015,"10m+","(~1 year,~2 years]",682,16182377356.4218,"Contracts within Period","99th Percentile",0.368791544091236
"965",2015,"10m+","(~2 years+]",61,2886022519.3607,"Contracts within Period","99th Percentile",0.208827793845406
"966",2015,"10m+","<~1 year",656,14236372245.2553,"Contracts within Period","99th Percentile",0.198905968347701
"967",2016,"0k - <100k","(~1 year,~2 years]",32670,711809119.1542,"Contracts within Period","99th Percentile",0
"968",2016,"0k - <100k","<~1 year",2928471,13392686210.4429,"Contracts within Period","99th Percentile",0
"969",2016,"100k - <10m","(~1 year,~2 years]",10268,8873580481.5906,"Contracts within Period","99th Percentile",0.182290893693542
"970",2016,"100k - <10m","<~1 year",69845,35637984619.3216,"Contracts within Period","99th Percentile",0.0992477691766471
"971",2016,"10m+","(~1 year,~2 years]",288,7744466492.5811,"Contracts within Period","99th Percentile",0.200359639471751
"972",2016,"10m+","<~1 year",550,11034051984.7729,"Contracts within Period","99th Percentile",0.322783183273164
"973",2007,"0k - <100k","(~1 year,~2 years]",30477,2225721897.4091,"Early Results for All Contracts","99th Percentile",0.36840443276592
"974",2007,"0k - <100k","(~2 years+]",7946,2171916823.0491,"Early Results for All Contracts","99th Percentile",0.223584549150923
"975",2007,"0k - <100k","<~1 year",799455,15331636679.4867,"Early Results for All Contracts","99th Percentile",0
"976",2007,"100k - <10m","(~1 year,~2 years]",22101,29850509328.3448,"Early Results for All Contracts","99th Percentile",1.29336778971323
"977",2007,"100k - <10m","(~2 years+]",6435,11870991010.1498,"Early Results for All Contracts","99th Percentile",0.874371307752166
"978",2007,"100k - <10m","<~1 year",86314,58934623249.1137,"Early Results for All Contracts","99th Percentile",0.40397067048517
"979",2007,"10m+","(~1 year,~2 years]",1195,51271591963.9378,"Early Results for All Contracts","99th Percentile",1.21495059420625
"980",2007,"10m+","(~2 years+]",776,71206629704.0816,"Early Results for All Contracts","99th Percentile",1.02363339210346
"981",2007,"10m+","<~1 year",1683,52832591307.0637,"Early Results for All Contracts","99th Percentile",1.00005101332317
"982",2008,"0k - <100k","(~1 year,~2 years]",35055,2559782111.2468,"Early Results for All Contracts","99th Percentile",0.271337248182109
"983",2008,"0k - <100k","(~2 years+]",7571,731210756.2179,"Early Results for All Contracts","99th Percentile",0.146657499868509
"984",2008,"0k - <100k","<~1 year",846839,16080919051.7592,"Early Results for All Contracts","99th Percentile",0
"985",2008,"100k - <10m","(~1 year,~2 years]",23264,32049376415.0933,"Early Results for All Contracts","99th Percentile",0.552361059259806
"986",2008,"100k - <10m","(~2 years+]",5726,11347189008.2488,"Early Results for All Contracts","99th Percentile",0.889218073325518
"987",2008,"100k - <10m","<~1 year",92839,67259115275.0238,"Early Results for All Contracts","99th Percentile",0.342993958456346
"988",2008,"10m+","(~1 year,~2 years]",1470,76137848910.9658,"Early Results for All Contracts","99th Percentile",0.974293997916996
"989",2008,"10m+","(~2 years+]",768,95351890249.4356,"Early Results for All Contracts","99th Percentile",2.11252747686272
"990",2008,"10m+","<~1 year",1806,71781317494.4757,"Early Results for All Contracts","99th Percentile",0.566672000077039
"991",2009,"0k - <100k","(~1 year,~2 years]",31626,4015666340.7105,"Early Results for All Contracts","99th Percentile",0.208421957523151
"992",2009,"0k - <100k","(~2 years+]",5181,1067649171.2731,"Early Results for All Contracts","99th Percentile",0.250826931975316
"993",2009,"0k - <100k","<~1 year",757766,14336007474.5423,"Early Results for All Contracts","99th Percentile",0
"994",2009,"100k - <10m","(~1 year,~2 years]",22700,31607640000.2465,"Early Results for All Contracts","99th Percentile",0.527722454200272
"995",2009,"100k - <10m","(~2 years+]",5516,11317166919.8411,"Early Results for All Contracts","99th Percentile",0.870835783187879
"996",2009,"100k - <10m","<~1 year",93700,64914699191.8222,"Early Results for All Contracts","99th Percentile",0.327097799308557
"997",2009,"10m+","(~1 year,~2 years]",1408,78153955252.363,"Early Results for All Contracts","99th Percentile",0.525894049679954
"998",2009,"10m+","(~2 years+]",825,109388728125.148,"Early Results for All Contracts","99th Percentile",1.08963782931683
"999",2009,"10m+","<~1 year",1621,60738224712.3245,"Early Results for All Contracts","99th Percentile",0.492262550568578
"1000",2010,"0k - <100k","(~1 year,~2 years]",30617,1837509192.239,"Early Results for All Contracts","99th Percentile",0.291211877550645
"1001",2010,"0k - <100k","(~2 years+]",6148,1101536953.2289,"Early Results for All Contracts","99th Percentile",0.243799491674504
"1002",2010,"0k - <100k","<~1 year",754951,16711980500.545,"Early Results for All Contracts","99th Percentile",0.0102622265062307
"1003",2010,"100k - <10m","(~1 year,~2 years]",22152,32002598798.4265,"Early Results for All Contracts","99th Percentile",0.5
"1004",2010,"100k - <10m","(~2 years+]",5658,10750868822.2295,"Early Results for All Contracts","99th Percentile",0.497424778472618
"1005",2010,"100k - <10m","<~1 year",91856,64243223935.3407,"Early Results for All Contracts","99th Percentile",0.336380164334168
"1006",2010,"10m+","(~1 year,~2 years]",1378,62652034995.0287,"Early Results for All Contracts","99th Percentile",0.795319680960944
"1007",2010,"10m+","(~2 years+]",950,67871439229.3798,"Early Results for All Contracts","99th Percentile",0.469957093248818
"1008",2010,"10m+","<~1 year",1372,75663216265.5873,"Early Results for All Contracts","99th Percentile",0.527641218248076
"1009",2011,"0k - <100k","(~1 year,~2 years]",33187,1374313952.1122,"Early Results for All Contracts","99th Percentile",0.241871208072315
"1010",2011,"0k - <100k","(~2 years+]",7592,967845745.9544,"Early Results for All Contracts","99th Percentile",0.242341049759594
"1011",2011,"0k - <100k","<~1 year",720531,13712761047.2793,"Early Results for All Contracts","99th Percentile",0.00957715248456533
"1012",2011,"100k - <10m","(~1 year,~2 years]",24377,35357454889.1148,"Early Results for All Contracts","99th Percentile",0.434546008991726
"1013",2011,"100k - <10m","(~2 years+]",5684,10662733338.6148,"Early Results for All Contracts","99th Percentile",0.700199553340929
"1014",2011,"100k - <10m","<~1 year",86437,61449107450.268,"Early Results for All Contracts","99th Percentile",0.3090547662474
"1015",2011,"10m+","(~1 year,~2 years]",1593,82438414713.6518,"Early Results for All Contracts","99th Percentile",0.472344562480224
"1016",2011,"10m+","(~2 years+]",1023,80149933480.4068,"Early Results for All Contracts","99th Percentile",0.47490088987175
"1017",2011,"10m+","<~1 year",1205,51037574741.6963,"Early Results for All Contracts","99th Percentile",0.755682469261796
"1018",2012,"0k - <100k","(~1 year,~2 years]",31468,2093720174.6796,"Early Results for All Contracts","99th Percentile",0.124752042894577
"1019",2012,"0k - <100k","(~2 years+]",7343,237163507.8615,"Early Results for All Contracts","99th Percentile",0.0726689198155254
"1020",2012,"0k - <100k","<~1 year",684443,12733672066.3087,"Early Results for All Contracts","99th Percentile",0
"1021",2012,"100k - <10m","(~1 year,~2 years]",23688,31708057116.3042,"Early Results for All Contracts","99th Percentile",0.377525339407594
"1022",2012,"100k - <10m","(~2 years+]",5136,9416529789.6232,"Early Results for All Contracts","99th Percentile",0.560953843747307
"1023",2012,"100k - <10m","<~1 year",82528,53366212980.6853,"Early Results for All Contracts","99th Percentile",0.251138874743759
"1024",2012,"10m+","(~1 year,~2 years]",1398,77435308058.9747,"Early Results for All Contracts","99th Percentile",0.634124640764492
"1025",2012,"10m+","(~2 years+]",784,109575677005.146,"Early Results for All Contracts","99th Percentile",0.836271030584672
"1026",2012,"10m+","<~1 year",1030,54824229276.6201,"Early Results for All Contracts","99th Percentile",0.841525179210942
"1027",2013,"0k - <100k","(~1 year,~2 years]",27680,990409103.4534,"Early Results for All Contracts","99th Percentile",0.0777281872555674
"1028",2013,"0k - <100k","(~2 years+]",5247,177879879.9455,"Early Results for All Contracts","99th Percentile",0.618305924016063
"1029",2013,"0k - <100k","<~1 year",625520,10928614149.253,"Early Results for All Contracts","99th Percentile",0
"1030",2013,"100k - <10m","(~1 year,~2 years]",19862,26173561271.9926,"Early Results for All Contracts","99th Percentile",0.352067078193645
"1031",2013,"100k - <10m","(~2 years+]",4204,7113376170.6444,"Early Results for All Contracts","99th Percentile",0.644600917748413
"1032",2013,"100k - <10m","<~1 year",70419,47299622368.3284,"Early Results for All Contracts","99th Percentile",0.249983296797849
"1033",2013,"10m+","(~1 year,~2 years]",1025,44540949443.8116,"Early Results for All Contracts","99th Percentile",0.686906567588077
"1034",2013,"10m+","(~2 years+]",739,78587225732.8313,"Early Results for All Contracts","99th Percentile",0.615759029551068
"1035",2013,"10m+","<~1 year",977,44246763167.1629,"Early Results for All Contracts","99th Percentile",0.429432092722941
