Year,Global.Vendor.Name,Number.of.Actions,Dollars.Obligated,%Total.Actions,%Total.Dollars
2008,URS CORPORATION,1254,1065887765.63,0.003084855671066809,0.006844067809331798
2008,NAVISTAR DEFENSE LLC,125,1022514950.15,3.075015621079355e-4,0.0065655708607799
2008,THE SHAW GROUP INC,560,1009343199.61,0.001377606998243551,0.006480995020086129
2008,HONEYWELL INTERNATIONAL INC.,978,938954025.04,0.0024058922219324873,0.006029025967307637
2008,HENSEL PHELPS CONSTRUCTION CO,181,912739844.25,4.452622619322906e-4,0.005860704651801402
2008,DYNCORP INTERNATIONAL INC.,159,841962987.91,3.9114198700129397e-4,0.0054062462934807345
2008,CACI INTERNATIONAL INC,1193,797862320.09,0.0029347949087581366,0.005123075803369611
2008,VSE CORPORATION,493,767160874.98,0.0012127861609536976,0.004925941753282149
2008,CARLYLE PARTNERS IV  L.P.,852,743771277.61,0.0020959306473276886,0.004775757094451177
2008,GENERAL ELECTRIC COMPANY,810,689240792.1,0.001992610122459422,0.00442561672082034
2008,HARRIS CORPORATION,552,665126984.23,0.0013579268982686432,0.0042707819046932105
2008,FLUOR CORPORATION,276,611499391.09,6.789634491343216e-4,0.003926439005059232
2008,RO DEFENCE PROJECTS LTD,47,579754142.06,1.1562058735258375e-4,0.003722602687586325
2008,GOVERNMENT OF CANADA,519,574029384.91,0.0012767464858721483,0.00368584400868039
2008,BOOZ ALLEN HAMILTON INC.,1011,566939526.22,0.0024870726343289825,0.0036403200096275816
2008,COMBAT SUPPORT ASSOCIATES,44,486591548,1.082405498619933e-4,0.003124405455570037
2008,KONGSBERG GRUPPEN ASA,52,478227379.41,1.2792064983690118e-4,0.0030706991097008652
2008,MANTECH INTERNATIONAL CORPORATION,179,468092798.03,4.4034223693856364e-4,0.003005624939210772
2008,THE MITRE CORPORATION,121,438076355.43,2.9766151212048156e-4,0.0028128892918249586
2008,CLARK ENTERPRISES  INC.,81,429410146.81,1.992610122459422e-4,0.0027572435462243057
2008,HELLFIRE SYSTEMS  LLC,114,413398260.73,2.804414246424372e-4,0.0026544311886567674
2008,JACOBS ENGINEERING GROUP INC.,543,403946188.19,0.0013357867857968718,0.002593739409007484
2008,DELL INC,6841,399659829.32,0.016828945491043093,0.002566216688785556
2008,PERINI CORPORATION,33,384745635.76,8.118041239649497e-5,0.002470452617428748
2008,FLIR SYSTEMS  INC.,131,378598259.09,3.222616370891164e-4,0.002430980297607048
2008,AECOM TECHNOLOGY CORPORATION,459,375151643.93,0.0011291457360603392,0.0024088495736900055
2008,THE INTERPUBLIC GROUP OF COMPANIES INC,467,373623591.49,0.0011488258360352471,0.0023990379454372
2008,THE WALSH GROUP LTD,62,372714511.85,1.52520774805536e-4,0.0023932007429653566
2008,AFOGNAK NATIVE CORPORATION,485,371070135.64,0.00119310606097879,0.0023826421995162346
2008,SRC  INC.,159,357559755.22,3.9114198700129397e-4,0.0022958920155794708
2008,GENERAL ATOMIC TECHNOLOGIES CORPORATION,151,354829530.14,3.714618870263861e-4,0.002278361234023672
2008,M. A. MORTENSON COMPANIES  INC.,130,353252596.3,3.1980162459225296e-4,0.0022682357381883663
2008,TOMPKINS TURNER GRUNLEY KINSLEY A JOINT VENTURE,19,346376818,4.67402374404062e-5,0.002224086349815081
2008,DAIMLER AG,126,340376238.87,3.09961574604799e-4,0.0021855566173373774
2008,CERADYNE  INC.,44,334254377.71,1.082405498619933e-4,0.0021462481326644245
2008,JVYS,165,326363144.96,4.0590206198247485e-4,0.0020955785089181588
2008,GREAT LAKES DREDGE & DOCK CORPORATION,120,324736719.65,2.9520149962361807e-4,0.0020851352282394713
2008,CADDELL CONSTRUCTION CO.  INC.,88,318751232.84,2.164810997239866e-4,0.0020467024035834076
2008,BECHTEL GROUP  INC.,64,315804609.66,1.5744079979926296e-4,0.0020277821293268124
2008,PETER KIEWIT SONS'  INC.,151,307993695.42,3.714618870263861e-4,0.001977628230919096
2008,"MPRI, INC",132,307198535.16,3.247216495859799e-4,0.001972522505049816
2008,SOCIET  HERSTALIENNE POUR LA FINANCE  L'INDUSTRIELLE ET LE C,159,304923662.82,3.9114198700129397e-4,0.0019579155444911394
2008,DOCUMENT AND PACKAGING BROKERS  INC.,182,301318389.28,4.477222744291541e-4,0.0019347660747490176
2008,WALTON CONSTRUCTION COMPANY  LLC,50,296605314.88,1.230006248431742e-4,0.0019045034131216366
2008,CERBERUS CAPITAL MANAGEMENT II  L.P,391,294292922.19,9.618648862736223e-4,0.0018896555343087965
2008,GRANITE CONSTRUCTION INCORPORATED,80,293173199.47,1.9680099974907873e-4,0.001882465792132893
2008,QINETIQ GROUP PLC,630,280179545.79,0.001549807873023995,0.0017990335117892573
2008,KIPPER TOOL COMPANY,421,278027059.06,0.0010356652611795269,0.001785212389515563
2008,SENSOR TECHNOLOGIES INC,129,273885378.45,3.1734161209538947e-4,0.0017586186487358474
2008,EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS N.V.,84,269770313.09,2.0664104973653266e-4,0.0017321958045379631
2008,NETFIRES  LLC,51,246050917.76,1.254606373400377e-4,0.0015798935122427538
2008,J & J MAINTENANCE  INC.,778,243230875.03,0.0019138897225597906,0.001561786011348487
2008,CH2M HILL COMPANIES  LTD,468,238262495.88,0.0011512858485321104,0.001529884037330639
2008,GLOBAL FLEET SALES INC,53,236506665.64,1.3038066233376464e-4,0.0015186098472970077
2008,"LITTON SYSTEMS, INC",29,235688824.73,7.134036240904104e-5,0.0015133584889216
2008,BATTELLE MEMORIAL INSTITUTE INC,1227,228880831.45,0.003018435333651495,0.0014696443483185738
2008,SCIENCE AND ENGINEERING SERVICES  INC.,224,227158197.86,5.510427992974204e-4,0.0014585833140514021
2008,CUBIC CORPORATION,415,226409732.05,0.001020905186198346,0.0014537774133536125
2008,ATLANTIC SCIENCE AND TECHNOLOGY CORPORATION (2952),202,224726041.93,4.969225243664238e-4,0.001442966435197417
2008,PURCELL CONSTRUCTION CORP.,24,220897629.96,5.904029992472362e-5,0.0014183841930799734
2008,SAUER HOLDINGS  INC.,60,219826381.51,1.4760074981180903e-4,0.0014115057043038986
2008,BRISTOL BAY NATIVE CORPORATION,479,219657912.48,0.001178345985997609,0.0014104239642724694
2008,TETRA TECH  INC.,594,219444378.34,0.0014612474231369096,0.00140905286106546
2008,EYAK CORPORATION,691,215003211.83,0.0016998686353326675,0.0013805361206289022
2008,ROCKWELL COLLINS  INC.,366,209151113.92,9.003645738520352e-4,0.0013429597864083704
2008,COLT DEFENSE HOLDING LLC,79,209091408.56,1.9434098725221527e-4,0.0013425764181536656
2008,GOODRICH CORPORATION,328,208629969.36,8.068840989712228e-4,0.0013396135159828005
2008,GTSI CORP.,679,207630974.32,0.0016703484853703057,0.0013331989665195136
2008,NANA REGIONAL CORPORATION  INC. ,783,205705048.74,0.001926189785044108,0.00132083259391418
2008,TTEC-TESORO JOINT VENTURE,11,205194251,2.7060137465498327e-5,0.0013175527604437707
2008,MISSION ESSENTIAL PERSONNEL  LLC,94,200231130.13,2.312411747051675e-4,0.001285684549853969
2008,COMTECH TELECOMMUNICATIONS CORP.,291,195513291.53,7.15863636587274e-4,0.0012553912972873649
2008,ARCHER WESTERN/BUTT CONSTRUCTION  JOINT VENTURE,2,195074e3,4.9200249937269675e-6,0.001252570605356814
2008,ATLANTIC DIVING SUPPLY  INC.,339,190104940,8.339442364367211e-4,0.0012206642595995409
2008,KIEWIT TEXAS CONSTRUCTION L.P.,16,186568e3,3.936019994981574e-5,0.0011979535596758671
2008,TELOS CORPORATION,200,186313591.06,4.920024993726968e-4,0.001196319999283483
2008,SRA INTERNATIONAL  INC.,307,183449751.32,7.552238365370896e-4,0.0011779312776866698
2008,GYROCAM SYSTEMS LLC,20,181058199.84,4.920024993726968e-5,0.0011625751201000843
2008,RESOURCE CONSULTANTS INC,264,179732147.46,6.494432991719598e-4,0.001154060534699921
2008,BERGER CUMMINS J V,8,178942854,1.968009997490787e-5,0.0011489924795670158
2008,CAJUN INDUSTRIES  LLC,38,178140988.05,9.34804748808124e-5,0.0011438436964467304
2008,THE PARSONS CORPORATION,288,177976314.93,7.084835990966834e-4,0.0011427863299621945
2009,GENERAL DYNAMICS CORPORATION,4268,6520702472.61,0.010135600465458689,0.05183546273035341
2009,RAYTHEON COMPANY,3036,6386829395.31,0.007209860124913914,0.05077125639090908
2009,OSHKOSH TRUCK CORPORATION,613,6002056462.2,0.0014557458025600228,0.047712554798918026
2009,THE BOEING COMPANY,1272,5199869571.68,0.0030207319100429837,0.04133567610509781
2009,KBR  INC.,677,4637091616.01,0.001607732313757154,0.03686194710593979
2009,LOCKHEED MARTIN CORPORATION,3531,4208977981.4,0.008385380797454225,0.03345871433394975
2009,BAE SYSTEMS PLC,1813,3272158221.28,0.004305492887506234,0.026011589432187156
2009,MACANDREWS & FORBES HOLDINGS INC.,387,2654667919.31,9.19043434895153e-4,0.02110293186521968
2009,UNITED TECHNOLOGIES CORPORATION,1326,2638854681.86,0.0031489705288655634,0.020977226623502432
2009,NORTHROP GRUMMAN CORPORATION,2255,2465944704.11,0.005355149730461421,0.019602701601848
2009,L-3 COMMUNICATIONS HOLDINGS  INC.,1642,1928904569.33,0.0038994039279013986,0.015333572009135538
2009,SAIC  INC,3142,1766167907.76,0.007461587784084163,0.014039918420261175
2009,ITT CORPORATION,603,1751149376.43,0.001431997910185471,0.013920530589840927
2009,DRS TECHNOLOGIES  INC.,2140,1622793660.69,0.005082048968154076,0.01290018378711286
2009,ALLIANT TECHSYSTEMS INC,421,1309636408.65,9.99786268968629e-4,0.010410781589260095
2009,VERITAS CAPITAL MANAGEMENT II LLC,254,1210963471.27,6.031964663136146e-4,0.009626394111141
2009,URS CORPORATION,1609,1091451819.66,0.0038210358830653777,0.00867635202765463
2009,CACI INTERNATIONAL INC,1436,1027975927.2,0.0034101973449856327,0.008171758807567216
2009,COMPUTER SCIENCES CORPORATION,1210,1015072279.35,0.002873494977320763,0.008069182963933214
2009,HONEYWELL INTERNATIONAL INC,994,996024366.93,0.002360540502030445,0.007917764100937195
2009,"GULF INTRACOASTAL CONSTRUCTORS, A JOINT VENTURE",11,963520252,2.6122681612006933e-5,0.0076593769340461484
2009,GENERAL ELECTRIC COMPANY,824,911801784.03,0.001956826331663065,0.007248247806442069
2009,HENSEL PHELPS CONSTRUCTION CO,223,860224294.77,5.295779999525042e-4,0.006838239370465721
2009,THE SHAW GROUP INC,443,829555961.17,0.001052031632192643,0.006594445504697062
2009,CERBERUS CAPITAL MANAGEMENT II  L.P,406,827080043.52,9.641644304068014e-4,0.006574763524479579
2009,CLARK ENTERPRISES  INC.,130,717120740.64,3.087226008691728e-4,0.005700656575077475
2009,BOOZ ALLEN HAMILTON INC.,1088,704445567.05,0.0025837706903512315,0.0055998969573852085
2009,FLUOR CORPORATION,310,684832281.72,7.361846636111045e-4,0.005443983737143453
2009,HARRIS CORPORATION,548,677511448.88,0.0013013845021254363,0.005385787743778174
2009,KONGSBERG GRUPPEN ASA,81,658238298.28,1.9235792823386923e-4,0.0052325783796308
2009,VSE CORPORATION,533,620061533.29,0.0012657626635636087,0.004929097230610897
2009,COMBAT SUPPORT ASSOCIATES,21,579957228,4.987057398655869e-5,0.004610293354660638
2009,M A MORTENSON COMPANIES  INC,184,561029247.55,4.369612196917524e-4,0.004459827875013608
2009,THE WALSH GROUP LTD,82,548468169.2,1.9473271747132444e-4,0.0043599752423564
2009,SYRACUSE RESEARCH CORP,157,521463179.98,3.728419102804626e-4,0.004145302648701532
2009,COMTECH TELECOMMUNICATIONS CORP.,160,494444635.69,3.799662779928281e-4,0.00393052230080872
2009,TEXTRON INC.,594,491273915.41,0.0014106248070483746,0.003905317078887816
2009,HOCHTIEF AG,64,485832520.34,1.5198651119713126e-4,0.0038620614277464116
2009,DELL INC,6268,480642318.94,0.014885178940369042,0.0038208026074946356
2009,SK CHEMICALS CO.  LTD.,7,479988184.81,1.662352466218623e-5,0.0038156026546584654
2009,THE MITRE CORPORATION,102,471087447.31,2.4222850222042794e-4,0.0037448474179501666
2009,HELLFIRE SYSTEMS  LLC,118,454187872.77,2.8022513001971076e-4,0.00361050648307289
2009,THE SUNDT COMPANIES INC,76,451101139.28,1.8048398204659335e-4,0.003585968903041979
2009,MANTECH INTERNATIONAL CORPORATION,173,450557765.57,4.1083853807974543e-4,0.0035816494255299053
2009,ARINC MANAGEMENT CORPORATION,777,446325450.72,0.0018452112375026716,0.0035480051978425036
2009,JACOBS ENGINEERING GROUP INC.,687,418694563.6,0.0016314802061317057,0.003328357111531017
2009,CRITICAL SOLUTIONS INTERNATIONAL  INC.,38,400316894.79,9.024199102329668e-5,0.0031822662615538927
2009,GREAT LAKES DREDGE & DOCK CORPORATION,177,398732911.56,4.2033769502956614e-4,0.0031696745961575564
2009,ATLANTIC DIVING SUPPLY  INC,600,389725724.63,0.0014248735424731054,0.003098073153770558
2009,INTERNATIONAL MILITARY AND GOVERMENT LLC,169,387461531.37,4.013393811299247e-4,0.0030800742486163913
2009,GENERAL ATOMIC TECHNOLOGIES CORPORATION,131,385419635.32,3.11097390106628e-4,0.0030638424657611516
2009,AEGIS MISSION ESSENTIAL PERSONNEL LLC,115,375954610,2.731007623073452e-4,0.002988601497586701
2009,BALFOUR BEATTY PLC,57,370411982.93,1.3536298653494503e-4,0.002944541116037006
2009,SENSOR TECHNOLOGIES INC,188,365132972.07,4.4646037664157305e-4,0.002902576316717289
2009,BECHTEL GROUP  INC,62,339051545.93,1.472369327222209e-4,0.0026952454657371643
2009,MANHATTAN TORCON A JOINT VENTURE,2,333e6,4.749578474910352e-6,0.002647139500952978
2009,GOVERNMENT OF CANADA,510,331044917.5,0.0012111425111021397,0.0026315978309428517
2009,BALFOUR-WALTON A JOINT VENTURE,3,323692081,7.124367712365528e-6,0.0025731474287110233
2009,AFOGNAK NATIVE CORPORATION,592,322464958.67,0.001405875228573464,0.0025633925818874664
2009,EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS N.V.,115,312777884.99,2.731007623073452e-4,0.002486386469614284
2009,UNITED INDUSTRIAL CORPORATION,178,304025645.56,4.227124842670213e-4,0.0024168116986925084
2009,EYAK CORPORATION,824,301305264.29,0.001956826331663065,0.0023951863872286355
2009,CUBIC CORPORATION,415,289111179.44,9.85537533543898e-4,0.0022982511209090942
2009,CH2M HILL COMPANIES  LTD,575,287853707.89,0.001365503811536726,0.002288255016971168
2009,JVYS,151,287842012.08,3.5859317485573155e-4,0.0022881620426749316
2009,AECOM TECHNOLOGY CORPORATION,246,279040873.61,5.841981524139732e-4,0.0022181985552956708
2009,RO DEFENCE PROJECTS LTD,471,275271968.65,0.0011185257308413878,0.002188238143298813
2009,DOCUMENT AND PACKAGING BROKERS  INC,165,270257821.88,3.91840224180104e-4,0.002148378846066252
2009,CLARK / HUNT  JOINT VENTURE,40,267787600.74,9.499156949820703e-5,0.0021287421495023388
2009,CHUGACH ALASKA CORP,488,263730575.62,0.0011588971478781259,0.002096491364362668
2009,SMITHS GROUP PLC,199,260506875.39,4.7258305825357996e-4,0.002070864985329442
2009,INTERPUBLIC GROUP OF COMPANIES  INC.,387,260101232.19,9.19043434895153e-4,0.002067640378308382
2009,CATERPILLER INC,722,258755003.63,0.001714597829442637,0.0020569387122468595
2009,DATAPATH INC,137,258053677.94,3.253461255313591e-4,0.002051363616339856
2009,BECHTEL PARSONS BLUE GRASS  A JOINT VENTURE,35,248420848.12,8.311762331093115e-5,0.0019747887084645413
2009,KALMAR RT CENTER LLC,90,243530582.72,2.1373103137096582e-4,0.0019359141898144406
2009,NETFIRES  LLC,55,237105852.65,1.3061340806003467e-4,0.0018848416470178717
2009,THE WALBRIDGE GROUP INC,87,230530632.73,2.0660666365860032e-4,0.0018325728050428418
2009,WASHINGTON GROUP INTERNATIONAL INC,38,219644001.39,9.024199102329668e-5,0.0017460309676481675
2009,BATTELLE MEMORIAL INSTITUTE,1314,218082211.71,0.003120473058016101,0.0017336157269451382
2009,WEEKS MARINE  INC,114,215648777.61,2.7072597306989005e-4,0.0017142714640950604
2009,J & J MAINTENANCE  INC.,803,212454934.83,0.001906955757676506,0.0016888824329155663
2009,NCI  INC.,527,209482443.5,0.0012515139281388777,0.001665253005840842
