"","StartFY","NAICS","hh_index_lag1"
"202",2001,493190,8642.35668013084
"203",2001,511120,5417.6208372815
"204",2001,511130,2795.35547991086
"205",2001,511199,7339.97735723726
"206",2001,511210,1264.90114496429
"207",2001,512220,10000
"208",2001,512240,10000
"209",2001,515210,10000
"210",2001,517110,1632.1487641679
"211",2001,517410,10000
"212",2001,518210,2945.12413522246
"213",2001,522190,6039.25571348678
"214",2001,523999,10000
"215",2001,531210,10000
"216",2001,532111,10000
"217",2001,532299,7344.73973260595
"218",2001,532411,9950.24906561526
"219",2001,532412,10000
"220",2001,532420,10000
"221",2001,532490,9163.60361993194
"222",2001,541110,7077.54812380574
"223",2001,541199,10000
"224",2001,541211,6851.43692687805
"225",2001,541219,4185.85721019043
"226",2001,541310,6646.23946967503
"227",2001,541330,1372.60703964857
"228",2001,541350,0
"229",2001,541360,6559.73993328934
"230",2001,541370,4734.5556480373
"231",2001,541380,4418.36084182632
"232",2001,541410,10000
"233",2001,541511,1035.98000874827
"234",2001,541512,1559.3736809676
"235",2001,541513,1855.22429727749
"236",2001,541519,283.014677998003
"237",2001,541611,601.154430560096
"238",2001,541612,5009.58758623542
"239",2001,541614,3394.20731528491
"240",2001,541618,8708.65534253389
"241",2001,541620,683.370312427137
"242",2001,541690,4763.57122979179
"243",2001,541712,7939.46765425135
"244",2001,541720,10000
"245",2001,541810,10000
"246",2001,541820,1758.49743367967
"247",2001,541930,10000
"248",2001,541990,7871.71394489051
"249",2001,561110,8541.52764748366
"250",2001,561210,864.898603546891
"251",2001,561330,10000
"252",2001,561450,3467.09771566826
"253",2001,561499,9856.22695434233
"254",2001,561611,4807.8727185005
"255",2001,561612,10000
"256",2001,561613,10000
"257",2001,561621,0
"258",2001,561710,8721.16806803184
"259",2001,561720,1907.9518316238
"260",2001,561730,2905.15218260738
"261",2001,561790,0
"262",2001,561990,9803.58086629027
"263",2001,562111,3988.45575992918
"264",2001,562112,10000
"265",2001,562119,5656.66090029624
"266",2001,562211,4340.06646797939
"267",2001,562212,0
"268",2001,562910,1202.74158940991
"269",2001,562991,10000
"270",2001,611310,239.23474552199
"271",2001,611420,4444.14926919009
"272",2001,611430,6931.01105677268
"273",2001,611512,3741.38677345296
"274",2001,611519,10000
"275",2001,611620,10000
"276",2001,611699,10000
"277",2001,611710,2229.33061060622
"278",2001,621310,10000
"279",2001,621399,3088.84415536609
"280",2001,621491,0
"281",2001,621498,4536.74775367836
"282",2001,621511,10000
"283",2001,621512,10000
"284",2001,621999,4059.38948063452
"285",2001,622110,10000
"286",2001,624310,10000
"287",2001,624410,10000
"288",2001,711219,0
"289",2001,711510,0
"290",2001,721110,10000
"291",2001,722310,7384.18548157641
"292",2001,811118,0
"293",2001,811198,10000
"294",2001,811211,0
"295",2001,811212,2440.20958731269
"296",2001,811213,5061.20648357184
"297",2001,811219,4389.96437186995
"298",2001,811310,5037.28846355611
"299",2001,811412,5058.45444033034
"300",2001,811420,10000
"301",2001,811490,0
"302",2001,812210,10000
"303",2001,812320,4787.01415546438
"304",2001,812332,10000
"305",2001,813312,10000
"306",2001,921190,0
"307",2001,922120,10000
"308",2001,923110,10000
"309",2001,923120,10000
"310",2001,927110,9894.1860638413
"311",2001,928110,10000
"312",2001,NA,158.498128395085
"313",2002,111110,975.386761272364
"314",2002,111120,6910.81292605222
"315",2002,111130,10000
"316",2002,111140,10000
"317",2002,111160,10000
"318",2002,111191,5392.04002024399
"319",2002,111211,10000
"320",2002,111310,10000
"321",2002,111333,10000
"322",2002,111419,10000
"323",2002,111421,2272.57884381458
"324",2002,111940,5173.02156134261
"325",2002,111998,8377.36780644751
"326",2002,112120,2520.19103133966
"327",2002,112130,5122.61333313034
"328",2002,112210,10000
"329",2002,112511,10000
"330",2002,112512,10000
"331",2002,112920,6454.81485547747
"332",2002,112990,2964.65999109325
"333",2002,113110,10000
"334",2002,113210,3613.18912160958
"335",2002,113310,1585.20356072134
"336",2002,114111,10000
"337",2002,114210,2710.53026907034
"338",2002,115111,10000
"339",2002,115112,1403.89557476673
"340",2002,115113,10000
"341",2002,115115,10000
"342",2002,115310,1128.38959760964
"343",2002,211111,1419.3127597331
"344",2002,211112,2946.57433698457
"345",2002,212111,3623.94920270722
"346",2002,212112,3110.1562267869
"347",2002,212210,5572.64511752736
"348",2002,212299,10000
"349",2002,212311,8097.61942459432
"350",2002,212312,1308.15416418479
"351",2002,212313,9743.36225225452
"352",2002,212319,1066.4194378399
"353",2002,212321,1674.80671303748
"354",2002,212322,10000
"355",2002,212325,10000
"356",2002,212393,3196.16269288384
"357",2002,212399,1535.28750375322
"358",2002,213111,5228.24906475747
"359",2002,213112,1369.49851832674
"360",2002,213113,7252.4665097302
"361",2002,213114,10000
"362",2002,213115,10000
"363",2002,221111,1366.69509105534
"364",2002,221112,1702.29831855909
"365",2002,221113,8620.60895297966
"366",2002,221121,2367.51857687318
"367",2002,221122,360.914622554005
"368",2002,221210,335.300713760207
"369",2002,221310,476.194815081183
"370",2002,221320,1048.0042101625
"371",2002,221330,4874.39348816918
"372",2002,236210,0
"373",2002,236220,0
"374",2002,237110,0
"375",2002,237310,10000
"376",2002,237990,0
"377",2002,238290,0
"378",2002,238330,0
"379",2002,238390,0
"380",2002,238990,0
"381",2002,311111,1672.9857217456
"382",2002,311119,10000
"383",2002,311212,5162.5010838173
"384",2002,311225,4261.98862710819
"385",2002,311230,10000
"386",2002,311340,4646.0601827933
"387",2002,311411,5009.89306308013
"388",2002,311421,3832.29345716066
"389",2002,311422,5503.90417393631
"390",2002,311511,2826.92490454628
"391",2002,311513,9909.30654640638
"392",2002,311514,6811.16971887603
"393",2002,311520,10000
"394",2002,311611,7782.10630253499
"395",2002,311612,3371.78306913262
"396",2002,311615,10000
"397",2002,311811,8493.03688775984
"398",2002,311812,6862.8887391612
"399",2002,311821,5795.44211294612
"400",2002,311911,10000
"401",2002,311919,10000
"402",2002,311920,4840.97993537202
"403",2002,311930,6733.51219747584
"404",2002,311941,5009.49390799893
"405",2002,311942,5202.88601728291
"406",2002,311991,8827.87373573818
"407",2002,311999,1121.07796439361
"408",2002,312111,2199.24215406947
"409",2002,312112,4935.77377284601
"410",2002,312113,962.023717821175
"411",2002,312120,10000
"412",2002,313210,4212.27782188389
"413",2002,313230,6299.72473284211
"414",2002,313320,3219.63676023544
"415",2002,314110,865.288120455459
"416",2002,314999,1485.33717392742
"417",2002,316110,2552.57906818691
"418",2002,316992,0
"419",2002,321113,2011.53477744238
"420",2002,321114,6255.1302171088
"421",2002,321211,7426.30363892086
"422",2002,321212,3026.61318200176
"423",2002,321213,10000
"424",2002,321214,10000
"425",2002,321219,10000
"426",2002,321911,10000
"427",2002,321912,2217.71679512833
"428",2002,321918,6095.89477228912
"429",2002,321920,1283.65030052943
"430",2002,321991,3233.31058980628
"431",2002,321992,763.038209513632
"432",2002,321999,606.359272010431
"433",2002,322121,3916.8130643445
"434",2002,322130,10000
"435",2002,322211,1923.364632253
"436",2002,322291,2846.51058251534
"437",2002,322299,2747.57773241957
"438",2002,323111,10000
"439",2002,323113,5233.40582172304
"440",2002,323117,1593.37076697372
"441",2002,324110,781.817562288099
"442",2002,324121,2083.06627246343
"443",2002,324122,3629.33167248455
"444",2002,324191,1043.93831170194
"445",2002,324199,5537.47329702103
"446",2002,325110,2218.87125400941
"447",2002,325120,671.833913123485
"448",2002,325193,10000
"449",2002,325199,6102.12106439893
"450",2002,325211,1705.49958535656
"451",2002,325212,3428.60765719673
"452",2002,325311,5512.96008873549
"453",2002,325320,1593.41765736909
"454",2002,325411,934.091898657491
"455",2002,325412,3437.01179651987
"456",2002,325413,726.171080709441
"457",2002,325414,6342.84793894692
"458",2002,325510,1379.10008004524
"459",2002,325520,3274.50076960772
"460",2002,325611,5327.19425901308
"461",2002,325612,1872.07995728687
"462",2002,325620,6318.1564007235
"463",2002,325910,10000
"464",2002,325920,879.15142728007
"465",2002,325991,10000
"466",2002,325992,1880.8962728606
"467",2002,325998,1036.221009366
"468",2002,326111,5051.08170340076
"469",2002,326112,3774.0829369592
"470",2002,326113,6312.31540271375
"471",2002,326121,3962.60531233503
"472",2002,326122,869.675657250058
"473",2002,326130,2567.06775690271
"474",2002,326140,6618.87255097555
"475",2002,326150,2154.82729195165
"476",2002,326160,7840.86292978662
"477",2002,326191,3752.70872173183
"478",2002,326199,513.946184895847
"479",2002,326211,1909.98750636697
"480",2002,326212,2140.05693379942
"481",2002,326220,525.90902779025
"482",2002,326291,4182.34089920686
"483",2002,326299,1584.0950493392
"484",2002,327211,2044.35090340002
"485",2002,327212,6159.27885175858
"486",2002,327215,2865.83096708568
"487",2002,327310,6041.308852472
"488",2002,327320,2592.06955461904
"489",2002,327331,1037.79680354369
"490",2002,327332,8286.46276978166
"491",2002,327390,4454.18002635608
"492",2002,327410,7520.4438442358
"493",2002,327420,5026.23170448244
"494",2002,327910,2633.45376617455
"495",2002,327991,2493.58550695354
"496",2002,327992,3412.73777891964
"497",2002,327993,3839.7662799052
"498",2002,327999,1981.86197144454
"499",2002,331210,606.181849133896
"500",2002,331221,3631.18150669438
"501",2002,331222,1536.31285363821
"502",2002,331314,2058.52426066428
"503",2002,331315,2206.91449432217
"504",2002,331491,1899.78345239185
"505",2002,331492,2824.05901116108
"506",2002,331511,2856.03364448738
"507",2002,331512,2190.34311958975
"508",2002,331513,1594.61012541951
"509",2002,331524,4241.61639271028
"510",2002,332111,959.439104773476
"511",2002,332112,7260.28884156031
"512",2002,332114,1527.60763285375
"513",2002,332117,2282.02177556881
"514",2002,332311,512.113251765684
"515",2002,332312,1132.53740512094
"516",2002,332313,1037.78223235951
"517",2002,332321,1442.99652119355
"518",2002,332322,928.065007926274
"519",2002,332323,672.331379076955
"520",2002,332410,9803.95059445409
"521",2002,332420,386.913211045429
"522",2002,332431,1939.80944791231
"523",2002,332439,2020.04686359881
"524",2002,332510,406.612019428584
"525",2002,332618,560.857105552515
"526",2002,332710,333.141623867464
"527",2002,332721,2060.89739415281
"528",2002,332722,905.774743874111
"529",2002,332811,4586.40407976737
"530",2002,332812,1499.98221837554
"531",2002,332813,1192.93080679116
"532",2002,332911,395.606425252664
"533",2002,332912,961.72025772623
"534",2002,332913,1244.39347693612
"535",2002,332919,303.07367109197
"536",2002,332991,536.019015534118
"537",2002,332992,3624.25350736375
"538",2002,332993,774.953480849461
"539",2002,332994,2750.48165411431
"540",2002,332996,773.678648596624
"541",2002,332999,342.188647561611
"542",2002,333111,881.320652036953
"543",2002,333112,515.074863373013
"544",2002,333120,1388.08504275205
"545",2002,333131,1685.58119044441
"546",2002,333132,7136.89604366841
"547",2002,333314,893.627426966604
"548",2002,333414,1641.22194267335
"549",2002,333415,1294.55066026973
"550",2002,333511,3028.95753318191
"551",2002,333514,2209.52153884044
"552",2002,333515,1315.03989709094
"553",2002,333611,866.237512918653
"554",2002,333612,446.869534999986
"555",2002,333613,324.642541499833
"556",2002,333618,1216.30423993173
"557",2002,333911,504.762034451363
"558",2002,333912,2184.12100615053
"559",2002,333913,5218.92505726239
"560",2002,333921,1506.18339163305
"561",2002,333922,780.839806621237
"562",2002,333923,1861.34152572326
"563",2002,333924,2796.01785315699
"564",2002,333991,984.305265780367
"565",2002,333992,2751.69502395575
"566",2002,333993,1237.22248474582
"567",2002,333994,1762.81445476632
"568",2002,333995,2307.04396898576
"569",2002,333996,1667.82227565862
"570",2002,333997,1499.16101386277
"571",2002,333999,477.512697595093
"572",2002,334111,956.140595459636
"573",2002,334112,577.937529483593
"574",2002,334210,2561.76806861515
"575",2002,334220,584.28789023689
"576",2002,334290,1146.47553285061
"577",2002,334310,998.488817584891
"578",2002,334412,1280.33696082975
"579",2002,334413,1212.13542401278
"580",2002,334416,328.396793652483
"581",2002,334417,2621.3957293138
"582",2002,334418,1286.21334275154
"583",2002,334419,969.127698907173
"584",2002,334510,2443.76655537841
"585",2002,334511,1284.81759968735
"586",2002,334512,2639.04466612362
"587",2002,334513,220.752794409052
"588",2002,334514,1000.89800803605
"589",2002,334515,304.994985957722
"590",2002,334516,1341.69071734259
"591",2002,334517,1575.22378004727
"592",2002,334519,234.645948276706
"593",2002,334613,1416.00390775478
"594",2002,335110,2840.09009324295
"595",2002,335121,655.532597261376
"596",2002,335122,348.833698280692
"597",2002,335129,262.47730171545
"598",2002,335221,1572.522798731
"599",2002,335222,2178.83614875301
"600",2002,335224,2805.89549050678
"601",2002,335228,2858.21294559857
"602",2002,335311,487.115231679695
"603",2002,335312,871.901566211087
"604",2002,335313,267.889098321181
"605",2002,335314,333.297709181429
"606",2002,335911,1052.12552282851
"607",2002,335912,934.507923164145
"608",2002,335921,1252.10169295623
"609",2002,335929,3300.95288179547
"610",2002,335931,339.66623471338
"611",2002,335932,3738.88926014668
"612",2002,335991,1574.36221478973
"613",2002,335999,682.558481183647
"614",2002,336111,4553.91294119798
"615",2002,336112,9547.32513645299
"616",2002,336120,2931.52851023526
"617",2002,336211,4623.77049153213
"618",2002,336212,2405.24732315809
"619",2002,336213,5024.7457632257
"620",2002,336214,7339.91037038501
"621",2002,336330,2456.96225522743
"622",2002,336340,6034.53038952115
"623",2002,336350,1496.25287655278
"624",2002,336360,2198.46414617307
"625",2002,336370,3611.79848257049
"626",2002,336411,3664.92976015014
"627",2002,336412,2373.11383451287
"628",2002,336413,959.801830317527
"629",2002,336414,2167.71102006925
"630",2002,336415,2564.22220382805
"631",2002,336419,3238.58280621186
"632",2002,336510,3838.22746514034
"633",2002,336611,4782.19393169687
"634",2002,336612,1588.41933809602
"635",2002,336991,1983.45544781724
"636",2002,336992,5251.43021828555
"637",2002,336999,2387.92116351742
"638",2002,337110,8689.63955561272
"639",2002,337121,4014.00433331768
"640",2002,337122,821.813259998891
"641",2002,337124,2846.38842977736
"642",2002,337125,1706.01771742049
"643",2002,337127,702.211517057421
"644",2002,337211,3087.82786277685
"645",2002,337212,3235.61241245204
"646",2002,337214,620.75953684425
"647",2002,337215,2409.09769258926
"648",2002,337910,4872.75993630942
"649",2002,337920,2589.30735682974
"650",2002,339112,235.557492993083
"651",2002,339113,1341.11355427141
"652",2002,339114,3157.67582767094
"653",2002,339115,3075.57244456816
"654",2002,339116,8845.22148836312
"655",2002,339920,1406.2021012278
"656",2002,339950,887.648690397713
"657",2002,339991,403.802150005943
"658",2002,339992,1074.86659437139
"659",2002,339993,2504.85746759764
"660",2002,339994,2488.36941960047
"661",2002,339995,10000
"662",2002,339999,1784.73940457529
"663",2002,423120,0
"664",2002,423390,10000
"665",2002,423430,8840.06542085485
"666",2002,423450,10000
"667",2002,423610,0
"668",2002,423620,9337.79237712311
"669",2002,423710,0
"670",2002,423830,0
"671",2002,423840,0
"672",2002,423860,0
"673",2002,423940,1938.24810911441
"674",2002,424210,0
"675",2002,424410,0
"676",2002,424720,0
"677",2002,441110,899.120885833718
"678",2002,441120,10000
"679",2002,441210,3563.07831804739
"680",2002,441222,1693.38980452306
"681",2002,441310,1940.53401864839
"682",2002,441320,2370.25508223707
"683",2002,442110,1573.89232229849
"684",2002,442210,986.357415946064
"685",2002,442291,7810.16813952094
"686",2002,442299,3443.066445152
"687",2002,444110,3668.62006647333
"688",2002,444130,3309.07860575692
"689",2002,444190,2064.05083265409
"690",2002,444210,1840.01760155812
"691",2002,444220,2101.25885993873
"692",2002,445110,4291.92785076158
"693",2002,445292,10000
"694",2002,445299,6884.52900976521
"695",2002,446110,4144.62763041602
"696",2002,446120,9893.38450448191
"697",2002,446130,3381.0117065766
"698",2002,446199,2398.65561887737
"699",2002,447190,10000
"700",2002,448110,10000
"701",2002,448140,3642.07771825295
"702",2002,448150,3682.24575739317
"703",2002,448190,3685.44548457121
"704",2002,448210,10000
"705",2002,451110,1328.6131898682
"706",2002,451120,3424.10169482358
"707",2002,451130,10000
"708",2002,451140,1500.85002714034
"709",2002,451211,2154.19501861064
"710",2002,452910,10000
"711",2002,452990,3403.40302365588
"712",2002,453210,6812.42744258695
"713",2002,453220,10000
"714",2002,453310,10000
"715",2002,453910,10000
"716",2002,453920,10000
"717",2002,453930,3534.33681106942
"718",2002,453991,10000
"719",2002,453998,1928.60777286265
"720",2002,454210,10000
"721",2002,454390,2702.52002897261
"722",2002,481111,2636.82224055912
"723",2002,481112,4578.73075819129
"724",2002,481211,5069.55086032207
"725",2002,481212,3532.39113949797
"726",2002,481219,1793.92183757259
"727",2002,482111,9705.97415814496
"728",2002,482112,10000
"729",2002,483111,1153.74214531832
"730",2002,483112,8055.38644357941
"731",2002,483113,1819.70206406009
"732",2002,483114,0
"733",2002,483211,4330.13785993299
"734",2002,483212,8265.57261534176
"735",2002,484110,966.199868682261
"736",2002,484121,5800.72907366073
"737",2002,484122,6965.5895019245
"738",2002,484210,676.510972160237
"739",2002,484220,1690.95984220326
"740",2002,484230,7958.7598636616
"741",2002,485111,5435.40032037896
"742",2002,485112,10000
"743",2002,485113,3238.05472865318
"744",2002,485119,10000
"745",2002,485210,6062.56593636759
"746",2002,485310,4204.28167723856
"747",2002,485320,3904.29229359714
"748",2002,485410,507.442326806919
"749",2002,485510,1262.08516431687
"750",2002,485991,5470.71158919829
"751",2002,485999,1315.46939824313
"752",2002,486210,4042.18980803621
"753",2002,486910,5004.1359094597
"754",2002,486990,5158.53406157073
"755",2002,487110,5005.94530321046
"756",2002,487990,10000
"757",2002,488111,7824.56764465161
"758",2002,488119,5152.78022001926
"759",2002,488190,1690.56573814992
"760",2002,488210,4305.1565534387
"761",2002,488310,1574.19246160966
"762",2002,488320,1018.44316310541
"763",2002,488330,1821.03441683375
"764",2002,488390,5140.60653921307
"765",2002,488410,3680.06804280884
"766",2002,488490,2536.72681978748
"767",2002,488510,7392.54451702999
"768",2002,488991,1545.02956822581
"769",2002,488999,1875.311041039
"770",2002,491110,2229.43344741441
"771",2002,492110,2315.10932585402
"772",2002,492210,2392.42075477945
"773",2002,493110,1001.90518603388
"774",2002,493120,1332.43081191514
"775",2002,493130,7580.3408231899
"776",2002,493190,1424.8450879705
"777",2002,511110,670.757442061736
"778",2002,511120,1363.96339514649
"779",2002,511130,968.254454853565
"780",2002,511140,2143.95953982538
"781",2002,511199,3363.43308251973
"782",2002,511210,927.931454325613
"783",2002,512110,697.208254238034
"784",2002,512120,1631.36517941964
"785",2002,512131,5900.61166860682
"786",2002,512191,4549.8923988181
"787",2002,512199,1890.72255345669
"788",2002,512210,1940.77486176582
"789",2002,512220,10000
"790",2002,512230,5051.74096446165
"791",2002,512240,5101.79612689945
"792",2002,512290,1812.68293750343
"793",2002,515210,10000
"794",2002,517110,2000.2051541806
"795",2002,517410,10000
"796",2002,518210,1359.27391085884
"797",2002,519190,10000
"798",2002,521110,9580.04307969761
"799",2002,522110,10000
"800",2002,522190,8693.64010271819
"801",2002,522220,4334.75228602767
"802",2002,522298,10000
"803",2002,522320,5076.28616694066
"804",2002,522390,10000
"805",2002,523910,3823.6338440504
"806",2002,523930,10000
"807",2002,523991,10000
"808",2002,523999,9022.57409500388
"809",2002,524113,10000
"810",2002,524114,3600.96716635238
"811",2002,524128,10000
"812",2002,524210,10000
"813",2002,524292,4272.28428205765
"814",2002,525120,10000
"815",2002,525990,10000
"816",2002,531110,3054.49180482164
"817",2002,531120,2505.4443518159
"818",2002,531130,10000
"819",2002,531190,2412.17921281622
"820",2002,531210,5737.70746701839
"821",2002,531311,8493.10627090285
"822",2002,531312,0
"823",2002,531320,5269.16688135797
"824",2002,531390,5582.66697435675
"825",2002,532111,1095.21057443777
"826",2002,532112,966.073554057725
"827",2002,532120,1395.63317533693
"828",2002,532210,816.099551676601
"829",2002,532230,948.584613885325
"830",2002,532291,1826.75314005898
"831",2002,532292,5680.58514068266
"832",2002,532299,3161.39496809808
"833",2002,532310,1224.95126547243
"834",2002,532411,2164.40454397127
"835",2002,532412,578.044279623961
"836",2002,532420,1609.83340048069
"837",2002,532490,586.829331793054
"838",2002,533110,4753.58612648322
"839",2002,541110,331.95611834895
"840",2002,541120,10000
"841",2002,541191,2151.88159101118
"842",2002,541199,2103.18090083862
"843",2002,541211,5484.99548588856
"844",2002,541213,6118.48393743291
"845",2002,541214,10000
"846",2002,541219,1489.04762134718
"847",2002,541310,824.846065223419
"848",2002,541320,583.46605180634
"849",2002,541330,412.80262976752
"850",2002,541340,7263.47186431357
"851",2002,541350,2168.58564946721
"852",2002,541360,727.541279141043
"853",2002,541370,300.377813341487
"854",2002,541380,1333.5479390605
"855",2002,541410,4914.08069967207
"856",2002,541420,2091.85920514935
"857",2002,541430,1077.83752401361
"858",2002,541490,3527.83991834386
"859",2002,541511,345.796060186459
"860",2002,541512,449.176778162843
"861",2002,541513,607.207584965922
"862",2002,541519,220.90265433444
"863",2002,541611,408.295304984118
"864",2002,541612,1509.17044239847
"865",2002,541613,4661.69017917628
"866",2002,541614,900.739157914424
"867",2002,541618,2923.20964642065
"868",2002,541620,202.148660246923
"869",2002,541690,561.213204984205
"870",2002,541712,5346.15365344887
"871",2002,541720,8295.45040638202
"872",2002,541810,2198.78018467268
"873",2002,541820,1549.7085492972
"874",2002,541830,0
"875",2002,541840,7522.35748494994
"876",2002,541850,2027.17911650669
"877",2002,541860,7465.82639020336
"878",2002,541870,8401.76171002398
"879",2002,541890,3735.33497020649
"880",2002,541910,2219.10009925648
"881",2002,541921,3526.80716766163
"882",2002,541922,2132.65081748586
"883",2002,541930,1779.92792219295
"884",2002,541940,2359.21242622558
"885",2002,541990,897.006522715482
"886",2002,551112,10000
"887",2002,551114,10000
"888",2002,561110,292.60320656354
"889",2002,561210,212.393771369775
"890",2002,561320,805.607113848405
"891",2002,561330,4206.24119830164
"892",2002,561410,1201.30692652644
"893",2002,561421,1279.84598982568
"894",2002,561422,6201.36498398992
"895",2002,561431,1852.59966271862
"896",2002,561439,3565.20635608502
"897",2002,561440,5010.75203250896
"898",2002,561450,3140.24966723007
"899",2002,561491,10000
"900",2002,561492,1724.06837425637
"901",2002,561499,3027.2590340846
"902",2002,561510,6457.50679269215
