DoD_Office_Info

Report Filter:
{Date Signed} (ID) Between 10/1/1989 and 9/30/1999 And {Contracting Department ID} (ID) = "9700"

"Fiscal Year","Contracting Agency ID","Contracting Agency Name","Contracting Department ID","Contracting Department Name","Contracting Office ID","Contracting Office Name","Contracting Office Region","Country Where Award Was Issued","Major Command Code","Major Command ID","Major Command Name","Organization Code","Organization ID","Parent Macom Code","Sub Command 1 Code","Sub Command 1 ID","Sub Command 1 Name","Sub Command 2 Code","Sub Command 2 ID","Sub Command 2 Name","Sub Command 3 Code","Sub Command 3 ID","Sub Command 3 Name","Sub Command 4 Code","Sub Command 4 ID","Sub Command 4 Name","Dollars Obligated","Number of Records"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC511","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$123,204,000.00","47"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC512","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$18,572,000.00","24"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC513","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$121,878,000.00","21"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC514","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$18,323,000.00","5"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC515","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$52,914,000.00","10"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC517","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$6,000,000.00","2"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC521","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$50,222,000.00","18"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC522","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$484,500,000.00","12"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC523","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$63,563,000.00","27"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC524","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$12,641,000.00","2"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC525","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$25,142,000.00","21"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC526","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$46,880,000.00","38"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC531","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$30,003,000.00","30"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC532","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$11,100,000.00","5"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC533","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$72,757,000.00","43"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC535","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$43,176,000.00","10"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC536","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$103,288,000.00","37"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC541","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$92,631,000.00","27"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC542","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$84,200,000.00","3"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC543","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$15,724,000.00","5"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC544","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$6,092,000.00","8"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC5C0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$202,451,000.00","10"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC5J0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$5,357,000.00","4"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC5M0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$774,000.00","1"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC5M0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~9700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$145,972,000.00","8"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC5R0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$211,936,000.00","9"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC5Z0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$750,000.00","1"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD000","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$11,591,000.00","55"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD006","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$335,000.00","4"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD008","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$54,000.00","1"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD011","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$550,000.00","3"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD024","DEFENSE PLANT REPRESENTATIVE OFF","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N43776","","","","","","","","","","","","","$33,997,000.00","21"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD026","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$185,000.00","1"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD027","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$258,000.00","3"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD035","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","S3306A","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$33,000.00","1"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD037","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$908,000.00","3"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD043","DEFENSE PLANT REPRESENTATIVE OFF","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N43810","","","","","","","","","","","","","$1,968,000.00","3"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD045","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$13,149,000.00","10"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD059","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$322,000.00","1"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD060","","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$106,000.00","1"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD070","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","($33,000.00)","1"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD072","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$11,384,000.00","26"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD075","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$2,042,000.00","4"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD079","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$182,000.00","2"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD106","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$755,000.00","3"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD107","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N43791","","","","","","","","","","","","","$1,109,000.00","14"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD108","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$2,751,000.00","12"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD109","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$4,384,000.00","40"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD114","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$575,000.00","7"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD117","DEFENSE CONTRACT MANAGEMENT AREA","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","S0512A","","","","","","","","","","","","","$30,497,000.00","13"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD118","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$486,000.00","8"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD122","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$1,146,000.00","1"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD124","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$1,129,000.00","1"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD155","DEFENSE CONTRACT MANAGEMENT AREA","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","DLA8BM","","","","","","","","","","","","","$1,711,000.00","12"
"1990","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD156","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$5,854,000.00","1"
