"Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"DPPS",1950,,,,,,61952,,,,,,,,,,,,,,,,,,
"EBE",1933,1745147,123766,-147434,-111658,44567,,,,,,,,-18501.25,-4762.64,,,,-1034248.875,,,,0,,
"EBJ",2077,93074196,50235711,20725549,73204434,52513089,47781910,-58090.1406,,,,,-4776.3999,-411.04,-17767.15,,,,,,,,,,
"EDK",2079,,,,2683859,1131290,259000,,0,,,-801515.625,,,,,0,,,,,,,,
"EXCALIBUR",1360,,,,,,4458274,757871,58565919.5625,168836072.755,394302.9089,-54677.6211,-7120418.3053,3403029,1979449.24,5620042,10804216,9600802,15360467.6602,5142400.8368,1881512.6875,1354225.3486,5708396,23650,103386.1875
"FQG",2080,7930077,17794933,41141025,73391828,70544517,93097948,81167086,46771037,-1970494,,,3229,-1119690.125,,,0,0,,,,,,,
"FWD AREA AD CMD,CTRL&INT",510,,,,70622,,,,,,,,,,,,,,,,,,,,
"GAU-5 MACHINE GUN",1587,,162674,125322,1163550,,,,,,,,,,,,,,,,,,,,
"GBU-15",1597,1475272,,-267775,581194,,,,,,,,,,,,,,,,,,,,
"GCSS-A INC 1",2178,,,,,,,,,,,,,,,,,,,,,,,,74965
"GEN SET, SMOKE, MECH XM15",569,,89178,,,,,,,,,,,,,,,,,,,,,,
"GMLRS",667,,,69354488,,7698750,169579393,167419060,306149822.6854,362758251.627,651835831.7774,2773765.1288,-8190264.2382,353053872.539,191653274.43,-6803874.97,92023294.6241,350207773.0199,495339070.4143,1333936322.3755,1835352827.6092,1853962304.2309,1692885664.7789,1267113243.3921,2288141505.3184
"GPU-5A 3UMM POD",1586,,,304586,,,,,,,,,,,,,,,,,,,,,
"GUIDED MSL LAUNCH MK-13",828,,,1803475,2198481,,,,,,,,,,,,,,,,,,,,
"GUIDED MSL LAUNCH MK-41",822,22985897,52272958,182727897,27161385,,,,,,-1042,,,,,,,,,0,,,,,
"GUIDED MSL LAUNCH MK-73",829,3786716,9448949,3999137,60281859,,,,,,,-63814,,,,,,,,,,,,,
"HAND GRENADES ALL TYPES",378,,65640,2279830,2951739,,,,,,,,,,,,,,,,,,,,
"HARM (AIR FORCE)",30,,,,,,,,5421866.1226,,,2567288.5556,1141885.4045,2285124.5,0,,-489153.1331,-35458.75,-30764.9609,0,,,,0,
"HARM (NAVY)",29,,,,,,,,84613.6499,,1041732,2064905,309000,27202,0,,,,,,,,,,
"HARPOON",31,,,,,,,17587208,105288.8984,1690832.106,6136036.0157,70688972.0371,133150811.086,9627912.75,-202199.59,0,0,,,,0,,,,
"HAWK IMPROVED",1312,,,,,,,,13390689.5391,22270701.0469,17619249.4952,20540079.2627,28095913.7812,47500187.7891,39645828.7,32659258.42,21970150.8547,4506538.372,1649832.2578,-947070.7158,-1668209.3886,-90449.0015,-80048.0469,2299931.52,5001905.75
"HDBTDC",686,,,,,,,,,1000,,,,,,,,,,,,,,,
"HELLFIRE MODULAR MSL SYS",169,1749114,2578594,13575267,43870200,,,,,,,,,,,,,,,,,,,,
"HIMARS",1361,,,,,,1335989,166945519,199287909.2031,313790376.7009,283751428.7736,319816271.5836,46294502.562,37307907.6387,34008923.43,21061999.28,25152424.3164,28763316.2188,27921572.9708,26801673.8749,32561985.9675,4508390.3926,-2261956.25,89688.7734,-427855.625
"ILS-S",1973,,,,,,,,,,,,,4837089,25097099,42835552,9686920.4,14995229.832,11437030.6866,-1945164.2656,0,,-275320.1875,,-226141.3438
"IMPROVED MORTAR BALLISTIC",335,,,,26579,,,,,,,,,,,,,,,,,,,,
"IMPULSE ARD-863-1",1595,,,,1310383,,,,,,,,,,,,,,,,,,,,
"INTGR FAMILY OF TEST EQUI",492,,,,76108,,,,,,,,,,,,,,,,,,,,
"JASSM",1832,,,,,112007225,145884790,197420097,161612871.5727,171290769.9577,55772029.9823,172477825.8203,257669710.7012,263783134.5523,86098968.07,521613267.44,84058772.4325,834237926.1737,654747930.265,161796003.9948,774606176.2531,1304657812.0403,1082046283.9197,980912151.5704,96161665.3725
"JAVELIN",685,15607977,1155572,815350,383703,95047934,22114634,24765356,14844594.2363,21867280.7657,186113581.1992,484318189.4122,250323600.9108,650544030.4808,451733739.44,252136660.42,337120034.2957,244644480.7754,187409881.4798,421345998.8558,32901480.1619,24491995.7911,-1597624.9532,-4661.6702,438.12
"JDAM",1808,,,,,84665834,816795816,401493724,370590250.7399,248295571.4073,234651142.6542,372143703.4234,254644104.8478,311364143.5745,320720211.36,33129911.3,266874105.9019,878989166.5156,857339875.4366,1271501869.2469,971018270.8506,37126918.5418,436239651.0009,283583798.2964,391022049.3446
"JOINT COMMON MISSILE",1364,,,,,102452331,173368027,121080286,34360107,20939357.625,14159862.4547,27437069.4955,18625115.5329,5752966.4081,5281.52,5685.7,-87594.4492,-34329.5195,,,,,,,
"JSOW",1862,,919724,481691,,11858254,22720484.5,22444432.4317,173635148.7618,168890304.1563,193239076.627,137847342.5636,138959072.0557,118973220.4236,116779332.58,116400881.17,211189991.7359,58370045.0069,31258630.8508,247749447.1054,24247614.02,176156157.0158,416487.8411,-251913.8437,-1175651.8125
"JSOW-AGM-154",873,5842768,12267112,24141537,20597056,,,,,,,,,,,,,,,,,,,,
"LASER HELLFIRE",9,,98245,1528296,6822150,,,127875,333851672.0913,442269426.4,498746979.648,499098455.3808,219218018.078,499119196.2265,281413965.62,184903011.3663,191956295.24,14800702.8594,45935169.2183,1999440.54,0,-468092.0938,,0,-53619.8008
"LAUNCHER, ROCKET 2.75",175,,,4333976,2495054,,,,,,,,,,,,,,,,,,,,
"LGM-30 MINUTEMAN",1532,72080362,77084362,76703466,89296547,,,,,,-1495126.9936,-17382.2202,-168905.2657,,,,,,,,0,,,,
"LOADER A/C 40K",1568,261866,,,,,,,,,,,,,,,,,,,,,,,
"LONGBOW HELLFIRE",1824,1775504,2807797,7459208,82360,39921144,121430245,193672309.7402,8125750.5568,28000586.6739,31345938.024,2448121.5562,-577492.8594,486948.1542,-129327.68,816650,509908.89,-138985,-37352.7114,-679916.2891,,-11795.6104,,,
"M101A1 105MM LT TOWED HOW",322,,140196,88059,123889,,,,,,,,,,,,,,,,,,,,
"M16 5.56 MM RIFLE",338,2052462,7041777,6602751,25459833,,,,,,,,,,,,,,,,,,,,
"M198 155MM TOWED HOW",326,3494622,451510,2107393,3693992,,,,,,,,,,,,,,,,,,,,
"M198 TOWED HOWITZER (155M",34,,,,,,,0,2435645.3345,82195898.1592,2208571.2813,-11623326.275,7303016.8029,11808044.7625,27311.24,2771958.69,845145.7283,90545.9,-160058.7187,0,,-335645.1861,53701,16850,364400
"MAVERICK (IR)",35,,,,,,,,,993735,77439608,40669.5,,64344,1518981.13,501444,-37105.5796,-2250,,-18292.3203,,,,,
"MAVERICK (LASER)",1309,,,,,,,,11026982.7832,7248594.9942,,3199999.5,1555975.625,0,,,,,,,,,,,
"MAVERICK (TV)",1321,,,,,,,,45599824,,,,,,,,,,,,,,,,
"MGM-71 TOW",149,817860,642000,,35000,,,,,,,,,,,,,,,,,,,,
"MIM-23 HAWK",141,40994361,26721355,42838539,47933327,,,,,,-3313.49,-38.69,,-64832.6016,,,,,,,,0,,0,
"MIM-72 CHAPARRAL",148,66600,640694,216587,,,,,,,,,,,,,,,,,,,,,
"MINUTEMAN II",1355,,,,,,,,364771.6031,0,,45541.36,102613.6204,440342.2499,2922446.8889,2944401.08,-11280,,-234742.6548,,,,,1522835.625,4500000
"MINUTEMAN III",1795,,,,,,,0,71186168.1617,64581625.418,81814156.8703,44751009.7292,83522603.1661,107739632.1616,187078792.2517,304347004.5903,187041413.9662,159884756.9394,146129572.7158,177633668.6182,175262835.5756,201181550.748,204216916.6094,209829574.9856,144754772.7969
"MINUTEMAN III GRP",1311,,569969,35565762,3492574,36769370,-1960000,,2592662.0781,88512389.796,43059481.75,51955391.3146,90918366.0388,284029930.8172,7773652.87,-4046730.48,-2544583.78,-6868150.25,775500,0,-99416.7813,0,0,0,
"MINUTEMAN III PRP",657,,,,,11038487,445311325.7969,27658592,4822520.1094,48201112.7295,18599353.5679,4953010.1079,4366301.8714,1602951.1104,286220.1,369657.55,63026,0,,-6560.7998,,0,,0,
"MISCELLANEOUS AMMUNITION",405,22330452,112992736,27440870,43128330,,,,,,-5782.3901,-0.18,-0.8,,,,,,,,,,,,
"MISSION DISTRIBUTION SYS",1028,,821858,0,393000,,,,,,,,,,,,,,,,,,,,
"MK 19-3 GRENADE MACHINE G",321,80730,16819320,25283518,11873149,,,,,,,,,,,,,,,,,,,,
"MK 48 ADCAP",36,,,,,,,,,,,19000,50666619,22463630,39380693,36428807,21621682,740901,5646923,1601636,0,0,0,,0
"MK 48 TORPEDO",37,,,,,,0,295365.48,203084.4063,58448,84680,,,,7944401,12846874.77,13705459.53,14045194.5938,15727569.5,3539500.9375,218558.3759,-75293.7188,,,
"MK-104 PRACTICE",906,,,5821644,,,,,,,,,,,,,,,,,,,,,
"MK-82 500 LB",1592,,,,3897778,,,,,,,,,,,,,,,,,,,,
"MK15 CLOSE IN WPN SYS",894,39266871,2222243,58116455,203615491,346000,,,,,,-1184426.375,,,,,,,,,0,,,,
"MK45 MOD-O 5.54 GUN MOUNT",895,37877891,-9488077,16326631,10883167,,,,,,,-10621714.1837,,,,,,,0,,,,,,
"MK46 TORPEDO LT WT ASW",922,882600,2785769,1951305,22158622,,,,,,,,,,,,,,,,,,,,
"MK48 TORPEDO (ADCAP)",923,33086983,7784332,36157788,56204266,,,,,,-2618.8701,,-140000,,,,,,,,0,,,,
"MK50 TORPEDO",924,,,26678,,,,,,,,,,,,,,,,,,,,,
"MK75 76MM GUN MOUNT",903,1205400,40455,,,,,,,,,,,,,,,,,,,,,,
"MK75 MOD3 RANGE FINDER",948,179280,,,,,,,,,,,,,,,,,,,,,,,
"MK86 GUN FIRE CTRL SYS",952,,,348050,,,,,,,,,,,,,,,,,,,,,
"MLRS",28,,,,,0,,0,40988238.5216,135974545.5403,121591262.6153,539987985.7047,687081345.121,148108569.3715,118141134.67,265904068.59,117814778.9459,70226502.7495,15985549.4571,7158074.4047,-7878183.1482,-2068695.8779,-770978.474,270711.4099,194040513.2578
"MLRS - MULTIPLE LNCH ROCK",164,6755986,2441010,19482280,18950253,,,,,,,-88479.2578,-11612,,,,,,,,,,,,
"MLRS-TGW",658,,,,,,,,0,27265.4004,0,371074.835,2607186.1797,4077230.75,2130738,1795326.6,1153217.6,-33425,,,,,,,
"MORTAR FIRE CTRL SYSTEM",336,,,52135,35150,,,,,,,,,,,,,,,,,,,,
"MQ-1C Gray Eagle",2036,,,,,,,,,,,,,,,,,,,2398701.25,203456653.1251,79252612.9533,131188066,72085889.5625,80800708.2031
"MQ-9 Reaper",1805,,,,,,,,,,,,,,,,,,,8550480.75,20692390.4375,11429148.875,16549419.8125,4804787.3594,1232883.3672
"MQM-74",862,,,,,,,,,,,,,,,,,,,-32690.3496,,,,,
"MSE",662,,,,,,,,,,,,,,,4346907.35,0,,0,,,,,,
"MULT LNCH ROCKET SYS",178,2584764,37660877,147079123,36760863,,,,,,-608802.875,-8388.2598,-495009.0625,,,,,,,,,,,,
"MULTI SYS TEST EQUIP (MTE",411,,106830,0,257346,,,,,,,,,,,,,,,,,,,,
"MULTIPLE LAUNCH ROCKET SY",1923,,1473583,233685,,-21572,-202196,-11521,,,-179017.8281,,,,,,,,,,,,,,
"MX-MISSILE",1538,1730099,1647523,-55384,189814,,,,,,,,,,,,,,,,,,,,
"Massive Ordnance Penetrator (MOP)",2243,,,,,,,,,,,,,,,,,,,,7901555.1563,25733235.1445,6898517,8007670,94340
"NATO AAWS",1859,,,,,,,,,35500,7675,,,,,,,,,,,,,,
"NAVY ERP",1987,,,,,,,,,,531153.9375,2429662.7969,2052533,2452490,2368850,1762400,,,,,,,,,
"NCES",664,,,,,,,,,92500,,,,,,,,,,,,,,,
"NON-SYSTEM TRAINING DEVIC",609,,,,33968,,,,,,,,,,,,,,,,,,,,
"NSIPS",1965,,,,,970606,,,,,,,,,,,,,,,,,,,
"Other UAS",2258,,,,,,,544361,38551843,10940170,3025000,2819670,40000,,-6885.54,-507148.31,,,,,,,,,
"PEACEKEEPER",636,,,,,,,,,,,,,7087.05,,,,,,,,,,,
"PEACEKEEPER MISSILE",1547,-65043592,8907144,66255,-366495,,,,,,-651860.5625,,,,,,,,,,,,,,
"PERSHING II",8,,,,,,,,799992,0,,,,,,,,,,,,,,,
"PHYSICAL SECURITY SYSTEMS",596,,,76043,,,,,,,,,,,,,,,,,,,,,
"QM-107 GD MSL TGT SYS",154,6148919,8933898,667655,100259,,,,,,,,,,,,,,,,,,,,
"RADIATION MONITORING SYST",582,58941,,377740,,,,,,,,,,,,,,,,,,,,,
"RIM-24 TARTER",845,845645,119177,180362,48231,,,,,,,,,,,,,,,,,,,,
"RIM-66 STANDARD MISSILE (",1914,52151234,125043465,53999915,36056492,55978756,29170698,27963599,-1950785,850449,-99419.5938,-635416.9375,-1035087.1806,-331294.9727,234326.96,-121659.73,,45377.9219,26651.1602,0,,,,,
"RIM-66 STANDARD MISSILE(M",841,302438980,231560635,91975233,21188923,,,,,,,-14728.8398,,,,,,,,,,,,,
"RIM-67 STANDARD MISSILE(E",842,50138186,3902047,105966103,70860725,,,,,,-465373.3125,,-1072663,,,,,,,,,,,,
"SADARM",1855,,,,,,,,,,494851.0938,237000,280635.5234,,,,-6524.8,,-51074.7188,,,,,,
"SCY",2008,,,,-841859,-16750000,-1524320,,,,,,-133476.0156,,,,,,,,,,,,
"SDB",1351,,,,,1237285,22910490,76629652,214676484.0714,260969732.9433,249109764.982,218043975.4427,321928401.1688,178296122.1098,161503835.375,113245513.7819,45137966.6215,31545997.8735,18015752.875,22622531.3283,10371091.4414,2266889.8668,3335935.6778,11506883.9199,4816099
"SFW",680,,,,,,,,528553.4375,6426.52,,,,,24653.2,,,,,,,,,,
"SIDEWINDER (AIM-9L) (AF)",42,,,,,,,,,,4152,33000,54178.8398,0,58689,,-5984.1201,,,,,,,,
"SIDEWINDER (AIM-9L) (N)",41,,,,,,,,341917.1875,,,25520,0,,,,,,,,,,,,
"SIDWINGER (AIM-9M) (AF)",59,,,,,,,,201702,,,2516945.1984,0,,,-145232.29,,-2060.3799,,,,,,,
"SIGHT THERMAL TANK AN/VSG",559,,406920,1118094,,,,,,,,,,,,,,,,,,,,,
"SIGNALS ALL TYPES",403,,,301026,3564,,,,,,,,,,,,,,,,,,,,
"SIMULATORS, ALL TYPES",404,5111835,60000,11096798,8402430,,,,,,,,,,,,,,,,,,,,
"SMALL ICBM",673,,,,,,,,6158,5526,0,,,110150.23,,,,,,,,,,,
"SPARROW (AIM-7E) (AF)",1798,,,,,,,,,,,,11572,,,,,,,,,,,,
"SPARROW (AIM-7F) (N)",60,,,,,,,,167342193,228372534,260701254,247655087,139493434,141679404,80088040.81,39641068.65,-8226520.25,0,-1009404.0625,217879.4199,-837026.0827,-198719.5938,0,0,0
"SPARROW (AIM-7M) (AF)",61,,,,,,,,,,136886,142363.2031,505213.0781,111861.0781,45454.68,,,,,,,,,,
"SPARROW (AIM-7M) (N)",43,,,,,,,,11784140,4559948.25,10973664,8838602.5898,7022876.5,10222357,5695996,699000,,-21608.4609,,0,,,,,
"SPS",1961,,,,,,488152,,,,39178.5498,479499.1929,149595.3096,0,,,,,,,,,,,
"STANDARD MISSILE 2",868,,,164980860,196040906,,,,,,-266244.0938,-299046.7344,-268898,0,,,,,,0,0,,,,
"STANDARD MISSILE 2 (SM 2)",645,-2202757,1916685,-651335,19801741,149927407,422536709,903534359.8809,331652970.2949,505489829.3163,182547039.1329,574889628.6362,180305650.4721,113844465.7214,231167709.99,108667590.14,88693228.7774,104655636.9687,50279328.2187,-7199335.53,0,-5084.9502,,0,0
"STATUS OF FORCES AGREEMENT",2202,,,,,,,,,,,,,,,,,,,,22411012.75,4519079,0,3933187.9883,-125676.0195
"STRATEGIC DEFENSE INITIAT",821,6886771,844194,749100,9402628,,,,,,,,,,,,,,,,,,,,
"T-28 TROJAN",784,167849,,,,,,,,,,,,,,,,,,,,,,,
"TACIT RAINBOW (JGL)",1821,,,,,,,95625,,,-2798,,,,30387.6,25648.35,,,,,,,,,
"TACTICAL TOMAHAWK",694,,,,,480325042,311883468,442054866,366216982,463786392.9688,267953170.1032,335251815.6815,287042643.1909,41559121.5458,41512579.48,290988693.79,309549907.404,52112236.607,366859047.6828,544807464.5676,245010202.8149,536516484.3626,491653535.7788,596305484.4285,284173830.0402
"TOMAHAWK",50,,,,,,,,3088817.3594,1474230.375,4168629.2109,-66058.3984,37718522.1801,29129535.0903,1240368.6862,2469285.57,86569.3803,238712.791,460214.83,196608.7101,0,-1168.0699,,-1293.98,
"TOMAHAWK STRIKE COOR MDLE (TSCM)",2199,1896132,2462024,2586334,310000,1150000,1195427,372000,,,,,,,,,,,0,,0,0,,,
"TOMHWK STRIKE COOR MDLE (",878,34238,,,282166,,,,,,,,,,,,,,,,,,,,
"TOW",1313,,,,,,,0,34170252.608,273541474.641,56770305.2,44172558.9219,38904851.1719,48110266.9219,46868462.28,32028020.31,26136732.7618,23786138.4704,22350763.6481,24130094.4013,6561997.8437,-758025.6426,-1050286.6836,7564333.1172,16444353.3125
"TOW 2",647,,,,,,,0,17913976,296801414.6895,73463595.2695,67769939.4687,4837060.2187,13437.5996,159051,784216.74,-37926.7383,0,,,,,,,4344620.4844
"TOW-2 TB-LH,OP-TRK,WG ANT",159,2461739,3455647,6452004,9227216,2900,,,,,,-711594.6875,,,,,,,,,,0,,,
