"EntityID","fiscal_year","EntityText","EntityCategory","EntitySizeCode","EntitySizeText","AnyEntitySizeGlitch","UnknownCompany","IsEntityAbove2018constant10ThousandThreshold","AnyEntityUSplaceOfPerformance","AnyEntityForeignPlaceOfPerformance","Action_Obligation_Then_Year","ObligatedAmountIsSmall","MajorityNotSmall","ObligatedAmount_OMB20_GDP20","NumberOfActions","first_year_2018T","last_year_2018T","active_2007_to_2016","first_year","first_graduate","AnyMajorityNotSmallNA"
567838,2007,"883134090","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,185010.6875,185010.6875,0,229912.62271654,1,2007,2020,10,2007,NA,FALSE
382953,2007,"144873275","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,18408,18408,0,22875.605815832,3,2007,2010,3,2006,2010,FALSE
517685,2007,"785231101","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,64083,64083,0,79635.8891512365,2,2007,2019,4,2007,2011,FALSE
113650,2007,"064056161","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,27176,27176,0,33771.5918976016,3,2007,2007,1,2007,NA,FALSE
457188,2007,"621812197","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,13400,13400,0,16652.1685100037,1,2007,2007,1,2007,NA,FALSE
314374,2007,"127807712","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,12230,12230,0,15198.2105132347,2,2007,2010,2,2007,NA,FALSE
499703,2007,"800096708","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,9761.2798,9761.2798,0,12130.3340375295,3,2007,2008,2,2007,NA,FALSE
156125,2007,"059262878","PDuns-1","S","Always Small Vendor",FALSE,NA,1,NA,NA,0,0,0,0,0,2007,2020,6,2001,NA,FALSE
557650,2007,"831601406","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,9980,9980,0,12402.1374425252,2,2007,2009,2,2007,NA,FALSE
480641,2007,"783308070","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,18442,18442,0,22917.8575866783,1,2007,2019,10,2007,NA,FALSE
63886,2007,"002562196","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,14141.4004,14141.4004,0,17573.5061513608,1,2007,2012,2,2007,NA,FALSE
470333,2007,"610536893","PDuns-1","S","Always Small Vendor",FALSE,NA,1,NA,NA,0,0,0,0,0,2007,2011,4,2007,NA,FALSE
570813,2007,"883525479","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,5070.8901,5070.8901,0,6301.59077917236,24,2007,2009,3,2004,NA,FALSE
316848,2007,"191552843","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,72265.3281,72265.3281,0,89804.0612650677,1,2007,2007,1,2007,NA,FALSE
474279,2007,"789259400","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,94068,94068,0,116898.222940226,3,2007,2007,1,2007,NA,FALSE
491863,2007,"784036274","PDuns-2+","N","Sometimes Small Vendor",FALSE,NA,1,1,0,67553.06,55040,0,83948.1297377905,6,2007,2020,10,2006,2008,FALSE
349637,2007,"143090392","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,87460,87460,0,108686.467006338,1,2007,2007,1,2007,NA,FALSE
509358,2007,"800532587","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,1,2000,2000,0,2485.39828507518,2,2007,2008,2,2007,NA,FALSE
37212,2007,"026764704","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,21650,21650,0,26904.4364359389,1,2007,2010,2,2007,2010,FALSE
222477,2007,"112724005","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,32475,32475,0,40356.6546539083,4,2007,2008,2,2006,NA,FALSE
90604,2007,"030373364","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,9762,9762,0,12131.229029452,1,2007,2007,1,2007,NA,FALSE
49423,2007,"051213150","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,21100,21100,0,26220.9519075432,2,2007,2007,1,2006,NA,FALSE
542705,2007,"787086045","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,29910,29910,0,37169.1313532994,4,2007,2014,5,2007,NA,FALSE
542356,2007,"794080114","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,15000,15000,0,18640.4871380639,1,2007,2016,8,2007,2009,TRUE
93654,2007,"013730601","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,28898.5,28898.5,0,35912.1411706226,1,2007,2007,1,2007,NA,FALSE
579496,2007,"796999949","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,92600,92600,0,115073.940598981,1,2007,2010,4,2007,NA,FALSE
140749,2007,"058142162","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,5200,5200,0,6462.03554119548,2,2007,2020,9,2004,NA,FALSE
561977,2007,"804330702","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,24266,24266,0,30155.3373928172,1,2007,2007,1,2007,NA,FALSE
626591,2007,"948546346","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,10320.8096,10320.8096,0,12825.6612402137,1,2007,2008,2,2003,NA,FALSE
560543,2007,"788213275","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,19800,19800,0,24605.4430222443,2,2007,2015,8,2007,NA,FALSE
312823,2007,"133712369","PDuns-1","S","Always Small Vendor",FALSE,NA,1,NA,NA,0,0,0,0,0,2007,2011,2,2007,NA,FALSE
149353,2007,"087091158","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,27200,27200,0,33801.4166770225,1,2007,2009,3,2007,NA,FALSE
563024,2007,"788294564","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,787.5,787.5,0,978.625574748353,18,2007,2013,7,2007,NA,FALSE
139099,2007,"008324019","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,2220,2220,0,2758.79209643345,4,2007,2007,1,2003,NA,FALSE
610870,2007,"958561524","PDuns-1","S","Always Small Vendor",FALSE,NA,1,NA,NA,0,0,0,0,0,2007,2007,1,2007,NA,FALSE
241388,2007,"114159775","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,22130,22130,0,27500.9320243569,3,2007,2007,1,2003,NA,FALSE
610001,2007,"834825762","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,8644,8644,0,10741.8913880949,1,2007,2016,7,2003,NA,FALSE
649080,2007,"962261462","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,5708.4202,5708.4202,0,7093.84888778427,1,2007,2011,5,2007,NA,FALSE
269025,2007,"145011438","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,53113.25,53113.25,0,66003.7902323847,2,2007,2007,1,2007,NA,FALSE
140127,2007,"073370475","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,10774,10774,0,13388.8405617,2,2007,2010,3,2007,NA,FALSE
260622,2007,"097359137","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,13580,13580,0,16875.8543556605,5,2007,2007,1,2007,NA,FALSE
288657,2007,"125714282","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,30154,30154,0,37472.3499440785,6,2007,2012,6,2007,NA,FALSE
323415,2007,"128432122","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,352270,352270,0,437765.626941717,8,2007,2020,9,2007,NA,FALSE
38904,2007,"026914510","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,13940,13940,0,17323.226046974,3,2007,2007,1,2006,NA,FALSE
252397,2007,"122263155","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,67900,67900,0,84379.2717783025,4,2007,2017,5,2006,NA,FALSE
389520,2007,"184203763","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,200831,200831,0,249572.511494967,4,2007,2009,3,2007,NA,FALSE
573836,2007,"796652084","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,53520,53520,0,66509.2581086119,3,2007,2012,6,2007,NA,FALSE
493873,2007,"790463215","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,10000,10000,0,12426.9914253759,1,2007,2014,7,2007,2008,FALSE
473603,2007,"602876794","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,19000,19000,0,23611.2837082142,3,2007,2007,1,2007,NA,FALSE
563005,2007,"880215587","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,1,35728,35728,0,44399.1549645831,2,2007,2009,2,2007,NA,FALSE
455568,2007,"360715796","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,28261,28261,0,35119.9204672549,50,2007,2008,2,2007,NA,FALSE
387217,2007,"176094196","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,9600,9600,0,11929.9117683609,9,2007,2015,7,2005,2011,FALSE
327679,2007,"135051279","PDuns-1","N","Sometimes Small Vendor",FALSE,NA,1,1,0,154083.3994,110960.3994,0,191479.308313657,7,2007,2020,10,2007,NA,FALSE
468254,2007,"788803935","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,12480,12480,0,15508.8852988691,1,2007,2012,6,2007,NA,FALSE
453087,2007,"609303573","PDuns-2+","S","Always Small Vendor",FALSE,NA,1,1,0,10592,10592,0,13162.6693177582,1,2007,2012,6,2006,NA,FALSE
324773,2007,"169922494","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,15600,15600,0,19386.1066235864,1,2007,2007,1,2007,NA,FALSE
206816,2007,"111466533","PDuns-1","N","Sometimes Small Vendor",FALSE,NA,1,1,1,34003.2696,21075.67,0,42255.8339753946,3,2007,2020,5,2007,2011,FALSE
498778,2007,"784329471","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,30450,30450,0,37840.1888902697,1,2007,2019,10,2006,NA,FALSE
541453,2007,"808542948","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,180357.2811,180357.2811,0,224129.838573381,9,2007,2009,3,2006,NA,FALSE
262261,2007,"116177973","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,844058.0717,844058.0717,0,1048910.24195352,13,2007,2008,2,2007,NA,FALSE
349819,2007,"148462216","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,37261.8592,37261.8592,0,46305.2804771965,4,2007,2007,1,2007,NA,FALSE
387642,2007,"151288599","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,13675,13675,0,16993.9107742016,1,2007,2007,1,2007,NA,FALSE
360673,2007,"149048220","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,10900,10900,0,13545.4206536598,1,2007,2007,1,2006,NA,FALSE
419930,2007,"618571926","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,29690,29690,0,36895.7375419411,11,2007,2009,3,2007,NA,FALSE
477264,2007,"603027145","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,10485,10485,0,13029.7005095066,1,2007,2014,2,2007,2014,FALSE
525793,2007,"801388419","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,8990,8990,0,11171.8652914129,1,2007,2008,2,2007,NA,FALSE
13710,2007,"048159404","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,31753,31753,0,39459.4258729962,5,2007,2017,4,2005,NA,FALSE
329997,2007,"128873606","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,16060,16060,0,19957.7482291537,8,2007,2007,1,2006,NA,FALSE
524359,2007,"626836733","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,1476576,1476576,0,1834939.72909159,4,2007,2017,6,2007,NA,FALSE
191444,2007,"101473916","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,22523,22523,0,27989.3127873742,3,2007,2008,2,2007,NA,FALSE
58517,2007,"028044175","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,12625,12625,0,15689.0766745371,2,2007,2020,9,2007,NA,FALSE
460094,2007,"602306516","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,110301,110301,0,137070.958121039,1,2007,2007,1,2007,NA,FALSE
579591,2007,"805618464","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,18720,18720,0,23263.3279483037,1,2007,2008,2,2007,NA,FALSE
506760,2007,"800394707","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,12500,12500,0,15533.7392817199,1,2007,2010,3,2007,NA,FALSE
522644,2007,"785570701","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,24000,24000,0,29824.7794209022,4,2007,2007,1,2007,2010,FALSE
656512,2007,"876929196","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,31450,31450,0,39082.8880328073,1,2007,2007,1,2006,NA,FALSE
538680,2007,"786817960","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,16080,16080,0,19982.6022120045,1,2007,2011,2,2007,NA,FALSE
555998,2007,"787938781","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,34000,34000,0,42251.7708462781,1,2007,2007,1,2007,NA,FALSE
350441,2007,"136664831","PDuns-1","N","Sometimes Small Vendor",FALSE,NA,1,1,0,95000,85000,0,118056.418541071,1,2007,2011,3,2006,2011,FALSE
144448,2007,"086688462","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,19055,19055,0,23679.6321610538,1,2007,2007,1,2007,NA,FALSE
94060,2007,"035728120","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,25375,25375,0,31533.4907418914,1,2007,2007,1,2007,NA,FALSE
510193,2007,"604923941","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,79000,79000,0,98173.2322604697,6,2007,2012,6,2007,NA,FALSE
556423,2007,"795415160","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,48000,48000,0,59649.5588418044,2,2007,2012,3,2007,NA,FALSE
212552,2007,"092955640","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,63850,63850,0,79346.3402510252,6,2007,2007,1,2006,NA,FALSE
485026,2007,"789989659","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,103686,103686,0,128850.503293153,3,2007,2017,9,2007,NA,FALSE
52178,2007,"027612506","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,11793.02,11793.02,0,14655.1758419287,2,2007,2007,1,2007,NA,FALSE
501976,2007,"790893544","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,40000,40000,0,49707.9657015037,3,2007,2007,1,2007,NA,FALSE
500155,2007,"784368917","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,10740,10740,0,13346.5887908537,1,2007,2010,3,2007,NA,FALSE
533547,2007,"827428165","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,4884,4884,0,6069.3426121536,9,2007,2011,5,2007,NA,FALSE
176330,2007,"068847805","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,11371,11371,0,14130.731949795,1,2007,2007,1,2007,NA,FALSE
333696,2007,"180436206","PDuns-1","S","Always Small Vendor",FALSE,NA,1,NA,NA,0,0,0,0,0,2007,2011,2,2007,NA,FALSE
281411,2007,"139443514","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,9000,9000,0,11184.2922828383,7,2007,2008,2,2004,NA,FALSE
78825,2007,"003080678","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,157293.1489,157293.1489,0,195468.061265068,279,2007,2020,9,2005,NA,FALSE
375832,2007,"144572802","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,17600,17600,0,21871.5049086616,1,2007,2009,3,2007,NA,FALSE
452199,2007,"601350593","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,13815,13815,0,17167.8886541568,3,2007,2020,10,2007,NA,FALSE
50243,2007,"027514921","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,49050,49050,0,60954.3929414689,1,2007,2007,1,2007,NA,FALSE
458671,2007,"781363585","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,318900,318900,0,396296.756555238,7,2007,2008,2,2004,NA,FALSE
556518,2007,"795418982","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,326762,326762,0,406066.857213869,6,2007,2010,4,2007,NA,FALSE
583984,2007,"797101552","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,20400,20400,0,25351.0625077669,1,2007,2010,4,2007,NA,FALSE
384823,2007,"150954316","PDuns-1","N","Sometimes Small Vendor",FALSE,NA,1,1,0,29973,23089,0,37247.4213992792,3,2007,2009,2,2007,NA,FALSE
518107,2007,"791746899","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,3025,3025,0,3759.16490617622,1,2007,2019,10,2007,NA,FALSE
688508,2007,"966442584","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,12134,12134,0,15078.9113955511,2,2007,2007,1,2004,NA,FALSE
668003,2007,"969155498","PDuns-1","S","Always Small Vendor",FALSE,NA,1,NA,NA,0,0,0,0,0,2007,2007,1,2007,NA,FALSE
397111,2007,"199146981","PDuns-1","S","Always Small Vendor",FALSE,NA,1,NA,NA,0,0,0,0,0,2007,2007,1,2007,NA,FALSE
451220,2007,"780687711","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,9515,9515,0,11824.2823412452,1,2007,2007,1,2007,NA,FALSE
167301,2007,"060073967","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,10000,10000,0,12426.9914253759,1,2007,2007,1,2007,NA,FALSE
