"NAICS3","StartCY","def3_HHI_lag1","def3_obl_lag1","def3_ratio_lag1","US3_avg_sal_lag1","annual_action_obligation","annual_count","naics_action_obligation","naics_count","naics_dollar_rank","naics_count_rank","principalnaicscodeText","principalNAICS2DigitCode","principalNAICS3DigitCode","principalNAICS4DigitCode","NAICS_shorthand","NAICS_unabbreviated","CY"
"114",2011,NA,NA,NA,NA,260126.6454,8,9699040.0358,98,98,95,"Fishing, Hunting and Trapping","11",114,NA,"NA","NA",2010
"114",2012,NA,NA,NA,NA,70229.7988,5,9699040.0358,98,98,95,"Fishing, Hunting and Trapping","11",114,NA,"NA","NA",2011
"114",2013,NA,NA,NA,NA,293143.5,8,9699040.0358,98,98,95,"Fishing, Hunting and Trapping","11",114,NA,"NA","NA",2012
"114",2014,NA,NA,NA,NA,169731.55,14,9699040.0358,98,98,95,"Fishing, Hunting and Trapping","11",114,NA,"NA","NA",2013
"114",2015,NA,NA,NA,NA,124684.9402,7,9699040.0358,98,98,95,"Fishing, Hunting and Trapping","11",114,NA,"NA","NA",2014
"115",2008,NA,NA,NA,NA,12260920.9641,185,70051337.8138,1223,80,75,"Support Activities for Agriculture and Forestry","11",115,NA,"NA","NA",2007
"115",2009,NA,NA,NA,NA,10887393.9452,184,70051337.8138,1223,80,75,"Support Activities for Agriculture and Forestry","11",115,NA,"NA","NA",2008
"115",2010,NA,NA,NA,NA,9195687.1918,172,70051337.8138,1223,80,75,"Support Activities for Agriculture and Forestry","11",115,NA,"NA","NA",2009
"115",2011,NA,NA,NA,NA,5430397.3178,145,70051337.8138,1223,80,75,"Support Activities for Agriculture and Forestry","11",115,NA,"NA","NA",2010
"115",2012,NA,NA,NA,NA,8874944.6167,139,70051337.8138,1223,80,75,"Support Activities for Agriculture and Forestry","11",115,NA,"NA","NA",2011
"115",2013,NA,NA,NA,NA,6909172.3871,124,70051337.8138,1223,80,75,"Support Activities for Agriculture and Forestry","11",115,NA,"NA","NA",2012
"115",2014,NA,NA,NA,NA,8600960.8633,146,70051337.8138,1223,80,75,"Support Activities for Agriculture and Forestry","11",115,NA,"NA","NA",2013
"115",2015,NA,NA,NA,NA,7891860.5278,128,70051337.8138,1223,80,75,"Support Activities for Agriculture and Forestry","11",115,NA,"NA","NA",2014
"211",2008,1282.66248207565,57698168.382,0.000226174330312318,63770.4379731859,569557309.6824,174,1147369709.8408,1689,47,71,"Oil and Gas Extraction","21",211,NA,"NA","NA",2007
"211",2009,1889.22434576103,576622545.9834,0.000226174330312318,63770.4379731859,44674936.1127,157,1147369709.8408,1689,47,71,"Oil and Gas Extraction","21",211,NA,"NA","NA",2008
"211",2010,1563.44690010658,41714336.6881,0.000226174330312318,63770.4379731859,250910372.4666,150,1147369709.8408,1689,47,71,"Oil and Gas Extraction","21",211,NA,"NA","NA",2009
"211",2011,2667.92267284335,210191656.3845,0.000226174330312318,63770.4379731859,94840837.9647,201,1147369709.8408,1689,47,71,"Oil and Gas Extraction","21",211,NA,"NA","NA",2010
"211",2012,2407.88005785441,138408102.0666,0.000226174330312318,63770.4379731859,72934259.1849,442,1147369709.8408,1689,47,71,"Oil and Gas Extraction","21",211,NA,"NA","NA",2011
"211",2013,1500.92759292148,70578280.1426,0.000226968733274416,85902.7817185141,70010350.6603,271,1147369709.8408,1689,47,71,"Oil and Gas Extraction","21",211,NA,"NA","NA",2012
"211",2014,1928.62870277543,72182422.39,0.000226968733274416,85902.7817185141,24775791.4888,151,1147369709.8408,1689,47,71,"Oil and Gas Extraction","21",211,NA,"NA","NA",2013
"211",2015,2900.20813926385,25136985.0712,0.000226968733274416,85902.7817185141,19665852.2804,143,1147369709.8408,1689,47,71,"Oil and Gas Extraction","21",211,NA,"NA","NA",2014
"212",2008,237.345274249477,29654074.4432,0.000345396161008298,54990.3158811034,31967031.7121,601,988673861.8008,4483,50,56,"Mining (except Oil and Gas)","21",212,NA,"NA","NA",2007
"212",2009,409.723330656506,32856322.2278,0.000345396161008298,54990.3158811034,109284244.0666,918,988673861.8008,4483,50,56,"Mining (except Oil and Gas)","21",212,NA,"NA","NA",2008
"212",2010,2587.05729858015,134611515.0989,0.000345396161008298,54990.3158811034,63459168.616,752,988673861.8008,4483,50,56,"Mining (except Oil and Gas)","21",212,NA,"NA","NA",2009
"212",2011,1672.56851299092,16636297.848,0.000345396161008298,54990.3158811034,56862622.9804,669,988673861.8008,4483,50,56,"Mining (except Oil and Gas)","21",212,NA,"NA","NA",2010
"212",2012,228.288121272227,59658187.107,0.000345396161008298,54990.3158811034,49337851.3046,465,988673861.8008,4483,50,56,"Mining (except Oil and Gas)","21",212,NA,"NA","NA",2011
"212",2013,442.644688932034,50977944.7385,0.000518664090644772,66379.771514894,596448417.6167,314,988673861.8008,4483,50,56,"Mining (except Oil and Gas)","21",212,NA,"NA","NA",2012
"212",2014,8397.01479478153,597986656.4468,0.000518664090644772,66379.771514894,45779702.2504,409,988673861.8008,4483,50,56,"Mining (except Oil and Gas)","21",212,NA,"NA","NA",2013
"212",2015,737.390945972449,51288009.2311,0.000518664090644772,66379.771514894,35534823.254,355,988673861.8008,4483,50,56,"Mining (except Oil and Gas)","21",212,NA,"NA","NA",2014
"213",2008,794.166228347185,2674505.5183,3.68568752889665e-05,52819.5370212119,11901081.0426,123,90501912.699,1667,77,73,"Support Activities for Mining","21",213,NA,"NA","NA",2007
"213",2009,3300.76519545927,11870337.7019,3.68568752889665e-05,52819.5370212119,13190367.0348,188,90501912.699,1667,77,73,"Support Activities for Mining","21",213,NA,"NA","NA",2008
"213",2010,1745.23561296566,13399020.7258,3.68568752889665e-05,52819.5370212119,7705236.5319,209,90501912.699,1667,77,73,"Support Activities for Mining","21",213,NA,"NA","NA",2009
"213",2011,647.950045845212,6832265.1088,3.68568752889665e-05,52819.5370212119,4218066.6395,176,90501912.699,1667,77,73,"Support Activities for Mining","21",213,NA,"NA","NA",2010
"213",2012,486.991855687577,4109969.2907,3.68568752889665e-05,52819.5370212119,9642445.2288,157,90501912.699,1667,77,73,"Support Activities for Mining","21",213,NA,"NA","NA",2011
"213",2013,3153.38824425162,11639181.7788,9.69992932538024e-05,65769.0274852924,33681087.74,172,90501912.699,1667,77,73,"Support Activities for Mining","21",213,NA,"NA","NA",2012
"213",2014,5280.93724515003,39343907.79,9.69992932538024e-05,65769.0274852924,6625936.6499,219,90501912.699,1667,77,73,"Support Activities for Mining","21",213,NA,"NA","NA",2013
"213",2015,4132.3240433251,60034765.6599,9.69992932538024e-05,65769.0274852924,3537691.8315,423,90501912.699,1667,77,73,"Support Activities for Mining","21",213,NA,"NA","NA",2014
"221",2008,259.581204946958,1430588574.3322,0.00244883011578725,81057.4518200949,1029429259.7187,3473,5423014913.123,12593,27,40,"Utilities","22",221,NA,"NA","NA",2007
"221",2009,332.144453120828,1245587970.8777,0.00244883011578725,81057.4518200949,770099407.8507,2289,5423014913.123,12593,27,40,"Utilities","22",221,NA,"NA","NA",2008
"221",2010,330.513097272896,1297038279.8795,0.00244883011578725,81057.4518200949,847419480.4539,1677,5423014913.123,12593,27,40,"Utilities","22",221,NA,"NA","NA",2009
"221",2011,264.653302950009,1544112674.94,0.00244883011578725,81057.4518200949,918508466.083,1452,5423014913.123,12593,27,40,"Utilities","22",221,NA,"NA","NA",2010
"221",2012,413.817988032486,1677075424.1987,0.00244883011578725,81057.4518200949,583349465.1413,1160,5423014913.123,12593,27,40,"Utilities","22",221,NA,"NA","NA",2011
"221",2013,325.89576270945,1265925385.6613,0.002380048001519,90478.9230906249,489584111.2594,814,5423014913.123,12593,27,40,"Utilities","22",221,NA,"NA","NA",2012
"221",2014,376.784874219469,1257538603.4478,0.002380048001519,90478.9230906249,442334209.1986,860,5423014913.123,12593,27,40,"Utilities","22",221,NA,"NA","NA",2013
"221",2015,299.642358225812,1323006305.5713,0.002380048001519,90478.9230906249,342290513.4174,868,5423014913.123,12593,27,40,"Utilities","22",221,NA,"NA","NA",2014
"233",2008,NA,NA,NA,NA,44916790.5807,508,47654630.8332,516,84,85,"Building, Developing, and General Contracting","23",233,NA,"NA","NA",2007
"233",2009,NA,NA,NA,NA,2634647.6197,7,47654630.8332,516,84,85,"Building, Developing, and General Contracting","23",233,NA,"NA","NA",2008
"233",2011,NA,NA,NA,NA,103192.6328,1,47654630.8332,516,84,85,"Building, Developing, and General Contracting","23",233,NA,"NA","NA",2010
"234",2008,NA,NA,NA,NA,724831.1689,5,794717.8291,7,105,106,NA,"23",234,NA,"NA","NA",2007
"234",2010,NA,NA,NA,NA,-554,1,794717.8291,7,105,106,NA,"23",234,NA,"NA","NA",2009
"234",2011,NA,NA,NA,NA,70440.6602,1,794717.8291,7,105,106,NA,"23",234,NA,"NA","NA",2010
"235",2008,NA,NA,NA,NA,10681783.6694,25,17162350.686,38,93,103,NA,"23",235,NA,"NA","NA",2007
"235",2009,NA,NA,NA,NA,106771,7,17162350.686,38,93,103,NA,"23",235,NA,"NA","NA",2008
"235",2010,NA,NA,NA,NA,3598251.6162,5,17162350.686,38,93,103,NA,"23",235,NA,"NA","NA",2009
"235",2011,NA,NA,NA,NA,2775544.4004,1,17162350.686,38,93,103,NA,"23",235,NA,"NA","NA",2010
"236",2008,67.6027610176908,15112586144.6676,0.020190525550349,50707.6088698662,23300027486.8092,14702,107251153391.853,106857,4,15,"Construction of Buildings","23",236,NA,"236
Construction
of Buildings","236
Construction
of Buildings",2007
"236",2009,1430.50355807455,37179804971.1474,0.020190525550349,50707.6088698662,22686675675.9513,16965,107251153391.853,106857,4,15,"Construction of Buildings","23",236,NA,"236
Construction
of Buildings","236
Construction
of Buildings",2008
"236",2010,73.2213469992993,11898896712.2854,0.020190525550349,50707.6088698662,17932791682.8437,16114,107251153391.853,106857,4,15,"Construction of Buildings","23",236,NA,"236
Construction
of Buildings","236
Construction
of Buildings",2009
"236",2011,56.5192062444272,19515123505.7503,0.020190525550349,50707.6088698662,15449871063.8082,14924,107251153391.853,106857,4,15,"Construction of Buildings","23",236,NA,"236
Construction
of Buildings","236
Construction
of Buildings",2010
"236",2012,56.6853635171971,17586856613.1714,0.020190525550349,50707.6088698662,12657085109.4344,13651,107251153391.853,106857,4,15,"Construction of Buildings","23",236,NA,"236
Construction
of Buildings","236
Construction
of Buildings",2011
"236",2013,55.4879818422265,16907162794.6844,0.0333131837072464,50973.2628107826,6843938703.4837,9611,107251153391.853,106857,4,15,"Construction of Buildings","23",236,NA,"236
Construction
of Buildings","236
Construction
of Buildings",2012
"236",2014,55.2565839622464,10733786559.091,0.0333131837072464,50973.2628107826,5773762946.1232,11564,107251153391.853,106857,4,15,"Construction of Buildings","23",236,NA,"236
Construction
of Buildings","236
Construction
of Buildings",2013
"236",2015,51.1589407671749,12995396610.4846,0.0333131837072464,50973.2628107826,2607000723.3988,9326,107251153391.853,106857,4,15,"Construction of Buildings","23",236,NA,"236
Construction
of Buildings","236
Construction
of Buildings",2014
"237",2008,90.3442959062853,5990224886.5242,0.022999026972366,51889.9473595488,9567072336.9009,6254,46229354011.4756,42338,8,26,"Heavy and Civil Engineering Construction","23",237,NA,"237 Heavy &
Civil
Engineering
Construction","237 Heavy &
Civil
Engineering
Construction",2007
"237",2009,159.927017392555,8833121442.442,0.022999026972366,51889.9473595488,9302012578.7418,7232,46229354011.4756,42338,8,26,"Heavy and Civil Engineering Construction","23",237,NA,"237 Heavy &
Civil
Engineering
Construction","237 Heavy &
Civil
Engineering
Construction",2008
"237",2010,163.753283305899,10976509405.8465,0.022999026972366,51889.9473595488,8185089622.777,6111,46229354011.4756,42338,8,26,"Heavy and Civil Engineering Construction","23",237,NA,"237 Heavy &
Civil
Engineering
Construction","237 Heavy &
Civil
Engineering
Construction",2009
"237",2011,79.9674506712509,10474865080.2549,0.022999026972366,51889.9473595488,5330807877.7341,5976,46229354011.4756,42338,8,26,"Heavy and Civil Engineering Construction","23",237,NA,"237 Heavy &
Civil
Engineering
Construction","237 Heavy &
Civil
Engineering
Construction",2010
"237",2012,149.882487022688,6937274841.5586,0.022999026972366,51889.9473595488,4673035170.4671,5605,46229354011.4756,42338,8,26,"Heavy and Civil Engineering Construction","23",237,NA,"237 Heavy &
Civil
Engineering
Construction","237 Heavy &
Civil
Engineering
Construction",2011
"237",2013,131.043610694262,6815174475.1056,0.0265890907574313,56914.9858216082,4040182634.0458,3892,46229354011.4756,42338,8,26,"Heavy and Civil Engineering Construction","23",237,NA,"237 Heavy &
Civil
Engineering
Construction","237 Heavy &
Civil
Engineering
Construction",2012
"237",2014,180.486716508863,5851076850.9359,0.0265890907574313,56914.9858216082,3359671138.1125,4272,46229354011.4756,42338,8,26,"Heavy and Civil Engineering Construction","23",237,NA,"237 Heavy &
Civil
Engineering
Construction","237 Heavy &
Civil
Engineering
Construction",2013
"237",2015,101.859163818213,7143204060.6348,0.0265890907574313,56914.9858216082,1771482652.6964,2996,46229354011.4756,42338,8,26,"Heavy and Civil Engineering Construction","23",237,NA,"237 Heavy &
Civil
Engineering
Construction","237 Heavy &
Civil
Engineering
Construction",2014
"238",2008,28.1159835387154,2123682271.7057,0.00293777760231957,41994.8747572707,2865017732.1089,16955,18081061092.0973,102477,14,17,"Specialty Trade Contractors","23",238,NA,"NA","NA",2007
"238",2009,133.463326479963,3013162316.1213,0.00293777760231957,41994.8747572707,3461246709.7901,18878,18081061092.0973,102477,14,17,"Specialty Trade Contractors","23",238,NA,"NA","NA",2008
"238",2010,59.2952338944917,3514350061.8623,0.00293777760231957,41994.8747572707,2825792627.9816,16292,18081061092.0973,102477,14,17,"Specialty Trade Contractors","23",238,NA,"NA","NA",2009
"238",2011,89.8748223420717,2974020314.8212,0.00293777760231957,41994.8747572707,2482983270.0823,13618,18081061092.0973,102477,14,17,"Specialty Trade Contractors","23",238,NA,"NA","NA",2010
"238",2012,105.588928349376,2803921301.0013,0.00293777760231957,41994.8747572707,2309483966.0456,11952,18081061092.0973,102477,14,17,"Specialty Trade Contractors","23",238,NA,"NA","NA",2011
"238",2013,330.394601757519,2919180020.5958,0.00484438257170761,44855.8929162353,1475963018.557,7962,18081061092.0973,102477,14,17,"Specialty Trade Contractors","23",238,NA,"NA","NA",2012
"238",2014,92.7034031880811,1797833252.7211,0.00484438257170761,44855.8929162353,1624545039.9318,8802,18081061092.0973,102477,14,17,"Specialty Trade Contractors","23",238,NA,"NA","NA",2013
"238",2015,54.7006503435684,2262537641.2589,0.00484438257170761,44855.8929162353,1036028727.6,8018,18081061092.0973,102477,14,17,"Specialty Trade Contractors","23",238,NA,"NA","NA",2014
"311",2008,2155.8116212751,172769398.516,0.000292965735953263,34412.3851450379,312551356.5519,2044,3845294253.2369,259397,30,10,"Food Manufacturing","31-33",311,NA,"NA","NA",2007
"311",2009,2324.78375636517,312947332.4643,0.000292965735953263,34412.3851450379,102820557.9561,2018,3845294253.2369,259397,30,10,"Food Manufacturing","31-33",311,NA,"NA","NA",2008
"311",2010,1122.58526963256,103083011.0139,0.000292965735953263,34412.3851450379,523522816.8598,11231,3845294253.2369,259397,30,10,"Food Manufacturing","31-33",311,NA,"NA","NA",2009
"311",2011,1357.79594185473,524692574.948,0.000292965735953263,34412.3851450379,396229748.6493,16060,3845294253.2369,259397,30,10,"Food Manufacturing","31-33",311,NA,"NA","NA",2010
"311",2012,923.886038119562,463638619.9295,0.000292965735953263,34412.3851450379,706477823.2654,27328,3845294253.2369,259397,30,10,"Food Manufacturing","31-33",311,NA,"NA","NA",2011
"311",2013,916.629969527525,706822085.2946,0.00095610500706638,38985.6323396825,336294402.2772,9007,3845294253.2369,259397,30,10,"Food Manufacturing","31-33",311,NA,"NA","NA",2012
"311",2014,1078.04981291624,356978259.2062,0.00095610500706638,38985.6323396825,605427197.5529,49970,3845294253.2369,259397,30,10,"Food Manufacturing","31-33",311,NA,"NA","NA",2013
"311",2015,770.504807774836,622288644.7643,0.00095610500706638,38985.6323396825,861970350.1243,141739,3845294253.2369,259397,30,10,"Food Manufacturing","31-33",311,NA,"NA","NA",2014
"312",2008,855.068331830239,21725062.9398,0.000169553782173556,47922.0491280998,50855512.2999,585,436351807.9422,4318,62,58,"Beverage and Tobacco Product Manufacturing","31-33",312,NA,"NA","NA",2007
"312",2009,3240.4591234848,47718354.0862,0.000169553782173556,47922.0491280998,102856872.0762,678,436351807.9422,4318,62,58,"Beverage and Tobacco Product Manufacturing","31-33",312,NA,"NA","NA",2008
"312",2010,7530.91671209235,103432067.29,0.000169553782173556,47922.0491280998,138309752.3149,587,436351807.9422,4318,62,58,"Beverage and Tobacco Product Manufacturing","31-33",312,NA,"NA","NA",2009
"312",2011,7987.26661425596,121746190.3673,0.000169553782173556,47922.0491280998,73925185.6936,501,436351807.9422,4318,62,58,"Beverage and Tobacco Product Manufacturing","31-33",312,NA,"NA","NA",2010
"312",2012,5354.17350803656,75344615.6846,0.000169553782173556,47922.0491280998,26909318.897,564,436351807.9422,4318,62,58,"Beverage and Tobacco Product Manufacturing","31-33",312,NA,"NA","NA",2011
"312",2013,1143.30244028261,24971133.8071,0.000175562621240716,51186.1769543996,9124410.0321,501,436351807.9422,4318,62,58,"Beverage and Tobacco Product Manufacturing","31-33",312,NA,"NA","NA",2012
"312",2014,792.065076642976,12188941.0838,0.000175562621240716,51186.1769543996,23069814.169,460,436351807.9422,4318,62,58,"Beverage and Tobacco Product Manufacturing","31-33",312,NA,"NA","NA",2013
"312",2015,2528.29072706903,24815293.7727,0.000175562621240716,51186.1769543996,11300942.4595,442,436351807.9422,4318,62,58,"Beverage and Tobacco Product Manufacturing","31-33",312,NA,"NA","NA",2014
"313",2008,1997.91301341066,98311025.4836,0.00272097937307141,33481.2129118878,82791621.3024,462,719421577.6753,5842,58,53,"Textile Mills","31-33",313,NA,"NA","NA",2007
"313",2009,1503.30604126878,91378507.9765,0.00272097937307141,33481.2129118878,183702399.5345,596,719421577.6753,5842,58,53,"Textile Mills","31-33",313,NA,"NA","NA",2008
"313",2010,1684.44603222167,183717147.6058,0.00272097937307141,33481.2129118878,71284970.1842,587,719421577.6753,5842,58,53,"Textile Mills","31-33",313,NA,"NA","NA",2009
"313",2011,1161.72578912291,73281724.4632,0.00272097937307141,33481.2129118878,70111079.418,583,719421577.6753,5842,58,53,"Textile Mills","31-33",313,NA,"NA","NA",2010
"313",2012,2280.14742895026,68166990.4819,0.00272097937307141,33481.2129118878,102117025.9084,651,719421577.6753,5842,58,53,"Textile Mills","31-33",313,NA,"NA","NA",2011
"313",2013,1309.21351823876,81224014.094,0.00268809448751092,38154.9487724725,72755385.0879,705,719421577.6753,5842,58,53,"Textile Mills","31-33",313,NA,"NA","NA",2012
"313",2014,1348.29065727988,82117329.7699,0.00268809448751092,38154.9487724725,66619013.3325,931,719421577.6753,5842,58,53,"Textile Mills","31-33",313,NA,"NA","NA",2013
"313",2015,1047.12920466217,76587577.2321,0.00268809448751092,38154.9487724725,70040082.9074,1327,719421577.6753,5842,58,53,"Textile Mills","31-33",313,NA,"NA","NA",2014
"314",2008,429.446137960748,927695350.2209,0.0323439803991393,29010.415818473,655118615.2812,3426,3496636194.2825,29532,35,31,"Textile Product Mills","31-33",314,NA,"NA","NA",2007
"314",2009,619.062687864907,715751706.9857,0.0323439803991393,29010.415818473,651973079.735,3010,3496636194.2825,29532,35,31,"Textile Product Mills","31-33",314,NA,"NA","NA",2008
"314",2010,537.93878925444,659980277.9083,0.0323439803991393,29010.415818473,487690527.4036,2825,3496636194.2825,29532,35,31,"Textile Product Mills","31-33",314,NA,"NA","NA",2009
"314",2011,441.609076716816,492604638.2802,0.0323439803991393,29010.415818473,583087166.9247,3462,3496636194.2825,29532,35,31,"Textile Product Mills","31-33",314,NA,"NA","NA",2010
"314",2012,595.763864471925,524239798.3013,0.0323439803991393,29010.415818473,314309265.0469,3142,3496636194.2825,29532,35,31,"Textile Product Mills","31-33",314,NA,"NA","NA",2011
"314",2013,692.89282568827,374423507.8366,0.0169423206687905,32866.8407541825,187387016.8088,2491,3496636194.2825,29532,35,31,"Textile Product Mills","31-33",314,NA,"NA","NA",2012
"314",2014,503.327662372527,209446023.8319,0.0169423206687905,32866.8407541825,444699287.5647,4630,3496636194.2825,29532,35,31,"Textile Product Mills","31-33",314,NA,"NA","NA",2013
"314",2015,657.341020684963,446847623.2091,0.0169423206687905,32866.8407541825,172371235.5176,6546,3496636194.2825,29532,35,31,"Textile Product Mills","31-33",314,NA,"NA","NA",2014
"315",2008,437.765996450396,2746898695.7357,0.116264751744891,24380.8729101938,2116767428.0755,5608,14577238777.6037,44144,17,25,"Apparel Manufacturing","31-33",315,NA,"NA","NA",2007
"315",2009,276.654733914672,2248772782.7139,0.116264751744891,24380.8729101938,2754821516.2441,5551,14577238777.6037,44144,17,25,"Apparel Manufacturing","31-33",315,NA,"NA","NA",2008
"315",2010,323.070700512213,2976364344.9839,0.116264751744891,24380.8729101938,2210132006.4167,4804,14577238777.6037,44144,17,25,"Apparel Manufacturing","31-33",315,NA,"NA","NA",2009
"315",2011,356.719836389694,2375923751.162,0.116264751744891,24380.8729101938,2454286696.3859,5433,14577238777.6037,44144,17,25,"Apparel Manufacturing","31-33",315,NA,"NA","NA",2010
"315",2012,460.860146022177,2413399450.8248,0.116264751744891,24380.8729101938,1742914037.1506,4460,14577238777.6037,44144,17,25,"Apparel Manufacturing","31-33",315,NA,"NA","NA",2011
"315",2013,260.437143703356,1908676794.3551,0.155624287431949,26525.513134717,1212781110.4153,4000,14577238777.6037,44144,17,25,"Apparel Manufacturing","31-33",315,NA,"NA","NA",2012
"315",2014,212.287790321243,1280409202.4454,0.155624287431949,26525.513134717,1066842348.7587,5508,14577238777.6037,44144,17,25,"Apparel Manufacturing","31-33",315,NA,"NA","NA",2013
"315",2015,109.843958686217,1157321352.9739,0.155624287431949,26525.513134717,1018693634.1569,8780,14577238777.6037,44144,17,25,"Apparel Manufacturing","31-33",315,NA,"NA","NA",2014
"316",2008,684.631511525444,224515105.5026,0.0411512078675449,29688.090681584,203692423.4835,1285,1347174448.5306,8131,43,48,"Leather and Allied Product Manufacturing","31-33",316,NA,"NA","NA",2007
"316",2009,597.053484091111,199160314.7957,0.0411512078675449,29688.090681584,150631185.5504,1078,1347174448.5306,8131,43,48,"Leather and Allied Product Manufacturing","31-33",316,NA,"NA","NA",2008
"316",2010,720.277236014572,152449176.5488,0.0411512078675449,29688.090681584,205455782.415,1041,1347174448.5306,8131,43,48,"Leather and Allied Product Manufacturing","31-33",316,NA,"NA","NA",2009
"316",2011,911.547345715174,204288391.5849,0.0411512078675449,29688.090681584,196879754.1059,850,1347174448.5306,8131,43,48,"Leather and Allied Product Manufacturing","31-33",316,NA,"NA","NA",2010
"316",2012,1184.65255336605,196710976.0025,0.0411512078675449,29688.090681584,129313247.455,764,1347174448.5306,8131,43,48,"Leather and Allied Product Manufacturing","31-33",316,NA,"NA","NA",2011
"316",2013,809.632896844021,129766926.4353,0.0260242962895899,31752.6766595289,114861012.0554,756,1347174448.5306,8131,43,48,"Leather and Allied Product Manufacturing","31-33",316,NA,"NA","NA",2012
"316",2014,869.875503504795,118597783.2888,0.0260242962895899,31752.6766595289,131339112.2818,835,1347174448.5306,8131,43,48,"Leather and Allied Product Manufacturing","31-33",316,NA,"NA","NA",2013
"316",2015,845.611986669964,133357219.9132,0.0260242962895899,31752.6766595289,215001931.1836,1522,1347174448.5306,8131,43,48,"Leather and Allied Product Manufacturing","31-33",316,NA,"NA","NA",2014
"321",2008,1715.15021913612,84422492.4493,0.000830015743870996,33263.7244965155,92391580.4452,1385,794960234.4555,9465,57,45,"Wood Product Manufacturing","31-33",321,NA,"NA","NA",2007
"321",2009,1810.11747716245,91516265.3796,0.000830015743870996,33263.7244965155,158571124.9927,1442,794960234.4555,9465,57,45,"Wood Product Manufacturing","31-33",321,NA,"NA","NA",2008
