"Fiscal_Year","PlatformPortfolioUAV","IsRemotelyOperated","EntityID","Action_Obligation_Then_Year","NumberOfActions","AnySmall","AllSmall","EntityText","EntityCategory","EntitySizeCode","IsEntityAbove2016constantOneMillionThreshold","IsEntityAbove2018constant10ThousandThreshold","IsEntityAbove2016constantReportingThreshold","IsEntityAbove1990constantReportingThreshold","AnyEntityUSplaceOfPerformance","AnyEntityForeignPlaceOfPerformance","ObligatedAmountIsSmall","Top100Federal","Top6","UnknownCompany","EntitySizeText","EntitySmall","EntitySizeText.sum","Action_Obligation_OMB23_GDP21","dFYear","EntityCount","pos","pct"
1991,"Remotely Operated",1,36210,98000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",184502.52549222,1991-01-01,1,38,0.0008478493945395
1991,"Remotely Operated",1,41099,820000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",1543796.64187368,1991-01-01,1,13,0.00709425003594276
1991,"Remotely Operated",1,56318,231000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",434898.810088804,1991-01-01,1,23,0.00199850214427168
1991,"Remotely Operated",1,72490,267000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",502675.248024721,1991-01-01,1,21,0.00230995702389843
1991,"Remotely Operated",1,72631,44063,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",82956.4773547314,1991-01-01,1,50,0.000381212121138714
1991,"Remotely Operated",1,104648,64000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",120491.445219409,1991-01-01,1,42,0.000553697563780898
1991,"Remotely Operated",1,116070,68000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",128022.160545622,1991-01-01,1,40,0.000588303661517204
1991,"Remotely Operated",1,122188,29000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",54597.6861150446,1991-01-01,1,59,0.000250894208588219
1991,"Remotely Operated",1,125308,769000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",1447780.02146446,1991-01-01,1,14,0.00665302228980486
1991,"Remotely Operated",1,128840,57000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",107312.693398536,1991-01-01,1,45,0.000493136892742362
1991,"Remotely Operated",1,129750,154000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",289932.540059202,1991-01-01,1,28,0.00133233476284779
1991,"Remotely Operated",1,130330,1024000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",1927863.12351054,1991-01-01,1,11,0.00885916102049437
1991,"Remotely Operated",1,135352,40000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",75307.1532621305,1991-01-01,1,53,0.000346060977363061
1991,"Remotely Operated",1,136158,166000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",312524.686037842,1991-01-01,1,26,0.0014361530560567
1991,"Remotely Operated",1,137468,347000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",653289.554548982,1991-01-01,1,19,0.00300207897862456
1991,"Remotely Operated",1,141350,519000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",977110.313576143,1991-01-01,1,16,0.00449014118128572
1991,"Remotely Operated",1,151228,-29000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",-54597.6861150446,1991-01-01,1,63,NA
1991,"Remotely Operated",1,151902,35000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",65893.7591043642,1991-01-01,1,56,0.000302803355192679
1991,"Remotely Operated",1,152697,105000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",197681.277313093,1991-01-01,1,34,0.000908410065578036
1991,"Remotely Operated",1,156210,162000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",304993.970711629,1991-01-01,1,27,0.0014015469583204
1991,"Remotely Operated",1,159128,192000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",361474.335658226,1991-01-01,1,24,0.00166109269134269
1991,"Remotely Operated",1,168863,133000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",250396.284596584,1991-01-01,1,31,0.00115065274973218
1991,"Remotely Operated",1,188980,46000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",86603.2262514501,1991-01-01,1,49,0.000397970123967521
1991,"Remotely Operated",1,194042,61000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",114843.408724749,1991-01-01,1,43,0.000527742990478669
1991,"Remotely Operated",1,203372,122000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",229686.817449498,1991-01-01,1,33,0.00105548598095734
1991,"Remotely Operated",1,219607,66000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",124256.802882515,1991-01-01,1,41,0.000571000612649051
1991,"Remotely Operated",1,311890,28000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",52715.0072834914,1991-01-01,1,60,0.000242242684154143
1991,"Remotely Operated",1,370217,460000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",866032.262514501,1991-01-01,1,17,0.00397970123967521
1991,"Remotely Operated",1,384028,28000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",52715.0072834914,1991-01-01,1,60,0.000242242684154143
1991,"Remotely Operated",1,389947,36000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",67776.4379359175,1991-01-01,1,55,0.000311454879626755
1991,"Remotely Operated",1,426200,76000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",143083.591198048,1991-01-01,1,39,0.000657515856989817
1991,"Remotely Operated",1,443122,550000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",1035473.35735429,1991-01-01,1,15,0.00475833843874209
1991,"Remotely Operated",1,458125,31000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",58363.0437781512,1991-01-01,1,58,0.000268197257456373
1991,"Remotely Operated",1,484628,-385000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",-724831.350148006,1991-01-01,1,64,NA
1991,"Remotely Operated",1,541396,42000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",79072.510925237,1991-01-01,1,51,0.000363364026231214
1991,"Remotely Operated",1,649350,20862000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",39276445.7838642,1991-01-01,1,2,0.180488102743705
1991,"Remotely Operated",1,653113,40000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",75307.1532621305,1991-01-01,1,53,0.000346060977363061
1991,"Remotely Operated",1,653876,14364000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",27042798.7364311,1991-01-01,1,3,0.124270496971075
1991,"Remotely Operated",1,656059,10314503,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",19418896.4560926,1991-01-01,1,4,0.0892361747298557
1991,"Remotely Operated",1,660006,32000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",60245.7226097044,1991-01-01,1,57,0.000276848781890449
1991,"Remotely Operated",1,661783,6089000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",11463631.4053278,1991-01-01,1,5,0.052679132279092
1991,"Remotely Operated",1,665531,325000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",611870.62025481,1991-01-01,1,20,0.00281174544107487
1991,"Remotely Operated",1,666913,57000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",107312.693398536,1991-01-01,1,45,0.000493136892742362
1991,"Remotely Operated",1,673157,45769000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",86168327.4413613,1991-01-01,1,1,0.395971621823249
1991,"Remotely Operated",1,673331,1257000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",2366527.29126245,1991-01-01,1,10,0.0108749662136342
1991,"Remotely Operated",1,674372,54000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",101664.656903876,1991-01-01,1,47,0.000467182319440133
1991,"Remotely Operated",1,675069,906000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",1705707.02138726,1991-01-01,1,12,0.00783828113727334
1991,"Remotely Operated",1,682416,1276000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",2402298.18906196,1991-01-01,1,9,0.0110393451778817
