"","Fiscal.Year","NAICS_Code","Action.Obligation","Obligation.2016","vendor_count","hh_index","pct_sum_check","top4","top8","top12","top20","top50","GEO.id2","NAICS.id","NAICS.display-label","OPTAX.id","OPTAX.display-label","ESTAB","RCPTOT","PAYANN","EMP","NAICS_DESCRIPTION"
"19",2007,"112420",647940,743562.084002754,5,3098.93379781082,1,0.980646356144087,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2007,"112511",177348,203520.771172825,13,2108.28802893639,NA,0.71853023092385,0.952358068899947,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2007,"112512",858350,985024.099150792,3,9913.00479238133,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2007,"112519",24960,28643.5620840028,2,9260.3550295858,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2007,"112910",14879,17074.8221253156,1,10000,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2007,"112920",4367,5011.47578609135,1,10000,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2007,"112930",4255,4882.94698186826,3,5218.11408428137,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2007,"112990",1208388,1386720.22033509,16,1547.26015291533,NA,0.73789709927606,0.935481815443384,0.988836367127115,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2007,"113110",96578,110830.846913014,5,3354.32177747249,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Timber Tract Operations"
"28",2007,"113210",547412,628198.301583659,11,3306.41154664471,NA,0.88736527273722,0.994207867525031,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forest Nurseries and Gathering of Forest Products"
"29",2007,"113310",1008945.4399,1157844.20461327,24,3820.63999607895,NA,0.831061786733588,0.965517025476176,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Logging"
"30",2007,"114111",43155,49523.7548772091,1,10000,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finfish Fishing"
"31",2007,"114112",60000,68854.7165480836,1,10000,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shellfish Fishing"
"32",2007,"114119",26858,30821.6662841405,4,8137.19757280025,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other Marine Fishing"
"33",2007,"114210",586638,673213.220105577,10,2728.65221939532,NA,0.910250581887341,0.992889651684877,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hunting and Trapping"
"34",2007,"115112",4876841.2098,5596558.6525132,70,1009.87222062706,NA,0.529679631609497,0.644876721060447,0.72641331443372,0.834046863552435,0.988280686262973,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil Preparation, Planting, and Cultivating"
"35",2007,"115113",16564.0903,19008.595708056,1,10000,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop Harvesting, Primarily by Machine"
"36",2007,"115114",50596,58062.8873077806,3,4122.02217212537,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postharvest Crop Activities (except Cotton Ginning)"
"37",2007,"115116",48949,56172.8253385357,4,5480.7828628057,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Farm Management Services"
"38",2007,"115210",2189867,2513044.52605003,8,8776.26882063875,NA,0.994552823718718,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support Activities for Animal Production"
"39",2007,"115310",6301319.05,7231258.95111315,75,717.042232470003,NA,0.39757401872293,0.555256742956699,0.654146246081006,0.789762853584044,0.978256746413207,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support Activities for Forestry"
"40",2007,"211111",46960286.7423,53890620.5442965,26,1323.2129582719,NA,0.641082781784586,0.843033635831232,0.933917692999361,0.99780045567426,1,NA,"211111","Crude petroleum and natural gas extraction","99","Total","5964","212783171","9090641","143054","Crude Petroleum and Natural Gas Extraction"
"41",2007,"211112",333837.0803,383104.292288272,23,1706.10033780176,NA,0.671551611393403,0.841217805752327,0.948997252311251,1,1,NA,"211112","Natural gas liquid extraction","99","Total","296","42321678","503175","7389","Natural Gas Liquid Extraction"
"42",2007,"212111",3324940,3815630.02065642,1,10000,1,1,1,1,1,1,NA,"212111","Bituminous coal and lignite surface mining","99","Total","587","18509838","2300339","37766","Bituminous Coal and Lignite Surface Mining"
"43",2007,"212112",149177.7895,171193.240188203,1,10000,1,1,1,1,1,1,NA,"212112","Bituminous coal underground mining","99","Total","405","15551549","2447501","39211","Bituminous Coal Underground Mining"
"44",2007,"212210",912,1046.59169153087,2,9761.68147891659,1,1,1,1,1,1,NA,"212210","Iron ore mining","99","Total","20","2953963","381492","4985","Iron Ore Mining"
"45",2007,"212222",-3000,-3442.73582740418,1,0,NA,0,0,0,0,0,NA,"212222","Silver ore mining","99","Total","8","205215","30782","548","Silver Ore Mining"
"46",2007,"212231",-6182,-7094.33096167087,1,0,NA,0,0,0,0,0,NA,"212231","Lead ore and zinc ore mining","99","Total","18","2401037","164366","2762","Lead Ore and Zinc Ore Mining"
"47",2007,"212234",766.01,879.056690383291,2,10000,NA,1,1,1,1,1,NA,"212234","Copper ore and nickel ore mining","99","Total","31","8985528","630711","10386","Copper Ore and Nickel Ore Mining"
"48",2007,"212299",-13227,-15179.022263025,7,3482.48771266541,NA,1,1,1,1,1,NA,"212299","All other metal ore mining","99","Total","27","3033508","297585","4351","All Other Metal Ore Mining"
"49",2007,"212311",576864,661996.786779894,12,2538.15193994036,NA,0.811751123315027,0.957180548621512,1,1,1,NA,"212311","Dimension stone mining and quarrying","99","Total","326","394371","124134","4423","Dimension Stone Mining and Quarrying"
"50",2007,"212312",6818028.4824,7824223.64287354,69,913.292817936917,NA,0.479168941307764,0.647333449745838,0.778023481816734,0.901922153799367,0.999135998389864,NA,"212312","Crushed and broken limestone mining and quarrying","99","Total","1502","9902515","1501438","33714","Crushed and Broken Limestone Mining and Quarrying"
"51",2007,"212313",370670,425372.963047969,6,7760.03920375668,NA,1,1,1,1,1,NA,"212313","Crushed and broken granite mining and quarrying","99","Total","373","2699138","367541","7300","Crushed and Broken Granite Mining and Quarrying"
"52",2007,"212319",8940926.38,10260415.8595364,55,851.394773917592,NA,0.509048004866229,0.682402944041718,0.793034818869013,0.911089904384319,1,NA,"212319","Other crushed and broken stone mining and quarrying","99","Total","452","2173437","392986","8390","Other Crushed and Broken Stone Mining and Quarrying"
"53",2007,"212321",8846779.7813,10152375.2367455,100,629.694823975221,NA,0.402009560363717,0.654826102918184,0.775274958153858,0.865696054520413,0.975124870056606,NA,"212321","Construction sand and gravel mining","99","Total","1988","6461955","1149174","26583","Construction Sand and Gravel Mining"
"54",2007,"212322",977300,1121528.57470737,9,4575.02811590421,1,0.957875780210785,0.999908932773969,1,1,1,NA,"212322","Industrial sand mining","99","Total","141","1009803","134648","2859","Industrial Sand Mining"
"55",2007,"212324",24574,28200.5967408768,1,10000,1,1,1,1,1,1,NA,"212324","Kaolin and ball clay mining","99","Total","36","854391","141296","2778","Kaolin and Ball Clay Mining"
"56",2007,"212325",20229,23214.3676841864,3,5299.17576479548,1,1,1,1,1,1,NA,"212325","Clay and ceramic and refractory minerals mining","99","Total","100","611141","99621","2503","Clay and Ceramic and Refractory Minerals Mining"
"57",2007,"212391",2818,3233.87652054166,1,10000,1,1,1,1,1,1,NA,"212391","Potash, soda, and borate mineral mining","99","Total","14","1596863","191906","3189","Potash, Soda, and Borate Mineral Mining"
"58",2007,"212392",465858,534608.675694285,1,10000,1,1,1,1,1,1,NA,"212392","Phosphate rock mining","99","Total","7","997838","140696","1695","Phosphate Rock Mining"
"59",2007,"212393",360653,413877.668120266,15,1454.20391566755,NA,0.696429361899914,0.91564761736128,0.998345543480667,1,1,NA,"212393","Other chemical and fertilizer mineral mining","99","Total","40","478962","97596","1740","Other Chemical and Fertilizer Mineral Mining"
"60",2007,"212399",732426,840516.410374111,8,4674.64116142525,NA,0.993496953958489,1,1,1,1,NA,"212399","All other nonmetallic mineral mining","99","Total","209","745924","159506","3764","All Other Nonmetallic Mineral Mining"
"61",2007,"213111",263245,302094.330961671,9,6396.36711823912,NA,0.936807222879875,1,1,1,1,NA,"213111","Drilling oil and gas wells","99","Total","2109","22512322","5984315","106859","Drilling Oil and Gas Wells"
"62",2007,"213112",1354426.6785,1554311.083888,47,1195.26508391364,NA,0.574240910799797,0.77581855745158,0.865683298799544,0.944595256000711,1,NA,"213112","Support activities for oil and gas operations","99","Total","7089","46164312","12510873","239774","Support Activities for Oil and Gas Operations"
"63",2007,"213113",41796,47964.195547395,6,2671.39776600272,NA,0.928342425112451,1,1,1,1,NA,"213113","Support activities for coal mining","99","Total","290","1969969","408527","8614","Support Activities for Coal Mining"
"64",2007,"213114",15240,17489.0980032132,2,7397.91757083514,1,1,1,1,1,1,NA,"213114","Support activities for metal mining","99","Total","207","1413133","428739","9995","Support Activities for Metal Mining"
"65",2007,"213115",1351734,1551221.02364012,10,3651.93535020916,NA,0.986490311982047,1,1,1,1,NA,"213115","Support activities for nonmetallic minerals (except fuels) mining","99","Total","240","504894","137514","3371","Support Activities for Nonmetallic Minerals (except Fuels) Mining"
"66",2007,"221111",3588452.4497,4118031.27117283,23,5105.87037295592,NA,0.972939588482462,0.994550575694089,1,1,1,NA,"221111","Hydroelectric power generation","99","Total","295","2185084","290481","4086","Hydroelectric Power Generation"
"67",2007,"221112",550781794.3227,632065405.465573,38,1657.5057209778,NA,0.705613485472726,0.930679712026752,0.970926325097109,0.998295288406863,1,NA,"221112","Fossil fuel electric power generation","99","Total","1248","85361552","6413011","74860","Fossil Fuel Electric Power Generation"
"68",2007,"221113",79772.2002,91544.8705531329,5,3064.09104696475,1,0.963333091068485,1,1,1,1,NA,"221113","Nuclear electric power generation","99","Total","79","28995547","4082944","37972","Nuclear Electric Power Generation"
"69",2007,"221119",145247354.7198,166682757.309846,70,4134.78424186211,NA,0.942986733092029,0.982394354585384,0.99116039177118,0.995791960400227,0.999822386359655,NA,"221119","Other electric power generation","99","Total","312","4425355","510696","5875",NA
"70",2007,"221121",59912275.9063,68754046.2546477,33,2647.08837619413,NA,0.881875417153574,0.956174895158323,0.987367653208869,0.999238253296495,1,NA,"221121","Electric bulk power transmission and control","99","Total","74","4267551","542890","6114","Electric Bulk Power Transmission and Control"
"71",2007,"221122",567903649.9853,651714080.772665,590,635.379923816972,NA,0.395178714734846,0.589563060303488,0.719676552152941,0.81955227711154,0.930806263567931,NA,"221122","Electric power distribution","99","Total","7546","320458395","31778292","382580","Electric Power Distribution"
"72",2007,"221210",70737743.2544,81177121.0172137,101,1134.55537284953,NA,0.553092450360366,0.731420897400068,0.843707941737535,0.933612727885806,0.996960541063532,NA,"221210","Natural gas distribution","99","Total","2377","128555017","6037623","83369","Natural Gas Distribution"
"73",2007,"221310",256805391.0757,294704373.508951,311,1940.9366095798,NA,0.626679536125812,0.782517297638522,0.856163213662486,0.929551438104755,0.984241899709952,NA,"221310","Water supply and irrigation systems","99","Total","3889","7623352","1595839","33871","Water Supply and Irrigation Systems"
"74",2007,"221320",98381257.9447,112900227.157104,142,1451.87443930432,NA,0.700714497490075,0.809218923034718,0.856791451784677,0.912617826264949,0.980605018467082,NA,"221320","Sewage treatment facilities","99","Total","689","1309142","297327","6974","Sewage Treatment Facilities"
"75",2007,"221330",26324499.4948,30209432.5164104,56,6644.80402031675,NA,0.942906704879957,0.96854667102481,0.978866530213906,0.990266048995864,1,NA,"221330","Steam and air-conditioning supply","99","Total","69","1011663","104515","1546","Steam and Air-Conditioning Supply"
"76",2007,"233110",797647,915362.634840487,7,3835.56583557364,NA,0.985413653941079,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2007,"233210",17210464,19750360.3396833,6,8897.21223001288,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",2007,"233220",55807164,64043107.6428735,7,3771.89588774357,1,0.992147477696591,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",2007,"233310",85586062,98216733.9912784,30,3038.34244111136,NA,0.833956934013401,0.930864317418912,0.974139629588072,0.999580239773626,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2007,"233320",543237533.3638,623407772.967409,111,2436.03161892032,NA,0.734205418758762,0.859982163276161,0.911596627279443,0.954940087516201,0.995384785779267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2007,"234110",11046109,12676278.4025706,33,4074.8342030856,NA,0.919786407091764,0.969097273663122,0.992231823708688,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",2007,"234120",1042075,1195862.97911407,2,9669.84622920956,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",2007,"234910",1304552,1497075.96970392,6,5313.47985982228,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",2007,"234920",0,0,3,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",2007,"234930",478311,548899.47211384,8,8367.75957377462,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2007,"234990",48756127.004,55951488.4140464,35,4730.21990095139,NA,0.921282005071386,0.963948851004219,0.980976495244268,0.997175343048805,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2007,"235110",11502284.3984,13199775.5317879,24,5476.02937101159,NA,0.924657131711141,0.979969560704273,0.994970203216395,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",2007,"235210",639589.2397,733978.930112463,18,3600.060117522,NA,0.858238102461432,0.990089196077364,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",2007,"235310",188716,216566.444801469,5,3255.38885951092,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",2007,"235420",168881,193804.223089282,2,10000,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",2007,"235510",59186,67920.5875602479,4,10000,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",2007,"235520",-33382,-38308.4691301354,3,10000,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",2007,"235610",12282825,14095507.2297452,12,2027.31171895607,NA,0.845225633965338,0.994837458877655,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2007,"235710",3899347,4474807.20679367,4,5966.47860210005,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",2007,"235910",-25616,-29396.3736515951,1,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2007,"235940",1137179,1305002.29515722,4,6532.33746166017,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2007,"235950",995726.4804,1142674.40945605,7,8842.92393061279,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2007,"235990",27845267.7469,31954633.6319715,21,2641.4629315012,NA,0.857731853537843,0.999759549655047,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2007,"236115",571714753.5455,656087621.695547,78,1523.10033228366,NA,0.664468458905871,0.872869700943953,0.930765814041051,0.985070467231951,0.999792067595131,NA,"236115","New single-family housing construction (except for-sale builders)","99","Total","59679","90006160","10834064","259905","New Single-Family Housing Construction (except For-Sale Builders)"
"100",2007,"236116",268106230.5469,307672975.151366,57,1174.57547325217,NA,0.571193930637339,0.837690977376714,0.956040113223497,0.990427275351261,1,NA,"236116","New multifamily housing construction (except for-sale builders)","99","Total","3010","34702903","2875834","45253","New Multifamily Housing Construction (except For-Sale Builders)"
"101",2007,"236117",88693600,101782878.127152,9,7144.40858204615,NA,0.995847761281536,1,1,1,1,NA,"236117","New housing for-sale builders","99","Total","35378","181371233","14083639","235169","New Housing For-Sale Builders"
"102",2007,"236118",87150035.495,100011516.519394,116,943.101860616163,NA,0.487039039863971,0.643305261111736,0.770185772791238,0.908123885986877,0.991393948456365,NA,"236118","Residential remodelers","99","Total","73888","52482069","10145417","283101","Residential Remodelers"
"103",2007,"236210",1740191762.3993,1997006842.3219,787,301.664386655761,NA,0.270689045347618,0.405216725834629,0.493519982806618,0.597142925188932,0.784340036532417,NA,"236210","Industrial building construction","99","Total","1960","17471804","3440059","63478","Industrial Building Construction"
"104",2007,"236220",11477968850.1039,13171871528.6939,2034,85.8804037815952,NA,0.103426213889926,0.177426192410713,0.234019624970044,0.32801646386018,0.543725881653851,NA,"236220","Commercial and institutional building construction","99","Total","38040","372464729","36765621","654178","Commercial and Institutional Building Construction"
"105",2007,"237110",459285330.6098,527066020.897177,442,778.183454942797,NA,0.39954212118858,0.493791872168155,0.57457517792476,0.686634649623842,0.866186871166268,NA,"237110","Water and sewer line and related structures construction","99","Total","10857","48131522","9620942","199098","Water and Sewer Line and Related Structures Construction"
"106",2007,"237120",160301374.3914,183958428.266468,93,1221.38867530471,NA,0.642112392116519,0.86682691327579,0.923769770230502,0.97051197086627,0.998449490794722,NA,"237120","Oil and gas pipeline and related structures construction","99","Total","1986","30977989","9005382","159637","Oil and Gas Pipeline and Related Structures Construction"
"107",2007,"237130",313681087.5549,359973706.16812,273,1257.20982440393,NA,0.482980798345125,0.622582711374031,0.707643061185198,0.797546067055836,0.941307358776011,NA,"237130","Power and communication line and related structures construction","99","Total","5666","34063231","10104419","192612","Power and Communication Line and Related Structures Construction"
"108",2007,"237210",5903456,6774679.82556805,10,6606.78898978112,NA,0.937985817121361,1,1,1,1,NA,"237210","Land subdivision","99","Total","6462","22874404","3068201","56593","Land Subdivision"
"109",2007,"237310",1433892764.3554,1645504664.16732,587,545.572708815862,NA,0.330741158536557,0.419344496146231,0.48774454202795,0.581011548553905,0.739567726428024,NA,"237310","Highway, street, and bridge construction","99","Total","10809","106598346","18660195","367435","Highway, Street, and Bridge Construction"
"110",2007,"237990",3620513814.7715,4154824207.90854,1059,107.517477911304,NA,0.133770080717573,0.207491886507797,0.268734123524729,0.356588729471259,0.556354479782715,NA,"237990","Other heavy and civil engineering construction","99","Total","3659","17810088","3717286","68688","Other Heavy and Civil Engineering Construction"
"111",2007,"238110",37369668.2781,42884631.9464081,169,1165.35280586677,NA,0.489976307729352,0.64338041408885,0.718269943523599,0.814135468317686,0.947529609702855,NA,"238110","Poured concrete foundation and structure contractors","99","Total","24903","47977629","12376718","314724","Poured Concrete Foundation and Structure Contractors"
"112",2007,"238120",6043906.3797,6935857.67695662,80,568.176513102046,NA,0.382246279000399,0.585738868436645,0.709691737108221,0.830885190870208,0.983308511442734,NA,"238120","Structural steel and precast concrete contractors","99","Total","3614","14790946","4090483","88264","Structural Steel and Precast Concrete Contractors"
"113",2007,"238130",2849954.24,3270546.52283681,28,1963.92498211284,NA,0.836978635501842,0.933901132632197,0.963515433701501,0.991707434325301,1,NA,"238130","Framing contractors","99","Total","19311","17819144","5162649","159018","Framing Contractors"
"114",2007,"238140",7945233,9117779.43539133,65,697.680429245557,NA,0.433481232018178,0.645532354708827,0.781452230661409,0.911482075665605,0.999850970267775,NA,"238140","Masonry contractors","99","Total","23648","27109845","8250581","232315","Masonry Contractors"
"115",2007,"238150",7656952,8786954.32637136,82,1382.58496247611,NA,0.685292904454206,0.829021151827881,0.899907102886969,0.946908720679064,0.990327480220803,NA,"238150","Glass and glazing contractors","99","Total","5285","10720194","2630469","57601","Glass and Glazing Contractors"
"116",2007,"238160",217323666.9464,249395991.446408,337,171.149603569046,NA,0.16202722173111,0.263639433273717,0.340123549956054,0.470313005182934,0.76136629089036,NA,"238160","Roofing contractors","99","Total","16593","29231857","6962784","191055","Roofing Contractors"
"117",2007,"238170",5583668.5498,6407698.5882488,25,1918.65601795642,NA,0.811078229233756,0.950552661330535,0.978759027556489,0.998339622075108,1,NA,"238170","Siding contractors","99","Total","9893","7064598","1570628","49609","Siding Contractors"
"118",2007,"238190",118287212.1799,135743874.431834,278,287.024438492374,NA,0.228838014726512,0.367875789987608,0.472474056725083,0.645134703703725,0.896238639120085,NA,"238190","Other foundation, structure, and building exterior contractors","99","Total","5018","6779176","1951973","43946","Other Foundation, Structure, and Building Exterior Contractors"
"119",2007,"238210",214826369.2963,246530146.082511,1250,110.480269549066,NA,0.135930855554114,0.219696509693224,0.281492341165062,0.385456651505099,0.597378919360766,NA,"238210","Electrical contractors and other wiring installation contractors","99","Total","72431","127476695","39140181","832188","Electrical Contractors and Other Wiring Installation Contractors"
"120",2007,"238220",277790638.8811,318786594.99782,1149,88.0933046762533,NA,0.0987224397392425,0.170378145134663,0.232136511482887,0.329064665154614,0.558852929148535,NA,"238220","Plumbing, heating, and air-conditioning contractors","99","Total","92572","161230430","45870575","992734","Plumbing, Heating, and Air-Conditioning Contractors"
"121",2007,"238290",87988240.1215,100973422.218843,416,952.229215811196,NA,0.477373793382016,0.56941383530197,0.642615083719004,0.7432826354748,0.892158631783812,NA,"238290","Other building equipment contractors","99","Total","6870","24476662","7452519","142457","Other Building Equipment Contractors"
"122",2007,"238310",4817463.1903,5528417.70748221,81,617.75489687963,NA,0.405965165451755,0.607903735478321,0.68931485661728,0.831421764400344,0.990300738046219,NA,"238310","Drywall and insulation contractors","99","Total","21013","43323826","12837331","321249","Drywall and Insulation Contractors"
"123",2007,"238320",99348678.808,114010418.645857,340,204.173853168946,NA,0.18677797646432,0.320266853641131,0.418041891474203,0.54328285689579,0.779961548442029,NA,"238320","Painting and wall covering contractors","99","Total","35569","22192172","7540729","233138","Painting and Wall Covering Contractors"
"124",2007,"238330",29546451.4178,33906875.6229057,352,251.429612858798,NA,0.224201824306061,0.340353945803488,0.417308525598067,0.519471432031378,0.723171627655999,NA,"238330","Flooring contractors","99","Total","14555","15701584","3351537","84656","Flooring Contractors"
"125",2007,"238340",1778588,2041069.54326371,31,4137.11862650764,NA,0.762949598220611,0.848807031195533,0.913133339480532,0.974094618877447,1,NA,"238340","Tile and terrazzo contractors","99","Total","11816","10104454","2748072","76718","Tile and Terrazzo Contractors"
"126",2007,"238350",43012630.4531,49360374.6305944,152,4817.33791346625,NA,0.778377144273083,0.866728615793068,0.901845782921823,0.938388225803748,0.984729542723848,NA,"238350","Finish carpentry contractors","99","Total","37276","26243948","6203025","172682","Finish Carpentry Contractors"
"127",2007,"238390",48984838.3093,56213952.6156759,247,943.802459042707,NA,0.47550300154397,0.618337896387119,0.706152560374495,0.787331673098283,0.912530326635233,NA,"238390","Other building finishing contractors","99","Total","6119","8460701","2603834","64741","Other Building Finishing Contractors"
"128",2007,"238910",140334123.2702,161044437.996557,383,297.775914106312,NA,0.276642043464325,0.381305961756488,0.447833030609601,0.566132235061213,0.801984422614628,NA,"238910","Site preparation contractors","99","Total","43433","83180112","18734816","439433","Site Preparation Contractors"
"129",2007,"238990",682123789.3617,782790669.453408,1361,121.253419816239,NA,0.148236404905256,0.227743475482292,0.297851549487007,0.391410229098276,0.595974601017692,NA,"238990","All other specialty trade contractors","99","Total","28034","39003380","9202755","234565","All Other Specialty Trade Contractors"
"130",2007,"311111",34617,39725.7287124168,3,5001.4181698813,NA,1,1,1,1,1,NA,"311111","Dog and cat food manufacturing","99","Total","265","14504607","793641","16944","Dog and Cat Food Manufacturing"
"131",2007,"311119",45234,51909.5708056002,6,2687.25807980331,NA,0.926357221519762,1,1,1,1,NA,"311119","Other animal food manufacturing","99","Total","1502","24669278","1182551","29283","Other Animal Food Manufacturing"
"132",2007,"311211",43268,49653.4312600413,3,3778.30093422482,1,1,1,1,1,1,NA,"311211","Flour milling","99","Total","292","9812455","480770","10292","Flour Milling"
"133",2007,"311212",4018,4610.97085150333,1,10000,1,1,1,1,1,1,NA,"311212","Rice milling","99","Total","65","2827302","150884","3818","Rice Milling"
"134",2007,"311221",58250,66846.4539820978,1,10000,1,1,1,1,1,1,NA,"311221","Wet corn milling","99","Total","63","12034234","506235","8169","Wet Corn Milling"
"135",2007,"311225",592,679.366536607758,3,5160.30177136596,NA,1,1,1,1,1,NA,"311225","Fats and oils refining and blending","99","Total","124","13368645","410227","8665","Fats and Oils Refining and Blending"
"136",2007,"311230",3374,3871.93022722057,1,10000,1,1,1,1,1,1,NA,"311230","Breakfast cereal manufacturing","99","Total","59","9854710","773936","13704","Breakfast Cereal Manufacturing"
"137",2007,"311320",252699.9063,289993.00700023,1,10000,1,1,1,1,1,1,NA,"311320","Chocolate and confectionery manufacturing from cacao beans","99","Total","165","4414031","370611","7746",NA
