"No FMS
Performed Internationally","U.S. Medium","MED",,,94390.2370523063,5081602.66978989,6199465.70242084,2938719.89430412,5243500.58845452,4155132.60606949,3688569.48124291,3852456.0939,5745561.2523158
"No FMS
Performed Internationally","U.S. Large","PAMS",,,-130754.526337295,10174943.5027811,5082816.76833823,20987032.6440718,23774138.1866379,17491850.487681,28197981.8619868,,10848837.7509488
"No FMS
Performed Internationally","U.S. Large","ICT",,,,849000.984919173,-6532.9670655435,1688912.36457191,1010931.14354458,622753.463673484,20792.2972833029,,103607.136233734
"No FMS
Performed Internationally","U.S. Large","ERS",23211.4175955713,22794.2822249642,22361.6739930711,611843.47049963,26741581.949101,4881560.42318094,11553315.4985139,7462025.41247507,2393040.53067477,,21352009.5681509
"No FMS
Performed Internationally","U.S. Large","FRS",,,,9500445.15337446,2998067.82981417,2458876.88648932,759280.397855922,,9975.10617213159,,10480966.7541972
"No FMS
Performed Internationally","U.S. Big Five","PAMS",,,,232809.652286579,1512127.1375196,627720.169503653,,,58107.2264833761,,277386.448007339
"No FMS
Performed Internationally","U.S. Big Five","ICT",,,,,,,1672473.23356114,10046.548188737,-9158.44825052659,,
"No FMS
Performed Internationally","U.S. Big Five","ERS",,,,,,1286199.79491749,152511.274635315,4277338.33812502,946237.386854616,,1922065.57347023
"No FMS
Performed Internationally","International","PAMS",1463553.04447889,12669846.7765554,19174786.0662216,39571834.3448147,66974229.8490682,74273938.1542263,142691065.884501,88477406.210792,73640024.5825582,35970889.8422,110569096.853134
"No FMS
Performed Internationally","International","ICT",29682333.6167883,181568.948278311,365151.225976472,35681271.1000219,32347205.028615,36015797.3909353,9341989.81260571,19202409.1318618,14525858.5291922,9786687.6208,58205277.6428557
"No FMS
Performed Internationally","International","ERS",128642287.252183,103091532.160605,-17342018.7376076,62965333.4745387,57135633.4609234,24772514.1636393,42232372.3708438,71223593.1396926,98782067.9435261,117799940.4342,45720354.8309568
"No FMS
Performed Internationally","International","FRS",502755.478737024,1600252.61139995,3155800.83867196,7202133.15764561,7338602.06320305,7218293.81843944,15846380.2807463,25097741.0373975,49028817.7906308,112824733.2321,6409161.18871946
"No FMS
Performed Internationally","International","Construction",0,363646.464298711,-31664.1279477917,294959.79754016,-74565.8819604269,12214663.0231331,68962.5453951807,12263978.8176589,1222094.99613867,1887050.3652,
"No FMS
Performed Internationally","International","MED",12441.8839976261,12218.2893002738,21858.1966326585,177955.404381129,483680.848108787,577075.634173483,345329.011640624,308402.07701431,276208.146458218,670275.5351,534854.062183091
"No FMS
Performed Internationally","Unlabeled","PAMS",747.016759857469,14781.7061821745,-719.65719379068,48163.0963078768,9356986.44032962,178437.82017093,91092.2428906347,20119.6543005094,25247.388025529,,471767.673695822
"No FMS
Performed Internationally","Unlabeled","ICT",,,,21590.0562073604,57352.5142955888,,0,,,,1776.46032571199
"No FMS
Performed Internationally","Unlabeled","ERS",5840.48215695564,9340.06596854734,,1357891.44417546,39975.6480691365,2300104.1721325,540728.907569178,-23704.3954324727,339621.996741119,,1569383.28620715
"No FMS
Performed Internationally","Unlabeled","FRS",385742.59163003,230963.448011826,307201.988869025,-71.9788485002055,30222.8188719379,62646.1664274185,5050.20291176838,-152.190284443244,,,
"No FMS
Performed Internationally","Unlabeled","MED",,,,94340.5618632691,1245172.29952929,911367.934505538,174517.578986342,182872.102974214,-1675.37060353209,,1233811.26010359
"No FMS
Performed Domestically","International","PAMS",41777.2774920289,,281766.021453352,1666624.65201747,3039289.10318978,23552766.4795817,30221761.0807634,5366295.93584941,3669873.1160671,9834268.1036,2627750.8848695
"No FMS
Performed Domestically","International","ICT",227301.257412561,356930.486067453,417466.964151017,662420.156493747,1335313.86435864,2340665.62277,7876400.44864187,6387987.91771389,4452720.35115285,2890146.7629,1550426.95751336
"No FMS
Performed Domestically","International","ERS",74637.4516857592,1689132.73901142,112098.324397015,2253727.69448531,2379806.27488373,2667359.16050979,2188532.46487776,1722780.63477858,4639069.50471591,4120063.5937,2384412.6344654
"No FMS
Performed Domestically","International","FRS",0,,973482.575346145,594676.508175535,33471.4480264597,190867.025983051,188439.708204152,4148690.64011647,15050608.9398243,20783795.468,4113218.86895104
"No FMS
Performed Domestically","International","Construction",,,,397765.599983872,,,7303357.61422546,9090523.52611242,13711338.3564316,23833772.3125,
"No FMS
Performed Domestically","International","MED",0,,,,5210.40431043473,61330.5822949644,45134.9964504349,36555.5094986223,291995.709983952,194725,38567.8886503261
"Unlabeled","U.S. Small","PAMS",2593502.81329383,1453855.1589746,3022630.15481201,36187.6366788494,,,,,,,
"Unlabeled","U.S. Small","ICT",86741.4546634697,64076.4932976457,1003248.79988892,,,,,,,,
"Unlabeled","U.S. Small","ERS",3423252.09953392,2305861.65046267,3145774.02031343,618865.317467911,,,,,,,
"Unlabeled","U.S. Small","FRS",1178755.95380039,38224.4110416339,,,,,,,,,
"Unlabeled","U.S. Small","MED",546569.547293084,670545.454942987,687205.166235789,240490.98911177,,,,,,,
"Unlabeled","U.S. Medium","PAMS",11986144.8853412,8830129.30812197,8423707.83900298,2223298.06366558,,,,,,,
"Unlabeled","U.S. Medium","ICT",-826145.546801131,-3754686.88105298,5416369.09233769,0,,,,,,,
"Unlabeled","U.S. Medium","ERS",1484682.28445321,6450973.23181935,1552350.52651903,741363.173287462,,,,,,,
"Unlabeled","U.S. Medium","FRS",104868.837129991,2516002.99406953,5474754.58360026,,,,,,,,
"Unlabeled","U.S. Medium","Construction",221010.927857831,132138.078110754,1681673.34522308,,,,,,,,
"Unlabeled","U.S. Medium","MED",4029592.17370538,4163685.18662977,3650212.01552967,677287.503398155,,,,,,,
"Unlabeled","U.S. Large","PAMS",4167366.47978336,4254953.01283098,2511333.23292094,4324902.80348607,,,,,,,
"Unlabeled","U.S. Large","ICT",36907.3111477281,879939.170331583,2478714.16007025,97246.434937171,,,,,,,
"Unlabeled","U.S. Large","ERS",4266497.87231946,5180544.78233111,3064087.9607705,34535.2137798908,,,,,,,
"Unlabeled","U.S. Large","FRS",7691406.33191353,10716460.2155638,1913813.28960643,,,,,,,,
"Unlabeled","U.S. Big Five","PAMS",523145.878208594,-253035.688699254,1548180.71488811,,,,,,,,
"Unlabeled","U.S. Big Five","ICT",-63530.5781891084,21926.1406167868,4436.44838820216,,,,,,,,
"Unlabeled","International","PAMS",186849899.571203,129532240.948439,85323509.8510805,22669445.9437672,,,,,,,
"Unlabeled","International","ICT",34313961.4355947,21113063.7468134,21856256.2915714,99578.59280869,,,,,,,
"Unlabeled","International","ERS",86917906.1383163,83460227.0982516,32151256.7189205,-77149.7749121491,,,,,,,
"Unlabeled","International","FRS",20336329.2143712,930358.769697365,11442194.181027,2958113.37496018,,,,,,,
"Unlabeled","International","Construction",9974.91529809679,4689524.77914765,5558345.1706118,517201.79092299,,,,,,,
"Unlabeled","International","MED",1913912.67537283,1434716.12392075,1252130.76168421,817444.286955913,,,,,,,
"Unlabeled","Unlabeled","PAMS",693645.272487812,48178.7428480698,84231.6896051154,,,,,,,,
"Unlabeled","Unlabeled","ICT",-97153.5970325331,-2426.61656182016,61266.5221706862,,,,,,,,
"Unlabeled","Unlabeled","ERS",185023.685216627,755827.222155393,66641.4159627436,16189.6634813593,,,,,,,
"Unlabeled","Unlabeled","FRS",23612.6307014247,407022.764017226,-2266.93411222292,,,,,,,,
"Unlabeled","Unlabeled","MED",122975.180471416,76786.7418759095,,24577.0284891731,,,,,,,
