"Fiscal.Year","exclude","NAICS_Code","NAICS_DESCRIPTION","Mismatch","def_obl","US_rcp","def_ratio","OPTAX.display-label","US_pay","US_emp","us_avg_sal","def_cont_count","us_estab","def_hh_index","def_top4","def_top8","def_top12","def_top20","def_top50"
2007,"No","518","Data processing, hosting, and related services",NA,357927483.2864,66651853000,0.00537010551359165,"Total",26428444000,"393741",67121.3919810231,475,"17129",420.525960730997,0.339201431776707,0.489007913108931,0.571539292454686,0.687383257031938,0.883471298647968
2007,"No","519","Other information services",NA,154145823.7623,37438443000,0.004117313953529,"Total",10428347000,"128309",81275.2573864655,252,"7401",1606.16520896805,0.740749651773156,0.8313649816991,0.86925061241072,0.91242384163343,0.969680167363471
2007,"No","521","Monetary authorities - central bank",NA,17752,4.4967e+10,3.94778393043788e-07,"Total",1338898000,"19062",70239.1144685762,1,"47",10000,1,1,1,1,1
2007,"No","522","Credit intermediation and related activities",NA,29153910.1987,1343342885000,2.17025083649436e-05,"Total",180904372000,"3280051",55152.9143906604,24,"231439",4290.5551154523,0.983293837688416,0.993609916053807,0.998126067246383,0.999861131494677,1
2007,"No","523","Securities, commodity contracts, and other financial investments and related activities",NA,23815256.76,611507962000,3.89451294830402e-05,"Total",166305518000,"884915",187933.88969562,20,"85475",9386.18585998381,0.992685176673511,0.998233946441407,0.999649281533396,1,1
2007,"No","524","Insurance carriers and related activities",NA,8200774494.1638,1669484844000,0.00491215869592153,"Total",153867882000,"2423483",63490.3904834488,55,"184752",3095.87842358612,0.971313436985149,0.999267016888817,0.999830958889641,0.999937547621327,1
2007,"No","531","Real estate",NA,179447789.0844,330437404000,0.000543061369300674,"Total",61347040000,"1528976",40122.9581105263,623,"316730",620.186864906901,0.385023924599652,0.545756462951448,0.636805353602935,0.724146985869744,0.865076177277573
2007,"No","532","Rental and leasing services",NA,667793938.36,121685020000,0.00548788945722325,"Total",21123459000,"630124",33522.7018808996,2087,"65120",350.058920110831,0.299695634130666,0.472869088908083,0.560851294628786,0.665414595898249,0.784647569925849
2007,"No","533","Lessors of nonfinancial intangible assets (except copyrighted works)",NA,1129816,32936173000,3.43031960634892e-05,"Total",2294365000,"29379",78095.4082848293,4,"2447",9572.21161011759,1,1,1,1,1
2007,"No","541","Professional, scientific, and technical services",NA,84543167719.9739,1251003504000,0.0675802805105284,"All establishments",502074331000,"7870414",63792.6201849102,20305,"847492",146.742620576409,0.188591892506022,0.291418068100119,0.358421664404532,0.439179412051979,0.584452442744868
2007,"No","551","Management of companies and enterprises",NA,160854,104442966000,1.54011329015685e-06,"Total",249510832000,"2664203",93653.0857445923,3,"51451",4466.55343393322,1,1,1,1,1
2007,"No","561","Administrative and support services",NA,13739761085.3943,555583376000,0.0247303315378434,"Total",284602530000,"9864750",28850.4554094123,7961,"373505",1188.17838541371,0.430194339064398,0.479436999167045,0.517391080744423,0.572183807510278,0.69388128218386
2007,"No","562","Waste management and remediation services",NA,3688207052.5284,75187715000,0.0490533201139096,"Total",16847517000,"386205",43623.2493105993,2420,"21787",251.819604926383,0.219640796131615,0.367931653806453,0.485519973159737,0.621846520684952,0.80512610195585
2007,"No","611","Educational services",NA,1555460152.3703,44980656000,0.0345806462309109,"All establishments",14259109000,"539951",26408.153702836,3089,"61385",222.195498864532,0.249269514222211,0.328506987756105,0.377244346054452,0.444186693076031,0.604147651444362
2007,"No","621","Ambulatory health care services",NA,1845900614.1492,668453209000,0.00276145074822911,"All establishments",274711053000,"5703441",48165.8446190642,2147,"547561",380.165000207156,0.333195240423261,0.47533135267249,0.53619092312585,0.629459206907277,0.793624483033762
2007,"No","622","Hospitals",NA,274777379.4238,702959800000,0.000390886334359091,"All establishments",264977349000,"5528843",47926.3652449527,424,"6505",394.223357826493,0.30333027470814,0.471413549605278,0.606909031165057,0.746870155663889,0.861174360483565
2007,"No","623","Nursing and residential care facilities",NA,618222,169059857000,3.65682315701947e-06,"All establishments",74569522000,"3070693",24284.2648223056,14,"76395",2061.70969506455,0.771716030198867,0.991908775564659,1,1,1
2007,"No","624","Social assistance",NA,176823731.4789,127803942000,0.00138355459707886,"All establishments",48462014000,"2489097",19469.7169294728,459,"154165",1347.76147942148,0.550612691057765,0.715114043794605,0.800583382492176,0.866669512148908,0.942657812144222
2007,"No","711","Performing arts, spectator sports, and related industries",NA,16191753.4813,77772550000,0.000208193681206287,"All establishments",27838740000,"437501",63631.2602714051,778,"43868",413.923690011318,0.363035498401715,0.459244914458916,0.505832477923333,0.571296645837676,0.666563262601375
2007,"No","712","Museums, historical sites, and similar institutions",NA,5870221,13285398000,0.000441855110400155,"All establishments",3661655000,"130071",28151.2020358112,78,"7125",870.470249030636,0.493401155709334,0.648345184909924,0.739786057949339,0.864007047198859,0.984271126764753
2007,"No","713","Amusement, gambling, and recreation industries",NA,9368419.1119,98358994000,9.52472034423207e-05,"All establishments",26858709000,"1493776",17980.4127258705,352,"73627",342.394344115661,0.284569927748277,0.410203406316837,0.486835338011798,0.582680385029664,0.777498812585102
2007,"No","721","Accommodation",NA,195022692.0239,180391205000,0.0010811097582274,"Total",46393287000,"1970661",23541.9927628344,2813,"62740",81.6523922422691,0.124619910172627,0.189110290766224,0.240540121731881,0.313208903259775,0.485570196060365
2007,"No","722","Food services and drinking places",NA,644416569.7151,433404527000,0.00148687087828942,"Total",124433560000,"9630090",12921.3288764695,977,"571621",302.977011508473,0.262871718534023,0.398894598351689,0.490328601747594,0.617041937670722,0.826008302616252
2007,"No","811","Repair and maintenance",NA,2957027626.3194,137732616000,0.0214693346586795,"All establishments",40069913000,"1261083",31774.2075660365,5812,"222151",495.200672736392,0.405472950840491,0.524726237140763,0.600829773547944,0.681014261189742,0.80147725064063
2007,"No","812","Personal and laundry services",NA,93041825.5632,82104921000,0.00113320644402301,"All establishments",26758962000,"1337539",20006.1172048067,777,"210151",226.8586992048,0.218427873368856,0.297606223036954,0.365481440142592,0.468302760296975,0.659251029842983
2007,"No","813","Religious, grantmaking, civic, professional, and similar organizations",NA,44169410.3323,185446511000,0.000238178707672209,"All establishments",32294394000,"880389",36681.9599063596,1001,"107846",316.785576955422,0.289911863939387,0.433637647571337,0.517451197472245,0.615417644226174,0.725295700174377
2007,"No","921",NA,"Not tracked: Public Administration",2067980555.5727,NA,NA,NA,NA,NA,NA,223,NA,5727.90438251806,0.872687149018329,0.933151401382985,0.954039548748234,0.972733322538966,0.994063552453553
2007,"No","922",NA,"Not tracked: Public Administration",15409671.596,NA,NA,NA,NA,NA,NA,388,NA,442.939307821462,0.346761253060371,0.438603397093962,0.499881524069027,0.576794800541699,0.710640821856196
2007,"No","923",NA,"Not tracked: Public Administration",24572336.831,NA,NA,NA,NA,NA,NA,141,NA,3502.40178199503,0.869335147828104,0.911279931109208,0.931858155748932,0.956087808083912,0.983876424600518
2007,"No","924",NA,"Not tracked: Public Administration",42893238.2422,NA,NA,NA,NA,NA,NA,71,NA,5506.76909920878,0.926988619988134,0.969636053385769,0.979995043700467,0.989183399725607,0.999715412098093
2007,"No","925",NA,"Not tracked: Public Administration",6828752,NA,NA,NA,NA,NA,NA,12,NA,3194.06095678061,0.965472064396975,0.998118870045697,1,1,1
2007,"No","926",NA,"Not tracked: Public Administration",198589656.5186,NA,NA,NA,NA,NA,NA,61,NA,8953.19655319425,0.992420479578747,0.996733700244394,0.997901624520564,0.998881053033459,0.999983340948153
2007,"No","927",NA,"Not tracked: Public Administration",723028206.668,NA,NA,NA,NA,NA,NA,17,NA,8642.00888145562,0.986471352148931,0.998189231027793,0.99991978348111,1,1
2007,"No","928",NA,"Not tracked: Public Administration",41985380,NA,NA,NA,NA,NA,NA,40,NA,2765.0237481341,0.758134921555902,0.916449649221309,0.971304106306987,0.994665425267831,1
2007,"Not in sample","233",NA,"Reassigned in 2002",702638870.3638,NA,NA,NA,NA,NA,NA,161,NA,1525.21399906588,0.578842694152726,0.734459087572557,0.827527338067569,0.907674242366346,0.980898735281615
2007,"Not in sample","234",NA,"Reassigned in 2002",62627174.004,NA,NA,NA,NA,NA,NA,87,NA,2943.52264161825,0.817384250727411,0.88611755952288,0.928187595670589,0.969243403344775,0.999970224083033
2007,"Not in sample","235",NA,"Reassigned in 2002",58660003.8654,NA,NA,NA,NA,NA,NA,105,NA,922.928998353249,0.500420090548879,0.701745095461302,0.836274296889454,0.939047732298596,0.997166639627628
2007,"Not in sample","421",NA,"Reassigned in 2002",48341362.3093,NA,NA,NA,NA,NA,NA,53,NA,2664.11593319775,0.784992840262709,0.925060021190174,0.959165874502219,0.985507964569934,1
2007,"Not in sample","422",NA,"Reassigned in 2002",55551042.0352,NA,NA,NA,NA,NA,NA,21,NA,2931.48080109892,0.893786153146489,0.986990992994574,0.998114521717426,1,1
2007,"Not in sample","513",NA,"Reassigned in 2002",381008500.7471,NA,NA,NA,NA,NA,NA,37,NA,2392.18879251366,0.843541204338603,0.950496560422849,0.982658838045269,0.997911034933679,1
2007,"Not in sample","514",NA,"Reassigned in 2002",346766573.4078,NA,NA,NA,NA,NA,NA,32,NA,2711.87528953778,0.844948102861673,0.982966680455528,0.99951033672632,1,1
2007,"Not in sample","516",NA,"Reassigned in 2007",6184045.3203,NA,NA,NA,NA,NA,NA,93,NA,430.690287745566,0.313392755004257,0.472031146087783,0.604180727417235,0.765746490320074,0.957374018729343
2007,"Not in stats","111",NA,"Not tracked: Agriculture",772643.5001,NA,NA,NA,NA,NA,NA,55,NA,954.939469543878,0.529457888928822,0.6401012041415,0.719257180552285,0.835031813675236,1
2007,"Not in stats","112",NA,"Not tracked: Agriculture",3437506.8403,NA,NA,NA,NA,NA,NA,57,NA,986.101338352288,0.482032726599986,0.703880607257216,0.839522330767384,0.930281188825788,1
2007,"Not in stats","113","Forestry and Logging","Not tracked: Agriculture",1652935.4399,NA,NA,NA,NA,NA,NA,40,NA,1796.81775064487,0.679479192586707,0.812241258863436,0.900864589361731,0.980590517197255,1
2007,"Not in stats","114","Fishing, Hunting and Trapping","Not tracked: Agriculture",716651,NA,NA,NA,NA,NA,NA,16,NA,1943.43312036564,0.807188914421001,0.942172550658032,0.996007241835527,1,1
2007,"Not in stats","115","Support Activities for Agriculture and Forestry","Not tracked: Agriculture",13484136.3501,NA,NA,NA,NA,NA,NA,161,NA,519.79469673099,0.404425403584501,0.513748005811983,0.588811983430103,0.682235634706244,0.87054707285028
2007,"Not in stats","482",NA,"Not tracked: Railroads",2540976.15,NA,NA,NA,NA,NA,NA,19,NA,3983.22623126496,0.927910322967809,0.968206254120095,0.991718477955804,1,1
2007,"Not in stats","491",NA,"Not tracked: Postal Service",15729928.7762,NA,NA,NA,NA,NA,NA,58,NA,2451.38094245387,0.605193176857816,0.702111866233939,0.780398060782022,0.894883351147334,1
2007,"Not in stats","525","Funds, Trusts, and Other Financial Vehicles","Not tracked: Pension and Other Funds",70205.0898,NA,NA,NA,NA,NA,NA,4,NA,6264.44748586657,1,1,1,1,1
2007,"Not in stats","814",NA,"Not tracked: Private Households",85122,NA,NA,NA,NA,NA,NA,4,NA,7657.82217053003,1,1,1,1,1
2007,"Not in stats",NA,NA,NA,4375093086.5266,NA,NA,NA,NA,NA,NA,877,NA,551.910051962698,0.406909664623888,0.569180368295086,0.662396777743621,0.775359516714843,0.906548279777865
2012,"No","211","Oil and gas extraction",NA,80351072.6089,310960365000,0.000258396508535421,"Total",15137960000,"176222",85902.7817185141,41,"6735",1473.2973352825,0.673324400317191,0.939574882054164,0.985071657737223,0.998889749236077,1
2012,"No","212","Mining (except oil and gas)",NA,54979522.7613,98287014000,0.000559377282143295,"Total",14061227000,"211830",66379.771514894,305,"6091",368.002404844754,0.307464810663247,0.471128721110731,0.560892638684387,0.682290322523481,0.863875167620213
2012,"No","213","Support activities for mining",NA,10713745.6816,119992439000,8.92868398282995e-05,"Total",30262763000,"460137",65769.0274852924,111,"12591",3486.6460848899,0.676624108950267,0.747463883435009,0.805399232112001,0.871935709357534,0.966896043073559
2012,"No","221","Utilities",NA,1250605291.6958,531890695000,0.0023512449145135,"Total",58922951000,"651234",90478.9230906249,983,"17595",324.524052150539,0.272459515601477,0.409224210342729,0.507071796718098,0.624882708295862,0.833989646434513
2012,"No","236","Construction of buildings",NA,16420244516.2167,507521675000,0.0323537797990927,"Total",55308182000,"1085043",50973.2628107826,3692,"164496",52.922110617911,0.0846075115461171,0.140213028798875,0.184095791242774,0.248921083385771,0.393605872280709
2012,"No","237","Heavy and civil engineering construction",NA,6428085648.7076,256314687000,0.0250788814482082,"Total",54713628000,"961322",56914.9858216082,2615,"32619",130.018641925557,0.16066307390548,0.219628906305257,0.264604035020969,0.33464983962139,0.487949086744181
2012,"No","238","Specialty trade contractors",NA,2904709235.1969,602590728000,0.00482036828684311,"Total",162524428000,"3623257",44855.8929162353,6288,"400950",343.215818762128,0.234595502275606,0.288930729525844,0.328649976725334,0.386100310008499,0.484805653201039
2012,"No","311","Food manufacturing",NA,602369291.9641,739272444000,0.000814813668293715,"Total",54656609000,"1401968",38985.6323396825,173,"25619",1021.3415024023,0.583377931172484,0.754766388523948,0.83691928635026,0.937968036512442,0.996049310046714
2012,"No","312","Beverage and tobacco product manufacturing",NA,20676362.8084,142234911000,0.000145367706585059,"Total",7592548000,"148332",51186.1769543996,151,"5072",533.7660416069,0.378228711845114,0.56581570102759,0.681635604447367,0.834990406478209,0.960830888944086
2012,"No","313","Textile mills",NA,82053166.9958,30216205000,0.00271553515723765,"Total",3947511000,"103460",38154.9487724725,311,"2329",1322.88203477337,0.663284359196679,0.790513278883189,0.839371945484125,0.879629561584829,0.944338852217634
2012,"No","314","Textile product mills",NA,430690458.1297,22099895000,0.0194883486156699,"Total",3712967000,"112970",32866.8407541825,958,"6251",718.937281971591,0.480138517317772,0.613586515292719,0.692506176351264,0.763627280545934,0.862601980425175
2012,"No","315","Apparel manufacturing",NA,1767965820.3314,12264646000,0.144151394205051,"Total",2770749000,"104456",26525.513134717,1178,"6364",226.740026332152,0.219825197668399,0.365584472789193,0.440448539228815,0.533751451181218,0.732715857463286
2012,"No","316","Leather and allied product manufacturing",NA,122647537.2864,4986376000,0.0245965280769842,"Total",830396000,"26152",31752.6766595289,272,"1117",854.559647660158,0.48515493622575,0.682903820228997,0.791684360730672,0.879029317415472,0.967989550813811
