"PlatformPortfolioUAV","Fiscal_Year","Action_Obligation_Then_Year","Action_Obligation_OMB23_GDP21","vendor_count","hh_index","big5","top4","top8","top12","top20","top50"
"Missile Defense",2017,8633210134.3361,9410199042.94458,530,2024.47571465061,0.778343688021113,0.778343688021113,0.857144685500008,0.857144685500008,0.931217435593855,0.974378535864942
"Missile Defense",2018,13427043672.8815,14308804886.3824,496,2550.92336304772,0.835451991822861,0.835323791152904,0.892042435510565,0.892042435510565,0.948876510332823,0.983025071824182
"Missile Defense",2019,14829080776.9239,15529339197.3797,573,3565.49221511321,0.851148117284258,0.847299848555841,0.903481292572023,0.903481292572023,0.951369363490058,0.981521070151322
"Missile Defense",2020,19368545918.4433,19879557559.3776,561,3220.78246878148,0.881811231785854,0.878478243159115,0.927466008087183,0.927466008087183,0.962805770246244,0.98505486158626
"Missile Defense",2021,12097540404.8581,12097540404.8581,565,2176.80963213379,0.769639999956195,0.772805293027631,0.877954068927473,0.877954068927473,0.938151506391335,0.97584402151242
"Ordnance and Missiles",1988,1540000,3240422.50833834,3,8676.53125,0,1,1,1,1,1
"Ordnance and Missiles",1989,268175000,542738474.722074,44,4583.81722437553,0,0.888277298423088,0.952395120499851,0.952395120499851,0.991806753942279,1
"Ordnance and Missiles",1990,11328488000,22282831176.3451,1243,565.003617164155,0,0.390575990423631,0.56268807266774,0.56268807266774,0.804693476978867,0.925910327163265
"Ordnance and Missiles",1991,14830497775,27921064222.3903,1614,373.091921141527,0,0.281375579505503,0.471097619136078,0.471097619136078,0.741763726012277,0.885845849600502
"Ordnance and Missiles",1992,13413531223,24272504285.8735,1595,375.085610708228,0,0.295091459849861,0.47036014896617,0.47036014896617,0.713007655331206,0.873171017629762
"Ordnance and Missiles",1993,11167968757,19628036346.9085,1418,505.784096691289,0,0.389261234206907,0.507840229790982,0.507840229790982,0.710827362174062,0.869022739482385
"Ordnance and Missiles",1994,8529308892,14730588175.1255,1231,595.240334726859,0,0.40136786473316,0.539424453981984,0.539424453981984,0.745975468570726,0.884412542148725
"Ordnance and Missiles",1995,8540077546,14323131947.4264,1124,607.553649561749,0,0.397126865189198,0.547924373521611,0.547924373521611,0.737670697301631,0.873035622736053
"Ordnance and Missiles",1996,8810024029,14471284859.7128,1207,549.264527185856,0,0.377525772626834,0.50768447364561,0.50768447364561,0.705202191078648,0.864624205212358
"Ordnance and Missiles",1997,8027034466,12915242475.404,1223,599.384885332933,0,0.418511421270032,0.542210051341904,0.542210051341904,0.745985003473493,0.890465927240383
"Ordnance and Missiles",1998,8625253549,13762764737.0484,1087,843.739720103125,0,0.491589310010342,0.606982826228489,0.606982826228489,0.793243214201369,0.908486337578507
"Ordnance and Missiles",1999,9154081931,14433169015.9971,992,842.287079568607,0,0.478738605234202,0.635812944309132,0.635812944309132,0.816185286472706,0.91698746112012
"Ordnance and Missiles",2000,8675253317.275,13336066627.9934,1007,916.54802410323,0.581607336955305,0.524585351898457,0.69513998624588,0.69513998624588,0.850128987241457,0.927289024141344
"Ordnance and Missiles",2001,9112292399.3983,13644819389.4447,1138,919.301397491503,0.56779438128222,0.529453607796231,0.682850879072397,0.682850879072397,0.853629707874865,0.925612947449468
"Ordnance and Missiles",2002,12363811584.3593,18230153008.6654,1476,956.362328197457,0.595987194952568,0.553633306557664,0.712186452242867,0.712186452242867,0.853866695697745,0.928125922008736
"Ordnance and Missiles",2003,13554713923.0499,19421027373.4131,1871,1078.55289284687,0.676927783850595,0.59421309110522,0.751388239006563,0.751388239006563,0.867342783702873,0.925375499997232
"Ordnance and Missiles",2004,14092002557.1602,19668881086.7863,2183,929.754732628676,0.630716640065599,0.539697119563651,0.72474195799755,0.72474195799755,0.829531993454727,0.903393408666275
"Ordnance and Missiles",2005,14839926961.1777,20025755219.7515,3151,737.630426234252,0.567824174945462,0.470107880356438,0.65512993479941,0.65512993479941,0.781414139908753,0.881438728694599
"Ordnance and Missiles",2006,15025594372.2582,19587692364.578,3352,980.450940813049,0.61800505860264,0.537067470879491,0.717461581965787,0.717461581965787,0.81204648000154,0.896742716126326
"Ordnance and Missiles",2007,17945399159.0707,22759730174.2389,3106,767.225647177928,0.57214257556611,0.491207401945123,0.688291993745569,0.688291993745569,0.807502145714635,0.89785259746338
"Ordnance and Missiles",2008,19205452652.4851,23538750382.9278,3194,811.029994262048,0.547282592591699,0.478987864607148,0.654861414879165,0.654861414879165,0.792392282773444,0.889053888178396
"Ordnance and Missiles",2009,17916001089.0167,21991020568.2775,3075,957.995586410827,0.568414953305107,0.534780865533867,0.676081733279944,0.676081733279944,0.787850287096477,0.886984080218444
"Ordnance and Missiles",2010,16686895593.123,20121101201.3015,3012,888.808438436116,0.580140353932961,0.512941505386948,0.677396615276335,0.677396615276335,0.816569607628875,0.902756487224324
"Ordnance and Missiles",2011,15426122050.0091,18170395972.5405,2890,912.533561726514,0.546847837428591,0.530248959578808,0.711599858693797,0.711599858693797,0.815340259625998,0.896443579061858
"Ordnance and Missiles",2012,15679934177.9548,18116595952.3794,2674,934.15794874416,0.57836570317928,0.525585498578038,0.705399142242099,0.705399142242099,0.829762050778304,0.907768321227283
"Ordnance and Missiles",2013,13040612597.5447,14856166236.8475,2476,1209.30645848229,0.623993983670385,0.588149114530909,0.759620712062806,0.759620712062806,0.860272173224612,0.925051731111382
"Ordnance and Missiles",2014,12578103270.4523,14103979546.2762,2343,1260.08670350246,0.613786797879858,0.597459563115568,0.747829004048848,0.747829004048848,0.84365674826643,0.918250109018853
"Ordnance and Missiles",2015,13250856730.3246,14779457339.9335,2475,1333.91141055912,0.636832774317104,0.612403923002239,0.77195796441257,0.77195796441257,0.860706197557835,0.9187702970222
"Ordnance and Missiles",2016,16476049112.8483,18262113528.3829,2491,1298.00110264512,0.66598363586456,0.635587118234664,0.792564648651499,0.792564648651499,0.869883158410623,0.929018229473082
"Ordnance and Missiles",2017,18044712601.5428,19668736728.4042,2309,1300.46797270694,0.616975573754027,0.63195197891393,0.788112450470413,0.788112450470413,0.870124630566981,0.938533689042162
"Ordnance and Missiles",2018,21661157199.5464,23083657097.769,2410,1281.60970466922,0.646067425868739,0.641252153034132,0.778405689038394,0.778405689038394,0.866859924950796,0.932694744968813
"Ordnance and Missiles",2019,22920469966.7991,24002819731.8656,2604,1562.45756948939,0.712516220240418,0.661985164593265,0.79107511119431,0.79107511119431,0.86950725864412,0.933923813530645
"Ordnance and Missiles",2020,23741896380.2694,24368292676.5769,2176,1323.79960947532,0.711704534324952,0.662296336626561,0.792624250578406,0.792624250578406,0.87448277868859,0.934717705541117
"Ordnance and Missiles",2021,21817241923.9598,21817241923.9598,2163,1558.60035442097,0.696633475288474,0.646300841026084,0.776414051469871,0.776414051469871,0.867081684868403,0.931768807394067
"Other Products",1989,5477000,11084473.2956197,55,458.263863074446,0,0.339298626174982,0.525668835864064,0.525668835864064,0.766630513376717,1
"Other Products",1990,10893531000,21427282457.0482,4129,341.674239681202,0,0.274060018590264,0.347800094318521,0.347800094318521,0.452361034674544,0.599294762150163
"Other Products",1991,13666552115,25729728367.23,4038,324.866510986775,0,0.252180838979481,0.324092326100414,0.324092326100414,0.464287741957742,0.615075555927674
"Other Products",1992,9670883437,17499982351.4233,4187,695.17006763931,0,0.357598828998073,0.437772472405896,0.437772472405896,0.543378423529012,0.660138773288404
"Other Products",1993,10550368583,18542585722.279,3748,364.568290188869,0,0.316006841933392,0.413078604988765,0.413078604988765,0.526770738835981,0.649822886109268
"Other Products",1994,8625398454,14896540162.9915,3338,330.799044820179,0,0.272766290134874,0.367393251317546,0.367393251317546,0.499274518949088,0.640986462670262
"Other Products",1995,8564693193,14364416485.8926,3494,889.300657935403,0,0.386743925241578,0.45504123191825,0.45504123191825,0.557025128676471,0.681456808067703
"Other Products",1996,9626845429,15812990071.8666,3976,982.821939674482,0,0.399490340279039,0.456959198911854,0.456959198911854,0.56315094623265,0.680516829702293
"Other Products",1997,9689825022,15590619453.9774,3789,826.784499180977,0,0.389427997177086,0.459427692828725,0.459427692828725,0.571841797472365,0.716210889970662
"Other Products",1998,8559445164,13657758511.3955,3500,756.58494317109,0,0.351595212025125,0.425404860081091,0.425404860081091,0.530193256614295,0.669765444954881
"Other Products",1999,7670780826,12094459824.6821,3767,438.651871204264,0,0.272976363463414,0.344942070971786,0.344942070971786,0.463129777782193,0.604867047248615
"Other Products",2000,8639486778.09,13281084377.6567,3503,231.236259289855,0.0163173820851298,0.226661537631581,0.325617863007637,0.325617863007637,0.461484370221385,0.628123907749871
"Other Products",2001,10228010314,15315504302.4215,3869,311.499412114814,0.0162881114580609,0.288696114496724,0.404208894894631,0.404208894894631,0.51773811149015,0.66446544210952
"Other Products",2002,13400531225.2415,19758772039.4083,5653,254.846406254451,0.0144382586741717,0.252764462682602,0.330231528532038,0.330231528532038,0.463707956865307,0.626008180073238
"Other Products",2003,15542421707.4263,22268990636.2213,8077,122.51539330179,0.0152946040536619,0.154717252600831,0.247469650393374,0.247469650393374,0.395317455607145,0.593826288808307
"Other Products",2004,18316220028.3947,25564823185.1094,11297,189.891828570138,0.0131501956690704,0.217000569357197,0.32324285807066,0.32324285807066,0.461690834061361,0.614435112791808
"Other Products",2005,31831648773.5399,42955252289.8284,16905,409.060923665118,0.0104137149810688,0.292690235523654,0.405175710648153,0.405175710648153,0.536249107089304,0.66834268090984
"Other Products",2006,34635226381.2251,45151236119.1868,14346,350.13234480542,0.0116659631404849,0.265005378352527,0.375927744695701,0.375927744695701,0.546090556321319,0.697266394156848
"Other Products",2007,34283632888.6748,43481130011.2262,14698,409.194438798661,0.0136849751239426,0.313241139540716,0.426688762280824,0.426688762280824,0.592006903009617,0.730183580740093
"Other Products",2008,39101721803.6713,47924185164.1653,14826,496.546039852849,0.012226143248414,0.323086085568609,0.435352964477546,0.435352964477546,0.618155106999164,0.742817700835828
"Other Products",2009,35588806644.6735,43683530439.3487,14132,234.353797329121,0.014837247559379,0.216468978547972,0.36593244205179,0.36593244205179,0.585347792138582,0.749922817682246
"Other Products",2010,29114589259.5554,35106445872.8481,13283,240.419344124968,0.01353139430327,0.229797272996992,0.377055534624511,0.377055534624511,0.574202510269276,0.71608515743031
"Other Products",2011,30006785905.1202,35344928556.3613,13016,188.82482448409,0.0166812493318815,0.196116610157428,0.309617781143313,0.309617781143313,0.50553568703212,0.680979207242166
"Other Products",2012,35357797188.3427,40852398878.5603,12141,288.535398168547,0.0142066638629384,0.272694086438171,0.413364266917427,0.413364266917427,0.601523738929199,0.76939842140522
"Other Products",2013,26463531578.3953,30147864711.258,10825,256.431323915838,0.0144563201925721,0.237592226108281,0.361531369367575,0.361531369367575,0.595196786425481,0.744287271898817
"Other Products",2014,24268112947.6681,27212128989.6456,10659,253.117185420269,0.0163070049957174,0.244179977279842,0.397077305915398,0.397077305915398,0.58461960165715,0.723240978122049
"Other Products",2015,21069110791.9282,23499614438.2891,11842,282.113317407708,0.0142761563204881,0.273625311137498,0.403606602056396,0.403606602056396,0.522398118655058,0.653854412518727
"Other Products",2016,19406249663.8794,21509958612.9263,11254,366.882760826468,0.0205072049972293,0.304837350995341,0.388934237088215,0.388934237088215,0.507190325009365,0.649324853748618
"Other Products",2017,21576389534.6158,23518264584.0295,10479,352.253669542868,0.0182561857977603,0.314359885977384,0.401588694479717,0.401588694479717,0.519183956938648,0.663425511347124
"Other Products",2018,25383398093.2805,27050339562.3629,9886,272.481703937789,0.0168751050585801,0.280173102986702,0.364263615849755,0.364263615849755,0.491025002737379,0.649365980682092
"Other Products",2019,23212631381.3324,24308777584.2049,8637,296.512419800869,0.0173033995138776,0.278335525110846,0.346041964995657,0.346041964995657,0.474581509066468,0.630359130783637
"Other Products",2020,25518398801.3615,26191665596.9387,7987,271.07192450286,0.0132386934610342,0.28030758551011,0.356999191182295,0.356999191182295,0.47888594040106,0.63169109687282
"Other Products",2021,53494862640.7215,53494862640.7215,7826,967.692683370573,0.00940518177888248,0.536921915913242,0.646643706792376,0.646643706792376,0.736226575468485,0.819772810107164
"Other R&D and Knowledge Based",1988,197000,414521.580612113,3,3562.31801901621,0,1,1,1,1,1
"Other R&D and Knowledge Based",1989,75353000,152501061.939899,107,2284.75786659041,0,0.583997982827492,0.661672395259645,0.661672395259645,0.811062598702109,0.952344299497034
"Other R&D and Knowledge Based",1990,7810320381,15362690103.3033,3056,197.757668624064,0,0.230523566952074,0.295819963209181,0.295819963209181,0.410231859761513,0.551661046110333
"Other R&D and Knowledge Based",1991,7958593229,14983475001.1814,3266,113.264275668348,0,0.158767478468285,0.236074463388763,0.236074463388763,0.366901588580326,0.51891800986374
"Other R&D and Knowledge Based",1992,8819916126,15960111353.9958,3893,139.282256244031,0,0.181430655852724,0.241782781756335,0.241782781756335,0.352742434345357,0.491835397980917
"Other R&D and Knowledge Based",1993,8606331079,15125882146.3177,3806,152.327855574167,0,0.192443723556627,0.249645744371693,0.249645744371693,0.351077897454425,0.48918735007247
"Other R&D and Knowledge Based",1994,8499049521,14678328567.8955,3610,91.9217351983518,0,0.14204914669161,0.222545123441743,0.222545123441743,0.334994748318431,0.474767958506859
"Other R&D and Knowledge Based",1995,8922244092,14964088874.8976,3841,73.0851401821572,0,0.121707907153521,0.186372824365473,0.186372824365473,0.294448630758241,0.440712941827324
"Other R&D and Knowledge Based",1996,9372992103,15396012345.0137,4276,84.1066222703426,0,0.133279924720467,0.212938676342634,0.212938676342634,0.305894006100709,0.443158244406568
"Other R&D and Knowledge Based",1997,9768349791,15716963303.1606,4497,124.356581095204,0,0.175983449627235,0.266521999971887,0.266521999971887,0.374756486343607,0.513178273126894
"Other R&D and Knowledge Based",1998,10885739654,17369677655.9259,4628,118.391174983665,0,0.169378270561947,0.253954469275573,0.253954469275573,0.371203063742311,0.513797195176197
"Other R&D and Knowledge Based",1999,11378756963,17940796649.7184,4777,130.614264633665,0,0.180124274651257,0.270675499642028,0.270675499642028,0.382538523973168,0.532077437569818
"Other R&D and Knowledge Based",2000,12545323449.0637,19285346867.4265,4793,125.549684381278,0.122243357205433,0.167292291471236,0.266279207294398,0.266279207294398,0.405397877100119,0.562147620983847
"Other R&D and Knowledge Based",2001,12547807251.9022,18789186757.9968,5427,107.56707573528,0.10486635204852,0.14507553141233,0.236653766567211,0.236653766567211,0.378494060993823,0.522099642138957
"Other R&D and Knowledge Based",2002,16006403012.1511,23601069462.9976,7493,132.559156390781,0.140373937805327,0.17929623178532,0.267455293991045,0.267455293991045,0.404515766223927,0.547148602318302
"Other R&D and Knowledge Based",2003,18912300318.2682,27097311257.2082,9127,165.163660915293,0.144977072781622,0.190781356583452,0.294905758733683,0.294905758733683,0.469255764625246,0.59238633867254
"Other R&D and Knowledge Based",2004,21067943942.9484,29405535691.3331,11196,134.007735124274,0.145561235624062,0.167737465437259,0.279282051156684,0.279282051156684,0.433075733943507,0.572412074020798
"Other R&D and Knowledge Based",2005,25773447724.1759,34780006440.9784,14807,136.244459068883,0.144018283027851,0.167595247456039,0.280253700484096,0.280253700484096,0.436816532382703,0.57469897116607
"Other R&D and Knowledge Based",2006,29030375974.1737,37844630949.1776,13797,164.360253159578,0.16514973938595,0.197868212457071,0.325909185507716,0.325909185507716,0.458294358310858,0.571892585072161
"Other R&D and Knowledge Based",2007,30532899846.6231,38724162989.4283,14546,146.530715146013,0.135494001345145,0.189960063589094,0.29032546573414,0.29032546573414,0.436301117641356,0.558811121717875
"Other R&D and Knowledge Based",2008,34016579199.2551,41691689393.6761,14453,137.255889605578,0.132603236251746,0.186222880993959,0.27661417783454,0.27661417783454,0.427210464951528,0.543417068912068
"Other R&D and Knowledge Based",2009,38742046353.2673,47553978925.2503,14381,118.981977615969,0.109769385100854,0.166074366191026,0.252645637089639,0.252645637089639,0.396895054402353,0.534151484381726
"Other R&D and Knowledge Based",2010,40169762385.1068,48436801780.9178,14722,127.171976027435,0.118147449230905,0.172548958489349,0.259713979662045,0.259713979662045,0.411337724034146,0.547292968140555
"Other R&D and Knowledge Based",2011,39937021916.6413,47041732188.8733,14153,125.346587201189,0.107254819823035,0.165119827314573,0.253641733317736,0.253641733317736,0.410474925252995,0.55588049693062
"Other R&D and Knowledge Based",2012,40262612483.2203,46519422471.2536,13154,139.122591665637,0.0942337099114075,0.176313308684797,0.275598697792954,0.275598697792954,0.436487476084006,0.578311346424026
"Other R&D and Knowledge Based",2013,34056301761.9195,38797723389.3582,13138,127.974239395129,0.0997221726116314,0.17277736865898,0.252554989353395,0.252554989353395,0.408150418196081,0.547992274472559
"Other R&D and Knowledge Based",2014,33595522275.8293,37671066045.2165,12953,107.872488185819,0.0884710894888959,0.148629240756406,0.234329990653365,0.234329990653365,0.381736344124842,0.517530067196008
"Other R&D and Knowledge Based",2015,33268157408.7611,37105926296.5055,12523,99.5670801503931,0.112471953880054,0.143350480022471,0.228938112088032,0.228938112088032,0.369541043054266,0.503168024679661
"Other R&D and Knowledge Based",2016,33471471964.5156,37099902822.0544,12687,85.4233937434486,0.107163283189727,0.129888717495192,0.211661858377969,0.211661858377969,0.342774647918349,0.46944171997256
"Other R&D and Knowledge Based",2017,34749814104.6039,37877297360.0037,12244,74.3595188228695,0.0953908165431203,0.11284897801935,0.189150769459422,0.189150769459422,0.323714225786847,0.447162780980068
"Other R&D and Knowledge Based",2018,38704555971.3714,41246305076.5938,12136,79.0134228313886,0.106714153193032,0.119494514299889,0.193581806242103,0.193581806242103,0.327860938751655,0.466752563720926
"Other R&D and Knowledge Based",2019,42601821385.7893,44613563354.2178,12330,81.9396225824476,0.124130602909561,0.117835250677979,0.196581407940759,0.196581407940759,0.346378150147555,0.483623876765805
"Other R&D and Knowledge Based",2020,44262187179.994,45429982274.0312,9824,84.8836227382413,0.11446226687731,0.126355580169202,0.202706785276926,0.202706785276926,0.345149488213504,0.484303187242841
"Other R&D and Knowledge Based",2021,43194383223.6601,43194383223.6601,10549,77.9727222256146,0.0975317262192297,0.112046864120326,0.192000473830857,0.192000473830857,0.334539225028269,0.480161846508499
"Other Services",1988,1252000,2634421.41586987,6,3127.14991476896,0,0.951277955271565,1,1,1,1
"Other Services",1989,385090000,779353628.155956,68,1685.65562011841,0,0.754399582562103,0.938344837970234,0.938344837970234,0.984060518111042,0.998704592595669
"Other Services",1990,4385190184,8625551136.76578,1558,277.781979362387,0,0.266931147284805,0.391871719955251,0.391871719955251,0.570540548245428,0.726307063128756
"Other Services",1991,5641814985,10621725643.7995,2071,343.616163356878,0,0.285492734546712,0.388347873544793,0.388347873544793,0.537481942904257,0.675424761747018
"Other Services",1992,4211344274,7620653371.62513,2140,199.291474778751,0,0.217950722339908,0.333825049678475,0.333825049678475,0.508622402180061,0.664047330814428
"Other Services",1993,3075823560,5405851139.62793,1958,217.446331940687,0,0.227886164436852,0.341843505153961,0.341843505153961,0.524671323152758,0.669691397972478
"Other Services",1994,4014703413,6933614829.87712,1785,250.429464449805,0,0.250027071283407,0.372466656433389,0.372466656433389,0.534258833534035,0.705647317861257
"Other Services",1995,5272937433,8843594006.79646,1922,390.984493341224,0,0.334594567166804,0.465877455490831,0.465877455490831,0.642028585289631,0.775301930227272
"Other Services",1996,5083168952,8349578349.87759,2101,304.160924769151,0,0.280456101334059,0.429000130276833,0.429000130276833,0.616977025318079,0.760653073253696
"Other Services",1997,5793220616,9321107226.5937,2468,299.801137729347,0,0.269556986568096,0.415110437999467,0.415110437999467,0.595931804156177,0.762667241751875
"Other Services",1998,6068760797,9683532967.4705,2566,487.682666147833,0,0.360185229121834,0.531758167300299,0.531758167300299,0.714292409583003,0.811191477669632
"Other Services",1999,7339018466,11571372719.8125,2775,345.438275582095,0,0.288744699993126,0.471081396540925,0.471081396540925,0.665324178534884,0.789368916999272
"Other Services",2000,6506267013.1198,10001784064.7604,2624,307.257279412863,0.0749410552689214,0.284250606981582,0.430056421725181,0.430056421725181,0.628738560092184,0.759929683106483
"Other Services",2001,7420418624.8457,11111394091.8727,2804,360.357486668105,0.0711819734386896,0.30207176103983,0.434386388392224,0.434386388392224,0.635770216824658,0.772278877162162
"Other Services",2002,10543063265.4787,15545501902.7352,4293,576.527425849749,0.0622871995324518,0.420950999770546,0.548782771449896,0.548782771449896,0.708180622721292,0.820093521502045
"Other Services",2003,16105228940.6387,23075373916.9179,5917,690.357433005758,0.0322621448771347,0.463914779327525,0.645551321138401,0.645551321138401,0.758951109904742,0.844967666921553
"Other Services",2004,20109780788.0342,28068181608.455,7840,1245.07186723687,0.0284147300113711,0.532381326179583,0.681409538942219,0.681409538942219,0.787371912938537,0.867257463799962
"Other Services",2005,22212802838.3628,29975090413.1373,9610,907.356446001855,0.0292089670449054,0.510840207139635,0.667224600237141,0.667224600237141,0.763754645622065,0.84107852948695
"Other Services",2006,24238688326.1944,31598082477.9199,9602,876.537697869794,0.0505201374262804,0.510251794240179,0.662761298000635,0.662761298000635,0.765236083131974,0.855978880223891
"Other Services",2007,24483144648.4546,31051399920.1868,9912,786.760048287733,0.0366937268066477,0.505554748014517,0.646829020871395,0.646829020871395,0.759570996861405,0.852260684428378
"Other Services",2008,27430529998.3125,33619639702.5895,10180,804.866874272415,0.0611792566345841,0.490130884591121,0.664464683123711,0.664464683123711,0.77503047139147,0.865965609664821
"Other Services",2009,30690372037.2101,37670940036.5089,10443,596.166755968697,0.0597544707625402,0.438530696787089,0.598008203061315,0.598008203061315,0.740290224732919,0.862556442104139
"Other Services",2010,33027584426.2976,39824745409.8016,10291,487.021781180053,0.0549609504302172,0.377990765344574,0.565323039246966,0.565323039246966,0.731185272251026,0.85554645369999
"Other Services",2011,36791692391.3012,43336855308.3278,9815,410.828480280049,0.0605329235584681,0.328213310683867,0.519725136055703,0.519725136055703,0.711447260012869,0.847769357855906
"Other Services",2012,33863647977.6848,39126058880.2641,9326,390.499812018439,0.0639854673175821,0.333022445927669,0.494791263669546,0.494791263669546,0.658165187020302,0.833508703796218
"Other Services",2013,30655317154.3359,34923243389.1829,8332,411.274612518612,0.0672256907163069,0.335105100801583,0.497645056978207,0.497645056978207,0.68192510047933,0.836963480547195
"Other Services",2014,25657189162.7407,28769716974.4434,7934,538.034571844202,0.0648500031864048,0.40940366680188,0.52071097851532,0.52071097851532,0.673917104301713,0.815261028417111
"Other Services",2015,22953863792.7188,25601789953.3068,7737,569.469454568203,0.0775161050458923,0.42113527283321,0.531336897988734,0.531336897988734,0.682530149496899,0.810628599536042
"Other Services",2016,23806475416.8035,26387185046.2797,7706,552.741996218794,0.0796214241730153,0.41487760285342,0.529856666644008,0.529856666644008,0.6779321944741,0.795763678339056
"Other Services",2017,26207298021.1504,28565954832.4845,7689,505.773267548039,0.0790391405850225,0.396402573645321,0.498257677047985,0.498257677047985,0.653073553486464,0.787550863621269
"Other Services",2018,28591578886.8726,30469203322.2584,7540,557.763551469026,0.073981887564461,0.364522542653464,0.480090712344041,0.480090712344041,0.663751005695005,0.778828657482962
"Other Services",2019,29607583704.1814,31005712159.3495,6920,699.164526653773,0.0697952141545961,0.399874958120842,0.503374368527866,0.503374368527866,0.671855835375168,0.795316734142816
"Other Services",2020,29481968226.7418,30259808185.6607,5746,738.718329608037,0.0584399516055258,0.414228887501252,0.510535461265584,0.510535461265584,0.668512721813324,0.787426812508411
"Other Services",2021,28822171423.3568,28822171423.3568,5762,821.570226431845,0.049601678676961,0.441954239565368,0.550924507300349,0.550924507300349,0.676927639985116,0.792325971502436
"Remotely Operated",1989,54000,109286.389987851,1,10000,0,1,1,1,1,1
"Remotely Operated",1990,120092000,236217733.701941,49,2437.62473333264,0,0.737355775866969,0.901200886658709,0.901200886658709,0.978856600004872,1
"Remotely Operated",1991,115172566,216832951.983871,64,2169.85445462307,0,0.789966396267885,0.892184157456499,0.892184157456499,0.966595919113991,0.996686466141749
"Remotely Operated",1992,178999759,323909665.938519,49,2339.17831626057,0,0.839139385211147,0.943157218820078,0.943157218820078,0.985558219465487,1
"Remotely Operated",1993,224854592,395188614.919697,37,6158.05579625464,0,0.92325207592996,0.968611545420219,0.968611545420219,0.995183962314678,1
"Remotely Operated",1994,309912202,535235512.737756,25,2915.34386636028,0,0.953840986627448,0.987380133299437,0.987380133299437,0.99956182138187,1
"Remotely Operated",1995,94062411,157758324.416748,30,2831.67414886057,0,0.88423191107931,0.976033829622335,0.976033829622335,0.99703733088317,1
"Remotely Operated",1996,69850674,114736236.560716,36,3287.60461184358,0,0.911655511058926,0.964438779340531,0.964438779340531,0.992858004051296,1
"Remotely Operated",1997,113338443,182357940.448608,30,1407.50084541068,0,0.647800429021246,0.902726667949726,0.902726667949726,0.995306076332811,1
"Remotely Operated",1998,238610849,380736051.391222,31,3661.58217979546,0,0.890312353463407,0.968070216193067,0.968070216193067,0.997107176835216,1
"Remotely Operated",1999,132635397,209125187.739689,24,1608.82094417869,0,0.744022811648085,0.927967230346512,0.927967230346512,0.99875768457194,1
"Remotely Operated",2000,143837296,221114438.148642,19,1761.61285602954,0.183792866441777,0.752171357010652,0.935474739558566,0.935474739558566,1,1
"Remotely Operated",2001,156450961,234270918.072275,21,2157.88483399156,0.28597205603645,0.833834608734145,0.963191522895176,0.963191522895176,1,1
"Remotely Operated",2002,171428728,252767677.685606,28,2653.43459696652,0.253472305995294,0.88620407310028,0.97025234300286,0.97025234300286,0.997960178529704,1
"Remotely Operated",2003,412205444,590602889.654542,34,2532.34766584482,0.430529280328461,0.885536943477191,0.976795342543791,0.976795342543791,0.999150040625528,1
"Remotely Operated",2004,376214680.8438,525100800.30181,28,3589.46465849236,0.141635317353701,0.86663595494992,0.977096724640775,0.977096724640775,0.998852840302114,1
"Remotely Operated",2005,919435545.8437,1240733275.14163,39,2505.67097288675,0.112253509464699,0.811775995063175,0.963349308831156,0.963349308831156,0.999189854407203,1
"Remotely Operated",2006,890421095.1006,1160772349.74233,32,1833.27272449904,0.269107390148299,0.778004234376894,0.970772952994948,0.970772952994948,0.998897865878906,1
"Remotely Operated",2007,1581145364.4734,2005329697.19281,43,2104.85907596873,0.448519896721291,0.776810814312534,0.969556668027049,0.969556668027049,0.999184765527392,1
"Remotely Operated",2008,2067782695.5678,2534333431.1264,44,2601.8101569643,0.363584645109314,0.845098124579601,0.972327983963282,0.972327983963282,0.997948208204859,1
"Remotely Operated",2009,2568701788.1236,3152956598.72599,45,3376.50173901565,0.590944277111406,0.828565785705985,0.950874915648927,0.950874915648927,0.997148218787651,1
"Remotely Operated",2010,2720693042.9887,3280618599.79597,45,2662.35419336644,0.488610255272822,0.86906850379612,0.961904610538219,0.961904610538219,0.998971237635477,1
"Remotely Operated",2011,3468796124.4835,4085887491.72006,49,2347.98824135146,0.475855873589329,0.833293155508748,0.942936744779445,0.942936744779445,0.998155460222662,1
"Remotely Operated",2012,3566303180.5321,4120506695.50788,44,2650.8812174608,0.26982994199172,0.903703007731222,0.960313730640924,0.960313730640924,0.999896937243972,1
"Remotely Operated",2013,2491886242.097,2838814202.86011,41,2517.52570492648,0.400496798604377,0.84130724813959,0.943093931703466,0.943093931703466,0.999640982739424,1
"Remotely Operated",2014,1964824605.3651,2203181628.44063,47,2530.11949750927,0.393186364713864,0.860611336005291,0.976795225092211,0.976795225092211,0.99940663771931,1
"Remotely Operated",2015,2832459000.2739,3159207575.30018,60,2989.63767433787,0.401789807781162,0.916947529639334,0.984985318431041,0.984985318431041,0.998908291015463,0.999992115694336
"Remotely Operated",2016,2701023458.3244,2993824350.78322,69,2973.06778222222,0.544324010763219,0.927026058071482,0.984909473056823,0.984909473056823,0.99959348829504,1
"Remotely Operated",2017,3243928408.8205,3535881964.30607,79,3350.80077556997,0.446352031248925,0.925255792408714,0.980302380418136,0.980302380418136,0.997927138294433,0.999951163980773
"Remotely Operated",2018,3405072332.7059,3628685272.77617,80,3031.48064491406,0.535210703284909,0.932133373724263,0.968902913882687,0.968902913882687,0.99782303253921,0.9999981752938
