"EntityID","fiscal_year","EntityText","EntityCategory","EntitySizeCode","EntitySizeText","UnknownCompany","IsEntityAbove2018constant10ThousandThreshold","AnyEntityUSplaceOfPerformance","AnyEntityForeignPlaceOfPerformance","Action_Obligation_Then_Year","ObligatedAmountIsSmall","MajorityNotSmall","ObligatedAmount_OMB20_GDP20","NumberOfActions","first_year_2018T","last_year_2018T","active_2007_to_2016","first_year","first_graduate"
"59687",2007,"002388445","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,124981.3202,109902.8802,0,155314.179445756,170,2007,2016,4,2006,NA
"432181",2007,"333754328","PDuns-1","M","Medium Vendor",NA,1,1,1,28961,NA,NA,35989.8098670312,1,2007,2008,2,2007,NA
"456631",2007,"602019908","PDuns-1","S","Always Small Vendor",NA,1,1,0,12699.5996,12699.5996,0,15781.7815334907,1,2007,2010,3,2006,NA
"196043",2007,"110566093","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,15000,15000,0,18640.4871380639,0,2007,2012,4,2007,NA
"379051",2007,"197959265","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2008,2,2007,NA
"413897",2007,"207039442","PDuns-2+","M","Medium Vendor",NA,1,1,1,115230,NA,NA,143196.222194607,3,2007,2019,9,2005,NA
"440398",2007,"475194648","PDuns-1","S","Always Small Vendor",NA,1,1,1,11796,11796,0,14658.8790853734,1,2007,2007,1,2007,NA
"495941",2007,"612563366","PDuns-1","S","Always Small Vendor",NA,1,1,0,8813,8813,0,10951.9075431838,1,2007,2007,1,2007,NA
"112544",2007,"019084347","PDuns-1","S","Always Small Vendor",NA,1,1,0,23928,23928,0,29735.3050826395,1,2007,2020,9,2007,NA
"288584",2007,"153512517","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2007,1,2007,NA
"134445",2007,"057647562","PDuns-1","S","Always Small Vendor",NA,1,1,0,16100,16100,0,20007.4561948552,3,2007,2018,10,2004,NA
"532649",2007,"793189452","PDuns-1","M","Medium Vendor",NA,1,1,0,-3291.8008,NA,NA,-4090.71803156456,2,2007,2013,5,2007,NA
"271154",2007,"083163782","PDuns-1","S","Always Small Vendor",NA,1,1,0,12398,12398,0,15406.9839691811,1,2007,2007,1,2004,NA
"313302",2007,"141555875","PDuns-1","S","Always Small Vendor",NA,1,1,0,29655,29655,0,36852.2430719523,2,2007,2007,1,2007,NA
"45722",2007,"027292531","PDuns-1","S","Always Small Vendor",NA,1,1,0,24589.1201,24589.1201,0,30556.8784640239,2,2007,2007,1,2007,NA
"527649",2007,"627122059","PDuns-1","S","Always Small Vendor",NA,1,1,0,11250,11250,0,13980.3653535479,2,2007,2007,1,2007,NA
"596254",2007,"797762817","PDuns-1","S","Always Small Vendor",NA,1,1,0,25210,25210,0,31328.4453833727,1,2007,2007,1,2007,NA
"236142",2007,"095188413","PDuns-1","S","Always Small Vendor",NA,1,1,0,9408,9408,0,11691.3135329937,1,2007,2007,1,2007,NA
"506059",2007,"698778615","PDuns-1","M","Medium Vendor",NA,1,1,1,12926,NA,NA,16063.1291164409,1,2007,2007,1,2007,NA
"528347",2007,"786100177","PDuns-1","S","Always Small Vendor",NA,1,1,0,40858.5,40858.5,0,50774.8229153722,4,2007,2007,1,2007,NA
"566371",2007,"881716625","PDuns-1","S","Always Small Vendor",NA,1,1,0,10000,10000,0,12426.9914253759,1,2007,2015,9,2007,NA
"564588",2007,"795928857","PDuns-1","S","Always Small Vendor",NA,1,1,0,5743,5743,0,7136.82117559339,2,2007,2016,4,2007,NA
"286452",2007,"167072953","PDuns-1","S","Always Small Vendor",NA,1,1,0,62330,62330,0,77457.4375543681,1,2007,2016,8,2007,2008
"606089",2007,"806874264","PDuns-1","S","Always Small Vendor",NA,1,1,0,8419,8419,0,10462.284081024,1,2007,2007,1,2007,NA
"132700",2007,"008136749","PDuns-1","M","Medium Vendor",NA,1,1,0,12623500,NA,NA,15687212.6258233,1,2007,2011,4,2007,NA
"105025",2007,"007307031","PDuns-1","S","Always Small Vendor",NA,1,1,0,22868,22868,0,28418.0439915496,1,2007,2013,5,2007,NA
"501073",2007,"807468186","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2007,1,2007,NA
"307566",2007,"119505522","PDuns-1","S","Always Small Vendor",NA,1,1,0,26434,26434,0,32849.5091338387,5,2007,2007,1,2007,NA
"509713",2007,"800546272","PDuns-1","S","Always Small Vendor",NA,1,1,0,1e+05,1e+05,0,124269.914253759,1,2007,2009,3,2007,NA
"519163",2007,"626396352","PDuns-1","S","Always Small Vendor",NA,1,1,0,36780,36780,0,45706.4744625326,1,2007,2008,2,2007,NA
"105131",2007,"018755330","PDuns-1","S","Always Small Vendor",NA,1,1,0,9514,9514,0,11823.0396421026,1,2007,2007,1,2005,NA
"389293",2007,"370254695","PDuns-1","M","Medium Vendor",NA,1,1,1,11518,NA,NA,14313.408723748,1,2007,2009,2,2005,NA
"562432",2007,"804402878","PDuns-1","S","Always Small Vendor",NA,1,1,0,6500,6500,0,8077.54442649435,1,2007,2020,2,2007,NA
"330214",2007,"156857323","PDuns-1","S","Always Small Vendor",NA,1,1,0,75938,75938,0,94368.0874860196,14,2007,2007,1,2006,NA
"458987",2007,"781405501","PDuns-1","S","Always Small Vendor",NA,1,1,0,22947.88,22947.88,0,28517.3107990556,12,2007,2012,6,2006,NA
"44829",2007,"050904093","PDuns-1","M","Medium Vendor",NA,1,1,0,31419.1992,NA,NA,39044.6119050578,1,2007,2007,1,2007,NA
"582343",2007,"797061418","PDuns-1","S","Always Small Vendor",NA,1,1,0,35000,35000,0,43494.4699888157,1,2007,2007,1,2007,NA
"170506",2007,"099175952","PDuns-1","S","Always Small Vendor",NA,1,1,0,17855.2998,17855.2998,0,22188.7657512116,2,2007,2010,3,2007,NA
"641865",2007,"929889038","PDuns-1","S","Always Small Vendor",NA,1,1,0,54600,54600,0,67851.3731825525,4,2007,2017,8,2007,NA
"514210",2007,"791454825","PDuns-1","M","Medium Vendor",NA,1,1,0,20671.5606,NA,NA,25688.5306325339,2,2007,2008,2,2007,NA
"217149",2007,"102927394","PDuns-1","S","Always Small Vendor",NA,1,1,0,70000,70000,0,86988.9399776314,1,2007,2013,3,2007,NA
"153543",2007,"074249272","PDuns-1","S","Always Small Vendor",NA,1,1,0,34237,34237,0,42546.2905430595,3,2007,2011,5,2007,NA
"507930",2007,"701761660","PDuns-1","M","Medium Vendor",NA,1,NA,NA,0,NA,NA,0,0,2007,2007,1,2007,NA
"3135",2007,"023007727","PDuns-1","S","Always Small Vendor",NA,1,1,0,24098.1694,24098.1694,0,29946.7744501056,3,2007,2007,1,2007,NA
"444091",2007,"621057710","PDuns-1","S","Always Small Vendor",NA,1,1,0,12466,12466,0,15491.4875108736,1,2007,2011,3,2007,NA
"617593",2007,"959822024","PDuns-1","S","Always Small Vendor",NA,1,1,0,46829,46829,0,58194.3581458929,1,2007,2007,1,2005,NA
"487224",2007,"603573119","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2017,7,2007,NA
"501313",2007,"800133048","PDuns-1","S","Always Small Vendor",NA,1,1,0,9294,9294,0,11549.6458307444,1,2007,2011,4,2007,NA
"621535",2007,"867652117","PDuns-1","S","Always Small Vendor",NA,1,1,0,39075,39075,0,48558.4689946564,2,2007,2019,10,2007,NA
"332278",2007,"170630524","PDuns-1","S","Always Small Vendor",NA,1,1,0,98863,98863,0,122856.965328694,1,2007,2007,1,2007,NA
"533361",2007,"793223525","PDuns-1","S","Always Small Vendor",NA,1,1,0,19972.8003,19972.8003,0,24820.1818068846,6,2007,2008,2,2007,NA
"577621",2007,"796889827","PDuns-1","S","Always Small Vendor",NA,1,1,0,15000,15000,0,18640.4871380639,1,2007,2008,2,2007,NA
"577970",2007,"805583353","PDuns-2+","M","Medium Vendor",NA,1,1,0,22390,NA,NA,27824.0338014167,1,2007,2010,2,2007,NA
"245782",2007,"121693238","PDuns-1","S","Always Small Vendor",NA,1,1,0,16596,16596,0,20623.8349695539,1,2007,2017,10,2007,NA
"478936",2007,"783196640","PDuns-1","S","Always Small Vendor",NA,1,1,0,504995,504995,0,627556.853485771,2,2007,2008,2,2007,NA
"398045",2007,"315729251","PDuns-1","M","Medium Vendor",NA,1,1,1,80140.3594,NA,NA,99590.3559090344,45,2007,2013,7,2007,NA
"281015",2007,"166328427","PDuns-1","S","Always Small Vendor",NA,1,1,0,16800,16800,0,20877.3455946315,3,2007,2014,7,2007,NA
"538500",2007,"793660312","PDuns-1","S","Always Small Vendor",NA,1,1,0,364919,364919,0,453484.528395675,2,2007,2014,8,2007,NA
"399077",2007,"556171523","PDuns-1","S","Always Small Vendor",NA,1,1,0,108000,108000,0,134211.50739406,2,2007,2007,1,2007,NA
"64222",2007,"011643074","PDuns-1","S","Always Small Vendor",NA,1,1,0,62064.9688,62064.9688,0,77128.0835093824,1,2007,2008,2,2001,NA
"504391",2007,"624881418","PDuns-1","S","Always Small Vendor",NA,1,1,0,41040,41040,0,51000.3728097428,7,2007,2012,6,2006,NA
"331438",2007,"135270473","PDuns-1","S","Always Small Vendor",NA,1,1,0,99946,99946,0,124202.808500062,1,2007,2015,8,2007,NA
"528267",2007,"786098017","PDuns-1","S","Always Small Vendor",NA,1,1,0,1030000,1030000,0,1279980.11681372,3,2007,2020,9,2007,NA
"522575",2007,"614932424","PDuns-1","S","Always Small Vendor",NA,1,1,0,33810.7617,33810.7617,0,42016.6045731328,1,2007,2007,1,2007,NA
"344448",2007,"243139917","PDuns-1","S","Always Small Vendor",NA,1,1,1,120360,120360,0,149571.268795825,2,2007,2007,1,2007,NA
"466172",2007,"788711609","PDuns-1","S","Always Small Vendor",NA,1,1,0,2000,2000,0,2485.39828507518,2,2007,2012,6,2007,NA
"94378",2007,"035743900","PDuns-1","S","Always Small Vendor",NA,1,1,0,17400,17400,0,21622.9650801541,1,2007,2008,2,2006,NA
"661877",2007,"933689317","PDuns-1","S","Always Small Vendor",NA,1,1,0,448290,448290,0,557089.598608177,7,2007,2014,8,2006,NA
"46496",2007,"027339837","PDuns-1","S","Always Small Vendor",NA,1,1,0,13678.72,13678.72,0,16998.5336150118,3,2007,2017,4,2005,NA
"205159",2007,"102240715","PDuns-1","S","Always Small Vendor",NA,1,1,0,64125,64125,0,79688.0825152231,1,2007,2018,7,2007,NA
"468809",2007,"361803732","PDuns-1","S","Always Small Vendor",NA,1,1,0,51000,51000,0,63377.6562694172,3,2007,2018,4,2007,NA
"535904",2007,"793475471","PDuns-1","S","Always Small Vendor",NA,1,1,0,5000,5000,0,6213.49571268796,1,2007,2012,6,2007,NA
"30071",2007,"049644875","PDuns-1","S","Always Small Vendor",NA,1,1,0,24393.25,24393.25,0,30313.4708587051,3,2007,2007,1,2007,NA
"461176",2007,"609851576","PDuns-1","S","Always Small Vendor",NA,1,1,0,14400,14400,0,17894.8676525413,1,2007,2007,1,2007,NA
"576149",2007,"805472136","PDuns-1","S","Always Small Vendor",NA,1,1,0,25000,25000,0,31067.4785634398,1,2007,2007,1,2007,NA
"335882",2007,"135720352","PDuns-1","S","Always Small Vendor",NA,1,1,0,2501,2501,0,3107.99055548652,1,2007,2019,8,2007,NA
"611400",2007,"861017473","PDuns-2+","S","Always Small Vendor",NA,1,1,0,67449.8438,67449.8438,0,83819.8630545545,1,2007,2012,6,2007,2011
"649851",2007,"826461543","PDuns-1","S","Always Small Vendor",NA,1,1,0,14782,14782,0,18369.5787249907,2,2007,2008,2,2007,NA
"212816",2007,"102724465","PDuns-2+","S","Always Small Vendor",NA,1,1,0,16771,16771,0,20841.307319498,2,2007,2014,5,2006,NA
"405109",2007,"177366171","PDuns-1","S","Always Small Vendor",NA,1,1,0,204540,204540,0,254181.682614639,1,2007,2018,9,2007,2010
"393345",2007,"163781664","PDuns-1","S","Always Small Vendor",NA,1,1,0,22009,22009,0,27350.5654281099,2,2007,2012,4,2007,NA
"150295",2007,"066745030","PDuns-1","S","Always Small Vendor",NA,1,1,0,1e+05,1e+05,0,124269.914253759,1,2007,2007,1,2007,NA
"456009",2007,"781101139","PDuns-1","S","Always Small Vendor",NA,1,1,0,4415,4415,0,5486.51671430347,33,2007,2008,2,2007,NA
"243340",2007,"121530013","PDuns-1","S","Always Small Vendor",NA,1,1,0,136329.1699,136329.1699,0,169416.142537592,6,2007,2017,2,2007,NA
"602574",2007,"825072317","PDuns-2+","S","Always Small Vendor",NA,1,1,0,28000,28000,0,34795.5759910526,1,2007,2012,5,2007,NA
"321703",2007,"141939012","PDuns-1","S","Always Small Vendor",NA,1,1,0,2501,2501,0,3107.99055548652,1,2007,2014,3,2007,NA
"553628",2007,"787828750","PDuns-1","S","Always Small Vendor",NA,1,1,0,43031,43031,0,53474.5868025351,1,2007,2020,10,2007,2019
"583067",2007,"805716946","PDuns-1","S","Always Small Vendor",NA,1,1,0,5050.2002,5050.2002,0,6275.87945818317,3,2007,2009,3,2007,NA
"312490",2007,"190979823","PDuns-1","S","Always Small Vendor",NA,1,1,0,29000,29000,0,36038.2751335902,2,2007,2017,9,2001,NA
"399081",2007,"165071007","PDuns-1","S","Always Small Vendor",NA,1,1,0,105011,105011,0,130497.079657015,3,2007,2020,10,2007,NA
"378220",2007,"364890165","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2007,1,2007,NA
"288311",2007,"145667205","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,15000,9000,0,18640.4871380639,2,2007,2007,1,2006,NA
"564933",2007,"809384373","PDuns-1","S","Always Small Vendor",NA,1,1,0,23848,23848,0,29635.8891512365,2,2007,2008,2,2007,NA
"605004",2007,"798816182","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2007,1,2007,NA
"132351",2007,"004524570","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2017,2,2007,NA
"361981",2007,"174198549","PDuns-2+","S","Always Small Vendor",NA,1,1,0,4285,4285,0,5324.96582577358,1,2007,2010,4,2006,NA
"536913",2007,"793507075","PDuns-1","S","Always Small Vendor",NA,1,1,0,12625.4995,12625.4995,0,15689.6974027588,3,2007,2008,2,2007,NA
"580216",2007,"797024486","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2007,1,2007,NA
"528696",2007,"627235575","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2019,10,2007,NA
"427124",2007,"332051049","PDuns-1","M","Medium Vendor",NA,1,1,1,59800.7308,NA,NA,74314.3168882813,68,2007,2008,2,2006,NA
"66702",2007,"006118145","PDuns-1","M","Medium Vendor",NA,1,1,0,8700,NA,NA,10811.482540077,1,2007,2007,1,2007,NA
"398590",2007,"199361338","PDuns-1","S","Always Small Vendor",NA,1,1,0,29218.6499,29218.6499,0,36309.9911768361,4,2007,2017,2,2006,NA
"51979",2007,"002195258","PDuns-1","S","Always Small Vendor",NA,1,1,0,0,0,0,0,1,2007,2012,5,2007,NA
"260377",2007,"097327100","PDuns-1","S","Always Small Vendor",NA,1,1,0,22485,22485,0,27942.0902199578,1,2007,2012,4,2005,NA
"371812",2007,"144406126","PDuns-1","S","Always Small Vendor",NA,1,1,0,10200,10200,0,12675.5312538834,1,2007,2019,7,2004,NA
"465516",2007,"610247871","PDuns-2+","S","Always Small Vendor",NA,1,1,0,1472929,1472929,0,1830407.60531875,3,2007,2017,1,2007,NA
"635712",2007,"838384139","PDuns-1","S","Always Small Vendor",NA,1,1,0,9140,9140,0,11358.2701627936,1,2007,2010,2,2007,NA
"484064",2007,"623594038","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,99990,99990,0,124257.487262334,0,2007,2016,9,2007,NA
"150219",2007,"020988098","PDuns-1","S","Always Small Vendor",NA,1,1,0,57875,57875,0,71921.2128743631,1,2007,2020,3,2007,NA
"498172",2007,"784273372","PDuns-1","M","Medium Vendor",NA,1,1,0,29997,NA,NA,37277.2461787001,1,2007,2008,2,2007,NA
"527262",2007,"827114823","PDuns-1","M","Medium Vendor",NA,1,1,0,23700,NA,NA,29451.9696781409,1,2007,2012,5,2007,NA
"605276",2007,"944940709","PDuns-1","S","Always Small Vendor",NA,1,1,0,16000,16000,0,19883.1862806015,1,2007,2012,6,2007,NA
"26390",2007,"032732567","PDuns-1","S","Always Small Vendor",NA,1,1,0,28971.8301,28971.8301,0,36003.2684230148,1,2007,2020,5,2007,NA
"326724",2007,"170053404","PDuns-1","S","Always Small Vendor",NA,1,1,0,8510,8510,0,10575.3697029949,1,2007,2007,1,2005,NA
"197701",2007,"110782047","PDuns-1","S","Always Small Vendor",NA,1,1,0,68800,68800,0,85497.7010065863,1,2007,2020,8,2007,2017
"484026",2007,"799130468","PDuns-1","S","Always Small Vendor",NA,1,1,0,3e+06,3e+06,0,3728097.42761278,1,2007,2020,8,2007,NA
"317363",2007,"178632253","PDuns-2+","S","Always Small Vendor",NA,1,1,0,32695,32695,0,40630.0484652666,4,2007,2008,2,2004,NA
"361632",2007,"160225397","PDuns-1","S","Always Small Vendor",NA,1,1,0,134923.9316,134923.9316,0,167669.854107121,12,2007,2011,5,2007,NA
"423956",2007,"636714107","PDuns-1","M","Medium Vendor",NA,1,1,1,2e+05,NA,NA,248539.828507518,2,2007,2020,10,2007,NA
"446902",2007,"189050292","PDuns-1","M","Medium Vendor",NA,1,1,0,5268943,NA,NA,6547710.94817945,2,2007,2011,5,2007,NA
"426595",2007,"187603852","PDuns-1","S","Always Small Vendor",NA,1,1,0,2501,2501,0,3107.99055548652,1,2007,2020,8,2007,NA
"394326",2007,"198877474","PDuns-1","S","Always Small Vendor",NA,1,1,0,41760,41760,0,51895.1161923698,1,2007,2007,1,2007,NA
"289358",2007,"140033601","PDuns-1","S","Always Small Vendor",NA,1,1,0,24879,24879,0,30917.1119671927,1,2007,2012,5,2007,NA
"605315",2007,"798827247","PDuns-1","S","Always Small Vendor",NA,1,1,0,10500,10500,0,13048.3409966447,1,2007,2007,1,2007,NA
"609966",2007,"807030114","PDuns-1","S","Always Small Vendor",NA,1,1,0,11112,11112,0,13808.8728718777,1,2007,2010,2,2007,NA
"268711",2007,"107818353","PDuns-1","M","Medium Vendor",NA,1,NA,NA,1322491.459,NA,NA,1643459.00211259,0,2007,2015,6,2007,NA
"9462",2007,"031137466","PDuns-1","S","Always Small Vendor",NA,1,1,0,33599,33599,0,41753.4484901205,2,2007,2019,1,2004,2017
"504955",2007,"807690461","PDuns-1","S","Always Small Vendor",NA,1,1,0,21000,21000,0,26096.6819932894,1,2007,2009,3,2007,NA
"464488",2007,"610110228","PDuns-1","S","Always Small Vendor",NA,1,1,0,16115,16115,0,20026.0966819933,1,2007,2009,2,2007,NA
"436815",2007,"607777182","PDuns-1","S","Always Small Vendor",NA,1,1,0,317290,317290,0,394296.010935752,2,2007,2020,5,2007,NA
"332580",2007,"147812395","PDuns-1","S","Always Small Vendor",NA,1,1,0,18046,18046,0,22425.7487262334,1,2007,2015,2,2007,NA
"433247",2007,"188285279","PDuns-1","M","Medium Vendor",NA,1,1,0,85000,NA,NA,105629.427115695,3,2007,2011,3,2006,NA
"127087",2007,"007999733","PDuns-1","M","Medium Vendor",NA,1,1,0,44854.2587,NA,NA,55740.3488256493,8,2007,2011,5,2004,NA
"616034",2007,"946848983","PDuns-1","S","Always Small Vendor",NA,1,1,0,51481,51481,0,63975.3945569778,1,2007,2009,2,2007,NA
"275475",2007,"139131622","PDuns-1","S","Always Small Vendor",NA,1,1,0,80950.2617,80950.2617,0,100596.820802784,5,2007,2020,9,2004,NA
"323120",2007,"128386344","PDuns-1","S","Always Small Vendor",NA,1,1,0,16000,16000,0,19883.1862806015,1,2007,2007,1,2007,NA
"288254",2007,"153488031","PDuns-1","S","Always Small Vendor",NA,1,1,0,46005,46005,0,57170.3740524419,2,2007,2019,10,2007,NA
"56388",2007,"042942263","PDuns-1","M","Medium Vendor",NA,1,1,0,25000,NA,NA,31067.4785634398,1,2007,2007,1,2007,NA
"338655",2007,"181000944","PDuns-1","S","Always Small Vendor",NA,1,1,0,578,578,0,718.280104386728,1,2007,2015,6,2007,NA
"503597",2007,"790965417","PDuns-1","M","Medium Vendor",NA,1,1,0,3550,NA,NA,4411.58195600845,2,2007,2009,3,2007,NA
"684385",2007,"965241664","PDuns-1","S","Always Small Vendor",NA,1,1,0,64380,64380,0,80004.9707965702,1,2007,2012,5,2007,NA
"418977",2007,"606397193","PDuns-1","S","Always Small Vendor",NA,1,1,0,14890,14890,0,18503.7902323847,1,2007,2018,3,2007,NA
"300876",2007,"167664759","PDuns-1","M","Medium Vendor",NA,1,1,0,1985408.1873,NA,NA,2467265.05194482,7,2007,2020,7,2007,2016
"357920",2007,"137145038","PDuns-1","M","Medium Vendor",NA,1,1,0,35625000,NA,NA,44271156.9529017,4,2007,2020,10,2007,NA
"190988",2007,"061711651","PDuns-1","S","Always Small Vendor",NA,1,1,0,21907,21907,0,27223.810115571,8,2007,2019,3,2007,2015
"509967",2007,"807807461","PDuns-1","S","Always Small Vendor",NA,1,1,0,33000,33000,0,41009.0717037405,1,2007,2013,7,2007,NA
"536583",2007,"801999983","PDuns-1","S","Always Small Vendor",NA,1,1,0,33760,33760,0,41953.5230520691,1,2007,2011,5,2007,NA
"486108",2007,"611924445","PDuns-1","S","Always Small Vendor",NA,1,1,0,10750,10750,0,13359.0157822791,1,2007,2010,4,2007,NA
"155269",2007,"087700027","PDuns-1","M","Medium Vendor",NA,1,1,0,99900,NA,NA,124145.644339505,2,2007,2014,8,2005,NA
"465918",2007,"788692072","PDuns-1","M","Medium Vendor",NA,1,1,0,5844490,NA,NA,7262942.71156953,1,2007,2011,4,2007,NA
"561018",2007,"847939360","PDuns-1","S","Always Small Vendor",NA,1,1,0,182760,182760,0,227115.69529017,1,2007,2007,1,2007,NA
"431308",2007,"565612624","PDuns-2+","S","Always Small Vendor",NA,1,1,1,11400,11400,0,14166.7702249285,1,2007,2011,4,2007,NA
"42873",2007,"050756030","PDuns-1","S","Always Small Vendor",NA,1,1,0,14721,14721,0,18293.7740772959,1,2007,2007,1,2007,NA
"410350",2007,"617548078","PDuns-1","S","Always Small Vendor",NA,1,1,0,64350,64350,0,79967.689822294,1,2007,2007,1,2007,NA
"322325",2007,"169669079","PDuns-1","S","Always Small Vendor",NA,1,1,0,82062,82062,0,101978.37703492,1,2007,2007,1,2007,NA
"556741",2007,"795428544","PDuns-1","S","Always Small Vendor",NA,1,1,0,60835,60835,0,75599.6023362744,2,2007,2019,2,2007,NA
"92552",2007,"054019765","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2012,5,2006,NA
"71840",2007,"006253751","PDuns-1","S","Always Small Vendor",NA,1,1,0,9999,9999,0,12425.7487262334,1,2007,2007,1,2007,NA
"420060",2007,"187061143","PDuns-1","S","Always Small Vendor",NA,1,1,0,197797,197797,0,245802.162296508,1,2007,2007,1,2007,NA
"344639",2007,"243219057","PDuns-1","S","Always Small Vendor",NA,1,1,1,25000,25000,0,31067.4785634398,2,2007,2007,1,2007,NA
"578433",2007,"796920911","PDuns-1","M","Medium Vendor",NA,1,1,0,15536,NA,NA,19306.573878464,1,2007,2008,2,2007,NA
"226878",2007,"071845317","PDuns-1","M","Medium Vendor",NA,1,1,0,24684.9296,NA,NA,30675.9408475208,2,2007,2007,1,2007,NA
"145200",2007,"020735221","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,11815,11815,0,14682.4903690816,0,2007,2007,1,2007,NA
"230755",2007,"072107220","PDuns-1","S","Always Small Vendor",NA,1,1,0,3799,3799,0,4721.01404250031,1,2007,2020,4,2005,2017
"307198",2007,"133312376","PDuns-1","S","Always Small Vendor",NA,1,1,0,9478.9404,9478.9404,0,11779.4711072449,1,2007,2017,4,2006,NA
"167524",2007,"098865348","PDuns-1","S","Always Small Vendor",NA,1,1,0,24341,24341,0,30248.5398285075,1,2007,2011,3,2007,NA
"483477",2007,"799108944","PDuns-1","S","Always Small Vendor",NA,1,1,0,22125,22125,0,27494.7185286442,3,2007,2009,2,2007,NA
"327384",2007,"142331060","PDuns-1","S","Always Small Vendor",NA,1,1,0,86150,86150,0,107058.531129614,2,2007,2014,4,2007,2008
"557473",2007,"831595384","PDuns-1","S","Always Small Vendor",NA,1,1,0,10156.44,10156.44,0,12621.3992792345,2,2007,2014,8,2007,NA
"327995",2007,"142361729","PDuns-1","S","Always Small Vendor",NA,1,1,0,14022,14022,0,17425.1273766621,1,2007,2020,10,2007,NA
"90909",2007,"013514877","PDuns-1","M","Medium Vendor",NA,1,1,0,15000,NA,NA,18640.4871380639,1,2007,2007,1,2007,NA
"204901",2007,"077714368","PDuns-1","M","Medium Vendor",NA,1,1,0,5e+06,NA,NA,6213495.71268796,2,2007,2014,6,2007,NA
"406175",2007,"177523560","PDuns-1","S","Always Small Vendor",NA,1,1,0,29369.21,29369.21,0,36497.0920840065,3,2007,2009,3,2007,NA
"311849",2007,"190894845","PDuns-1","S","Always Small Vendor",NA,1,1,0,151568.5156,151568.5156,0,188354.064371816,1,2007,2020,10,2007,NA
"514809",2007,"791468973","PDuns-1","S","Always Small Vendor",NA,1,1,0,94468,94468,0,117395.302597241,7,2007,2009,3,2007,NA
"57009",2007,"027915631","PDuns-1","M","Medium Vendor",NA,1,1,0,37166,NA,NA,46186.1563315521,1,2007,2010,2,2007,NA
"508724",2007,"613649701","PDuns-1","S","Always Small Vendor",NA,1,1,0,29650,29650,0,36846.0295762396,6,2007,2009,2,2007,NA
"327346",2007,"135028798","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,9562,9562,0,11882.6892009445,2,2007,2020,8,2007,NA
"673939",2007,"969860170","PDuns-1","S","Always Small Vendor",NA,1,1,0,113444,113444,0,140976.761526035,7,2007,2018,6,2007,NA
"481436",2007,"799011643","PDuns-1","S","Always Small Vendor",NA,1,1,0,37150,37150,0,46166.2731452715,1,2007,2008,2,2007,NA
"645974",2007,"968219691","PDuns-1","S","Always Small Vendor",NA,1,1,0,29800,29800,0,37032.4344476202,1,2007,2007,1,2007,NA
"284402",2007,"124696787","PDuns-2+","S","Always Small Vendor",NA,1,1,0,18863,18863,0,23441.0339256866,2,2007,2019,2,2006,2012
"512897",2007,"800748845","PDuns-1","S","Always Small Vendor",NA,1,1,0,10400,10400,0,12924.071082391,1,2007,2007,1,2007,NA
"554457",2007,"787860972","PDuns-1","S","Always Small Vendor",NA,1,1,0,19608,19608,0,24366.8447868771,4,2007,2016,4,2007,NA
"553590",2007,"803417260","PDuns-1","S","Always Small Vendor",NA,1,1,0,903464,903464,0,1122733.93811358,3,2007,2020,10,2007,NA
"559994",2007,"788169345","PDuns-1","S","Always Small Vendor",NA,1,1,0,29980,29980,0,37256.120293277,2,2007,2008,2,2007,NA
"386397",2007,"369819318","PDuns-1","S","Always Small Vendor",NA,1,1,0,9360,9360,0,11631.6639741519,1,2007,2008,2,2005,NA
"113572",2007,"055993901","PDuns-1","M","Medium Vendor",NA,1,1,0,15000,NA,NA,18640.4871380639,1,2007,2007,1,2007,NA
"627980",2007,"948766894","PDuns-1","S","Always Small Vendor",NA,1,1,0,8696,8696,0,10806.5117435069,1,2007,2007,1,2007,NA
"509422",2007,"800534849","PDuns-1","S","Always Small Vendor",NA,1,1,0,10000,10000,0,12426.9914253759,1,2007,2008,2,2007,NA
"304770",2007,"133187679","PDuns-1","S","Always Small Vendor",NA,1,1,0,10100,10100,0,12551.2613396297,3,2007,2009,3,2004,NA
"605295",2007,"806843863","PDuns-1","S","Always Small Vendor",NA,1,1,0,9935.0996,9935.0996,0,12346.3397539456,1,2007,2008,2,2007,NA
