Year,Global Vendor Name,Number of Actions,Dollars Obligated,%Total Actions,%Total Dollars
2008,CERBERUS CAPITAL MANAGEMENT II  L.P,1528,727492658.92,4.417415719292889e-4,0.0018964773798225273
2008,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,12,724853532.89,3.4691746486593373e-6,0.0018895975264562733
2008,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,161,689532197.38,4.654475986951278e-5,0.0017975194649136573
2008,FLUOR CORPORATION,591,672082319.78,1.7085685144647237e-4,0.0017520299362657659
2008,MANTECH INTERNATIONAL CORPORATION,983,656970368.3,2.841832233026774e-4,0.0017126350725576675
2008,SUPREME FOODSERVICE AG,4453,647150277.81,0.0012873528925400025,0.0016870353922670885
2008,AFOGNAK NATIVE CORPORATION,3544,616822539.48,0.0010245629129040576,0.0016079749797408551
2008,ROLLS-ROYCE GROUP PLC,1189,582706133.02,3.437373881046627e-4,0.0015190380092588807
2008,RO DEFENCE PROJECTS LTD,47,579754142.06,1.3587600707249072e-5,0.0015113425582980536
2008,THE INTERPUBLIC GROUP OF COMPANIES INC,566,537209809.79,1.636294042617654e-4,0.0014004350971705576
2008,JOHNS HOPKINS UNIVERSITY,1078,527344686.67,3.116475226045638e-4,0.0013747180227549633
2008,CHUGACH ALASKA CORPORATION,3220,520551334.46,9.308951973902556e-4,0.001357008649826639
2008,QINETIQ GROUP PLC,1312,508612855.99,3.7929642825342095e-4,0.001325886611562411
2008,BATTELLE MEMORIAL INSTITUTE INC,2324,507084450.1,6.718634902903583e-4,0.001321902259057912
2008,KONGSBERG GRUPPEN ASA,204,502014338.58,5.897596902720873e-5,0.0013086851472520937
2008,TETRA TECH  INC.,1692,496234264.76,4.891536254609665e-4,0.0012936172573992837
2008,FLIR SYSTEMS  INC.,345,493169034.59,9.973877114895596e-5,0.001285626606758239
2008,COMBAT SUPPORT ASSOCIATES,44,486591548,1.2720307045084238e-5,0.0012684799670209536
2008,GOODRICH CORPORATION,2022,476828255.4,5.845559282990983e-4,0.0012430283513359564
2008,CH2M HILL COMPANIES  LTD,1394,474524561.92,4.030024550192597e-4,0.001237022926372149
2008,AECOM TECHNOLOGY CORPORATION,1105,466802724.14,3.194531655640473e-4,0.0012168931140628825
2008,INTERNATIONAL OIL TRADING COMPANY  LLC,1,456802652.89,2.8909788738827813e-7,0.0011908242476768038
2008,SIERRA NEVADA CORPORATION,528,456168886.24,1.5264368454101084e-4,0.001189172101636464
2008,THE WALSH GROUP LTD,89,448883169.85,2.5729711977556756e-5,0.001170179200251109
2008,INTERNATIONAL BUSINESS MACHINES CORPORATION,1745,448232135.91,5.044758134925454e-4,0.001168482040663905
2008,CLARK ENTERPRISES  INC.,95,443820559.44,2.7464299301886423e-5,0.0011569816428493994
2008,PERINI CORPORATION,42,436155211.76,1.214211127030768e-5,0.001136999092777793
2008,ARCTIC SLOPE REGIONAL CORPORATION,644,435084354.1,1.861790394780511e-4,0.0011342075081421286
2008,CERADYNE  INC.,82,417761223.66,2.370602676583881e-5,0.0010890483926179293
2008,HELLFIRE SYSTEMS  LLC,114,413398260.73,3.295715916226371e-5,0.0010776747238883605
2008,SRC  INC.,262,403733239.21,7.574364649572887e-5,0.0010524792879434963
2008,NANA REGIONAL CORPORATION  INC.,1743,402818424.02,5.038976177177688e-4,0.0010500944854396075
2008,M. A. MORTENSON COMPANIES  INC.,193,379304691.3,5.579589226593767e-5,9.887972865305853e-4
2008,KRAFT FOODS INC.,39825,370697142.59,0.011513323365238177,9.663585426833697e-4
2008,COBHAM PLC,1552,368239839.31,4.4867992122660764e-4,9.599526772375217e-4
2008,AT&T INC.,10693,366906532.85,0.003091323709842858,9.564769232065257e-4
2008,OWENS & MINOR  INC.,16662,365861498,0.00481694899966349,9.537526552295904e-4
2008,DAIMLER AG,293,360066667.3,8.470568100476549e-5,9.386462961375742e-4
2008,CLARK  BALFOUR  BEATTY  A JOINT VENTURE,7,358475382,2.023685211717947e-6,9.344980253072209e-4
2008,WALTON CONSTRUCTION COMPANY  LLC,89,358082427.88,2.5729711977556756e-5,9.334736457609112e-4
2008,CUBIC CORPORATION,788,354713165.97,2.2780913526196316e-4,9.246904244862134e-4
2008,TOMPKINS TURNER GRUNLEY KINSLEY A JOINT VENTURE,19,346376818,5.492859860377284e-6,9.029586651872196e-4
2007,LOCKHEED MARTIN CORPORATION,15870,28544756639.58,0.004740183012283256,0.08922161276792767
2007,THE BOEING COMPANY,11909,22995150080.09,0.0035570787330359995,0.07187535006486427
2007,NORTHROP GRUMMAN CORPORATION,15057,15349895945.82,0.004497349440198425,0.04797877555582082
2007,GENERAL DYNAMICS CORPORATION,13919,13657725914.336,0.004157442176935769,0.04268960314517879
2007,RAYTHEON COMPANY,7252,11067001370.07,0.0021660874105279256,0.03459184196979159
2007,BAE SYSTEMS PLC,10106,9735891823.05,0.003018543763209489,0.03043122704301261
2007,L-3 COMMUNICATIONS HOLDINGS  INC.,12840,6029594189.24,0.003835157522225395,0.01884654771076842
2007,UNITED TECHNOLOGIES CORPORATION,12985,5321219670.93,0.0038784673229047316,0.016632399670715205
2007,KBR  INC.,750,4825829495.65,2.2401621041036185e-4,0.0150839713220012
2007,SAIC  INC,18144,3600291895.73,0.005419400162247474,0.01125333991907022
2007,HUMANA INC.,480,3403619619.63,1.433703746626316e-4,0.010638606436422482
2007,MACANDREWS & FORBES HOLDINGS INC.,3144,3360972194.48,9.390759540402368e-4,0.010505304474863406
2007,GENERAL ELECTRIC COMPANY,6577,2480293969.34,0.0019644728211586,0.007752591163318318
2007,OSHKOSH TRUCK CORPORATION,2565,2343938263.7,7.661354396034376e-4,0.0073263876359622475
2007,COMPUTER SCIENCES CORPORATION,4106,2290958632.43,0.0012264140799265943,0.007160790563076181
2007,HEALTH NET  INC.,232,2224967117.38,6.92956810869386e-5,0.006954522579218302
2007,ITT CORPORATION,2168,2204059767.94,6.475561922262194e-4,0.006889173013997175
2007,ROYAL DUTCH SHELL PLC,129,2118387544.76,3.853078819058224e-5,0.006621389546159353
2007,TRIWEST HEALTHCARE ALLIANCE CORP.,225,2110825320.26,6.720486312310855e-5,0.006597752495245856
2007,TEXTRON INC.,6645,2059843214.42,0.0019847836242358062,0.006438399036297715
2007,ELECTRONIC DATA SYSTEMS CORPORATION,22706,1935642659.65,0.006782016098103568,0.006050188551858504
2007,BELL BOEING JOINT PROJECT OFFICE,317,1901454598,9.468418493344629e-5,0.0059433278055457195
2007,AGILITY,4225,1805282231.48,0.0012619579853117052,0.005642724309325164
2007,DRS TECHNOLOGIES  INC.,3536,1772582603.85,0.0010561617600147195,0.005540515923004088
2007,URS CORPORATION,4146,1579786638.01,0.0012383616111484802,0.004937898523788167
2007,BOOZ ALLEN HAMILTON INC.,3866,1566129262.59,0.0011547288925952786,0.004895210016174133
2007,HONEYWELL INTERNATIONAL INC,8214,1514040514.55,0.0024534255364142827,0.004732397554121228
2007,HARRIS CORPORATION,2172,1508788142.79,6.487509453484079e-4,0.004715980350597618
2007,AMERISOURCEBERGEN CORPORATION,63892,1455008752,0.01908379162071845,0.004547883489918583
2007,FEDERAL EXPRESS CHARTER PROGRAM TEAM ARRANGEMENT,1280,1345887845.01,3.8232099910035086e-4,0.004206807073283555
2007,BECHTEL GROUP  INC,214,1341254838.31,6.391929203708991e-5,0.004192325803222019
2007,CERBERUS CAPITAL MANAGEMENT II  L.P.,1413,1284713542.87,4.2204654041312173e-4,0.004015596128107195
2007,INTERNATIONAL MILITARY AND GOVERMENT LLC,85,1166805360.52,2.538850384650768e-5,0.0036470535505462084
2007,ROCKWELL COLLINS  INC.,1480,1149150762.68,4.420586552097807e-4,0.0035918710274670013
2007,FORCE PROTECTION  INC,192,1139559711.16,5.734814986505263e-5,0.0035618925240395753
2007,CACI INTERNATIONAL INC,2647,1131446218.9,7.906278786083038e-4,0.0035365323896458024
2007,EVERGREEN INTERNATIONAL AIRLINES  INC.,834,1105610722.97,2.491060259763224e-4,0.003455779043501046
2007,EDO CORPORATION,1348,1089774596.23,4.0263180217755705e-4,0.0034062804688387927
2007,VALERO ENERGY CORPORATION,13,1027333705.97,3.8829476471129386e-6,0.003211110581703109
2007,ALLIANT TECHSYSTEMS INC,803,992969478.04,2.3984668927936077e-4,0.00310369919697307
2007,BP P.L.C.,75,959186512.93,2.2401621041036185e-5,0.002998104650512043
2007,GENERAL ATOMIC TECHNOLOGIES CORPORATION,390,931295602.18,1.1648842941338818e-4,0.002910926747049702
2007,EXXON MOBIL CORPORATION,8,927196354.68,2.389506244377193e-6,0.0028981138344120875
2007,CARDINAL HEALTH  INC.,39689,888474096.32,0.011854639166635803,0.0027770806658859604
2007,THE MITRE CORPORATION,146,714639927.11,4.360848895988378e-5,0.0022337316674368624
2007,DELL INC,10508,689639059.48,0.003138616451989443,0.0021555870975352534
2007,MCKESSON CORPORATION,8151,676069537,0.0024346081747398125,0.0021131731895996184
2007,VSE CORPORATION,677,667906864.96,2.0221196593041998e-4,0.0020876593352304896
2007,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,201,643693881.19,6.003634438997698e-5,0.0020119774336763677
2007,GOVERNMENT OF CANADA,1542,642682024.36,4.6057732860370397e-4,0.002008814698768421
2007,THE CHARLES STARK DRAPER LABORATORY INC,129,631219347.4,3.853078819058224e-5,0.001972986103768565
2007,SK HOLDINGS CO.  LTD.,6,623282322.97,1.7921296832828948e-6,0.0019481775503391368
2007,HENSEL PHELPS CONSTRUCTION CO,161,617931240,4.808881316809101e-5,0.0019314518077214403
2007,THE AEROSPACE CORPORATION,13,612025222.2,3.8829476471129386e-6,0.0019129915195569436
2007,INSTITUTE FOR DEFENSE ANALYSES INC,27,603492323,8.064583574773027e-6,0.001886320455661639
2007,INTERNATIONAL OIL TRADING CO LIMITED,4,601287567.13,1.1947531221885965e-6,0.0018794291068593093
2007,ROLLS-ROYCE GROUP PLC,995,601126440.64,2.971948391444134e-4,0.0018789254779274201
2007,UNITED INDUSTRIAL CORPORATION,368,562431551.75,1.0991728724135087e-4,0.001757977857450794
2007,JACOBS ENGINEERING GROUP INC.,1743,561045116.01,5.206136729936809e-4,0.0017536443108634545
2007,CH2M HILL COMPANIES  LTD,1465,535805215.05,4.375783310015735e-4,0.0016747526006209005
2007,AFOGNAK NATIVE CORPORATION,2686,523613141.32,8.022767215496426e-4,0.0016366441488687578
2007,BATTELLE MEMORIAL INSTITUTE,2338,517221761.75,6.983331999192347e-4,0.0016166667778843903
2007,TETRA TECH  INC.,1526,508126108.68,4.557983161149496e-4,0.001588236728669758
2007,A.P. MOLLER - MARSK A/S,231,503627621.42,6.899699280639145e-5,0.0015741759225672233
2007,HOPKINS JOHNS UNIVERSITY,870,502190491.74,2.5985880407601976e-4,0.001569683923233501
2007,SUPREME FOODSERVICE AG,2080,499785554.87,6.212716235380702e-4,0.0015621668738203375
2007,ARINC MANAGEMENT CORPORATION,1382,493417617.03,4.127872037161601e-4,0.0015422627740494215
2007,INTERPUBLIC GROUP OF COMPANIES  INC.,494,476999179.83,1.4755201059029168e-4,0.0014909440865367124
2007,COMBAT SUPPORT ASSOCIATES,18,476472396.43,5.376389049848684e-6,0.0014892975331917033
2007,CERADYNE INC,56,463641965,1.6726543710640352e-5,0.001449193783170391
2007,ENVIRONMENTAL CHEMICAL CORPORATION,363,456643427.22,1.0842384583861513e-4,0.0014273186333615098
2007,CHUGACH ALASKA CORP,2933,456604290.68,8.760527268447885e-4,0.0014271963052835007
2007,ATLANTIC DIVING SUPPLY  INC,4630,446503559.07,0.0013829267389333004,0.0013956247078879011
2007,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,10,431442559.61,2.986882805471491e-6,0.001348548928658632
2007,GE ROLLS-ROYCE FIGHTER ENGINE TEAM  LLC,8,431018947.6,2.389506244377193e-6,0.001347224855477792
2007,VERITAS CAPITAL MANAGEMENT II LLC,300,428379990.93,8.960648416414474e-5,0.0013389763363856515
2007,INTERNATIONAL BUSINESS MACHINES CORPORATION,1401,412527788.95,4.1846228104655596e-4,0.0012894275157585597
2007,QINETIQ NORTH AMERICA OPERATIONS LLC,969,410417619.2,2.894289438501875e-4,0.00128283181236244
2007,BELL HELICOPTER TEXTRON INC,49,407383504.83,1.463572574681031e-5,0.001273348158995489
2007,SYRACUSE RESEARCH CORP,268,390224902.98,8.004845918663597e-5,0.0012197159578445083
2007,AECOM TECHNOLOGY CORPORATION,462,384891344.15,1.379939856127829e-4,0.001203044989981171
2007,AT&T INC,8046,373554705.67,0.002403245905282362,0.0011676103502214457
2007,GS HOLDINGS CORP.,5,372207971.83,1.4934414027357455e-6,0.001163400898843348
2007,MINA CORP LTD,4,364420792,1.1947531221885965e-6,0.0011390607108319674
2007,REFINERY ASSOCIATES OF TEXAS  INC,8,361264523.94,2.389506244377193e-6,0.0011291952448132232
2007,THE BAHRAIN PETROLEUM COMPANY B.S.C. (CLOSED),26,360314783.87,7.765895294225877e-6,0.0011262266666667827
2007,FLUOR CORPORATION,454,357168042.92,1.356044793684057e-4,0.0011163909792910988
2007,CUBIC CORPORATION,732,356455142.49,2.1863982136051318e-4,0.0011141626847251066
2007,DYNCORP TECHNICAL SERVICES INC,918,350962917.27,2.741958415422829e-4,0.001096995777401272
2007,GOODRICH CORPORATION,1869,350313517.51,5.582483963426217e-4,0.0010949659652487323
2007,OWENS & MINOR  INC.,15304,348953929,0.0045711254454935705,0.0010907163343587373
2007,KRAFT FOODS INC,39213,348708450.28,0.011712463545095359,0.001089949047827794
2007,MANTECH INTERNATIONAL CORPORATION,1235,327634538.37,3.688800264757292e-4,0.0010240788625716936
2007,JVYS,255,324060956.53,7.616551153952303e-5,0.0010129090095878752
2007,BUNDESAMT FUER BAUWESEN UND RAUMORDNUNG,432,322835190.03,1.2903333719636843e-4,0.0010090776627178428
2007,THE PROCTER & GAMBLE COMPANY,8917,312342856.73,0.0026634033976389287,9.762820459765676e-4
2007,HAWKER BEECHCRAFT  INC.,142,311381580.99,4.2413735837695174e-5,9.732774110826565e-4
2007,M A MORTENSON COMPANIES  INC,158,310959742,4.7192748326449565e-5,9.719588797848977e-4
2007,KONGSBERG GRUPPEN ASA,85,306938201.42,2.538850384650768e-5,9.593888536715292e-4
2007,HELLFIRE SYSTEMS  LLC,163,299692235.55,4.868618972918531e-5,9.367403242359575e-4
2006,LOCKHEED MARTIN CORPORATION,10355,27089418407.59,0.0028887043986417647,0.09652568911863345
2006,THE BOEING COMPANY,10318,19685209761.04,0.0028783826156625527,0.07014282879904322
2006,NORTHROP GRUMMAN CORPORATION,12126,16052078854.67,0.0033715964618043818,0.0564413092924441
2006,GENERAL DYNAMICS CORPORATION,12010,11568473145.02,0.003350394961630864,0.041221071105040495
2006,RAYTHEON COMPANY,5793,9422453632.9,0.0015680741115176593,0.03285536843269922
2006,KBR  INC.,634,5980228469,1.768651461843437e-4,0.021308898750493684
2006,BAE SYSTEMS PLC,8586,5925627191.070001,0.0023952115853923895,0.021114342119574116
2006,L-3 COMMUNICATIONS HOLDINGS  INC.,8633,4820846860.58,0.002408323039447065,0.01717776138089793
2006,UNITED TECHNOLOGIES CORPORATION,12488,4543177266.62,0.0034837412390379876,0.016188362180774442
2006,SAIC  INC,12137,3116435222.17,0.003385823784289242,0.011104559458879233
2006,HUMANA INC.,193,2645110495.41,5.3840651756432704e-5,0.009425123475254952
2006,GENERAL ELECTRIC COMPANY,6226,2409626230.02,0.0017368492115831607,0.008586040086628334
2006,ITT CORPORATION,1476,2306480820.48,4.117554507383143e-4,0.008218509799138567
2006,MACANDREWS & FORBES HOLDINGS INC.,1535,2137695311.18,4.2821451008354507e-4,0.007617089076357111
2006,HEALTH NET  INC.,94,2119299090.37,2.622290810935064e-5,0.007551539205032954
2006,TRIWEST HEALTHCARE ALLIANCE CORP.,127,2021460650,3.5428822658378e-5,0.007202918842022113
2006,ELECTRONIC DATA SYSTEMS CORPORATION,15058,1977712607.54,0.0042006867054319354,0.007047034729542992
2006,COMPUTER SCIENCES CORPORATION,2912,1900982784.47,8.123522171747774e-4,0.006773629116460231
2006,HONEYWELL INTERNATIONAL INC,7877,1452348447.44,0.0021974239061420746,0.005175044093609805
2006,HARRIS CORPORATION,1431,1411116392.5,3.992019308987316e-4,0.005028125010409934
2006,URS CORPORATION,3495,1385388616.67,9.749900408742607e-4,0.004936451159974493
2006,ROCKWELL COLLINS  INC.,1182,1353619801.3,3.2973912111970705e-4,0.004823251727268597
2006,DRS TECHNOLOGIES  INC.,2604,1323319720.19,7.26430348050522e-4,0.004715285724990977
2006,AMERISOURCEBERGEN CORPORATION,63030,1322372832,0.017583296788642244,0.004711911749452527
2006,FEDERAL EXPRESS CHARTER PROGRAM TEAM ARRANGEMENT,1177,1292917713,3.2834428558197566e-4,0.004606956537171198
2006,BOOZ ALLEN HAMILTON INC.,2925,1231221728.9,8.159787895728791e-4,0.004387119872850778
2006,BELL BOEING JOINT PROJECT OFFICE,112,1110561993,3.1244316045183745e-5,0.003957182102265176
2006,EVERGREEN INTERNATIONAL AIRLINES  INC.,655,1023465614,1.8272345544281563e-4,0.003646838119377852
2006,KUWAIT PETROLEUM CORPORATION (,28,1011270194,7.811079011295936e-6,0.0036033830956531147
2006,BECHTEL GROUP  INC,163,998290090.74,4.547163853004419e-5,0.003557132069028952
2006,ENVIRONMENTAL CHEMICAL CORPORATION,289,993582489.77,8.06214940808759e-5,0.003540357828220686
2006,OSHKOSH TRUCK CORPORATION,1936,988263556.91,5.400803202096048e-4,0.003521405274424131
2006,EXXON MOBIL CORPORATION,20,988105594,5.579342150925669e-6,0.003520842417056227
2006,TEXTRON INC.,5526,958725655.74,0.0015415722363007623,0.003416155090656675
2006,ALLIANT TECHSYSTEMS INC,547,829395903.2,1.5259500782781703e-4,0.0029553241012409658
2006,CACI INTERNATIONAL INC,2001,827127742.7,5.582131822001132e-4,0.0029472421353604126
2006,EQUILON ENTERPRISES L  L  C,2,804836908,5.579342150925668e-7,0.0028678148790024765
2006,NATIONAL AGRICULTURAL COOPERATIVE FEDERATION,87,762328685,2.427013835652666e-5,0.002716348522045403
2006,PHILLIPS & JORDAN INC,230,707759130.01,6.416243473564519e-5,0.0025219049270942804
2006,GENERAL ATOMIC TECHNOLOGIES CORPORATION,275,689466975.13,7.671595457522794e-5,0.002456725866079
2006,BP P.L.C.,57,677607532,1.5901125130138157e-5,0.002414468003489903
2006,MCKESSON CORPORATION,8526,666104126,0.0023784735589396123,0.002373478781253581
2006,VALERO ENERGY CORPORATION,6,661171541,1.6738026452777007e-6,0.002355902871756468
2006,THE MITRE CORPORATION,173,660556094,4.8261309605507035e-5,0.002353709895705924
2006,THE AEROSPACE CORPORATION,10,653969926,2.7896710754628344e-6,0.0023302418981547856
2006,CARDINAL HEALTH  INC.,37115,632801796.4,0.010353864196580308,0.0022548150925198575
2006,SYRACUSE RESEARCH CORP,163,615049000.25,4.547163853004419e-5,0.0021915578879398855
2006,DELL INC,9057,582676346.87,0.002526605093046689,0.0020762068446252145
2006,REFINERY ASSOCIATES OF TEXAS  INC,7,576557185,1.952769752823984e-6,0.002054402894926364
2006,CERBERUS PARTNER LP,1246,560047105.45,3.475930160026692e-4,0.001995573769029711
2006,UNITED INDUSTRIAL CORPORATION,279,559522358.11,7.783182300541308e-5,0.0019937039762624926
2006,CHUGACH ALASKA CORP,2047,553547111.66,5.710456691472421e-4,0.001972412829565954
2006,GOVERNMENT OF CANADA,1513,548187635.88,4.2207723371752686e-4,0.001953315812228949
2006,A.P. MOLLER - MARSK A/S,140,543540080,3.905539505647968e-5,0.0019367555255781043
2006,BATTELLE MEMORIAL INSTITUTE,1593,536918620.34,4.4439460232122954e-4,0.0019131617759066957
2006,HOPKINS JOHNS UNIVERSITY,820,524399371.06,2.287530281879524e-4,0.001868552875640997
2006,JACOBS ENGINEERING GROUP INC.,1392,520108952.29,3.883222137044266e-4,0.0018532651488190092
2006,ABU DHABI NATIONAL OIL CO,2,494286e3,5.579342150925668e-7,0.0017612521632551898
2006,KRAFT FOODS INC,52376,466704419,0.01461118122484414,0.0016629727881520143
2006,ARINC MANAGEMENT CORPORATION,726,459900968,2.025301200786018e-4,0.001638730562413574
2006,CERES ENVIRONMENTAL SERVICES  INC,76,454718957.17,2.1201500173517542e-5,0.0016202658925982254
2006,ASHBRITT  INC.,246,445287311,6.862590845638572e-5,0.00158665881649255
2006,HUNT BUILDING CORPORATION,55,438163722,1.5343190915045588e-5,0.0015612758670738107
2006,EDO CORPORATION,1200,437280229.28,3.347605290555401e-4,0.0015581277838500895
2006,CERADYNE INC,54,436231155,1.5064223807499306e-5,0.0015543896962953838
2006,MCDONNELL DOUGLAS CORP,93,435424231,2.594394100180436e-5,0.0015515144446382812
2006,AFOGNAK NATIVE CORPORATION,1860,423906827.36,5.188788200360872e-4,0.0015104753456631266
2006,TETRA TECH  INC.,1008,423280258.03,2.811988444066537e-4,0.001508242738249824
2006,HAWKER BEECHCRAFT  INC.,148,406096563.32,4.1287131916849954e-5,0.0014470133700688432
2006,DYNCORP TECHNICAL SERVICES INC,666,405635195.22,1.8579209362582478e-4,0.001445369411785214
2006,SK HOLDINGS CO.  LTD.,9,402650951,2.5107039679165507e-6,0.0014347358785915631
2006,THE PROCTER & GAMBLE COMPANY,11324,392806767,0.0031590235258541137,0.0013996588374342533
2006,MANTECH INTERNATIONAL CORPORATION,1232,381588701.92,3.4368747649702117e-4,0.001359686349057711
2006,CH2M HILL COMPANIES  LTD,899,378491479.26,2.507914296841088e-4,0.0013486502482779844
2006,THE SHAW GROUP INC,513,371392184.52,1.431101261712434e-4,0.001323353864770438
2006,NJVC  LLC,17,369424539,4.742440828286818e-6,0.0013163427013374873
2006,ELBIT SYSTEMS LTD.,444,363313823.83,1.2386139575054983e-4,0.0012945688491300634
2006,HENSEL PHELPS CONSTRUCTION CO,154,360024032,4.2960934562127646e-5,0.001282846581096482
2006,COMBAT SUPPORT ASSOCIATES,16,356999708,4.463473720740535e-6,0.0012720702346343436
2006,GS HOLDINGS CORP.,10,356313452,2.7896710754628344e-6,0.0012696249501946732
2006,GE ROLLS-ROYCE FIGHTER ENGINE TEAM  LLC,11,352213692,3.0686381830091177e-6,0.0012550165834417668
2006,KEMYONG FARM LTD,71,350511935,1.9806664635786125e-5,0.0012489528405933254
2006,UBS PROVEDORES PTY LTD,9,343909940,2.5107039679165507e-6,0.0012254284478823243
2006,THALES,400,339815523.74,1.1158684301851338e-4,0.0012108391220766325
2006,DOGOG FARM,52,338526945,1.4506289592406739e-005,0.0012062476262759225
2006,DATAPATH INC,104,331373966,2.9012579184813478e-005,0.0011807599536785417
2006,QINETIQ NORTH AMERICA OPERATIONS LLC,762,324817093.21,2.1257293595026798e-4,0.0011573963415479603
2006,TYSON FOODS  INC,49791,322758851,0.013890051251837,0.0011500623617369489
2006,CUBIC CORPORATION,496,317222002.25,1.383676853429566e-4,0.0011303333246237101
2006,VERITAS CAPITAL MANAGEMENT II LLC,174,315670785,4.854027671305332e-5,0.001124805988754919
2006,VSE CORPORATION,364,314731227.68,1.0154402714684718e-4,0.0011214581347547001
2006,VINNELL CORPORATION,6,314571133,1.6738026452777007e-6,0.0011208876814109362
2006,GOODRICH CORPORATION,1626,312219570.58,4.5360051687025685e-4,0.0011125085357356498
2006,TESORO CORPORATION,13,309498484,3.6265723981016848e-006,0.0011028126923870022
2006,ROLLS-ROYCE GROUP PLC,628,303436441.47,1.75191343539066e-4,0.0010812122717404383
2006,AECOM TECHNOLOGY CORPORATION,312,302692387.12,8.703773755444044e-5,0.0010785610387831688
2006,INTERNATIONAL BUSINESS MACHINES CORPORATION,733,297388698.79,2.0448288983142577e-4,0.0010596628046748919
2006,WEEKS MARINE  INC,152,294713931,4.2403000347035084e-5,0.001050132005590267
2006,PROCURENET INC,8667,292338891,0.0024178079211036384,0.001041669204018267
2006,INTERPUBLIC GROUP OF COMPANIES  INC.,333,291428154,9.289604681291239e-5,0.0010384240432987513
