"","CSIScontractID","IsOriginal","IsComplete","Action.Obligation","IsClosed","IsTerminated","LastCurrentCompletionDate","MinOfSignedDate","MaxBoostDate","MinOfEffectiveDate","StartFiscal_Year","WhyMissing"
"1449",25352870,NA,1,0,1,0,NA,2013-03-15,2013-03-15,2013-04-01,2013,"Close/Term LastCurrent Out of Range"
"1450",1442397,NA,1,0,1,0,NA,2008-02-07,NA,2008-02-15,2008,"Close/Term LastCurrent Out of Range"
"1451",66920109,NA,1,1092510.5498,1,0,2017-10-31,2015-12-30,2016-11-30,2016-01-01,2016,"Close/Term LastCurrent Out of Range"
"1452",25886545,NA,1,-470580,0,0,2013-05-30,2013-05-04,NA,2013-05-03,2013,"Unknown Other"
"1453",25229709,NA,1,0,0,1,2014-05-06,2013-06-11,2013-12-26,2013-06-11,2013,"Unknown Close/Term"
"1454",60358068,NA,1,-25544,0,0,2016-03-28,2015-04-20,2015-08-05,2015-04-17,2015,"Unknown Other"
"1455",27574641,NA,1,235815.7419,1,0,2017-09-30,2014-09-04,2016-09-12,2014-09-04,2014,"Close/Term LastCurrent Out of Range"
"1456",28549875,NA,1,-2e-04,1,0,2017-12-18,2014-08-18,2014-08-18,2014-08-18,2014,"Close/Term LastCurrent Out of Range"
"1457",27505478,NA,1,35612.7602,1,0,2017-08-29,2014-08-27,2016-08-05,2014-08-29,2014,"Close/Term LastCurrent Out of Range"
"1458",18743387,NA,1,0,0,1,2013-02-19,2012-03-14,2012-08-10,2012-03-14,2012,"Unknown Close/Term"
"1459",25323265,NA,1,0,1,1,NA,2013-05-23,2013-05-23,2013-05-23,2013,"Close/Term LastCurrent Out of Range"
"1460",1602504,NA,1,154042,1,1,NA,2008-07-21,NA,1999-03-09,2008,"Close/Term LastCurrent Out of Range"
"1461",62511960,NA,1,3368.75,0,1,2018-03-07,2015-02-09,2015-02-09,2015-02-09,2015,"Close/Term LastCurrent Out of Range"
"1462",25919007,NA,1,-18865784.64,0,1,2013-05-09,2013-09-24,NA,2013-05-09,2013,"Unknown Close/Term"
"1463",4165452,NA,1,0,1,0,NA,2009-10-01,2010-03-16,2009-10-01,2010,"Close/Term LastCurrent Out of Range"
"1464",7879728,NA,1,0,0,1,NA,2009-04-23,NA,2009-04-23,2009,"Close/Term LastCurrent Out of Range"
"1465",1249924,NA,1,0,0,1,NA,2008-05-01,2008-05-01,2008-04-18,2008,"Close/Term LastCurrent Out of Range"
"1466",27253549,NA,1,50535.0328,1,0,2017-09-18,2014-09-17,2016-07-28,2014-09-19,2014,"Close/Term LastCurrent Out of Range"
"1467",62909112,NA,1,0,0,0,2016-03-22,2015-08-05,NA,2015-08-05,2015,"Unknown Other"
"1468",7988032,NA,1,0,0,1,NA,2008-12-18,NA,2008-12-18,2009,"Close/Term LastCurrent Out of Range"
"1469",25167745,NA,1,62837.3705,0,0,2016-03-31,2013-04-01,2015-10-01,2013-04-01,2013,"Unknown Other"
"1470",60388488,NA,1,143729.6904,0,1,2017-11-30,2015-09-18,2015-09-18,2015-09-18,2015,"Close/Term LastCurrent Out of Range"
"1471",18806260,NA,1,0,1,0,2019-04-04,2011-06-28,2011-06-28,2011-06-28,2011,"Close/Term LastCurrent Out of Range"
"1472",1250143,NA,1,0,0,1,NA,2009-04-22,2009-04-22,2009-05-01,2009,"Close/Term LastCurrent Out of Range"
"1473",8210814,NA,1,0,0,1,NA,2012-06-26,2012-06-26,2012-06-22,2012,"Close/Term LastCurrent Out of Range"
"1474",62927252,NA,1,0,0,0,2015-01-25,2015-02-03,NA,2015-02-03,2015,"Unknown Other"
"1475",8239501,NA,1,0,0,1,NA,2011-09-29,2011-09-29,2011-09-29,2011,"Close/Term LastCurrent Out of Range"
"1476",1341930,NA,1,0,0,1,NA,2010-08-24,2010-08-24,2010-08-24,2010,"Close/Term LastCurrent Out of Range"
"1477",62569947,NA,1,0,1,1,2017-04-07,2015-09-22,2015-09-22,2015-09-22,2015,"Close/Term LastCurrent Out of Range"
"1478",62551002,NA,1,0,0,1,NA,2015-03-23,2015-03-23,2015-03-23,2015,"Close/Term LastCurrent Out of Range"
"1479",4082647,NA,1,47050,0,0,2000-12-21,2011-04-13,NA,1998-03-05,2011,"Unknown Other"
"1480",4165222,NA,1,0,0,1,NA,2010-01-28,2012-03-20,2010-01-28,2010,"Close/Term LastCurrent Out of Range"
"1481",1433189,NA,1,0,0,1,NA,2008-11-25,NA,2008-11-25,2009,"Close/Term LastCurrent Out of Range"
"1482",1433205,NA,1,0,0,1,NA,2009-09-25,2009-09-25,2009-09-25,2009,"Close/Term LastCurrent Out of Range"
"1483",62470786,NA,1,0,0,1,2019-02-07,2015-06-18,2015-06-18,2015-06-18,2015,"Close/Term LastCurrent Out of Range"
"1484",3014679,NA,1,0,1,0,NA,2008-11-13,NA,2008-11-13,2009,"Close/Term LastCurrent Out of Range"
"1485",62259094,NA,1,1200043.9805,0,1,2017-05-21,2015-05-08,2015-05-08,2015-05-08,2015,"Close/Term LastCurrent Out of Range"
"1486",61876212,NA,1,106750.8,0,1,2018-06-13,2015-09-18,2015-09-18,2015-09-18,2015,"Close/Term LastCurrent Out of Range"
"1487",18034203,NA,1,-2106.8799,0,0,2008-08-05,2008-08-05,NA,2007-03-08,2008,"Unknown Other"
"1488",28397719,NA,1,4741.7,0,1,2018-04-27,2014-06-12,2014-06-12,2014-06-12,2014,"Close/Term LastCurrent Out of Range"
"1489",8013203,NA,1,0,0,1,NA,2011-04-22,2011-04-22,2011-04-22,2011,"Close/Term LastCurrent Out of Range"
"1490",25261773,NA,1,-2556.1,0,0,2012-11-16,2014-04-04,NA,2014-04-04,2014,"Unknown Other"
"1491",60393123,NA,1,172974.198,1,0,2017-09-20,2015-09-16,2016-08-19,2015-09-21,2015,"Close/Term LastCurrent Out of Range"
"1492",25888264,NA,1,0,1,0,2018-05-07,2013-05-17,2013-05-17,2013-05-08,2013,"Close/Term LastCurrent Out of Range"
"1493",7990730,NA,1,0,1,0,NA,2011-02-26,2011-02-26,2011-02-25,2011,"Close/Term LastCurrent Out of Range"
"1494",2167756,NA,1,0,0,1,NA,2009-07-01,2009-07-01,2009-07-01,2009,"Close/Term LastCurrent Out of Range"
"1495",5270395,NA,1,0,0,1,NA,2010-11-17,2010-11-17,2010-11-18,2011,"Close/Term LastCurrent Out of Range"
"1496",922421,NA,1,3398843,1,0,2000-09-30,2010-03-05,NA,1994-06-16,2010,"Unknown Close/Term"
"1497",18976721,NA,1,-2876.72,0,0,2011-01-21,2010-01-21,NA,2010-01-21,2010,"Unknown Other"
"1498",8332375,NA,1,0,1,0,NA,2008-09-24,2008-09-24,2008-09-24,2008,"Close/Term LastCurrent Out of Range"
"1499",1416387,NA,1,0,1,0,NA,2011-08-22,NA,2011-08-23,2011,"Close/Term LastCurrent Out of Range"
"1500",4168252,NA,1,0,0,1,NA,2012-09-14,2013-08-29,2012-09-14,2012,"Close/Term LastCurrent Out of Range"
"1501",26433840,NA,1,43506.3125,1,0,2018-06-29,2013-09-30,2015-09-22,2013-09-30,2013,"Close/Term LastCurrent Out of Range"
"1502",27609841,NA,1,4850603.38,0,0,2016-08-31,2014-07-14,2015-02-09,2014-08-22,2014,"Unknown Other"
"1503",62479238,NA,1,-5105.52,0,0,2015-07-06,2015-06-02,NA,2015-06-02,2015,"Unknown Other"
"1504",27459677,NA,1,0,1,1,2014-11-19,2014-06-12,2014-06-12,2014-06-12,2014,"Unknown Close/Term"
"1505",26433849,NA,1,0,1,0,2018-09-29,2013-09-30,2013-09-30,2013-09-30,2013,"Close/Term LastCurrent Out of Range"
"1506",28269878,NA,1,493416.7135,1,0,2017-10-31,2014-07-02,2016-11-03,2014-07-02,2014,"Close/Term LastCurrent Out of Range"
"1507",27327695,NA,1,26947.5492,0,1,2017-12-30,2013-11-20,2013-11-20,2013-11-20,2014,"Close/Term LastCurrent Out of Range"
"1508",66343214,NA,1,-11450,0,0,2016-01-11,2015-10-07,NA,2015-10-07,2016,"Unknown Other"
"1509",10072029,NA,1,-0.0068,0,1,2013-12-13,2011-03-22,2011-03-22,2011-03-22,2011,"Unknown Close/Term"
"1510",25553597,NA,1,0,0,0,2013-11-29,2013-09-24,NA,2013-09-23,2013,"Unknown Other"
"1511",18188221,NA,1,104015,1,1,2017-11-19,2008-05-13,2011-10-29,2008-05-13,2008,"Close/Term LastCurrent Out of Range"
"1512",27553374,NA,1,-11236.81,1,0,1999-09-19,2014-02-21,NA,2014-02-21,2014,"Unknown Close/Term"
"1513",25923513,NA,1,-2648.72,0,0,2012-11-14,2012-10-03,NA,2012-10-03,2013,"Unknown Other"
"1514",62550926,NA,1,0,0,1,NA,2015-05-15,2015-05-15,2015-05-15,2015,"Close/Term LastCurrent Out of Range"
"1515",18966672,NA,1,0,1,0,1998-11-15,2008-11-10,NA,2008-11-10,2009,"Unknown Close/Term"
"1516",3405371,NA,1,0,1,0,2009-11-12,2009-11-16,NA,2009-11-12,2010,"Unknown Close/Term"
"1517",4168232,NA,1,0,0,1,NA,2012-05-23,2013-06-10,2012-06-01,2012,"Close/Term LastCurrent Out of Range"
"1518",25867379,NA,1,0,0,0,2013-11-19,2012-11-02,NA,2012-11-02,2013,"Unknown Other"
"1519",4293586,NA,1,0,0,1,NA,2009-09-29,NA,2009-09-29,2009,"Close/Term LastCurrent Out of Range"
"1520",25229212,NA,1,2e-04,0,1,2014-11-17,2013-07-25,2013-07-25,2013-07-25,2013,"Unknown Close/Term"
"1521",25375378,NA,1,0,0,1,NA,2013-04-17,2013-04-17,2013-04-18,2013,"Close/Term LastCurrent Out of Range"
"1522",62461025,NA,1,-2e-04,0,0,2015-12-01,2015-07-24,2015-07-24,2015-07-24,2015,"Unknown Other"
"1523",18966936,NA,1,0,1,0,1999-01-31,2009-02-09,NA,2009-02-09,2009,"Unknown Close/Term"
"1524",26318738,NA,1,-184478.6,0,0,2015-05-14,2014-05-14,NA,2014-05-14,2014,"Unknown Other"
"1525",1335601,NA,1,0,1,0,NA,2011-09-22,NA,2011-09-22,2011,"Close/Term LastCurrent Out of Range"
"1526",62923797,NA,1,146696.5099,1,0,2017-12-31,2015-04-21,2016-12-27,2015-04-21,2015,"Close/Term LastCurrent Out of Range"
"1527",27099346,NA,1,49088892.59,0,0,2001-06-24,2014-09-12,NA,1998-11-24,2014,"Unknown Other"
"1528",25855454,NA,1,316435,0,0,2014-12-31,2013-06-28,2013-06-28,2013-06-28,2013,"Unknown Other"
"1529",4297593,NA,1,0,1,0,NA,2008-11-13,2009-09-14,2008-11-13,2009,"Close/Term LastCurrent Out of Range"
"1530",25319958,NA,1,0,0,0,2014-04-23,2013-04-23,NA,2013-04-23,2013,"Unknown Other"
"1531",8239917,NA,1,0,1,1,NA,2012-01-06,2012-01-06,2012-01-05,2012,"Close/Term LastCurrent Out of Range"
"1532",4487934,NA,1,0,1,1,NA,2012-05-31,2012-05-31,2012-05-31,2012,"Close/Term LastCurrent Out of Range"
"1533",3453216,NA,1,0,1,0,NA,2009-12-14,2009-12-14,2009-12-14,2010,"Close/Term LastCurrent Out of Range"
"1534",26431869,NA,1,0,1,1,2018-09-27,2013-09-27,2013-09-27,2013-09-27,2013,"Close/Term LastCurrent Out of Range"
"1535",25153399,NA,1,0,0,0,2014-02-12,2013-08-14,NA,2013-08-14,2013,"Unknown Other"
"1536",1373225,NA,1,0,1,0,NA,2008-09-30,NA,2008-09-30,2008,"Close/Term LastCurrent Out of Range"
"1537",27254584,NA,1,0,0,1,2017-11-08,2014-07-03,2014-07-03,2014-07-03,2014,"Close/Term LastCurrent Out of Range"
"1538",3464199,NA,1,2555387.7384,1,0,2017-01-31,2012-01-31,2016-01-28,2012-02-01,2012,"Close/Term LastCurrent Out of Range"
"1539",1403632,NA,1,0,1,0,NA,2009-09-30,2012-12-06,2009-09-30,2009,"Close/Term LastCurrent Out of Range"
"1540",8108348,NA,1,0,0,1,NA,2008-05-28,2008-05-28,2008-05-21,2008,"Close/Term LastCurrent Out of Range"
"1541",4165412,NA,1,0,0,1,NA,2010-09-16,2011-08-02,2010-10-01,2010,"Close/Term LastCurrent Out of Range"
"1542",26350190,NA,1,-2980.3,0,0,2013-10-21,2013-10-11,NA,2013-10-11,2014,"Unknown Other"
"1543",8202207,NA,1,0,0,1,NA,2011-09-27,2011-09-27,2011-09-24,2011,"Close/Term LastCurrent Out of Range"
"1544",62950579,NA,1,0,0,0,2015-02-12,2015-01-30,NA,2015-01-27,2015,"Unknown Other"
"1545",25256220,NA,1,-1.68,1,0,2013-07-31,2014-09-03,NA,2014-09-03,2014,"Unknown Close/Term"
"1546",9431966,NA,1,-887.99,1,0,2008-08-07,2008-08-07,NA,2008-08-07,2008,"Unknown Close/Term"
"1547",27521711,NA,1,9375.2812,1,1,2019-09-30,2014-09-16,2014-09-16,2014-09-10,2014,"Close/Term LastCurrent Out of Range"
"1548",4163990,NA,1,0,0,1,NA,2009-05-27,2011-09-21,2009-05-27,2009,"Close/Term LastCurrent Out of Range"
"1549",9431672,NA,1,44165.1914,1,0,2008-07-10,2008-07-10,NA,2008-07-10,2008,"Unknown Close/Term"
"1550",26168340,NA,1,0,0,0,2013-03-27,2013-02-25,NA,2013-02-25,2013,"Unknown Other"
"1551",5280191,NA,1,0,0,1,2011-04-18,2011-02-16,2012-09-14,2011-02-16,2011,"Unknown Close/Term"
"1552",62731832,NA,1,-6e-04,0,1,2017-09-07,2015-08-25,2015-08-25,2015-08-25,2015,"Close/Term LastCurrent Out of Range"
"1553",8332831,NA,1,0,1,0,NA,2009-06-03,2009-06-03,2009-05-27,2009,"Close/Term LastCurrent Out of Range"
"1554",25893703,NA,1,-14385,0,0,2013-06-30,2013-08-19,NA,2013-08-13,2013,"Unknown Other"
"1555",26347404,NA,1,0,0,1,2014-06-04,2013-09-27,2013-09-27,2013-09-27,2013,"Unknown Close/Term"
"1556",1283182,NA,1,0,1,1,NA,2012-06-14,2012-06-14,2012-06-14,2012,"Close/Term LastCurrent Out of Range"
"1557",25881056,NA,1,204973.78,1,0,2017-06-30,2013-07-03,2013-07-03,2013-07-03,2013,"Close/Term LastCurrent Out of Range"
"1558",8093156,NA,1,0,0,1,NA,2010-09-22,NA,2010-09-22,2010,"Close/Term LastCurrent Out of Range"
"1559",10762463,NA,1,0,1,0,1999-09-30,2008-05-20,NA,2008-05-20,2008,"Unknown Close/Term"
"1560",27309925,NA,1,0,0,0,2014-12-30,2014-03-05,2014-03-05,2014-03-05,2014,"Unknown Other"
"1561",25241613,NA,1,0,0,1,NA,2013-02-13,2013-02-13,2013-02-19,2013,"Close/Term LastCurrent Out of Range"
"1562",64112167,NA,1,0,0,1,2016-12-12,2015-10-08,2015-10-08,2015-10-08,2016,"Unknown Close/Term"
"1563",25243789,NA,1,0,0,0,2013-10-29,2013-05-29,NA,2013-05-14,2013,"Unknown Other"
"1564",25805200,NA,1,5403.46,1,0,2013-05-29,2013-04-01,2013-05-07,2013-04-04,2013,"Unknown Close/Term"
"1565",8657804,NA,1,0,0,1,NA,2012-03-28,NA,2012-03-31,2012,"Close/Term LastCurrent Out of Range"
"1566",25255032,NA,1,25850,0,0,2012-12-21,2012-12-12,2012-12-12,2012-12-12,2013,"Unknown Other"
"1567",25410322,NA,1,0,0,1,NA,2013-09-05,2013-09-05,2013-09-05,2013,"Close/Term LastCurrent Out of Range"
"1568",25579501,NA,1,255503.39,1,0,2013-12-12,2013-09-12,2013-11-22,2013-08-29,2013,"Unknown Close/Term"
"1569",4166890,NA,1,0,0,1,NA,2011-04-29,2011-04-29,2011-05-01,2011,"Close/Term LastCurrent Out of Range"
"1570",8442328,NA,1,0,1,0,NA,2010-12-20,2010-12-20,2010-12-20,2011,"Close/Term LastCurrent Out of Range"
"1571",9392920,NA,1,-3388.52,1,0,2000-05-31,2009-04-18,NA,2006-02-09,2009,"Unknown Close/Term"
"1572",62933313,NA,1,263984.888,1,0,2017-11-18,2015-09-14,2016-09-30,2015-08-25,2015,"Close/Term LastCurrent Out of Range"
"1573",62924678,NA,1,25693.6797,0,0,2016-09-29,2015-09-28,2015-09-28,2015-09-28,2015,"Unknown Other"
"1574",8301695,NA,1,0,0,1,NA,2010-07-28,2010-08-20,2010-07-28,2010,"Close/Term LastCurrent Out of Range"
"1575",62497329,NA,1,2421,0,1,2019-03-28,2015-08-31,2015-08-31,2015-08-31,2015,"Close/Term LastCurrent Out of Range"
"1576",25866336,NA,1,55060.8,1,0,2015-02-28,2013-04-12,2014-01-24,2013-04-11,2013,"Unknown Close/Term"
"1577",25379172,NA,1,0,0,0,2013-03-26,2013-03-12,NA,2013-03-12,2013,"Unknown Other"
"1578",25557185,NA,1,0,1,1,NA,2012-12-18,2012-12-18,2012-12-18,2013,"Close/Term LastCurrent Out of Range"
"1579",4165201,NA,1,0,1,0,NA,2010-08-17,2012-09-17,2010-08-17,2010,"Close/Term LastCurrent Out of Range"
"1580",66608943,NA,1,-4659.6001,1,1,2015-06-15,2015-10-16,NA,2015-10-16,2016,"Unknown Close/Term"
"1581",25551525,NA,1,24223,0,0,2012-11-30,2012-11-21,2012-11-21,2012-11-20,2013,"Unknown Other"
"1582",4384699,NA,1,0,0,1,NA,2011-05-20,2011-05-20,2011-05-20,2011,"Close/Term LastCurrent Out of Range"
"1583",25573037,NA,1,-757.14,1,0,2013-09-13,2014-02-11,NA,2014-02-10,2014,"Unknown Close/Term"
"1584",1587235,NA,1,6743260,1,1,NA,2010-05-18,2012-04-27,1998-06-08,2010,"Close/Term LastCurrent Out of Range"
"1585",3412341,NA,1,0,0,1,NA,2009-10-01,2010-10-03,2009-10-01,2010,"Close/Term LastCurrent Out of Range"
"1586",60381108,NA,1,3001039.25,1,0,2017-03-30,2015-07-29,2015-07-29,2015-07-29,2015,"Close/Term LastCurrent Out of Range"
"1587",25566153,NA,1,0,0,0,2013-09-15,2013-08-12,NA,2013-08-12,2013,"Unknown Other"
"1588",27549280,NA,1,0,1,0,2019-09-30,2014-07-31,2014-07-31,2014-07-28,2014,"Close/Term LastCurrent Out of Range"
"1589",1531117,NA,1,295053,1,1,NA,2010-07-13,2011-08-29,1998-07-31,2010,"Close/Term LastCurrent Out of Range"
"1590",25229957,NA,1,0,0,1,2016-06-14,2012-11-26,2012-11-26,2012-11-26,2013,"Unknown Close/Term"
"1591",18804437,NA,1,0,0,0,2014-06-04,2008-05-29,2008-05-29,2008-05-29,2008,"Unknown Other"
"1592",25708672,NA,1,0,0,0,2013-07-16,2013-07-23,NA,2013-07-01,2013,"Unknown Other"
"1593",9724406,NA,1,-7.82,1,0,1998-02-23,2008-09-24,NA,2008-09-24,2008,"Unknown Close/Term"
"1594",60349901,NA,1,591663.7113,1,0,2017-08-27,2015-09-26,2016-08-20,2015-09-28,2015,"Close/Term LastCurrent Out of Range"
"1595",26318936,NA,1,1221060.1499,1,0,2017-03-28,2013-03-29,2016-03-14,2013-03-12,2013,"Close/Term LastCurrent Out of Range"
"1596",25880186,NA,1,17635.04,0,0,2013-01-28,2012-12-26,2012-12-26,2012-12-22,2013,"Unknown Other"
"1597",8305507,NA,1,0,1,0,NA,2009-09-18,2009-09-18,2009-09-18,2009,"Close/Term LastCurrent Out of Range"
"1598",4163912,NA,1,0,0,1,NA,2009-01-02,2009-01-02,2009-01-02,2009,"Close/Term LastCurrent Out of Range"
"1599",26176501,NA,1,0,0,0,2013-10-03,2013-09-03,NA,2013-09-03,2013,"Unknown Other"
"1600",25167920,NA,1,384567.41,1,0,2017-04-30,2013-04-23,2016-03-16,2013-05-01,2013,"Close/Term LastCurrent Out of Range"
"1601",25664384,NA,1,-30000,0,0,2013-12-31,2014-04-21,NA,2014-04-21,2014,"Unknown Other"
"1602",25788755,NA,1,0,0,0,2013-01-31,2013-01-04,NA,2013-01-04,2013,"Unknown Other"
"1603",3208799,NA,1,0,1,0,NA,2010-07-27,2010-07-27,2010-07-27,2010,"Close/Term LastCurrent Out of Range"
"1604",62660265,NA,1,0,0,0,2015-07-27,2015-01-26,NA,2015-01-26,2015,"Unknown Other"
"1605",1310734,NA,1,0,0,1,NA,2009-09-03,2013-06-27,2009-09-21,2009,"Close/Term LastCurrent Out of Range"
"1606",25884499,NA,1,8635.06,0,0,2014-03-31,2013-06-14,2014-02-07,2013-06-14,2013,"Unknown Other"
"1607",8012989,NA,1,0,1,1,NA,2009-09-30,2014-09-08,2009-11-01,2009,"Close/Term LastCurrent Out of Range"
"1608",62612027,NA,1,0,0,0,2015-11-13,2015-06-01,2015-06-01,2015-06-01,2015,"Unknown Other"
"1609",8189396,NA,1,0,0,1,NA,2008-09-29,2008-09-29,2008-10-01,2008,"Close/Term LastCurrent Out of Range"
"1610",62685063,NA,1,0,0,0,2015-05-21,2015-04-27,NA,2015-04-27,2015,"Unknown Other"
"1611",62901860,NA,1,0,1,0,2030-12-25,2014-12-10,2014-12-15,2014-12-10,2015,"Close/Term LastCurrent Out of Range"
"1612",25391062,NA,1,-88596,0,0,2013-07-15,2013-04-01,NA,2013-04-01,2013,"Unknown Other"
"1613",25670720,NA,1,-3271.12,0,0,2016-06-11,2013-11-15,2013-11-15,2013-08-22,2014,"Unknown Other"
"1614",25555718,NA,1,0,0,0,2013-12-31,2013-08-09,NA,2013-08-09,2013,"Unknown Other"
"1615",18767137,NA,1,-29356,0,0,2011-04-23,2010-04-23,NA,2010-04-23,2010,"Unknown Other"
"1616",62496097,NA,1,0,0,1,2017-04-09,2015-07-17,2015-07-17,2015-07-17,2015,"Close/Term LastCurrent Out of Range"
"1617",1431563,NA,1,0,1,1,NA,2008-02-11,NA,2008-02-11,2008,"Close/Term LastCurrent Out of Range"
"1618",4560742,NA,1,0,0,0,2011-09-30,2011-05-13,2011-05-13,2011-05-13,2011,"Unknown Other"
"1619",62989889,NA,1,8000,0,1,2017-10-10,2015-04-21,2015-04-21,2015-04-21,2015,"Close/Term LastCurrent Out of Range"
"1620",26353477,NA,1,0,0,0,2014-09-30,2013-10-02,NA,2013-10-02,2014,"Unknown Other"
"1621",27494191,NA,1,81832.7199,1,0,2019-09-30,2014-05-27,2014-05-27,2014-05-19,2014,"Close/Term LastCurrent Out of Range"
"1622",62240720,NA,1,0,1,0,2015-12-08,2015-08-10,2015-08-10,2015-08-10,2015,"Unknown Close/Term"
"1623",1406807,NA,1,0,0,1,NA,2008-11-18,2008-11-18,2008-11-19,2009,"Close/Term LastCurrent Out of Range"
"1624",24866424,NA,1,1096.4404,1,0,2020-10-07,2009-10-08,2009-10-08,2009-10-08,2010,"Close/Term LastCurrent Out of Range"
"1625",25255270,NA,1,0,0,0,2015-07-01,2013-07-23,NA,2013-08-15,2013,"Unknown Other"
"1626",62580391,NA,1,0,1,1,2017-05-22,2015-06-16,2015-06-16,2015-06-16,2015,"Close/Term LastCurrent Out of Range"
"1627",62492496,NA,1,0,0,0,2016-01-07,2015-01-27,2015-01-27,2015-01-27,2015,"Unknown Other"
"1628",1405099,NA,1,0,1,0,NA,2011-07-27,2011-07-27,2011-07-27,2011,"Close/Term LastCurrent Out of Range"
"1629",62489803,NA,1,0,0,1,NA,2015-08-11,2015-08-11,2015-08-11,2015,"Close/Term LastCurrent Out of Range"
"1630",25890503,NA,1,76632.67,0,0,2013-08-30,2013-01-11,2013-08-01,2013-01-10,2013,"Unknown Other"
"1631",25892742,NA,1,575000,0,0,2014-09-30,2013-07-11,2013-09-12,2013-07-11,2013,"Unknown Other"
"1632",4483259,NA,1,0,1,1,2011-02-10,2010-11-12,2010-11-12,2010-11-12,2011,"Unknown Close/Term"
"1633",25305845,NA,1,0,0,1,NA,2013-06-24,2013-08-12,2013-08-01,2013,"Close/Term LastCurrent Out of Range"
"1634",25228850,NA,1,0,0,0,2014-03-03,2013-08-16,NA,2013-08-16,2013,"Unknown Other"
"1635",26319425,NA,1,2181606.3689,1,0,2018-09-30,2013-08-19,2013-08-19,2013-08-15,2013,"Close/Term LastCurrent Out of Range"
"1636",25576069,NA,1,-1500,0,0,2014-06-14,2014-04-02,2014-04-04,2014-04-02,2014,"Unknown Other"
"1637",4162499,NA,1,0,0,1,NA,2008-09-17,2008-09-17,2008-09-17,2008,"Close/Term LastCurrent Out of Range"
"1638",25462208,NA,1,0,0,0,2013-07-29,2013-10-08,NA,2013-10-08,2014,"Unknown Other"
"1639",24702249,NA,1,25505.64,1,0,2020-02-29,2011-07-19,2011-09-23,2011-07-19,2011,"Close/Term LastCurrent Out of Range"
"1640",2153945,NA,1,0,1,0,NA,2011-11-22,NA,2011-11-22,2012,"Close/Term LastCurrent Out of Range"
"1641",3389183,NA,1,0,1,0,NA,2010-03-02,2010-03-02,2010-03-08,2010,"Close/Term LastCurrent Out of Range"
"1642",60337905,NA,1,0,1,0,2020-09-16,2015-09-17,2015-09-17,2015-09-17,2015,"Close/Term LastCurrent Out of Range"
"1643",25574901,NA,1,0,0,1,NA,2013-06-12,2013-06-12,2013-06-12,2013,"Close/Term LastCurrent Out of Range"
"1644",8220644,NA,1,210504.8224,1,0,2017-04-30,2012-04-26,2016-04-08,2012-05-01,2012,"Close/Term LastCurrent Out of Range"
"1645",25890063,NA,1,0,0,0,2013-09-04,2013-09-03,NA,2013-09-03,2013,"Unknown Other"
"1646",27098968,NA,1,0,0,0,2016-12-11,2014-09-20,2014-09-20,2014-09-20,2014,"Unknown Other"
"1647",18622319,NA,1,12988241.7401,1,0,2017-06-21,2010-10-01,2016-05-03,2010-10-01,2011,"Close/Term LastCurrent Out of Range"
"1648",25454671,NA,1,0,0,1,NA,2012-10-01,2012-10-01,2012-10-01,2013,"Close/Term LastCurrent Out of Range"
"1649",2965568,NA,1,112847000,0,0,1998-10-31,2011-05-19,NA,1991-05-16,2011,"Unknown Other"
"1650",62494714,NA,1,0,0,1,2018-04-06,2015-05-22,2015-05-22,2015-05-22,2015,"Close/Term LastCurrent Out of Range"
"1651",26175736,NA,1,0,0,0,2014-03-07,2013-09-06,NA,2013-09-06,2013,"Unknown Other"
"1652",26353554,NA,1,0,0,0,2014-06-30,2014-08-07,NA,2014-06-06,2014,"Unknown Other"
"1653",3459330,NA,1,0,0,1,NA,2011-06-01,2011-06-01,2011-06-01,2011,"Close/Term LastCurrent Out of Range"
"1654",25859811,NA,1,0,0,0,2013-04-25,2012-12-14,NA,2012-12-14,2013,"Unknown Other"
"1655",62234415,NA,1,0,0,0,2016-04-14,2015-01-16,NA,2015-01-16,2015,"Unknown Other"
"1656",1443726,NA,1,0,1,0,NA,2010-09-30,NA,2010-09-30,2010,"Close/Term LastCurrent Out of Range"
"1657",61978128,NA,1,4753.2602,1,1,2017-10-13,2015-01-30,2015-01-30,2015-04-01,2015,"Close/Term LastCurrent Out of Range"
"1658",2567382,NA,1,0,1,0,NA,2008-09-08,2008-09-08,2008-10-01,2008,"Close/Term LastCurrent Out of Range"
"1659",60361648,NA,1,1478283.6094,1,0,2017-04-26,2015-04-28,2016-04-26,2015-04-27,2015,"Close/Term LastCurrent Out of Range"
"1660",2567351,NA,1,0,1,1,NA,2008-02-13,2008-02-13,2008-02-13,2008,"Close/Term LastCurrent Out of Range"
"1661",8625225,NA,1,0,0,1,NA,2008-10-27,2008-10-27,2008-12-01,2009,"Close/Term LastCurrent Out of Range"
"1662",25226021,NA,1,0,0,1,2013-10-28,2012-10-31,2012-10-31,2012-10-31,2013,"Unknown Close/Term"
"1663",63997963,NA,1,0,1,0,2018-02-01,2015-10-15,2015-10-15,2015-10-15,2016,"Close/Term LastCurrent Out of Range"
"1664",4167072,NA,1,0,1,0,NA,2011-06-17,2012-03-15,2011-06-17,2011,"Close/Term LastCurrent Out of Range"
"1665",25811042,NA,1,0,0,0,2013-05-24,2013-05-14,NA,2013-05-09,2013,"Unknown Other"
"1666",8442018,NA,1,0,0,1,NA,2010-08-26,2010-08-26,2010-10-01,2010,"Close/Term LastCurrent Out of Range"
