fiscal_year	IsAbove2018constantCommercialItem7500k	IsAbove2018constantCostAccounting2000kThreshold	CostAccountingStandardsClause	costorpricingdata	IsSealedBid	IsCommercialitemacquisitionprocedures	isforeigngovernment	FixedPriceEffective	AlwaysCAUisCASexemptOrWaived	contractingofficerbusinesssizedetermination	n_cau	obligatedamount
2003	0	0	X	N	0	0	0	1	1	O	50624	5550353426.2408
2021	0	0	Y	Y	1	0	0	0	1	O	1	0.0000
2005	1	1	Y	Y	0	0	0	0	1	S	41	20887395.0000
2022	0	0	Y	Y	1	0	0	0	0	O	2	0.0000
2016	1	1	N	N	0	0	0	0	1	S	3199	30397652.0652
2008	0	1		N	0	1	0	1	1	O	3	4506535.3750
2010	0	1	X	N	0	1	0	0	1	S	4957	1415866534.5771
2024	0	0	X	N	1	1	0	1	1	S	12	467768.5653
2016	1	1	X	NULL	0	0	0	0	0	O	4	-224466.1400
2016	0	1		N	1	0	0	0	1	S	17	18461719.4007
2011	0	0	Y	W	0	0	0	0	1	O	417	-1463709.3199
2014	1	1	X	N	1	1	0	1	1	O	11	2477911.8000
2016	1	1	N	W	0	0	1	0	1	O	3	0.0000
2017	0	0	NULL	N	0	0	0	0	1	S	8481	852055966.2600
2006	0	0	X	W	0	1	0	0	1	S	84	5013326.3805
2014	0	0	X	N	0	1	1	0	1	O	12	160533.1000
2012	0	1	Y	N	0	1	0	0	1	O	17	1493590.2500
2005	0	1	Y	N	0	0	0	0	0	O	1356	884172417.9375
2019	1	1			0	0	0	0	1	S	728	591970368.0226
2017	1	1	X	N	1	1	0	0	1	S	4	0.0000
2002	0	1	X	Y	0	1	0	0	1	O	98	144783368.0000
2016	0	0	N	N	0	0	0	1	1	S	967	6616408.1788
2009	0	1	N	Y	0	0	0	0	0	S	8	847257.0000
2016	1	1			0	1	0	0	1	O	145	189872366.5820
2002	0	0	Y	N	1	0	0	1	0	O	3	771534.0000
2006	0	0	X	N	0	1	0	0	1	S	11451	788194393.6745
2017	0	0	Y		0	0	0	0	0	O	2	-5321.3501
2010	0	0	X	Y	0	0	1	0	1	O	2	1039621.7500
2020	0	0	Y	Y	0	0	0	0	0	O	471	29256393.0185
2010	0	0	Y	W	0	0	0	0	0	O	223	13998920.9243
2010	0	1	X	NULL	0	0	0	0	0	O	1	0.0000
2009	0	1	X	W	0	1	0	1	1	O	7	1410641.7500
2024	0	1	NULL	Y	0	1	0	0	1	S	8	1561487.2930
2015	1	1	X	Y	0	0	0	0	1	O	3019	6827388397.5715
2021	0	1			0	0	0	0	1	S	199	109430807.9411
2021	1	1	N	Y	0	1	0	0	1	S	3	0.0000
2007	0	1	N	N	0	0	0	1	1	S	5	1485421.0000
2022	1	1	Y	W	0	0	0	0	0	O	155	1260978024.8700
2011	0	0	Y	N	0	1	0	1	1	O	6	202893.5977
2022	0	0		Y	0	0	0	0	1	S	6495	735813128.2433
2010	0	0	X	W	0	0	0	1	1	O	56	5150610.0516
2020	0	0		N	0	0	1	1	1	O	8	1637375.1152
2022	0	0		Y	1	0	0	0	1	O	5	164059.9219
2020	0	1	X	W	1	0	0	1	1	S	3	2669000.2600
2009	0	1	N	N	0	0	0	0	1	S	392	117981365.5057
2006	0	1	X	W	0	1	0	0	1	S	20	4920373.4556
2023	0	1	N	N	0	1	0	0	1	O	88	44812944.6749
2004	0	0	N		0	0	0	0	1	O	6	164972.7202
2001	0	0	X	N	1	0	0	1	1	O	29	6117154.0000
2001	1	1	X	W	0	0	0	0	1	O	76	285699546.0000
2001	0	1	Y	Y	0	0	0	0	1	S	13	5103051.0000
2004	0	0	X	Y	1	0	0	0	1	O	79	26018810.0000
2021	0	0	NULL	W	0	0	0	0	1	O	2	49206.0000
2011	0	0	X	W	1	1	0	1	1	S	1	183127.4688
2016	1	1	X	N	1	1	0	1	1	O	21	5496434.2600
2022	0	1	X	Y	0	0	0	0	0	O	49	410400.6547
2011	0	1	X	Y	0	1	0	0	1	S	123	34842703.4323
2006	1	1	X	W	0	0	0	0	0	O	36	180252462.0000
2012	0	1	N	N	0	0	0	1	1	S	174	15670901.4199
2023	0	1	N	N	1	0	0	1	1	S	8	2912241.0449
2008	0	1	X	N	0	0	1	1	1	O	3	2212978.1250
2010	0	0	Y	N	0	0	1	1	0	O	9	2007970.0000
2022	0	0		W	1	0	0	0	1	S	4	596494.5704
2008	1	1	X		0	1	0	0	1	S	1040	958344975.6668
2021	0	0	X	N	0	1	0	1	1	S	4708	244098385.1340
2021	0	1	Y		0	0	0	0	0	S	11	0.0000
2009	0	0	X		0	0	1	0	1	O	67	1531956.3305
2021	0	0	X	W	0	1	0	1	1	S	36	14932675.1584
2006	1	1	X	Y	1	0	0	0	1	S	7	12936795.0000
2016	0	0	X	Y	0	1	0	0	1	S	67	4998717.7460
2018	1	1	N	N	0	0	0	0	0	O	25	3988340.6423
2012	1	1	Y	N	0	0	0	0	0	S	1698	522494250.7204
2006	1	1	X		0	0	0	0	1	O	15324	42388024052.4581
2021	0	0		W	0	1	1	0	1	O	13	394778.3800
2007	0	1		N	0	0	0	0	0	S	1	-37332.9492
2017	0	0	Y	NULL	0	0	0	0	0	S	73	0.0000
2016	0	1	NULL	W	0	1	0	0	1	O	1	424791.3600
2013	1	1		N	0	1	1	0	1	O	6	609653731.7500
2012	0	1	Y	N	0	0	0	0	1	S	282	15568068.0904
2016	1	1	NULL	NULL	0	0	0	0	1	S	234	187049280.0500
2015	1	1	Y	N	1	0	0	0	0	S	1	0.0000
2017	1	1	NULL	NULL	0	0	0	0	0	S	6	4115337.6800
2023	0	0	N	N	0	0	0	0	1	S	5111	43237536.6880
2011	0	1	X	Y	1	0	0	0	1	S	17	5937112.9590
2016	1	1			0	0	0	0	1	S	272	231285718.5499
2018	1	1	X	W	0	0	0	0	1	S	33	2405349.7188
2020	0	0	N	N	0	1	0	0	1	S	280	10217681.4606
2021	0	0	NULL	NULL	0	1	0	1	1	S	1	0.0000
2023	0	0	NULL	N	0	1	1	0	1	O	59	-4894004.5498
2007	0	1	X	N	0	1	1	1	1	O	5	4289733.8894
2010	0	1	N	Y	0	0	0	0	1	O	68	29971792.5651
2024	0	0	Y	Y	0	1	0	0	0	S	1	67495.5000
2010	0	0	Y	Y	0	1	0	0	0	S	9	1407810.3789
2014	0	1	Y	N	0	0	1	0	0	O	8	761623.0000
2011	1	1	N		0	0	0	0	1	S	11	5705549.1191
2023	0	0	N	N	0	1	0	1	1	S	294	8582299.0460
2016	0	0	X		1	0	0	0	1	O	13	-11522.2377
2008	0	0		N	1	1	0	1	1	O	1	0.0000
2015	0	1	N	N	0	0	0	0	1	S	136	38340233.4600
2011	1	1	X	N	0	1	0	0	1	S	2921	1011530139.1189
2008	1	1	Y		0	0	0	0	0	O	1343	4055413385.4091
2019	0	0	X	Y	1	1	0	0	1	O	2	819606.0000
2007	0	1	X	N	0	0	0	1	1	O	3040	3202937734.6653
2016	1	1	NULL	N	0	0	0	0	1	S	1831	1396823385.3800
2008	0	1			0	1	0	0	1	S	6	961161.7813
2021	1	1	N		0	0	0	0	0	O	2	0.0000
2006	0	1	N	N	0	1	0	1	1	O	9	1539799.0000
2005	0	0	N	N	0	1	0	1	1	O	7	2699.7600
2011	1	1	X	Y	0	1	0	0	1	O	160	107735651.0714
2015	0	0	X	N	0	1	0	0	1	O	5066	267124956.5330
2014	0	0	N	W	0	1	0	1	1	S	2	754759.7100
2017	0	1	X	N	0	0	0	1	1	O	891	188525518.5058
2022	0	1	NULL	N	0	1	0	0	1	O	16	-3576684.6100
2003	0	1	X	N	0	0	1	1	1	O	11	17347269.0000
2003	1	1	Y	N	1	0	0	0	0	O	6	29515810.0000
2015	0	0	NULL	Y	0	1	0	0	1	S	911	22104498.0400
2017	1	1	Y	W	0	0	0	0	0	S	7	-84854.6094
2023	1	1	X	Y	0	0	0	0	1	S	2293	3076855676.0892
2021	0	1		N	0	0	0	0	1	S	5887	2885257769.7214
2017	0	0	Y	W	0	0	0	0	1	O	1	0.0000
2023	0	0	X	N	0	1	1	0	1	O	418	69892364.6129
2009	0	0	Y	N	0	1	0	1	1	S	27	1951596.2922
2006	0	0	Y		0	1	0	0	1	O	4	430997.0000
2021	0	0	X	W	0	0	0	0	1	S	212	24285646.7494
2007	1	1		N	0	0	0	1	1	O	29	56616407.0547
2013	1	1	X	N	0	1	0	1	1	O	2394	872733274.0689
2005	1	1	X	Y	0	1	0	0	1	S	2	860830.0000
2010	0	0	X	NULL	0	1	0	0	1	O	790	1461.5000
2023	0	0	Y	N	0	1	0	0	1	O	65	4406840.5860
2020	1	1	X	W	1	1	0	1	1	O	1	0.0000
2022	1	1	Y	W	0	0	0	1	0	O	5	1259892.3000
2004	0	0		N	0	0	0	1	1	S	1	3876.0000
2015	0	0	NULL	NULL	1	1	0	0	1	S	2	150213.4800
2016	1	1	Y	N	0	1	0	0	0	S	67	17955441.1903
2023	0	0		Y	0	0	0	0	1	O	16918	412927232.2467
2008	1	1	Y	N	0	1	0	0	1	S	25	9097987.0000
2002	0	0	X	Y	1	0	0	0	1	O	46	7506588.0000
2003	1	1	Y	N	1	0	0	1	0	O	1	5603248.0000
2011	1	1	X	Y	0	0	1	0	1	O	10	14865.6719
2010	0	1		N	0	1	1	0	1	O	2	8214872.7500
2014	0	0			0	0	1	0	1	O	30	5246532.0000
2014	1	1		N	1	1	0	1	1	O	3	0.0000
2022	0	1		W	0	0	0	0	0	O	74	57097684.3031
2016	0	0	N	W	0	0	0	1	1	O	5	0.0000
2013	0	1	Y	N	0	1	0	0	1	S	6	452710.6400
2006	0	1	X	N	1	0	0	1	1	O	188	335818545.2335
2008	1	1	X	W	0	0	0	0	1	S	53	22781423.2275
2010	0	1	X		0	0	0	0	0	O	216	26437728.5108
2020	0	1	X	N	1	1	0	0	1	O	1	2075606.1250
2011	1	1	N	N	1	0	0	1	1	S	22	478794.4994
2016	0	0	X	N	0	0	0	1	1	O	3414	236659890.8275
2020	0	0		N	0	1	NULL	1	1	O	1	-43392.0117
2009	0	1	X	N	0	1	1	1	1	O	13	2125446.5969
2006	0	0		W	0	0	0	1	1	O	1	0.0000
2023	1	1		N	0	1	1	0	1	O	10	9225464.3281
2023	0	1	Y	NULL	0	1	0	0	0	S	2	2695985.5000
2017	0	0	N	N	0	0	NULL	1	1	O	27	1378402.0949
2010	0	0		N	1	0	1	1	1	O	1	185055.0000
2001	0	1	Y	N	0	0	0	1	1	O	15	18493799.0000
2003	0	0	Y		0	1	0	0	1	O	3	199537.0000
2015	0	1		W	0	1	0	0	1	S	5	830497.1973
2016	0	0		W	0	0	0	1	1	O	205	11504924.0513
2016	1	1	X	N	1	1	0	0	1	O	4	0.0000
2005	0	0		N	0	1	0	1	1	O	14	935541.5311
2011	0	1	X	NULL	0	0	0	0	1	O	106	0.0000
2012	1	1	X		0	1	0	0	1	O	530	426132640.3520
2011	0	0		N	0	1	0	1	1	S	34278	1939937854.5435
2011	0	0	N	W	0	0	0	1	1	S	9	2413788.0000
2008	1	1		N	0	0	0	0	1	S	16	0.0000
2019	0	1	X	N	0	0	0	1	1	O	792	222426436.6747
2001	0	0	Y	N	1	0	0	0	0	O	8	2815374.0000
2006	1	1		N	0	1	0	1	1	O	2	1216491.6250
2023	1	1	Y	N	1	0	0	1	0	S	32	34809062.6198
2010	1	1		W	0	0	0	0	1	S	15	25604700.7500
2016	0	0	X	N	1	0	0	1	1	O	265	32049338.8751
2006	0	0	N	N	0	1	0	1	1	S	6	308093.0000
2012	0	1	Y	W	0	0	0	1	0	O	1	0.0000
2020	0	1	X	W	0	1	0	1	1	O	3	0.0000
2012	0	1	X	N	1	1	0	0	1	S	29	5099800.8384
2007	1	1	X		0	1	1	0	1	O	1	722588.4600
2020	0	1	N	Y	0	0	0	0	1	S	28	14273074.8047
2003	0	1	Y	N	1	0	0	0	1	O	3	589279.0000
2002	0	0	X	N	1	0	0	0	1	:	1	602605.0000
2014	0	0	NULL	N	0	1	0	0	1	O	63	1288130.0700
2010	0	0	Y	N	1	0	0	0	0	S	47	2480550.1679
2009	1	1	Y	N	1	0	0	0	0	O	19	61131966.0000
2009	0	1	Y	N	0	1	0	0	0	S	17	21948165.9032
2007	0	1	N	W	0	0	0	0	1	S	1	77684.0000
2006	0	1			0	1	0	0	1	O	1	0.0000
2011	0	1		N	0	1	0	0	1	O	1349	2601152285.8083
2022	1	1	N	Y	0	1	0	0	1	S	15	0.0000
2017	0	1	NULL	W	0	1	1	0	1	O	1	0.0000
2016	0	0	X	N	0	1	0	0	1	O	4637	267176609.6698
2017	0	1	X	N	1	0	0	1	1	O	140	116606419.5032
2020	0	1	N	Y	0	1	0	0	1	S	7	0.0000
2016	1	1	X		0	0	0	0	1	O	115	52852372.1509
2015	0	0		W	0	0	0	0	1	O	556	20939578.4243
2005	0	1	X	W	0	0	0	1	1	O	3	2022541.0000
2017	0	1			0	0	0	0	0	O	524	348934979.2206
2023	0	1	Y	Y	0	0	0	0	0	S	335	205509441.2755
2013	1	1	N	N	0	1	0	0	1	S	36	5382112.3200
2003	0	1	X	N	0	1	0	1	1	O	705	1003105367.2000
2011	0	0	X	Y	1	0	0	0	1	O	14	661171.4727
2022	0	0	X	Y	1	0	0	0	1	S	3	261518.0000
2017	1	1		Y	0	1	1	0	1	O	1	3584895.0000
2010	0	0	NULL	NULL	0	0	0	0	1	O	404	-3028991.9100
2006	0	1	Y	N	1	0	0	0	0	S	3	14788736.0000
2004	0	0	N		0	1	0	0	1	O	6	860501.8500
2017	1	1	X	N	0	0	0	1	1	S	5784	2156566982.9511
2016	1	1	N	NULL	0	1	0	0	1	O	1	0.0000
2010	0	0	X	NULL	0	0	0	1	1	S	114	0.0000
2006	0	1		N	0	0	0	0	0	O	18	17367241.4375
2017	1	1	X	Y	0	1	1	0	1	O	5	0.0000
2010	0	0		N	0	0	1	1	1	O	2	72866.0000
2013	1	1	Y	W	0	0	0	0	1	S	4	838871.0000
2019	0	0		N	1	1	0	0	1	O	182	22991713.4653
2008	1	1	X	W	0	0	0	1	1	S	2	0.0000
2022	1	1	Y	Y	0	0	0	0	0	O	12292	43764141987.0225
2023	0	1		W	0	1	0	1	1	O	6	912344.2500
2005	0	0	X	N	1	0	0	1	1	S	281	60731642.0000
2007	0	1	Y	Y	0	1	0	0	0	O	1	0.0000
2023	0	0	Y	Y	1	0	0	0	0	S	2	0.0000
2017	0	0	NULL	N	0	0	0	1	1	S	8512	851690396.9100
2011	0	1	X	W	0	0	1	1	1	O	1	880000.0000
2015	0	1		N	1	0	0	0	1	O	7	3242275.6400
2003	0	0	X	Y	1	1	0	0	1	O	1	27388.0000
2009	1	1	X	Y	0	0	1	0	1	O	1	12193115.0000
2023	1	1	Y	W	0	1	0	1	0	O	2	4119425.0000
2014	0	0	X	N	0	0	1	0	1	O	103	15576846.0400
2011	1	1		W	0	0	0	0	0	O	178	482516808.3502
2002	1	1	Y		0	0	0	0	0	O	4	535394.1200
2020	1	1	X	W	0	0	0	1	1	O	40	228384631.5898
2004	1	1	X	Y	1	0	0	0	1	O	26	44453232.0000
2007	1	1		N	0	1	0	0	1	O	1	3591301.0000
2006	1	1	Y	W	0	0	0	0	0	O	43	539902058.0000
2023	1	1		N	0	0	1	0	1	O	10	55852823.9805
2011	1	1	N	N	0	1	0	1	1	O	135	234503046.4718
2013	0	0	X	W	0	0	0	0	1	O	2377	8170453.3903
2013	1	1	Y	N	0	1	0	1	0	S	80	43029971.1200
2009	1	1	X	Y	0	0	0	0	1	O	4481	15615444626.7312
2009	0	1			0	1	0	0	1	S	88	100250500.4038
2004	0	0	Y	Y	0	0	0	0	0	S	795	177335697.0000
2013	0	1	Y		0	1	0	0	1	S	1	39129.6000
2016	0	0	X	N	0	1	1	0	1	O	15	1732728.8282
2010	1	1	N	N	1	1	0	1	1	O	6	18068310.0000
2022	1	1	N		0	0	0	0	0	O	1	0.0000
2004	0	1	X	Y	0	0	0	0	0	S	16	6641849.0000
2019	1	1	Y	Y	0	1	0	0	0	O	89	31891437.7238
2021	1	1		N	1	0	0	1	1	O	10	2449624.2720
2022	1	1	Y	Y	0	0	1	0	0	O	4	0.0000
2021	0	1	N	N	0	0	1	1	1	O	4	-11342.6797
2017	1	1		N	0	0	0	0	0	S	715	348270699.9092
2015	0	0	Y	NULL	0	0	0	0	0	O	352	-132424.9600
2020	1	1		W	0	0	0	1	1	S	11	17543360.0781
2016	0	0			0	1	1	0	1	O	36	1104746.0709
2018	1	1	X	W	0	1	0	0	1	S	32	14277848.0000
2003	0	0	Y	N	1	0	0	0	0	O	6	7849821.0000
2006	0	0	X	N	0	1	0	1	1	S	8765	412852813.0943
2013	0	1	NULL	N	0	0	0	1	1	O	30	25805273.6200
2013	0	0	X	NULL	0	0	1	0	1	O	3	0.0000
2023	0	0	X		0	0	1	0	1	O	3	0.0000
2021	1	1	N	N	0	0	0	0	0	O	40	20488648.8631
2012	0	1		N	0	1	0	1	1	S	1207	1357025100.9596
2012	1	1	N	N	0	0	0	0	1	S	1233	67977081.7736
2024	1	1	NULL	Y	0	1	0	0	1	O	28	28080234.7324
2011	0	1	X	NULL	0	0	1	0	1	O	1	0.0000
2011	0	0	N	Y	1	1	0	0	1	O	2	0.0000
2020	0	0	X	N	0	0	1	1	1	O	520	25305718.3464
2018	1	1	N	W	0	0	0	1	1	S	3	0.0000
2021	0	0	Y	Y	0	1	0	0	0	O	41	619003.5000
2007	0	0	Y	N	0	0	1	0	1	O	2	1952775.0000
2008	1	1	N	N	1	0	0	1	1	S	7	8929520.0000
2018	0	1	NULL	N	0	1	0	1	1	O	3	622918.6800
2006	0	0	X	W	0	0	0	0	1	S	457	20140980.4316
2011	1	1	Y	Y	1	0	0	0	1	S	2	0.0000
2011	0	0	Y	N	0	0	1	0	0	O	27	701154.8986
2023	0	1		N	0	0	0	0	1	S	2383	768049391.1450
2015	0	1	NULL	Y	0	0	0	0	0	O	3073	1941729112.6500
2007	0	0	X	N	0	0	1	0	1	O	7	771855.7998
2015	0	0	NULL	NULL	0	0	1	0	1	O	33	1546553.8300
2020	0	0	X	N	0	0	1	0	1	O	67	11737142.1085
2019	0	0	NULL	N	0	1	0	0	1	O	610	12456154.1800
2013	1	1		N	0	1	0	0	1	O	1575	15413208844.0189
2011	0	0	Y	N	1	0	0	1	0	O	28	456955.8448
2017	1	1	X	N	0	1	0	0	1	O	3469	3246621735.2293
2004	1	1	Y	Y	1	0	0	0	1	O	3	379178.0000
2023	0	1		Y	1	0	0	0	1	S	1	0.0000
2017	0	1	NULL	NULL	0	0	0	0	0	S	1	0.0000
2016	1	1	NULL	NULL	0	1	0	0	1	S	440	346209356.9300
2021	1	1	X	N	1	0	0	0	1	S	76	16211787.7423
2011	0	1	Y	N	1	1	0	0	0	S	1	4086203.0000
2020	1	1	X	W	1	0	0	0	1	O	3	0.0000
2021	1	1	X	Y	1	0	0	0	1	S	2	0.0000
2011	0	1			0	0	0	0	1	S	154	110383818.8721
2020	1	1	X	Y	0	1	0	0	1	S	116	1376763329.6211
2019	0	1		N	1	0	0	0	1	O	65	65333264.5557
2014	0	0			0	1	NULL	0	1	O	6	1700850.0000
2005	0	1	Y	W	0	0	0	0	1	S	14	1906274.0000
2022	1	1	N	N	0	0	0	0	1	O	446	74750323.8700
2020	0	0	N	N	0	0	1	0	1	O	5	786156.0000
2013	1	1	Y	N	0	1	0	0	1	O	35	432305.8600
2010	0	1	X	Y	0	0	0	0	1	S	1714	754709993.3198
2008	0	0	N	N	1	0	0	0	1	O	17	5188998.9040
2022	0	0	N	W	0	0	0	0	1	O	3	395100.0000
2017	0	0			0	1	NULL	0	1	O	2	54151.2900
2016	1	1	Y	W	0	0	0	0	0	O	176	314292708.7251
2006	0	0	Y	W	0	0	0	1	0	O	15	411455.5703
2012	0	1	X	W	0	1	0	1	1	O	1	-9466.7998
2003	0	0	X	N	0	1	0	0	1	O	33206	3960116744.9988
2015	1	1	NULL	Y	0	0	0	0	0	S	2	0.0000
2016	0	0	X	Y	0	1	0	0	1	O	63	-1644134.4782
2015	0	1	NULL	N	0	0	1	0	1	O	43	31687870.5200
2010	0	0	NULL	N	0	0	0	0	1	O	3	24338.2600
2007	1	1	X	Y	0	0	0	0	1	O	4951	17727792173.7452
2010	0	0	Y	W	0	0	1	0	0	O	7	35305.0000
2024	1	1	Y	N	0	1	0	1	0	O	8	6451217.3438
2015	1	1		N	0	1	1	1	1	O	7	35559800.8900
2006	0	1	Y	W	0	0	0	0	1	S	4	194966.0000
2013	0	0		N	1	1	0	0	1	O	49	3283232.1300
2017	0	0	X	Y	0	1	0	0	1	O	44	4862423.2866
2018	0	1		N	0	1	0	1	1	S	1575	1035614616.6608
2014	1	1	Y	Y	1	0	0	0	0	S	2	11405261.7500
2024	0	0	X	N	1	0	0	1	1	S	97	8309035.7706
2009	0	0	N		0	0	NULL	0	1	O	1	0.0000
2022	1	1	Y	W	0	0	0	0	0	S	18	9702137.2900
2019	1	1	Y	N	1	0	0	1	0	O	60	112561281.0304
2018	0	1	NULL	W	0	0	0	0	0	O	1	-100185.9500
2014	1	1	X	NULL	0	1	0	1	1	O	1	0.0000
2006	0	1	N	N	0	1	0	1	1	S	1	0.0000
2011	1	1	X	W	0	1	1	0	1	O	8	818536.0000
2021	0	1		N	0	1	1	0	1	O	158	107705929.2744
2023	0	0	Y	Y	0	0	1	0	0	O	3	801628.0000
2012	0	0	N	Y	0	1	0	0	1	O	5	709614.0000
2009	1	1			0	0	0	0	0	O	7	16052178.9902
2011	0	0		N	0	0	0	1	1	O	59112	4040270995.4786
2013	0	0		N	1	0	0	1	1	S	2016	104084462.7033
2020	1	1		N	1	0	0	1	1	O	4	5352683.6602
2013	0	0	X	N	0	0	NULL	0	1	O	2	-25498.0000
2007	0	1	X		0	1	0	0	1	O	1961	941254866.0026
2009	0	1		N	0	1	0	0	1	S	13	4370560.6953
2020	0	0	N	N	0	1	0	0	1	O	173	6593398.0461
2002	1	1	X	N	0	1	0	1	1	S	100	90482417.0000
2024	0	0	X	W	1	0	0	0	1	S	1	-13810.0000
2006	0	0	Y	N	0	0	0	0	1	S	447	54054828.4884
2018	1	1		N	1	0	0	0	1	S	212	134948581.5688
2013	0	1			0	0	0	0	0	O	583	281478457.4523
2016	0	1	N	NULL	0	0	0	0	1	S	7	86784.0000
2022	0	1	N	Y	0	1	0	0	1	S	2	307803.3200
2006	0	0	X	N	0	0	1	0	1	O	6	4043800.3750
2016	0	1		N	0	0	1	0	1	O	37	62846589.5234
2010	0	0	X	Y	0	1	0	0	1	S	418	34369610.8581
2003	0	0			0	1	0	0	1	:	13	9894.1700
2021	0	1	N	N	0	0	0	0	0	O	2	0.0000
2021	0	0	NULL	N	0	1	0	1	1	O	51	2308875.1400
2019	0	1	N	N	1	0	0	1	1	S	42	23329282.5900
2010	0	0	Y	W	0	0	0	1	0	S	1	41951.0000
2015	0	0	Y	Y	0	0	0	0	0	O	1324	147771272.0337
2015	0	0	N	W	0	1	0	1	1	S	4	0.0000
2017	0	0	X	W	0	1	0	0	1	O	123	1560978.3614
2018	0	0	X	N	0	0	0	0	1	S	10158	1284939785.8820
2007	0	0	X	N	0	1	0	1	1	S	51200	1820627032.3219
2023	0	1	X		0	0	0	0	0	O	1	0.0000
2023	1	1	Y		0	1	0	0	0	O	16	12207394.0000
2003	0	0	X	W	0	0	0	1	1	O	108	18327946.0000
2004	0	1	X	Y	1	0	0	0	1	O	3	2201485.0000
2012	1	1	N	N	0	0	0	0	1	O	298	386143828.9629
2016	1	1	Y	N	0	0	0	0	1	S	173	51823252.5408
2012	0	1	Y	N	0	1	0	1	1	S	3	0.0000
2010	0	1			0	0	0	0	1	S	61	48670860.2787
2017	0	0		N	0	1	0	0	1	O	479502	3830477946.9534
2015	1	1	X	W	0	1	0	1	1	O	12	24974527.6800
2022	0	0	X	NULL	0	1	0	0	1	S	52	514982.0300
2021	1	1			0	0	0	0	0	O	1413	3184568684.3691
2006	0	0	X	N	0	0	0	1	1	S	22239	1414758814.8511
2017	0	0		N	0	0	0	0	1		2	20000.0000
2024	0	0	Y	Y	0	1	0	0	0	O	75	12310430.5010
2020	1	1	Y	W	0	1	0	0	0	O	3	0.0000
2020	0	1		N	0	0	1	0	1	O	53	37388327.2932
2017	1	1	Y	N	0	0	0	0	1	S	110	48343026.2596
2015	0	1	NULL	N	0	0	1	1	1	O	12	16625576.9900
2002	1	1	Y	N	0	1	0	0	0	O	10	9082549.0000
2014	0	0	X	NULL	0	1	0	0	1	O	1345	14943.6000
2010	1	1	X	N	1	0	0	0	1	S	224	96645576.4265
2011	0	1	X	N	0	1	1	0	1	O	29	1461631.1714
2020	0	1	N	Y	0	0	0	0	1	O	31	3071537.4043
2017	0	1	X	W	0	1	0	0	1	S	51	5742090.5383
2008	0	0	Y		0	0	0	0	0	S	44	1729382.4414
2019	0	0	X	N	0	0	NULL	1	1	O	45	-134254.7818
2023	0	1	NULL	N	0	0	0	1	1	O	421	36775227.6882
2023	1	1	Y	W	0	0	0	0	0	S	15	5021070.1125
2024	1	1	Y	N	0	1	0	0	0	O	44	130936282.7109
2024	1	1	Y	N	0	0	1	1	0	O	2	0.0000
2020	0	0	X	N	1	1	0	1	1	O	20	1114827.0107
2009	1	1	Y	N	1	0	0	1	1	O	26	28382459.8300
2022	1	1	X	W	1	1	0	1	1	O	1	0.0000
2021	0	0	X	W	0	1	0	0	1	O	98	2862878.1370
2002	0	0	X	W	0	1	0	1	1	O	221	12365347.0000
2005	0	0	X		1	0	0	0	1	S	5382	312060603.0000
2012	0	0	Y	N	0	0	1	0	0	O	8	689230.5300
2014	0	1	N	N	0	0	1	1	1	O	1	-123958.8000
2018	0	0	Y	Y	1	0	0	0	0	O	1	0.0000
2017	0	1	N	N	0	0	0	0	1	S	117	14103079.0621
2003	0	1	Y	N	0	1	0	1	0	O	3	3697989.0000
2010	0	1	N	NULL	0	1	0	1	1	O	1	0.0000
2022	1	1	Y	W	0	0	0	1	0	S	6	0.0000
2011	0	0	Y	NULL	0	1	0	0	0	S	5	0.0000
2011	0	1		N	0	1	0	0	1	S	567	998861979.8890
2017	0	0	X	W	0	0	0	1	1	S	45	9880848.4989
2006	0	1	X	N	0	0	0	1	1	O	665	982776046.1679
2013	1	1	X	W	0	1	0	0	1	S	47	20591511.6900
2023	1	1	Y	N	0	1	0	1	0	O	36	7523655.9913
2019	0	0	N	W	0	1	0	1	1	S	6	89000.0000
2003	0	0	Y	N	0	1	0	0	1	O	10	20321943.0000
2013	0	1	Y	N	0	0	1	0	0	O	12	-710810.0000
2015	0	1	NULL	NULL	0	0	0	0	1	S	105	35738031.5100
2017	0	0		W	0	1	0	1	1	S	1482	37944680.5850
2018	0	0	Y	Y	0	0	0	0	0	S	499	63707994.9266
2016	0	1	X	Y	0	1	0	0	1	O	34	11699776.9605
2020	0	1	NULL	N	0	1	0	0	1	O	9	2124446.5000
2010	0	0	N		1	0	0	0	1	O	4	-228964.2275
2018	1	1		N	0	0	0	0	0	S	759	436927611.0775
2005	0	0	X	Y	1	1	0	0	1	S	1	0.0000
2023	0	0	Y	NULL	0	1	0	0	0	S	10	4448884.4375
2024	0	0	NULL	N	1	1	0	0	1	O	5	941.8400
2010	0	0	Y	N	0	0	0	1	0	O	10425	1059741870.9881
2021	0	1	Y		0	0	0	0	0	O	7	0.0000
2019	1	1		N	0	0	0	0	0	O	23730	40110846598.0986
2010	1	1	X	NULL	0	0	0	1	1	S	52	0.0000
2009	0	1	X	Y	0	0	0	0	0	S	9	2386768.0000
2011	1	1	X	W	0	0	0	0	1	O	686	905935238.8905
2021	0	1			0	1	1	0	1	O	1	0.0000
2018	0	0	N		0	1	0	0	1	O	46	-0.0300
2004	0	0	X	N	0	0	0	0	1	S	68764	5574455381.2769
2013	0	1	X		0	0	0	0	1	S	283	18382332.2172
