fiscal_year	IsAbove2018constantCommercialItem7500k	IsAbove2018constantCostAccounting2000kThreshold	CostAccountingStandardsClause	costorpricingdata	IsSealedBid	IsCommercialitemacquisitionprocedures	isforeigngovernment	FixedPriceEffective	AlwaysCAUisCASexemptOrWaived	contractingofficerbusinesssizedetermination	n_cau	obligatedamount
2003	0	1	Y		0	0	0	0	0	O	4	-305313.0000
2021	0	1		W	0	1	0	1	1	O	18	7695789.7038
2021	0	0	N	W	0	0	0	0	1	O	5	0.0000
2013	0	0	NULL	N	0	1	1	0	1	O	1	-54062.9000
2010	0	0		Y	0	0	0	0	1	O	2418	583196540.4611
2002	0	0	Y	Y	0	0	0	0	0	O	2264	480668502.0001
2021	0	1	N	W	0	1	0	1	1	S	2	0.0000
2017	0	1	NULL	N	0	0	0	0	1	S	870	585352013.0700
2018	1	1	Y	Y	1	0	0	0	0	S	12	4491741.5300
2019	0	1		Y	0	0	0	0	0	S	57	8689796.4876
2009	0	0	Y	N	1	0	0	0	0	S	21	2062634.9097
2011	0	0	Y	Y	0	0	0	0	0	O	3061	151975901.3571
2010	1	1	X	N	1	0	0	0	1	O	650	403307636.8343
2011	0	0	X	N	0	0	0	0	1	O	31339	913498006.0274
2020	0	0		N	1	1	0	1	1	S	42	-402740.4596
2016	0	1	NULL	W	0	0	0	1	1	O	6	598993.1900
2016	0	1	X	NULL	0	0	0	0	0	O	2	14109.9200
2019	0	0	Y	N	0	0	1	0	0	O	1	748440.0000
2022	1	1	X	NULL	0	0	0	0	1	O	8	3381449.3400
2021	1	1		Y	1	0	0	0	1	S	31	26586642.2968
2010	0	0		W	0	1	0	1	1	S	8	429274.5898
2009	0	0	X	N	0	1	NULL	0	1	O	1	0.0000
2019	0	1	Y	N	0	1	0	0	0	O	51	13477798.1999
2020	1	1	N	N	0	0	1	1	1	O	2	0.0000
2007	1	1	X	W	0	1	0	0	1	O	172	1544793092.5659
2003	0	1	N	N	0	1	0	1	1	O	3	1115000.0000
2018	1	1	N	N	1	0	0	0	1	S	1	0.0000
2014	1	1		W	0	0	0	1	1	O	138	109876784.7398
2010	1	1	Y	N	0	1	0	1	1	O	15	11927022.2248
2012	1	1	Y	N	1	0	0	0	1	S	2	-21.0400
2019	0	0	X	NULL	0	1	0	0	1	S	2	0.0000
2024	0	1	X	N	0	0	0	0	1	O	413	330281678.5273
2015	0	0	X	W	0	0	0	1	1	O	195	4859332.0900
2020	0	0	X		0	1	0	0	1	S	2333	-981048.7013
2001	1	1	Y	N	0	0	0	0	0	S	3	3931982.0000
2005	0	0	Y		1	0	0	0	0	O	2	2340000.0000
2020	0	0	X	W	0	1	0	0	1	O	78	4059491.6814
2021	1	1		N	0	1	0	1	1	S	2397	2862742125.4264
2022	0	1	X	N	0	1	0	1	1	O	883	129735641.8800
2014	0	0	X	N	1	0	0	1	1	O	562	28488561.3214
2018	0	1			0	1	0	0	1	S	2258	1107588875.5322
2021	0	1		Y	0	0	0	0	0	O	5737	3072208090.0583
2010	1	1	Y	N	0	0	1	0	1	O	13	53741740.8828
2014	1	1	X	N	0	0	0	0	0	O	1970	1416487201.1227
2018	0	0		W	0	0	0	1	1	S	56	5750676.6335
2021	0	0		N	1	1	0	1	1	S	5	-173821.3573
2011	1	1	X	N	1	1	0	1	1	S	85	15688928.5342
2008	0	0	Y	Y	0	1	0	0	0	O	6	2090211.0000
2013	0	0	Y	W	0	0	0	0	1	O	2	612.0000
2021	0	0		N	0	0	0	0	1	O	645401	9612332220.4710
2004	0	0	Y	N	1	0	0	0	0	O	16	4537462.0000
2010	0	1	N	N	1	0	0	0	1	O	3	2263466.7578
2015	0	0	X	N	0	0	0	1	1	O	3396	168484113.9556
2011	1	1	Y	W	0	0	1	0	0	O	7	0.0000
2012	1	1	X		0	0	0	0	0	O	236	-4598045.2160
2010	1	1	X		0	0	0	0	0	O	1089	1248650680.3345
2010	0	0	X	W	0	1	0	1	1	O	20	514097.2032
2015	0	1	N	N	1	0	0	0	1	O	1	-504.1400
2013	0	1	X	W	0	1	0	0	1	S	45	4351747.1100
2019	0	0	N	W	0	0	0	0	1	O	4	454289.9500
2023	0	1	NULL	N	1	0	0	0	1	S	24	1359420.5564
2004	0	1	X	N	0	0	0	0	1	S	4661	2266582577.9700
2014	1	1		N	0	1	0	1	1	O	901	3671628043.5230
2014	1	1	Y	N	1	0	0	1	1	S	2	-16534.9000
2009	0	1	X	N	0	0	0	0	0	S	15	4060200.9459
2015	0	0	N	NULL	0	0	0	0	1	S	23	-1803.9600
2021	0	1	Y	N	0	1	0	1	0	S	42	6366596.5505
2020	0	0	Y	Y	0	0	1	0	0	O	1	-1653680.0000
2007	0	0	Y		1	0	0	0	1	S	1	23469.0000
2012	1	1	Y	N	0	1	0	0	0	S	35	8953468.0313
2004	1	1	X	N	0	0	0	0	1	S	4061	3817626868.8263
2014	1	1	N	N	0	1	0	0	1	S	65	3467090.7200
2009	1	1	N	Y	0	1	0	0	1	S	1	87224.7969
2015	1	1		W	0	1	0	1	1	S	2	9815092.2300
2007	0	0	Y	N	0	0	0	1	1	S	530	79910661.5220
2021	0	1			0	1	0	0	1	S	2740	1269173955.9809
2012	0	1	N	N	0	0	0	0	1	O	136	31601208.7608
2023	0	0		N	1	1	0	0	1	O	166	15224174.1983
2018	0	1	X	N	0	1	0	0	1	O	1673	372235672.2243
2022	1	1	X		0	0	0	0	1	S	101	-6915.6701
2011	0	1	X		0	0	1	0	1	O	1	0.0000
2003	0	0	X	W	0	1	0	1	1	S	1	538804.0000
2012	1	1		N	0	0	0	1	1	S	1826	3326759478.1389
2015	1	1	NULL	NULL	0	0	0	0	1	S	278	174108958.7100
2010	0	0		W	0	0	0	1	1	S	14	572815.2335
2009	0	1	Y		0	1	0	0	1	O	3	600000.0000
2009	0	0	X	N	1	0	0	0	1	O	1401	45253219.1142
2019	1	1	N	N	0	1	0	0	1	S	122	27567522.9547
2009	0	1	Y	N	1	1	0	1	0	O	2	1997700.0000
2021	0	0	Y	N	0	0	0	1	0	O	84	4682047.8727
2003	0	1	Y	Y	0	0	0	0	0	O	1427	1383668480.0000
2024	1	1	NULL	NULL	0	0	0	0	1	S	99	60361858.1490
2013	1	1	X	N	0	1	1	1	1	O	14	-910285.1700
2009	0	0	N	Y	0	1	0	0	1	S	19	76452.5000
2023	0	0	NULL	Y	0	0	0	0	1	S	930	33256930.7373
2018	1	1	N	W	0	1	0	1	1	S	6	2586772.8994
2018	0	1	X	N	0	0	1	1	1	O	56	66070743.2225
2021	0	1	X	Y	1	0	0	0	1	S	6	257535.9258
2001	0	0	Y	N	0	1	0	1	1	O	4	4542497.0000
2017	0	1	Y	NULL	0	0	0	0	0	O	10	0.0000
2017	0	1	Y	N	0	0	0	0	0	S	1018	279056366.0765
2007	0	0		N	0	0	0	1	1	O	34	11004114.3427
2012	0	1	Y	W	0	0	0	0	1	S	1	-295.2600
2003	1	1	X		0	1	0	0	1	S	170	145567177.2500
2021	1	1		N	0	1	0	0	1	S	1794	2738745094.7635
2023	0	0	NULL	NULL	0	0	0	0	1	S	116761	1262384657.1702
2006	0	0	Y		1	0	0	0	0	S	5	72769.0000
2020	1	1		W	0	1	0	0	1	O	15	25129038.9687
2004	0	0	Y	N	0	0	0	1	0	S	1822	223937481.0000
2011	0	1	N	N	1	0	0	1	1	O	2	5728000.0000
2023	0	0	X	N	0	0	0	0	1	S	123995	4790276047.3233
2008	0	1	X	N	0	1	0	0	1	S	4152	1236517138.7820
2002	0	0	X	Y	1	1	0	0	1	O	1	-35667.0000
2012	0	0	Y	Y	1	0	0	0	0	S	2	192000.0000
2023	0	0	Y	N	0	0	1	0	0	O	13	3540426.4688
2013	1	1			0	0	0	0	0	O	587	851830096.7430
2010	0	1	X	N	0	0	0	1	1	S	5846	2875850469.4164
2021	0	1	Y	N	0	1	1	0	0	O	1	464576.2813
2017	0	0	NULL	N	0	1	0	0	1	S	30721	483688749.2600
2020	0	0		N	0	0	NULL	0	1	O	7	152012.4903
2007	1	1	X	N	0	1	1	0	1	O	4	2535000.0000
2019	1	1	X	W	0	1	0	0	1	S	23	4644124.0000
2009	0	1	X	N	1	1	0	1	1	S	92	10592739.4042
2008	1	1	N	N	0	0	0	1	1	S	61	43076206.2454
2022	0	1	X	W	0	0	1	0	1	O	1	0.0000
2020	1	1			0	1	0	0	1	O	621	1281463080.2572
2013	0	0	NULL	N	0	0	0	1	1	O	506	31704576.6900
2018	0	0	Y	W	0	0	0	0	0	O	16	915770.4900
2020	0	0	X	N	0	0	0	0	1	O	5885	467286655.4142
2017	1	1	NULL	Y	0	1	1	0	1	O	1	332390.9300
2018	1	1	Y		0	0	0	0	0	O	94	726593.3750
2005	0	0	X	N	0	1	0	1	1	O	5786	221211454.5418
2023	0	0	X	N	1	1	0	1	1	O	23	964458.0438
2020	0	0	Y		0	0	0	0	0	S	37	0.0000
2006	0	0	N	N	0	0	0	0	1	S	29	1999692.2788
2011	0	0			0	0	0	0	1	O	89241	2287981093.8116
2022	0	0			1	1	0	0	1	O	2	-219022.0000
2022	1	1	N	N	0	1	0	1	1	S	55	6348458.6200
2008	0	0	X	N	0	1	1	0	1	O	54	653031.9500
2012	0	0	N	W	0	1	0	1	1	S	6	30070.0000
2014	1	1	X	N	1	0	0	1	1	O	600	1024715058.5392
2017	0	1	NULL	N	0	0	1	1	1	O	5	6379104.8000
2010	0	0	N	NULL	0	1	0	0	1	O	68	0.0000
2020	0	1	N	N	0	0	0	0	1	S	101	33620413.9360
2016	1	1	N	N	0	1	0	0	1	S	63	-685570.5000
2007	1	1	X		0	0	0	0	1	S	1872	1416222285.5051
2014	1	1	X	Y	0	0	0	0	1	S	1772	985164741.2574
2014	1	1	N		0	1	0	0	1	S	8	2960398.3800
2012	0	1		N	0	1	0	0	1	S	982	1127783419.4212
2008	0	0		N	1	0	0	1	1	O	1	19820.0000
2015	0	0		N	1	0	0	1	1	S	708	42326127.0242
2011	0	0	Y	N	0	0	0	1	1	O	251	482340.2366
2013	0	0	N		0	1	0	0	1	S	21	117116.8000
2006	0	0	Y	W	0	0	0	0	1	O	14	2629400.0000
2011	0	1	Y	Y	0	0	0	0	1	S	93	8840689.0431
2024	0	1	X	NULL	0	0	0	0	0	S	1	0.0000
2013	0	0	Y	Y	0	0	0	0	1	S	32	433864.1300
2009	0	0	X		0	0	0	0	1	O	82793	2082902451.8200
2010	0	0	X	Y	0	0	0	0	1	O	4156	559695304.0555
2020	1	1	Y	Y	1	0	0	0	0	S	2	0.0000
2010	1	1	Y	NULL	0	1	0	0	0	S	2	0.0000
2012	1	1	Y	N	0	1	0	1	0	S	56	27241216.1309
2016	0	1	N	N	0	1	0	1	1	S	42	2671200.9573
2002	0	1	X	Y	1	0	0	0	1	S	4	1652071.0000
2017	0	1	NULL	N	0	1	0	1	1	S	279	334488808.0600
2014	0	0		W	0	1	0	1	1	O	328	13031303.5142
2014	0	0	X	Y	0	0	1	0	1	O	4	-250.0000
2005	1	1	X	N	0	0	1	0	1	O	43	79418247.0000
2001	0	0		N	0	0	0	0	1	S	23	1425189.7047
2020	0	1			0	1	0	0	1	S	2624	1284518867.7686
2012	0	0	Y		1	0	0	0	0	O	3	-85000.0000
2011	0	0	X	N	0	1	0	0	1	O	15790	562705045.1927
2002	1	1	X	W	0	0	0	1	1	S	9	341485.0000
2005	0	0	X		0	1	1	0	1	O	32	8604527.0596
2005	0	0	N	N	0	0	0	0	1	O	64	626500.5810
2014	0	1	X		0	1	0	0	1	S	250	10933708.2368
2006	0	0	X		0	1	0	0	1	S	153952	4840716349.3097
2018	0	0	X	W	0	0	0	0	1	O	62	8979723.3842
2009	1	1		N	0	1	0	1	1	O	11	78148958.8701
2023	1	1	X	N	1	1	0	0	1	O	19	81836010.0000
2013	0	0	NULL	N	1	1	0	1	1	S	7	34352.5300
2023	1	1	X	W	1	1	0	1	1	O	1	0.0000
2019	0	1	NULL	Y	0	0	0	0	0	O	15	5067581.4800
2006	1	1	X		0	1	0	0	1	O	2347	9679200161.3533
2020	1	1	Y	Y	0	0	0	0	0	S	780	373080492.7829
2012	1	1	X	Y	0	0	1	0	1	O	4	0.0000
2018	0	0	N	N	0	0	0	0	1	O	416	17845737.1873
2003	0	1	X	N	0	0	0	1	1	O	2009	1994550391.1797
2013	1	1	X	W	0	0	0	0	1	O	387	689260544.2600
2023	1	1	Y	N	1	0	0	0	0	S	30	18381308.1188
2005	0	0	Y	Y	0	0	0	0	0	O	1432	188769190.9625
2008	1	1	N		0	0	0	0	1	S	39	44274582.2975
2001	0	0	Y	N	0	0	0	1	1	S	34	1345833.0000
2007	1	1	X	N	0	1	1	1	1	O	3	650000.0000
2002	0	0	X	N	0	1	0	0	1		2	0.0000
2018	1	1	Y	Y	0	1	0	0	0	S	4	0.0000
2016	1	1	X	W	0	0	0	0	0	O	3	-62830.5293
2022	0	1	N		0	1	0	0	1	O	4	0.0000
2008	0	0	Y		0	1	0	0	0	S	22	1075122.7000
2009	0	0	X	N	0	0	NULL	0	1	O	3	58780.0000
2007	0	0		N	0	0	0	0	1	O	114	21644894.4445
2022	0	0		Y	1	1	0	0	1	O	11	1325766.2793
2009	0	0	N	W	0	1	0	0	1	O	4	1107151.3848
2011	1	1	X	NULL	1	0	0	0	1	S	1	0.0000
2017	0	0	NULL	N	0	1	0	1	1	S	20520	670950412.3600
2024	1	1	Y	N	0	0	0	1	1	S	20	14542051.6304
2018	0	1	NULL	NULL	0	1	0	0	1	S	4	248234.4000
2022	1	1	X	W	0	1	0	0	1	O	98	24062059.9800
2011	0	0	X	W	0	0	0	0	1	O	5835	430831204.3497
2019	1	1	X	W	0	1	0	1	1	S	19	807476.0625
2023	0	1		W	0	0	0	1	1	O	5	5117049.9570
2007	0	1	Y		0	1	0	0	1	O	2	60.0000
2022	0	0		W	0	1	0	0	1	O	56515	297092408.9931
2023	0	0		Y	1	1	0	0	1	O	2	-849.6600
2004	0	0	Y	Y	1	0	0	0	1	O	3	7720412.0000
2012	1	1		N	0	0	1	0	1	O	5	27868969.0000
2024	1	1	NULL	N	0	0	0	1	1	S	286	189550125.4391
2008	0	0	Y	Y	0	0	0	0	0	O	1074	188699330.0002
2014	1	1	X	N	1	0	0	0	1	O	211	342484393.5300
2016	0	0	Y	N	0	0	1	0	0	O	5	559099.1250
2018	1	1		Y	0	1	1	0	1	O	4	3792883.5000
2023	0	1	X	Y	0	0	0	0	1	O	775	608949622.1632
2013	1	1	X		0	0	0	0	1	S	258	66912737.5653
2007	0	0	N		0	0	0	0	1	S	31	1200394.5683
2014	0	1	X	Y	1	0	0	0	1	S	2	1598691.4200
2010	1	1	X	W	0	0	0	0	0	O	354	394924552.3646
2004	0	1	Y	N	0	0	0	0	1	S	180	123033109.0000
2014	0	1	X	N	1	0	0	1	1	O	213	138453407.0500
2012	1	1	X	N	1	0	0	0	1	O	315	211890922.7403
2010	1	1	N		0	0	0	0	0	O	24	11601525.1275
2012	1	1	N	N	0	1	0	1	1	S	39	9944972.8648
2013	0	1		Y	0	1	0	0	1	S	64	86746852.9800
2013	0	1	X		1	0	0	0	1	O	4	-94137.4400
2015	1	1	X	N	1	0	0	0	1	O	139	50898854.8100
2016	0	1		N	0	0	0	0	1	S	4300	1850902284.8032
2018	0	0		Y	0	1	0	0	1	O	173011	456273911.5771
2004	0	1	Y	N	0	0	0	1	0	O	193	336813515.6802
2017	0	1	N	N	1	1	0	1	1	S	3	0.0000
2013	0	1		W	0	1	0	0	1	S	15	19712907.7613
2019	1	1	N	N	1	0	0	1	1	S	8	19109688.5938
2023	0	1	Y	N	0	1	0	1	1	S	2	234411.6641
2002	1	1	Y	Y	0	1	0	0	1	O	2	6778956.0000
2020	0	1	NULL	N	0	1	0	0	1	S	3	4192602.2700
2022	0	0	Y	N	0	0	0	1	1	O	1	0.0000
2020	1	1	Y	N	1	1	0	1	0	O	1	0.0000
2015	1	1	N	N	1	1	0	1	1	S	2	0.0000
2005	0	0	Y	Y	1	0	0	0	1	O	4	1792953.0000
2024	0	1	NULL	NULL	0	1	1	0	1	O	1	0.0000
2022	1	1	X	NULL	0	1	0	0	1	O	1	0.0000
2024	1	1	NULL	N	0	0	1	0	1	O	1	0.0000
2014	1	1	N	NULL	0	1	0	0	1	O	3	0.0000
2019	0	1	X	Y	0	0	0	0	1	O	561	205374003.4646
2014	0	1	N	W	0	0	0	0	1	O	2	-5051.0000
2022	1	1		N	1	1	0	0	1	O	17	52716060.5547
2019	0	1	NULL	NULL	0	1	0	0	1	O	21	5780741.0700
2022	1	1			0	0	0	0	0	S	18	14147463.0626
2007	0	1	Y	N	0	1	0	0	1	O	2	1802088.2188
2005	0	0	Y		0	0	0	0	1	O	10	615156.0000
2021	1	1	NULL	Y	0	0	0	0	0	O	41	10407837.8700
2013	0	1		N	0	0	0	1	1	S	5231	2621482587.1466
2014	0	1	NULL	N	0	0	0	0	0	O	1	0.0000
2016	0	0	Y	N	0	0	0	1	0	S	351	24962705.1586
2019	0	1		N	1	1	0	0	1	O	4	3124557.5000
2009	0	0	Y	W	0	0	0	0	1	O	991	50704485.8919
2002	0	1		N	0	1	0	0	1	O	4	432533.6519
2020	0	1		N	0	1	0	0	1	O	3473	4483666946.1265
2002	1	1	X		0	1	0	0	1	S	109	70639291.0000
2010	0	0	X	NULL	0	0	1	0	1	O	2	0.0000
2015	0	0		N	0	0	1	0	1	O	135	13910855.0376
2009	0	0	X	N	0	1	1	1	1	O	37	10067246.3559
2008	0	0	X	N	0	1	1	1	1	O	22	4605982.2320
2019	0	1	N	W	0	0	0	1	1	O	2	4500000.0000
2006	0	0	X	Y	1	1	0	0	1	O	3	712557.0000
2017	1	1	X	N	0	0	0	0	1	O	4227	5393125102.5966
2019	0	0	NULL	N	0	0	0	1	1	O	14	-1189579.6500
2019	0	1	X		0	0	0	0	1	O	69	-273402.4171
2015	0	0	Y	N	0	0	0	1	1	S	6	995237.5300
2008	1	1		N	0	1	0	0	1	O	3	0.0000
2015	0	1		N	1	1	0	0	1	O	4	-45259.2991
2009	0	0	X		1	0	0	0	1	S	33	106429.6981
2006	0	0	N		0	0	0	0	1	S	11	40327.2791
2017	0	1	X	N	0	1	0	1	1	O	1062	100371842.7158
2012	0	0	X	N	1	1	0	0	1	S	72	703503.9821
2022	0	0	N	Y	0	0	0	0	1	O	12	201440.4800
2017	0	0	Y	W	0	0	0	1	0	O	2	1030764.0600
2022	0	0	X		0	1	0	0	1	S	1795	10795107.4827
2010	0	1		N	1	0	0	0	1	O	2	1881454.8750
2024	0	0	Y	Y	0	0	0	0	1	S	7	595555.1250
2014	0	1	N	W	0	0	1	0	1	O	1	0.0000
2005	0	1	N	N	0	1	0	1	1	O	4	1402337.1875
2014	0	0	X	W	0	0	0	0	1	S	95	5675330.6900
2008	1	1	Y	N	0	1	0	1	1	S	2	0.0000
2016	1	1	X	N	1	0	0	1	1	O	615	1113684120.7245
2017	0	0		N	0	0	0	1	1	O	357553	5079972457.6962
2012	1	1	X		1	0	0	0	1	O	37	10543551.5841
2013	1	1		N	0	1	0	1	1	O	760	2218311082.9164
2006	0	0	X	N	0	1	0	0	1		2	0.0000
2006	0	0	Y	N	0	1	0	1	0	O	30	203734.5000
2001	0	1	X	N	1	0	0	0	1	S	7	4298453.0000
2002	1	1	X		0	0	0	0	1	S	207	229416895.8200
2011	0	0	X	NULL	0	1	1	0	1	O	3	0.0000
2008	0	0	X	N	0	0	1	1	1	O	28	7032275.2923
2013	0	1	Y	N	0	0	0	0	0	S	1031	254028568.5200
2012	1	1	X	W	0	0	1	1	1	O	3	39301.4409
2021	1	1	X	W	0	1	1	0	1	O	1	0.0000
2011	0	1	X	Y	0	0	0	0	0	O	314	13426286.0833
2019	0	1	X	Y	0	1	0	0	1	O	53	27329152.2465
2015	1	1	NULL	N	1	1	0	1	1	O	1	1540773.1900
2008	0	1	X	Y	0	0	0	0	1	S	2084	1117953669.3307
2011	1	1	Y	N	0	0	0	0	0	S	2158	890963716.0234
2021	0	1	X	W	0	1	1	0	1	O	2	7932400.0000
2001	0	0	Y	N	0	0	0	0	1	S	74	17598763.0000
2011	0	1	X	N	0	1	0	1	1	O	2216	283419701.8225
2014	0	1	X	N	1	0	0	0	1	O	27	23614088.3400
2021	1	1		W	0	0	0	0	1	S	104	137857434.1162
2023	0	0	N	N	0	1	1	0	1	O	3	0.0000
2007	0	0	Y	W	0	0	0	0	0	S	25	5251615.0000
2015	1	1	X		0	1	0	0	1	O	37	3833099.8694
2010	0	1	X	N	0	0	1	0	1	O	21	9140377.8287
2001	0	0	Y	N	0	1	0	0	0	S	10	695909.0000
2010	0	0		W	0	0	0	0	1	S	25	4093754.7159
2013	0	0		Y	0	0	0	0	1	S	6196	568221419.9098
2010	1	1	Y	NULL	0	0	0	1	0	O	5	0.0000
2005	0	0	Y	N	0	1	0	0	1	O	3	175830.0000
2022	0	1	X		0	1	0	0	1	O	260	349739.0000
2016	0	0	N	N	1	0	0	0	1	O	7	511215.0000
2010	0	0	X	N	0	1	0	1	1	S	38377	1789817310.6565
2019	0	0		N	0	0	1	1	1	O	57	964349.5590
2023	0	1	N	N	0	0	0	0	1	O	40	6414964.9853
2014	0	1	Y	NULL	0	0	0	0	0	S	1	0.0000
2017	0	0	N		0	1	0	0	1	S	1	-152.4800
2016	0	1	NULL	Y	0	1	0	0	1	O	42	54293236.5400
2009	1	1	X	N	0	1	0	1	1	S	1577	1109011383.2064
2004	0	0	Y	N	0	0	0	0	0	S	2505	378738626.0000
2021	0	1	X	N	1	0	0	0	1	S	64	22244217.9007
2009	0	0	X	N	0	0	0	0	1	:	1	303279.0000
2016	0	0	X	W	0	0	0	0	1	O	112	8602564.7691
2014	0	0		N	1	0	0	1	1	S	2034	170731299.2819
2012	1	1	X	NULL	0	0	0	0	1	S	253	0.0000
2019	0	1	N	Y	0	0	0	0	1	S	34	5262955.5418
2013	0	0	N	N	0	1	0	1	1	S	168	8236370.7800
2015	0	0	X	NULL	0	0	0	0	1	S	1104	-2435852.4400
2015	0	0		N	0	0	0	0	1	O	84124	2085333766.4438
2017	0	0	X	N	0	0	0	0	1	S	10525	1206514683.6572
2016	1	1	N	Y	0	0	0	0	0	O	25	36067664.9900
2008	0	1	X	W	0	0	0	0	0	O	49	9984979.5000
2011	1	1	Y	W	0	1	0	0	0	O	3	975000.0000
2012	0	0	X	Y	0	0	0	0	1	O	2136	57636953.1264
2007	0	0	X	N	0	0	0	1	1	S	81657	3844249248.1376
2018	0	1		N	0	0	0	1	1	S	3983	2123059622.5642
2014	0	1	Y	N	0	0	0	0	0	O	1971	336893365.6986
2020	0	1		N	0	0	0	0	1	S	6158	3123735722.0862
2014	1	1	Y	N	0	0	0	1	1	O	116	71820971.1000
2018	1	1			0	0	0	0	1	S	770	568148568.7543
2008	1	1	X	N	1	1	0	1	1	S	17	12046690.1900
2011	0	0	X	W	1	0	0	1	1	S	4	25906.2793
2013	0	0	X	N	1	0	0	0	1	S	80	6426981.4200
2015	0	0	X	Y	0	0	1	0	1	O	4	981391.3000
2017	1	1	X	N	0	0	1	0	1	O	129	45581647.6712
2013	0	1	Y	N	1	0	0	1	0	O	8	10933799.0000
2009	0	0	N	N	1	1	0	0	1	S	3	-1470.0000
2017	1	1	NULL	W	0	0	0	0	0	O	39	38101240.2100
2009	0	0	X	W	0	1	0	1	1	S	57	8070143.9113
2012	1	1		W	0	0	1	1	1	O	5	26859144.6406
2009	0	1	X	Y	1	0	0	0	1	O	22	11776499.0000
2006	0	0			0	0	0	0	1	:	1	0.0000
2015	0	0		N	1	0	0	0	1	S	147	8124921.8038
2019	0	0	Y	N	1	0	0	0	1	O	1	0.0000
2023	0	0	X	W	1	0	0	1	1	S	7	2148655.5859
2011	0	0	X	N	0	0	0	1	1	S	23810	803050263.3775
2021	1	1	Y	N	0	1	0	0	0	S	81	43476621.0149
2002	0	0	X	N	0	1	0	0	1	S	26439	1979606297.2990
2024	0	0	X	NULL	0	0	0	0	1	S	229	10256602.2102
2017	0	1	Y	N	0	0	0	1	1	O	1	0.0000
2022	0	1	N	N	0	0	0	0	0	O	3	0.0000
2016	0	1		W	0	1	0	1	1	O	28	16120141.3938
2016	0	0	NULL	N	1	1	0	0	1	S	2	3285.0000
2017	0	1	N	Y	0	0	0	0	1	S	59	7987886.0469
2016	0	0	N	W	0	1	0	1	1	O	1	542789.0625
2015	1	1	Y	Y	1	0	0	0	0	O	1	0.0000
2018	0	1	X	N	1	1	0	0	1	S	9	401549.4453
2007	0	1	X	N	0	1	0	1	1	O	2018	1885342949.7757
2015	0	1	X	N	0	0	0	1	1	S	2173	443178831.7966
2023	0	0	Y	N	0	0	0	1	0	S	1781	243309099.0116
2010	1	1	N		0	1	0	0	1	S	5	4714561.0156
2008	1	1	N	N	0	1	0	0	1	O	65	197816561.5733
2016	0	0	Y	NULL	0	0	0	0	0	S	41	0.0000
2019	1	1		W	0	0	0	0	0	O	401	1019303810.3549
2014	0	1		W	0	0	1	0	1	O	10	5666762.6000
2021	0	1		N	0	1	0	0	1	S	2375	2347455094.3843
2023	0	1	N	N	0	0	1	0	1	O	1	0.0000
2023	0	0	NULL	W	0	0	0	0	1	O	101	-2286936.3519
2002	0	0	Y		0	1	0	0	0	O	23	4534280.0000
2001	0	1	X	N	0	0	0	0	1	S	2237	1440988065.8900
2010	0	1	Y	N	0	1	0	0	0	S	57	31296721.5849
2018	0	0	X	N	1	1	0	1	1	O	49	1331669.5371
2013	0	0	X		1	0	0	0	1	O	31	90827.1600
2019	0	1	N	N	1	0	0	1	1	O	2	3392422.2500
2005	0	0	X		0	0	1	0	1	O	58	7787293.0000
2003	0	0	X	N	1	1	0	1	1	S	44	2186140.0000
2009	1	1	N	N	0	0	0	0	1	S	2893	194500877.0273
2020	1	1	X	N	1	0	0	1	1	S	860	940501928.7688
2020	1	1		W	0	0	1	0	1	O	10	49259799.0000
2003	0	1	X	Y	0	0	0	0	0	O	440	354028888.0000
2011	0	1	Y		0	1	0	0	1	S	5	1091635.2500
2014	1	1	Y	N	0	0	0	0	0	S	1484	690343715.5515
2023	1	1	X	Y	0	1	0	0	1	S	193	206037059.7481
2007	0	0	Y	Y	0	0	0	0	0	S	292	54345306.4905
2011	1	1	Y	N	0	1	0	0	1	O	87	26366202.5972
2011	0	0	N	N	1	1	0	1	1	S	7	218278.1680
2005	0	1	X	Y	0	1	0	0	1	O	35	39055736.0000
2024	0	0	Y	N	0	1	0	1	0	O	23	437415.7135
2013	0	1	N	N	1	1	0	0	1	S	1	0.0000
2013	1	1	X	W	0	1	0	0	1	O	70	37888272.4100
2010	0	0		W	0	1	1	0	1	O	2	1262025.0000
2002	0	0	Y	N	0	0	0	0	1	O	1686	354642889.5600
2011	1	1			0	0	0	0	1	S	65	77263927.5119
2006	1	1	Y	Y	0	0	0	0	1	S	28	25338414.0000
2021	1	1			0	1	0	0	1	S	1552	1678035737.2454
2021	0	0	NULL	N	0	1	0	0	1	S	15298	15977612.0000
2023	0	0	N	Y	0	0	0	0	1	S	28	5985048.4122
2007	0	0	Y	N	0	0	0	0	1	O	7083	901366814.7803
2016	0	0			0	1	0	0	1	O	32801	949791356.3619
2005	0	1			0	0	0	0	0	O	2	0.0000
2012	0	1		Y	0	0	0	0	0	S	17	9184886.0000
2012	0	0	NULL	NULL	0	0	0	0	1	S	1828	-28477412.5700
2010	1	1	Y		0	0	0	0	0	O	2017	4690751532.3582
2013	1	1			0	1	0	0	1	S	417	417154191.8855
2007	0	1	Y	Y	1	0	0	0	1	O	6	9654520.0000
2019	1	1	Y	N	0	0	1	0	0	O	17	-120524.0000
2023	1	1	Y	W	0	0	0	0	0	O	201	2002097844.8798
2016	0	0	X	N	1	0	1	0	1	O	1	239682.2400
2017	0	1	X	Y	1	0	0	0	1	S	6	442897.0000
