Defense Agency Prodserv

"Fiscal Year","Date Signed","Contracting Department ID","Contracting Department Name","Contracting Agency ID","Contracting Agency Name","Base and All Options Value (Total Contract Value)","Base and Exercised Options Value","Dollars Obligated","Number of Actions","Number of Records"
"2021","6/2/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$0.00","$864,474.44","$864,474.44","3","3"
"2021","6/2/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$4,945,061.46","$739,373.29","$739,373.29","18","18"
"2021","6/2/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$742,687,929.40","$687,929.40","$687,929.40","8","8"
"2021","6/2/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","($4,758,839.85)","($4,875,797.26)","($4,485,177.26)","19","19"
"2021","6/2/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$243,409.09","$166,009.09","$166,009.09","3","3"
"2021","6/2/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$2,997,212.37","$84,371.37","$84,371.37","8","8"
"2021","6/2/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$30,452,473.98","$972,417.16","$9,871,315.55","13","13"
"2021","6/2/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$50,921.13","$17,105.13","$17,105.13","2","2"
"2021","6/2/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$17,533,717.00","$18,971,795.00","$20,567,307.92","15","15"
"2021","6/2/2021","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$109,429.77","$109,429.77","$111,707.07","1","1"
"2021","6/2/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","($51,813,956.29)","($57,875,052.22)","$5,940,529.33","30","30"
"2021","6/3/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$1,174,019,739.51","$285,142,250.17","$283,989,332.68","999","998"
"2021","6/3/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$1,461,068,880.90","$390,456,499.49","$405,655,295.41","858","718"
"2021","6/3/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$236,437,535.88","$275,325,885.03","$215,108,434.69","403","398"
"2021","6/3/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$1,645.14","$2,344,179.19","$4,992,453.19","14","14"
"2021","6/3/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($1,182,073.38)","($1,182,073.38)","($1,306,586.30)","49","49"
"2021","6/3/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$48,799.00","$48,799.00","$48,799.00","4","4"
"2021","6/3/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$2,554,236.42","$2,522,646.42","$2,522,646.42","28","28"
"2021","6/3/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$0.00","$0.00","$659,149.00","1","1"
"2021","6/3/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$6,534,028.15","$2,699,370.01","$2,972,349.40","157","157"
"2021","6/3/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$255,927,380.51","$150,156,292.28","$115,488,924.37","13,644","13,640"
"2021","6/3/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$0.00","$9,754,480.90","$4,873,372.40","3","3"
"2021","6/3/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$579,983.11","$446,708.46","$3,806,582.76","24","24"
"2021","6/3/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$3,630.59","$3,630.59","$3,630.59","3","3"
"2021","6/3/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$908,912.21","$164,754.41","$164,754.41","10","10"
"2021","6/3/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$2,808,313.85","$1,561,308.41","$1,561,308.41","4","4"
"2021","6/3/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$3,462,586.82","$2,996,821.52","$2,996,821.52","8","8"
"2021","6/3/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$13,473,963.86","$12,066,667.08","$12,285,713.04","19","19"
"2021","6/3/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$278,000.00","$28,000.00","$28,000.00","2","2"
"2021","6/3/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$188,211,985.04","$43,332,200.01","$36,575,862.31","20","20"
"2021","6/3/2021","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$469,160.00","$469,160.00","$469,160.00","1","1"
"2021","6/3/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$11,117,926.68","$19,986,055.93","$14,963,504.43","33","33"
"2021","6/4/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$712,665,323.91","$639,620,731.68","$554,153,330.42","684","683"
"2021","6/4/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$649,780,563.98","$269,655,736.92","$254,862,658.98","528","528"
"2021","6/4/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$1,314,995,260.93","$182,068,669.53","$150,498,990.22","352","352"
"2021","6/4/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$457,570.76","$457,570.76","$854,670.76","7","7"
"2021","6/4/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$17,474,029.76","($525,970.24)","($720,509.15)","29","29"
"2021","6/4/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$1,202,659.00","$200,000.00","$6,900,000.00","2","2"
"2021","6/4/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$6,044,635.03","$6,044,635.03","$6,044,635.02","20","20"
"2021","6/4/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$67,167,854.00","$11,180,720.00","$5,465,292.00","7","7"
"2021","6/4/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$7,951,915.27","$27,214,956.11","$21,113,795.12","1,060","1,060"
"2021","6/4/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$259,817,506.66","$101,230,255.87","$100,241,172.01","11,702","11,702"
"2021","6/4/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$135,632.00","$135,632.00","$135,632.00","2","2"
"2021","6/4/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$484,347.26","$444,158.42","$444,158.42","19","19"
"2021","6/4/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$63,196,191.08","$27,493,867.60","$26,643,592.76","15","15"
"2021","6/4/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$88,282.99","$113,060.29","$113,060.29","4","4"
"2021","6/4/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$70,426.20","$63,000.00","$63,000.00","3","3"
"2021","6/4/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$20,856,544.31","$22,170,892.99","$3,060,089.23","16","16"
"2021","6/4/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$9,906.00","$9,906.00","$9,906.00","1","1"
"2021","6/4/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$289,333.10","$289,333.10","$9,884,670.01","7","7"
"2021","6/4/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$11,143,016.39","$5,004,872.42","$5,690,335.01","29","29"
"2021","6/5/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$873,353.92","$885,858.32","$674,577.25","22","22"
"2021","6/5/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$3,637,079.41","$4,185,338.39","$3,619,689.21","22","22"
"2021","6/5/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$198,699.73","$480,705.17","$415,978.53","7","7"
"2021","6/5/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($103,927.63)","($103,927.63)","($103,927.63)","1","1"
"2021","6/5/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$1,268,658.37","$1,268,658.37","$1,268,658.37","1,105","1,105"
"2021","6/5/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$20,318,404.88","$20,318,404.88","$20,318,404.88","876","876"
"2021","6/5/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$0.00","$12,146.00","$12,146.00","1","1"
"2021","6/6/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$2,041,118.95","$3,685,487.64","$208,566,813.74","34","34"
"2021","6/6/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$6,700,144.85","$6,700,144.85","$6,421,929.85","24","24"
"2021","6/6/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$41,745,513.53","$42,006,976.67","$2,027,607.67","12","12"
"2021","6/6/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","($95,071.43)","($95,071.43)","($95,071.43)","47","47"
"2021","6/6/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$5,592,317.90","$5,342,133.05","$4,483,771.05","1,123","1,123"
"2021","6/7/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$208,178,253.77","$293,079,760.79","$205,519,341.99","628","628"
"2021","6/7/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$4,128,576,981.48","$1,206,776,901.72","$1,182,059,603.55","763","557"
"2021","6/7/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$160,804,623.53","$151,785,918.47","$105,173,136.03","355","355"
"2021","6/7/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$1,090,356.83","$1,090,356.83","$1,090,356.83","1","1"
"2021","6/7/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$0.00","$28,331.55","$28,331.55","3","3"
"2021","6/7/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($336,632.11)","($336,632.11)","($1,100,766.28)","40","40"
"2021","6/7/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$1,135,169.00","$1,135,169.00","$12,066,267.00","4","4"
"2021","6/7/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$5,000,559.89","$5,000,559.89","$4,954,393.04","37","18"
"2021","6/7/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","($596,642.00)","$569,322.00","$1,820,444.00","2","2"
"2021","6/7/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","($5,567,628.60)","$9,655,579.29","$13,468,037.79","70","70"
"2021","6/7/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$198,872,268.05","$125,377,610.85","$123,069,292.81","12,422","12,422"
"2021","6/7/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$145,483.18","$192,732.90","$192,732.90","12","12"
"2021","6/7/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$24.69","$24.69","$24.69","1","1"
"2021","6/7/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$270,414.89","$103,700.73","$103,700.73","10","10"
"2021","6/7/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$91,107.00","$91,107.00","$91,107.00","3","3"
"2021","6/7/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$4,709,398.78","$771,576.40","$771,576.40","5","5"
"2021","6/7/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$80,883,244.44","$38,192,142.62","$35,648,912.45","20","20"
"2021","6/7/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$20,000,000.00","$208,850.00","$208,850.00","2","2"
"2021","6/7/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$17,979,960.78","$20,102,099.74","$8,046,145.12","14","14"
"2021","6/7/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","($1,464,044.67)","($194,234.67)","$1,729,709.89","20","20"
"2021","6/8/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$5,053,917,151.91","$223,907,035.28","$257,552,980.48","881","881"
"2021","6/8/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$415,377,574.90","$204,962,037.71","$209,777,252.91","640","640"
"2021","6/8/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$194,095,465.14","$137,916,477.40","$141,785,252.72","406","406"
"2021","6/8/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$0.00","$33,090.36","$33,090.36","1","1"
"2021","6/8/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","($11,848.04)","($11,848.04)","$415,041.56","2","2"
"2021","6/8/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($1,824,019.55)","($1,824,019.55)","($3,042,189.32)","45","45"
"2021","6/8/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$1,014,812.22","$1,030,437.06","$1,036,687.17","20","20"
"2021","6/8/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$5,907,366.00","$8,940,668.62","$2,338,085.62","7","7"
"2021","6/8/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$18,387,472.73","$30,611,413.80","$33,092,906.96","424","424"
"2021","6/8/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$369,280,855.76","$119,590,361.74","$120,385,276.82","15,317","15,317"
"2021","6/8/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","($42,402.69)","$135,717.50","$135,717.50","3","3"
"2021","6/8/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$98,382.52","$82,862.43","$82,862.43","28","28"
"2021","6/8/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","($14,312.00)","($14,312.00)","($14,312.00)","3","3"
"2021","6/8/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$1,811,142.47","$3,257,398.96","$3,668,642.96","24","24"
"2021","6/8/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$6,048,897.24","$6,348,599.18","$6,348,599.18","5","5"
"2021","6/8/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$387,593.99","$387,593.99","$387,593.99","6","6"
"2021","6/8/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$7,362,581.00","$13,843,546.73","$11,407,773.53","15","15"
"2021","6/8/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$3,509.80","$3,509.80","$3,509.80","1","1"
"2021","6/8/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$135.20","$16,909,979.13","$15,802,591.72","16","16"
"2021","6/8/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$3,614,329.26","$2,921,525.86","$4,990,141.02","22","22"
"2021","6/9/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$878,034,454.64","$92,897,332.69","$88,774,690.47","851","851"
"2021","6/9/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$2,738,249,526.38","$138,717,098.79","$146,902,037.17","623","623"
"2021","6/9/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$3,234,083,970.77","$255,809,533.99","$168,606,269.78","392","392"
"2021","6/9/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$66,368,041.82","$13,239,602.44","$11,763,314.97","11","11"
"2021","6/9/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$689,265.21","$689,265.21","$1,537,146.66","67","67"
"2021","6/9/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$4,765,068.00","$4,765,068.00","$4,765,068.00","2","2"
"2021","6/9/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$31,413,211.44","$31,413,211.44","$21,246,618.11","118","27"
"2021","6/9/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$0.00","$3,681,791.00","$7,896,287.00","9","9"
"2021","6/9/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","($11,314,781.47)","$17,271,029.58","$6,002,879.18","92","92"
"2021","6/9/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$236,003,189.46","$173,953,690.83","$180,571,862.83","13,955","13,955"
"2021","6/9/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","($168.00)","$5,775,040.28","$5,775,040.28","3","3"
"2021","6/9/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$200,114.66","$672,012.10","$608,382.10","73","73"
"2021","6/9/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$55,875.00","$55,875.00","$55,875.00","1","1"
"2021","6/9/2021","9700","DEPT OF DEFENSE","97CY","U.S. CYBER COMMAND","$17,441.79","$17,441.79","$17,441.79","1","1"
"2021","6/9/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$31,780,413.62","$6,533,751.75","$7,796,547.06","29","29"
"2021","6/9/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$458,492.93","$344,711.77","$344,711.77","12","12"
"2021","6/9/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$3,276,442.51","$2,592,961.60","$4,542,021.97","10","10"
"2021","6/9/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","($92,160.00)","$254,304.00","$254,304.00","2","2"
"2021","6/9/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$10,377,350.48","$10,377,350.48","$8,556,567.37","19","19"
"2021","6/9/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$7,465,255.68","$4,646,123.57","$6,155,092.23","25","25"
"2021","6/10/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$2,518,518,658.84","$396,783,491.94","$411,257,403.78","745","745"
"2021","6/10/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$3,774,903,623.29","$251,643,174.28","$243,759,200.60","738","727"
"2021","6/10/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$623,287,506.92","$164,319,869.51","$190,665,012.79","405","402"
"2021","6/10/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$4,354,191.40","$890,450.40","$890,450.40","4","4"
"2021","6/10/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$196,403.31","$263,203.74","($608,346.76)","3","3"
"2021","6/10/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$1,203,177.11","$1,203,177.11","$1,041,765.08","401","399"
"2021","6/10/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$3,662,131.00","$4,451,679.80","$2,309,477.80","3","3"
"2021","6/10/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$828,418.19","$828,418.19","$2,330,828.19","14","14"
"2021","6/10/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","($1,016,884.86)","($906,251.86)","$6,740,086.54","6","6"
"2021","6/10/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$35,905,452.70","$18,498,494.49","$37,267,974.04","103","103"
"2021","6/10/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$354,895,203.74","$97,796,436.40","$92,146,887.00","13,109","13,109"
"2021","6/10/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","($379,204.80)","($22,046.40)","($22,046.40)","1","1"
"2021","6/10/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$10,119,932.87","$476,807.37","$476,807.37","29","29"
"2021","6/10/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$3,225.00","$3,225.00","$3,225.00","3","3"
"2021","6/10/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$3,513,371.62","$7,334,650.53","$8,372,542.13","15","15"
"2021","6/10/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$31,273.92","$31,273.92","$31,273.92","1","1"
"2021","6/10/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$549,705.94","$2,054,667.44","$2,054,667.44","9","9"
"2021","6/10/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$0.00","$2,836,518.40","$2,819,192.40","3","3"
"2021","6/10/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$40,944,924.96","$40,944,924.96","$42,558,542.56","15","15"
"2021","6/10/2021","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$122,464.00","$122,464.00","$122,464.00","1","1"
"2021","6/10/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$5,187,591.76","$5,187,591.76","$1,054,919.16","26","26"
"2021","6/11/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$460,445,877.84","$400,639,010.34","$483,144,956.56","626","626"
"2021","6/11/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$335,038,948.40","$234,332,142.54","$231,209,554.51","607","607"
"2021","6/11/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$214,112,151.31","$217,950,538.46","$170,473,640.37","300","300"
"2021","6/11/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","($91,270.55)","($91,270.55)","($91,270.55)","5","5"
"2021","6/11/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$0.00","$8,960,832.36","$9,184,652.12","5","5"
"2021","6/11/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($358,369.85)","($358,369.85)","($430,230.04)","25","25"
"2021","6/11/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$5,236,983.00","$5,236,983.00","$5,236,983.00","3","3"
"2021","6/11/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$2,233,613.33","$2,233,613.33","$2,233,613.33","20","10"
"2021","6/11/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$4,106,066.00","$4,106,066.00","$4,365,977.00","4","4"
